sw2501A-ms98-a-0002,2.188750,2.769625,okay,B,b,u-2-1
sw2501A-ms98-a-0004,12.545000,13.431625,oh,B,b,u-4-1
sw2501A-ms98-a-0006,15.641750,16.227375,no,B,aa,u-6-1
sw2501A-ms98-a-0008,21.516750,21.915000,right,B,b,u-8-1
sw2501A-ms98-a-0010,29.641500,29.913750,yeah,B,aa,u-10-1
sw2501A-ms98-a-0010,29.913750,30.053750,i,B,aa,u-10-2
sw2501A-ms98-a-0010,30.053750,30.455125,know,I,aa,u-10-2
sw2501A-ms98-a-0010,30.722625,30.793750,di[d]-,O,,
sw2501A-ms98-a-0010,30.793750,31.063750,is,B,qy,u-10-4
sw2501A-ms98-a-0010,31.063750,31.153750,it,I,qy,u-10-4
sw2501A-ms98-a-0010,31.153750,31.363750,easy,I,qy,u-10-4
sw2501A-ms98-a-0010,31.363750,31.483750,to,I,qy,u-10-4
sw2501A-ms98-a-0010,31.483750,31.932125,find,I,qy,u-10-4
sw2501A-ms98-a-0010,31.932125,32.075250,pai[nters]-,I,qy,u-10-4
sw2501A-ms98-a-0010,32.075250,32.183750,uh,I,qy,u-10-4
sw2501A-ms98-a-0010,32.183750,32.703750,painters,I,qy,u-10-4
sw2501A-ms98-a-0010,32.703750,33.075375,to,I,qy,u-10-4
sw2501A-ms98-a-0010,33.075375,33.226000,do,I,qy,u-10-4
sw2501A-ms98-a-0010,33.226000,33.383750,this,I,qy,u-10-4
sw2501A-ms98-a-0010,33.383750,33.652125,for,I,qy,u-10-4
sw2501A-ms98-a-0010,33.652125,33.871875,you,I,qy,u-10-4
sw2501A-ms98-a-0012,43.426750,43.702000,right,O,,
sw2501A-ms98-a-0012,43.702000,43.772000,are,B,qr,u-12-2
sw2501A-ms98-a-0012,43.772000,43.882000,you,I,qr,u-12-2
sw2501A-ms98-a-0012,43.882000,44.142000,talking,I,qr,u-12-2
sw2501A-ms98-a-0012,44.142000,44.272000,about,O,,
sw2501A-ms98-a-0012,44.272000,44.572000,outside,B,+,u-14-1
sw2501A-ms98-a-0012,44.572000,44.632000,or,I,+,u-14-1
sw2501A-ms98-a-0012,44.632000,45.063500,inside,I,+,u-14-1
sw2501A-ms98-a-0012,45.850750,46.513000,exterior,B,b^m,u-16-1
sw2501A-ms98-a-0012,46.513000,46.867250,yeah,B,b,u-16-2
sw2501A-ms98-a-0014,50.858500,51.236000,well,O,,
sw2501A-ms98-a-0015,52.207250,53.155375,yeah,B,b,u-20-1
sw2501A-ms98-a-0016,54.097875,54.424500,well,B,sd,u-22-1
sw2501A-ms98-a-0016,54.424500,54.644500,when,I,sd,u-22-1
sw2501A-ms98-a-0016,54.644500,54.844500,we've,I,sd,u-22-1
sw2501A-ms98-a-0016,54.844500,55.532375,painted,I,sd,u-22-1
sw2501A-ms98-a-0016,55.532375,56.144500,um,I,sd,u-22-1
sw2501A-ms98-a-0017,56.417375,56.614625,right,B,sd,u-22-2
sw2501A-ms98-a-0017,56.614625,56.824625,now,I,sd,u-22-2
sw2501A-ms98-a-0017,56.824625,56.974625,our,I,sd,u-22-2
sw2501A-ms98-a-0017,56.974625,57.194625,house,I,sd,u-22-2
sw2501A-ms98-a-0017,57.194625,57.494625,doesn't,I,sd,u-22-2
sw2501A-ms98-a-0017,57.494625,57.644625,have,I,sd,u-22-2
sw2501A-ms98-a-0017,57.644625,57.971625,to,I,sd,u-22-2
sw2501A-ms98-a-0017,57.971625,58.354625,have,I,sd,u-22-2
sw2501A-ms98-a-0017,58.354625,58.424625,the,I,sd,u-22-2
sw2501A-ms98-a-0017,58.424625,58.674625,same,I,sd,u-22-2
sw2501A-ms98-a-0017,58.674625,59.004625,kind,I,sd,u-22-2
sw2501A-ms98-a-0017,59.004625,59.154625,of,I,sd,u-22-2
sw2501A-ms98-a-0017,59.154625,59.574625,exterior,I,sd,u-22-2
