sw2292A-ms98-a-0002,1.706625,2.371750,hi,B,fp,u-2-1
sw2292A-ms98-a-0004,6.582625,7.135250,uh-huh,B,b,u-4-1
sw2292A-ms98-a-0006,12.770125,13.342125,well,B,sd,u-6-1
sw2292A-ms98-a-0006,13.342125,13.980375,um,I,sd,u-6-1
sw2292A-ms98-a-0006,14.128500,14.335625,i,I,sd,u-6-1
sw2292A-ms98-a-0006,14.335625,14.572125,we,I,sd,u-6-1
sw2292A-ms98-a-0006,14.572125,14.842125,just,I,sd,u-6-1
sw2292A-ms98-a-0006,14.842125,15.947000,recently,I,sd,u-6-1
sw2292A-ms98-a-0006,15.947000,16.681000,graduated,I,sd,u-6-1
sw2292A-ms98-a-0006,17.012500,17.162125,from,I,sd,u-6-1
sw2292A-ms98-a-0006,17.162125,17.402125,Rice,I,sd,u-6-1
sw2292A-ms98-a-0006,17.402125,18.230375,University,I,sd,u-6-1
sw2292A-ms98-a-0006,18.230375,18.622125,and,B,sd,u-6-2
sw2292A-ms98-a-0006,18.622125,18.914750,uh,I,sd,u-6-2
sw2292A-ms98-a-0006,18.914750,19.129375,we,I,sd,u-6-2
sw2292A-ms98-a-0006,19.129375,19.368875,were,I,sd,u-6-2
sw2292A-ms98-a-0006,19.515750,19.662125,going,I,sd,u-6-2
sw2292A-ms98-a-0006,19.662125,19.762125,through,I,sd,u-6-2
sw2292A-ms98-a-0006,19.762125,19.792125,a,I,sd,u-6-2
sw2292A-ms98-a-0006,19.792125,19.942125,lot,I,sd,u-6-2
sw2292A-ms98-a-0006,19.942125,20.002125,of,I,sd,u-6-2
sw2292A-ms98-a-0006,20.002125,20.222125,job,I,sd,u-6-2
sw2292A-ms98-a-0006,20.222125,20.522125,interviews,I,sd,u-6-2
sw2292A-ms98-a-0006,20.522125,20.682125,and,I,sd,u-6-2
sw2292A-ms98-a-0006,20.682125,21.036750,things,I,sd,u-6-2
sw2292A-ms98-a-0006,21.488750,21.792125,and,B,sd,u-6-3
sw2292A-ms98-a-0006,21.792125,21.982125,some,I,sd,u-6-3
sw2292A-ms98-a-0006,21.982125,22.192125,of,I,sd,u-6-3
sw2292A-ms98-a-0006,22.192125,22.282125,the,I,sd,u-6-3
sw2292A-ms98-a-0006,22.282125,22.412125,things,I,sd,u-6-3
sw2292A-ms98-a-0006,22.412125,22.522125,that,I,sd,u-6-3
sw2292A-ms98-a-0006,22.522125,22.602125,were,I,sd,u-6-3
sw2292A-ms98-a-0006,22.602125,22.982125,important,I,sd,u-6-3
sw2292A-ms98-a-0006,22.982125,23.122125,to,I,sd,u-6-3
sw2292A-ms98-a-0006,23.122125,23.700500,me,I,sd,u-6-3
sw2292A-ms98-a-0007,23.997000,24.167500,m[y]-,I,sd,u-6-3
sw2292A-ms98-a-0007,24.380500,24.616625,uh,I,sd,u-6-3
sw2292A-ms98-a-0007,24.616625,24.766625,when,I,sd,u-6-3
sw2292A-ms98-a-0007,24.766625,24.886625,my,I,sd,u-6-3
sw2292A-ms98-a-0007,24.886625,25.186625,husband,I,sd,u-6-3
sw2292A-ms98-a-0007,25.186625,25.306625,was,I,sd,u-6-3
sw2292A-ms98-a-0007,25.306625,25.576625,looking,I,sd,u-6-3
sw2292A-ms98-a-0007,25.576625,25.776625,for,I,sd,u-6-3
sw2292A-ms98-a-0007,25.776625,25.946625,his,I,sd,u-6-3
sw2292A-ms98-a-0007,25.946625,26.226625,job,I,sd,u-6-3
sw2292A-ms98-a-0007,26.226625,26.446625,was,I,sd,u-6-3
sw2292A-ms98-a-0007,26.446625,26.726875,um,I,sd,u-6-3
sw2292A-ms98-a-0008,28.685000,29.295000,hours,I,sd,u-6-3
sw2292A-ms98-a-0008,29.295000,29.475000,you,I,sd,u-6-3
sw2292A-ms98-a-0008,29.475000,29.628750,know,I,sd,u-6-3
sw2292A-ms98-a-0008,29.628750,29.850875,we,B,%,u-6-4
sw2292A-ms98-a-0008,29.850875,30.005000,he,O,,
sw2292A-ms98-a-0008,30.005000,30.145000,had,O,,
sw2292A-ms98-a-0008,30.145000,30.295000,been,B,sd,u-6-5
sw2292A-ms98-a-0008,30.295000,30.475000,in,I,sd,u-6-5
sw2292A-ms98-a-0008,30.475000,30.835000,graduate,I,sd,u-6-5
sw2292A-ms98-a-0008,30.835000,31.105000,school,I,sd,u-6-5
sw2292A-ms98-a-0008,31.105000,31.454250,so,I,sd,u-6-5
sw2292A-ms98-a-0008,31.626750,31.743500,i,I,sd,u-6-5
sw2292A-ms98-a-0008,31.743500,31.825000,was,I,sd,u-6-5
sw2292A-ms98-a-0008,31.825000,31.985000,used,I,sd,u-6-5
sw2292A-ms98-a-0008,31.985000,32.065000,to,I,sd,u-6-5
sw2292A-ms98-a-0008,32.065000,32.215000,his,I,sd,u-6-5
sw2292A-ms98-a-0008,32.215000,32.495000,not,I,sd,u-6-5
sw2292A-ms98-a-0008,32.495000,32.715000,being,I,sd,u-6-5
sw2292A-ms98-a-0008,32.715000,32.945000,home,I,sd,u-6-5
sw2292A-ms98-a-0008,32.945000,33.035000,at,I,sd,u-6-5
sw2292A-ms98-a-0008,33.035000,33.178000,all,I,sd,u-6-5
sw2292A-ms98-a-0008,33.178000,34.217500,[laughter],O,,
sw2292A-ms98-a-0008,34.217500,34.485000,so,B,sd,u-8-1
sw2292A-ms98-a-0008,34.485000,34.663875,i,I,sd,u-8-1
sw2292A-ms98-a-0008,34.663875,34.907375,was,I,sd,u-8-1
sw2292A-ms98-a-0008,35.275500,35.354625,you,I,sd,u-8-1
sw2292A-ms98-a-0008,35.354625,35.495000,know,I,sd,u-8-1
sw2292A-ms98-a-0008,35.495000,35.685000,didn't,I,sd,u-8-1
sw2292A-ms98-a-0008,35.685000,35.805000,want,I,sd,u-8-1
sw2292A-ms98-a-0008,35.805000,35.895000,him,I,sd,u-8-1
sw2292A-ms98-a-0008,35.895000,36.075000,to,I,sd,u-8-1
sw2292A-ms98-a-0008,36.075000,36.335000,have,I,sd,u-8-1
sw2292A-ms98-a-0008,36.335000,36.415000,a,I,sd,u-8-1
sw2292A-ms98-a-0008,36.415000,36.795000,job,I,sd,u-8-1
sw2292A-ms98-a-0008,36.795000,36.931625,that,I,sd,u-8-1
sw2292A-ms98-a-0009,37.517625,37.670875,would,I,sd,u-8-1
sw2292A-ms98-a-0009,37.670875,37.880875,make,I,sd,u-8-1
sw2292A-ms98-a-0009,37.880875,38.121375,him,I,sd,u-8-1
sw2292A-ms98-a-0009,38.535250,38.740875,kind,I,sd,u-8-1
sw2292A-ms98-a-0009,38.740875,38.800875,of,I,sd,u-8-1
sw2292A-ms98-a-0009,38.800875,38.970875,be,I,sd,u-8-1
sw2292A-ms98-a-0009,38.970875,39.190875,on,I,sd,u-8-1
sw2292A-ms98-a-0009,39.190875,39.870000,call,I,sd,u-8-1
sw2292A-ms98-a-0009,40.009375,40.210875,all,I,sd,u-8-1
sw2292A-ms98-a-0009,40.210875,40.280875,the,I,sd,u-8-1
sw2292A-ms98-a-0009,40.280875,40.600875,time,I,sd,u-8-1
sw2292A-ms98-a-0009,40.600875,40.690875,and,I,sd,u-8-1
sw2292A-ms98-a-0009,40.690875,40.800875,have,I,sd,u-8-1
sw2292A-ms98-a-0009,40.800875,40.900875,to,I,sd,u-8-1
sw2292A-ms98-a-0009,40.900875,41.080875,go,I,sd,u-8-1
sw2292A-ms98-a-0009,41.080875,41.360875,in,I,sd,u-8-1
sw2292A-ms98-a-0009,41.360875,41.530875,at,I,sd,u-8-1
sw2292A-ms98-a-0009,41.530875,41.920875,any,I,sd,u-8-1
sw2292A-ms98-a-0009,41.920875,42.410875,time,I,sd,u-8-1
sw2292A-ms98-a-0009,42.410875,42.627500,and,I,sd,u-8-1
sw2292A-ms98-a-0009,43.112750,43.191750,you,B,+,u-10-1
sw2292A-ms98-a-0009,43.191750,43.290875,know,I,+,u-10-1
sw2292A-ms98-a-0009,43.290875,43.490875,even,I,+,u-10-1
sw2292A-ms98-a-0009,43.490875,43.600875,on,I,+,u-10-1
sw2292A-ms98-a-0009,43.600875,43.670875,the,I,+,u-10-1
sw2292A-ms98-a-0009,43.670875,44.250875,weekends,I,+,u-10-1
sw2292A-ms98-a-0009,44.250875,44.483750,and,I,+,u-10-1
sw2292A-ms98-a-0009,44.611750,45.000875,and,I,+,u-10-1
sw2292A-ms98-a-0009,45.000875,45.278125,um,I,+,u-10-1
sw2292A-ms98-a-0009,45.692500,45.870875,and,I,+,u-10-1
sw2292A-ms98-a-0009,45.870875,46.110875,things,I,+,u-10-1
sw2292A-ms98-a-0009,46.110875,46.220875,so,B,sd,u-10-2
sw2292A-ms98-a-0009,46.220875,46.430875,that,I,sd,u-10-2
sw2292A-ms98-a-0009,46.430875,46.560875,was,I,sd,u-10-2
sw2292A-ms98-a-0009,46.560875,46.910875,important,I,sd,u-10-2
sw2292A-ms98-a-0009,46.910875,47.070875,to,I,sd,u-10-2
sw2292A-ms98-a-0009,47.070875,47.250875,me,I,sd,u-10-2
sw2292A-ms98-a-0009,47.250875,47.380875,and,I,sd,u-10-2
sw2292A-ms98-a-0009,47.380875,47.760875,also,I,sd,u-10-2
sw2292A-ms98-a-0009,47.760875,48.639250,insurance,I,sd,u-10-2
sw2292A-ms98-a-0010,49.280250,49.510250,for,I,sd,u-10-2
sw2292A-ms98-a-0010,49.510250,49.689250,the,I,sd,u-10-2
sw2292A-ms98-a-0010,50.020625,50.280875,fa[mily]-,I,sd,u-10-2
sw2292A-ms98-a-0010,50.280875,50.430250,our,I,sd,u-10-2
sw2292A-ms98-a-0010,50.430250,51.040250,family,I,sd,u-10-2
sw2292A-ms98-a-0010,51.040250,51.507750,because,B,+,u-12-1
sw2292A-ms98-a-0010,52.220625,52.380250,we'd,I,+,u-12-1
sw2292A-ms98-a-0010,52.380250,52.540250,like,I,+,u-12-1
sw2292A-ms98-a-0010,52.540250,52.650250,to,I,+,u-12-1
sw2292A-ms98-a-0010,52.650250,52.740250,be,I,+,u-12-1
sw2292A-ms98-a-0010,52.740250,52.940250,able,I,+,u-12-1
sw2292A-ms98-a-0010,52.940250,53.150000,to,I,+,u-12-1
sw2292A-ms98-a-0010,53.579375,53.760250,take,I,+,u-12-1
sw2292A-ms98-a-0010,53.760250,53.930250,care,I,+,u-12-1
sw2292A-ms98-a-0010,53.930250,54.030250,of,I,+,u-12-1
sw2292A-ms98-a-0010,54.030250,54.120250,our,I,+,u-12-1
sw2292A-ms98-a-0010,54.120250,54.460250,medical,I,+,u-12-1
sw2292A-ms98-a-0010,54.460250,54.730250,needs,I,+,u-12-1
sw2292A-ms98-a-0010,54.730250,54.830250,and,I,+,u-12-1
sw2292A-ms98-a-0010,54.830250,55.230250,not,I,+,u-12-1
sw2292A-ms98-a-0010,55.230250,55.340250,be,I,+,u-12-1
sw2292A-ms98-a-0010,55.340250,55.670250,thinking,I,+,u-12-1
sw2292A-ms98-a-0010,55.670250,55.790250,so,I,+,u-12-1
sw2292A-ms98-a-0010,55.790250,56.010250,much,I,+,u-12-1
sw2292A-ms98-a-0010,56.010250,56.463250,about,I,+,u-12-1
sw2292A-ms98-a-0010,57.239125,57.390250,whether,I,+,u-12-1
sw2292A-ms98-a-0010,57.390250,57.450250,or,I,+,u-12-1
sw2292A-ms98-a-0010,57.450250,57.600250,not,I,+,u-12-1
sw2292A-ms98-a-0010,57.600250,57.660250,you,I,+,u-12-1
sw2292A-ms98-a-0010,57.660250,57.800250,can,I,+,u-12-1
sw2292A-ms98-a-0010,57.800250,58.190250,afford,I,+,u-12-1
sw2292A-ms98-a-0010,58.190250,58.402250,it,I,+,u-12-1
sw2292A-ms98-a-0012,66.394250,66.887750,uh-huh,B,b,u-14-1
sw2292A-ms98-a-0014,68.913500,69.379875,um-hum,B,b,u-16-1
sw2292A-ms98-a-0014,69.379875,69.652125,us,B,sd,u-16-2
sw2292A-ms98-a-0014,69.652125,69.978250,too,I,sd,u-16-2
sw2292A-ms98-a-0016,74.991625,75.538375,um-hum,B,b,u-18-1
sw2292A-ms98-a-0018,80.957000,81.447375,um-hum,B,b,u-20-1
sw2292A-ms98-a-0020,94.038375,94.538375,um-hum,B,b,u-22-1
sw2292A-ms98-a-0022,96.644750,96.770500,well,B,ba,u-24-1
sw2292A-ms98-a-0022,96.770500,97.040500,that's,I,ba,u-24-1
sw2292A-ms98-a-0022,97.040500,97.535500,nice,I,ba,u-24-1
sw2292A-ms98-a-0024,104.422000,104.905875,uh-huh,B,b,u-26-1
sw2292A-ms98-a-0024,104.905875,105.184625,that's,B,ba,u-26-2
sw2292A-ms98-a-0024,105.184625,105.638375,good,I,ba,u-26-2
sw2292A-ms98-a-0026,110.904000,111.734500,um-hum,B,b,u-28-1
sw2292A-ms98-a-0028,114.789375,114.899875,oh,B,ba,u-30-1
