sw2102B-ms98-a-0002,9.478125,9.874125,uh-huh,B,b,u-2-1
sw2102B-ms98-a-0005,16.750625,17.269625,uh-huh,B,b^r,u-4-1
sw2102B-ms98-a-0007,21.008875,21.380875,right,B,b,u-6-1
sw2102B-ms98-a-0011,32.097000,32.421125,uh-huh,B,b,u-8-1
sw2102B-ms98-a-0012,33.289125,33.377500,i,B,sd,u-8-2
sw2102B-ms98-a-0012,33.377500,33.612625,think,I,sd,u-8-2
sw2102B-ms98-a-0012,33.612625,33.772625,i've,I,sd,u-8-2
sw2102B-ms98-a-0012,33.772625,34.272625,actually,I,sd,u-8-2
sw2102B-ms98-a-0012,34.272625,34.612625,seen,I,sd,u-8-2
sw2102B-ms98-a-0012,34.612625,34.682625,a,I,sd,u-8-2
sw2102B-ms98-a-0012,34.682625,35.089125,number,I,sd,u-8-2
sw2102B-ms98-a-0012,35.089125,35.206000,of,I,sd,u-8-2
sw2102B-ms98-a-0012,35.206000,35.572625,Star,I,sd,u-8-2
sw2102B-ms98-a-0012,35.572625,35.992625,Treks,I,sd,u-8-2
sw2102B-ms98-a-0012,35.992625,36.242625,one,I,sd,u-8-2
sw2102B-ms98-a-0012,36.242625,36.442625,way,I,sd,u-8-2
sw2102B-ms98-a-0012,36.442625,36.542625,or,I,sd,u-8-2
sw2102B-ms98-a-0012,36.542625,36.972625,another,I,sd,u-8-2
sw2102B-ms98-a-0012,36.972625,37.202625,over,I,sd,u-8-2
sw2102B-ms98-a-0012,37.202625,37.292625,the,I,sd,u-8-2
sw2102B-ms98-a-0012,37.292625,37.909750,years,I,sd,u-8-2
sw2102B-ms98-a-0013,38.542250,38.703875,uh,I,sd,u-8-2
sw2102B-ms98-a-0013,38.703875,38.993625,although,I,sd,u-8-2
sw2102B-ms98-a-0013,38.993625,39.053625,i,I,sd,u-8-2
sw2102B-ms98-a-0013,39.053625,39.303625,never,I,sd,u-8-2
sw2102B-ms98-a-0013,39.303625,39.673625,watched,I,sd,u-8-2
sw2102B-ms98-a-0013,39.673625,39.803625,it,I,sd,u-8-2
sw2102B-ms98-a-0013,39.803625,40.352125,regularly,I,sd,u-8-2
sw2102B-ms98-a-0013,40.656750,40.920375,i'm,B,sd,u-8-3
sw2102B-ms98-a-0013,41.140625,41.592625,certainly,I,sd,u-8-3
sw2102B-ms98-a-0013,41.592625,42.103625,acquainted,I,sd,u-8-3
sw2102B-ms98-a-0013,42.103625,42.213625,with,I,sd,u-8-3
sw2102B-ms98-a-0013,42.213625,42.273625,the,I,sd,u-8-3
sw2102B-ms98-a-0013,42.273625,43.031375,character,I,sd,u-8-3
sw2102B-ms98-a-0013,43.387500,43.489250,the,B,+,u-10-1
sw2102B-ms98-a-0013,43.489250,44.053625,characters,I,+,u-10-1
sw2102B-ms98-a-0013,44.053625,44.143625,and,B,sd,u-10-2
sw2102B-ms98-a-0013,44.143625,44.253625,then,I,sd,u-10-2
sw2102B-ms98-a-0013,44.253625,44.383625,i've,I,sd,u-10-2
sw2102B-ms98-a-0013,44.383625,44.673625,seen,I,sd,u-10-2
sw2102B-ms98-a-0013,44.673625,44.923625,some,I,sd,u-10-2
sw2102B-ms98-a-0013,44.923625,45.023625,of,I,sd,u-10-2
sw2102B-ms98-a-0013,45.023625,45.093625,the,I,sd,u-10-2
sw2102B-ms98-a-0013,45.093625,45.443625,Star,I,sd,u-10-2
sw2102B-ms98-a-0013,45.443625,45.743625,Trek,I,sd,u-10-2
sw2102B-ms98-a-0013,45.743625,46.295000,movies,I,sd,u-10-2
sw2102B-ms98-a-0015,48.441375,49.505625,[vocalized-noise],O,,
sw2102B-ms98-a-0017,55.710625,56.035625,uh-huh,B,b,u-14-1
sw2102B-ms98-a-0019,64.669500,65.172000,uh-huh,B,b^r,u-16-1
sw2102B-ms98-a-0021,76.548375,76.634625,i,B,sd,u-18-1
sw2102B-ms98-a-0021,76.634625,76.819125,don't,I,sd,u-18-1
sw2102B-ms98-a-0021,76.819125,76.996375,think,I,sd,u-18-1
sw2102B-ms98-a-0021,76.996375,77.243250,i,I,sd,u-18-1
sw2102B-ms98-a-0021,77.352500,77.526375,i've,I,sd,u-18-1
sw2102B-ms98-a-0021,77.526375,77.786375,even,I,sd,u-18-1
sw2102B-ms98-a-0021,77.786375,78.136375,heard,I,sd,u-18-1
sw2102B-ms98-a-0021,78.136375,78.264000,of,I,sd,u-18-1
sw2102B-ms98-a-0021,78.264000,78.471125,that,I,sd,u-18-1
sw2102B-ms98-a-0021,78.471125,78.906375,show,I,sd,u-18-1
sw2102B-ms98-a-0021,78.906375,79.086375,it's,B,qy^d,u-20-1
sw2102B-ms98-a-0021,79.086375,79.406375,called,I,qy^d,u-20-1
sw2102B-ms98-a-0021,79.406375,80.133375,McGyver,I,qy^d,u-20-1
sw2102B-ms98-a-0021,80.728500,80.876375,and,B,qw,u-22-1
sw2102B-ms98-a-0021,80.876375,81.076375,what,I,qw,u-22-1
sw2102B-ms98-a-0021,81.076375,81.384375,is,I,qw,u-22-1
sw2102B-ms98-a-0021,81.516125,81.706375,what,I,qw,u-22-1
sw2102B-ms98-a-0021,81.706375,82.192750,is,I,qw,u-22-1
sw2102B-ms98-a-0021,82.192750,82.777875,he,I,qw,u-22-1
sw2102B-ms98-a-0023,90.651875,91.075500,uh-huh,B,b,u-24-1
sw2102B-ms98-a-0025,99.576375,99.776500,[vocalized-noise],O,,
sw2102B-ms98-a-0027,104.928500,105.484500,uh-huh,B,b^r,u-26-1
sw2102B-ms98-a-0029,108.194125,108.374625,oh,B,ba,u-28-1
sw2102B-ms98-a-0029,108.471250,108.799875,great,I,ba,u-28-1
sw2102B-ms98-a-0029,108.901625,109.225625,Boeing,B,sv,u-28-2
sw2102B-ms98-a-0029,109.225625,109.345625,ought,I,sv,u-28-2
sw2102B-ms98-a-0029,109.345625,109.465625,to,I,sv,u-28-2
sw2102B-ms98-a-0029,109.465625,109.865625,hire,I,sv,u-28-2
sw2102B-ms98-a-0029,109.865625,109.995625,him,I,sv,u-28-2
sw2102B-ms98-a-0029,109.995625,110.115625,and,I,sv,u-28-2
sw2102B-ms98-a-0029,110.115625,110.245625,give,I,sv,u-28-2
sw2102B-ms98-a-0029,110.245625,110.385625,him,I,sv,u-28-2
sw2102B-ms98-a-0029,110.385625,110.485625,a,I,sv,u-28-2
sw2102B-ms98-a-0029,110.485625,111.105625,junkyard,I,sv,u-28-2
sw2102B-ms98-a-0029,111.105625,111.195625,and,B,+,u-30-1
sw2102B-ms98-a-0029,111.195625,111.435625,see,I,+,u-30-1
sw2102B-ms98-a-0029,111.435625,111.515625,if,I,+,u-30-1
sw2102B-ms98-a-0029,111.515625,111.595625,he,I,+,u-30-1
sw2102B-ms98-a-0029,111.595625,111.755625,could,I,+,u-30-1
sw2102B-ms98-a-0029,111.755625,112.055625,build,I,+,u-30-1
sw2102B-ms98-a-0029,112.055625,112.115625,a,I,+,u-30-1
sw2102B-ms98-a-0029,112.115625,113.195625,747,I,+,u-30-1
sw2102B-ms98-a-0029,113.195625,113.325625,out,I,+,u-30-1
sw2102B-ms98-a-0029,113.325625,113.505625,of,I,+,u-30-1
sw2102B-ms98-a-0029,113.505625,113.594375,it,I,+,u-30-1
sw2102B-ms98-a-0030,114.588125,115.034000,[laughter],O,,
sw2102B-ms98-a-0032,119.949125,120.226875,well,B,sd,u-32-1
sw2102B-ms98-a-0032,120.733125,121.019375,uh,I,sd,u-32-1
sw2102B-ms98-a-0032,121.102000,121.338500,i,I,sd,u-32-1
sw2102B-ms98-a-0032,121.530625,121.862000,used,I,sd,u-32-1
sw2102B-ms98-a-0032,121.862000,121.962000,to,I,sd,u-32-1
sw2102B-ms98-a-0032,121.962000,122.252000,watch,I,sd,u-32-1
