sw3703A-ms98-a-0001,0.070000,0.559625,okay_1,O,,
sw3703A-ms98-a-0002,1.676750,2.190875,um,B,sd,u-3-1
sw3703A-ms98-a-0002,2.190875,2.492875,we,I,sd,u-3-1
sw3703A-ms98-a-0002,2.492875,2.702875,have,I,sd,u-3-1
sw3703A-ms98-a-0002,2.702875,2.992875,small,I,sd,u-3-1
sw3703A-ms98-a-0002,2.992875,3.813000,children,I,sd,u-3-1
sw3703A-ms98-a-0002,3.813000,4.222875,two,I,sd,u-3-1
sw3703A-ms98-a-0002,4.222875,4.382875,and,I,sd,u-3-1
sw3703A-ms98-a-0002,4.382875,4.878500,four,I,sd,u-3-1
sw3703A-ms98-a-0002,5.320500,5.497500,and,B,sd,u-5-1
sw3703A-ms98-a-0002,5.497500,5.682875,so,I,sd,u-5-1
sw3703A-ms98-a-0002,5.682875,6.216375,we,I,sd,u-5-1
sw3703A-ms98-a-0002,6.216375,6.402875,our,I,sd,u-5-1
sw3703A-ms98-a-0002,6.402875,6.732875,dining,I,sd,u-5-1
sw3703A-ms98-a-0002,6.732875,6.872875,is,I,sd,u-5-1
sw3703A-ms98-a-0002,6.872875,7.062875,very,I,sd,u-5-1
sw3703A-ms98-a-0002,7.062875,7.732875,limited,I,sd,u-5-1
sw3703A-ms98-a-0002,7.732875,10.272875,[laughter],O,,
sw3703A-ms98-a-0002,10.272875,10.522875,oh,B,nd,u-7-1
sw3703A-ms98-a-0002,10.522875,10.932875,we're,I,nd,u-7-1
sw3703A-ms98-a-0002,10.932875,11.292875,past,I,nd,u-7-1
sw3703A-ms98-a-0002,11.292875,11.572875,that,I,nd,u-7-1
sw3703A-ms98-a-0002,11.572875,11.832875,now,I,nd,u-7-1
sw3703A-ms98-a-0002,11.832875,11.942875,we're,B,nd,u-7-2
sw3703A-ms98-a-0002,11.942875,11.972875,a,I,nd,u-7-2
sw3703A-ms98-a-0002,11.972875,12.282875,little,I,nd,u-7-2
sw3703A-ms98-a-0002,12.282875,12.492875,sick,I,nd,u-7-2
sw3703A-ms98-a-0002,12.492875,12.562875,of,I,nd,u-7-2
sw3703A-ms98-a-0002,12.562875,13.002875,that,I,nd,u-7-2
sw3703A-ms98-a-0002,13.002875,14.755250,[laughter],O,,
sw3703A-ms98-a-0003,16.015750,16.569375,no,B,nn,u-9-1
sw3703A-ms98-a-0003,16.569375,17.208500,um,B,%,u-9-2
sw3703A-ms98-a-0004,17.912375,18.138125,we're,I,%,u-9-2
sw3703A-ms98-a-0004,18.138125,18.438125,more,I,%,u-9-2
sw3703A-ms98-a-0004,18.438125,18.808125,like,B,sd^e,u-9-3
sw3703A-ms98-a-0004,18.808125,19.248125,um,I,sd^e,u-9-3
sw3703A-ms98-a-0004,19.248125,19.318125,you,I,sd^e,u-9-3
sw3703A-ms98-a-0004,19.318125,19.388125,know,I,sd^e,u-9-3
