sw3279A-ms98-a-0001,0.260000,0.700000,okay,B,o,u-1-1
sw3279A-ms98-a-0001,0.700000,0.890000,i've,B,sd,u-1-2
sw3279A-ms98-a-0001,0.890000,1.072625,got,I,sd,u-1-2
sw3279A-ms98-a-0001,1.072625,1.239750,a,I,sd,u-1-2
sw3279A-ms98-a-0001,1.484625,1.600000,you,I,sd,u-1-2
sw3279A-ms98-a-0001,1.600000,1.710000,know,I,sd,u-1-2
sw3279A-ms98-a-0001,1.710000,1.790000,i,B,sd,u-1-3
sw3279A-ms98-a-0001,1.790000,1.900000,have,I,sd,u-1-3
sw3279A-ms98-a-0001,1.900000,2.000000,a,I,sd,u-1-3
sw3279A-ms98-a-0001,2.000000,2.270000,real,I,sd,u-1-3
sw3279A-ms98-a-0001,2.270000,2.540000,good,I,sd,u-1-3
sw3279A-ms98-a-0001,2.540000,2.900000,method,I,sd,u-1-3
sw3279A-ms98-a-0001,2.900000,3.352750,of,I,sd,u-1-3
sw3279A-ms98-a-0002,3.978875,4.352250,starting,I,sd,u-1-3
sw3279A-ms98-a-0002,4.352250,4.422250,to,I,sd,u-1-3
sw3279A-ms98-a-0002,4.422250,4.572250,get,I,sd,u-1-3
sw3279A-ms98-a-0002,4.572250,4.632250,the,I,sd,u-1-3
sw3279A-ms98-a-0002,4.632250,4.912250,budget,I,sd,u-1-3
sw3279A-ms98-a-0002,4.912250,5.322250,balanced,O,,
sw3279A-ms98-a-0002,5.322250,5.512250,again,O,,
sw3279A-ms98-a-0002,5.512250,5.632250,and,B,sd,u-1-4
sw3279A-ms98-a-0002,5.632250,5.822250,that's,I,sd,u-1-4
sw3279A-ms98-a-0002,5.822250,5.992250,get,I,sd,u-1-4
sw3279A-ms98-a-0002,5.992250,6.202250,half,I,sd,u-1-4
sw3279A-ms98-a-0002,6.202250,6.262250,of,I,sd,u-1-4
sw3279A-ms98-a-0002,6.262250,6.322250,the,I,sd,u-1-4
sw3279A-ms98-a-0002,6.322250,6.701750,government,I,sd,u-1-4
sw3279A-ms98-a-0002,6.995500,7.192250,rid,I,sd,u-1-4
sw3279A-ms98-a-0002,7.192250,7.292250,of,I,sd,u-1-4
sw3279A-ms98-a-0002,7.292250,7.372250,the,I,sd,u-1-4
sw3279A-ms98-a-0002,7.372250,7.522250,half,I,sd,u-1-4
sw3279A-ms98-a-0002,7.522250,7.602250,the,I,sd,u-1-4
sw3279A-ms98-a-0002,7.602250,8.002250,government,I,sd,u-1-4
sw3279A-ms98-a-0002,8.002250,8.412250,payroll,I,sd,u-1-4
sw3279A-ms98-a-0004,13.035750,13.667000,[laughter],O,,
sw3279A-ms98-a-0006,16.527750,16.811625,not,B,ba,u-5-1
