sw3527A-ms98-a-0002,0.123625,0.641750,okay,B,o,u-1-1
sw3527A-ms98-a-0002,0.641750,0.797125,do,B,qr,u-1-2
sw3527A-ms98-a-0002,0.797125,0.835375,y[ou]-,I,qr,u-1-2
sw3527A-ms98-a-0002,0.989000,1.083625,do,I,qr,u-1-2
sw3527A-ms98-a-0002,1.083625,1.163625,you,I,qr,u-1-2
sw3527A-ms98-a-0002,1.163625,1.353625,have,I,qr,u-1-2
sw3527A-ms98-a-0002,1.353625,1.473625,a,I,qr,u-1-2
sw3527A-ms98-a-0002,1.473625,1.843625,home,I,qr,u-1-2
sw3527A-ms98-a-0002,1.843625,1.903625,or,I,qr,u-1-2
sw3527A-ms98-a-0002,1.903625,2.163625,are,I,qr,u-1-2
sw3527A-ms98-a-0002,2.163625,2.253625,you,I,qr,u-1-2
sw3527A-ms98-a-0002,2.253625,2.423625,in,I,qr,u-1-2
sw3527A-ms98-a-0002,2.423625,2.923625,apartment,I,qr,u-1-2
sw3527A-ms98-a-0002,3.233625,3.463625,okay,B,bk,u-3-1
sw3527A-ms98-a-0002,3.463625,3.553625,so,O,,
sw3527A-ms98-a-0002,3.553625,3.613625,do,B,qy,u-3-2
sw3527A-ms98-a-0002,3.613625,3.673625,you,I,qy,u-3-2
sw3527A-ms98-a-0002,3.673625,3.763625,have,I,qy,u-3-2
sw3527A-ms98-a-0002,3.763625,3.873625,to,I,qy,u-3-2
sw3527A-ms98-a-0002,3.873625,3.953625,do,I,qy,u-3-2
sw3527A-ms98-a-0002,3.953625,4.023625,a,I,qy,u-3-2
sw3527A-ms98-a-0002,4.023625,4.213625,lot,I,qy,u-3-2
sw3527A-ms98-a-0002,4.213625,4.480875,of,I,qy,u-3-2
sw3527A-ms98-a-0002,4.932750,5.253625,garden,O,,
sw3527A-ms98-a-0002,5.253625,5.483000,work,O,,
sw3527A-ms98-a-0004,7.930750,8.230250,uh-huh,B,b,u-5-1
sw3527A-ms98-a-0006,16.204500,17.166375,[laughter],O,,
sw3527A-ms98-a-0006,18.057750,18.499250,[laughter-oh],O,,
sw3527A-ms98-a-0006,18.499250,19.355750,[laughter-okay],O,,
sw3527A-ms98-a-0006,19.355750,21.025375,[laughter],O,,
sw3527A-ms98-a-0008,28.725875,29.201750,uh-huh,B,b,u-11-1
sw3527A-ms98-a-0010,33.152625,33.632625,um-hum,B,b,u-13-1
sw3527A-ms98-a-0012,35.671375,36.033000,um-hum,B,b,u-15-1
sw3527A-ms98-a-0013,37.143750,37.583750,yeah,B,b,u-17-1
sw3527A-ms98-a-0013,37.818750,38.376625,uh-huh,B,b,u-17-2
sw3527A-ms98-a-0015,43.746500,43.846500,well,B,ba,u-19-1
sw3527A-ms98-a-0015,43.846500,44.046500,that's,I,ba,u-19-1
sw3527A-ms98-a-0015,44.046500,44.573125,nice,I,ba,u-19-1
sw3527A-ms98-a-0015,44.817875,45.711750,[laughter],O,,
sw3527A-ms98-a-0015,46.111000,46.196500,i,B,sd,u-19-2
sw3527A-ms98-a-0015,46.196500,46.366500,wish,I,sd,u-19-2
sw3527A-ms98-a-0015,46.366500,46.517875,i,I,sd,u-19-2
sw3527A-ms98-a-0015,46.517875,46.672250,could,I,sd,u-19-2
sw3527A-ms98-a-0015,46.672250,46.996500,[laughter-say],O,,
sw3527A-ms98-a-0015,46.996500,47.532750,[laughter-that],O,,
sw3527A-ms98-a-0016,49.111625,49.451625,ours,B,sd,u-21-1
sw3527A-ms98-a-0016,49.451625,49.551625,is,I,sd,u-21-1
sw3527A-ms98-a-0016,49.551625,49.861625,pretty,I,sd,u-21-1
sw3527A-ms98-a-0016,49.861625,50.171625,small,I,sd,u-21-1
sw3527A-ms98-a-0016,50.171625,50.611625,too,I,sd,u-21-1
sw3527A-ms98-a-0016,50.611625,50.979375,but,B,sd,u-21-2
sw3527A-ms98-a-0016,51.194000,51.391875,it,I,sd,u-21-2
sw3527A-ms98-a-0016,51.391875,51.552875,it,I,sd,u-21-2
sw3527A-ms98-a-0016,51.552875,51.831625,takes,I,sd,u-21-2
sw3527A-ms98-a-0016,51.831625,52.081625,about_1,I,sd,u-21-2
sw3527A-ms98-a-0016,52.081625,52.271625,an,I,sd,u-21-2
sw3527A-ms98-a-0016,52.271625,52.561625,hour,I,sd,u-21-2
sw3527A-ms98-a-0016,52.561625,52.711625,with,I,sd,u-21-2
sw3527A-ms98-a-0016,52.711625,52.771625,the,I,sd,u-21-2
sw3527A-ms98-a-0016,52.771625,52.931625,two,I,sd,u-21-2
sw3527A-ms98-a-0016,52.931625,53.041625,of,I,sd,u-21-2
sw3527A-ms98-a-0016,53.041625,53.201625,us,I,sd,u-21-2
sw3527A-ms98-a-0016,53.201625,53.819000,working,I,sd,u-21-2
sw3527A-ms98-a-0016,54.274750,54.709750,to,B,+,u-23-1
sw3527A-ms98-a-0016,54.883000,54.951625,you,I,+,u-23-1
sw3527A-ms98-a-0016,54.951625,55.171625,know,I,+,u-23-1
sw3527A-ms98-a-0016,55.171625,55.301625,do,I,+,u-23-1
sw3527A-ms98-a-0016,55.301625,55.371625,the,I,+,u-23-1
sw3527A-ms98-a-0016,55.371625,55.641625,bushes,I,+,u-23-1
sw3527A-ms98-a-0016,55.641625,55.851625,and,I,+,u-23-1
sw3527A-ms98-a-0016,55.851625,56.061625,and,I,+,u-23-1
sw3527A-ms98-a-0016,56.061625,56.221625,all,I,+,u-23-1
sw3527A-ms98-a-0016,56.221625,56.321625,of,I,+,u-23-1
sw3527A-ms98-a-0016,56.321625,56.591625,that,I,+,u-23-1
sw3527A-ms98-a-0016,56.591625,56.791625,sort,I,+,u-23-1
sw3527A-ms98-a-0016,56.791625,56.911625,of,I,+,u-23-1
sw3527A-ms98-a-0016,56.911625,57.258250,thing,I,+,u-23-1
sw3527A-ms98-a-0016,57.793125,58.116750,um,B,sd,u-25-1
sw3527A-ms98-a-0016,58.339000,58.421625,the,I,sd,u-25-1
sw3527A-ms98-a-0016,58.421625,58.701625,worst,I,sd,u-25-1
sw3527A-ms98-a-0016,58.701625,58.921625,part,I,sd,u-25-1
sw3527A-ms98-a-0016,58.921625,59.061625,is,I,sd,u-25-1
sw3527A-ms98-a-0016,59.261625,59.791625,controlling,I,sd,u-25-1
sw3527A-ms98-a-0016,59.791625,59.871625,the,I,sd,u-25-1
sw3527A-ms98-a-0016,59.871625,60.591625,weeds,I,sd,u-25-1
sw3527A-ms98-a-0017,61.221875,61.657500,which,B,+,u-27-1
sw3527A-ms98-a-0017,61.657500,61.757500,i,I,+,u-27-1
sw3527A-ms98-a-0017,61.757500,62.137500,hate,I,+,u-27-1
sw3527A-ms98-a-0017,62.137500,62.367500,because,I,+,u-27-1
sw3527A-ms98-a-0017,62.367500,62.447500,we,I,+,u-27-1
sw3527A-ms98-a-0017,62.447500,62.627500,don't,I,+,u-27-1
sw3527A-ms98-a-0017,62.627500,62.757500,like,I,+,u-27-1
sw3527A-ms98-a-0017,62.757500,62.897500,to,I,+,u-27-1
sw3527A-ms98-a-0017,62.897500,63.107500,use,I,+,u-27-1
sw3527A-ms98-a-0017,63.107500,63.147500,a,I,+,u-27-1
sw3527A-ms98-a-0017,63.147500,63.337500,lot,I,+,u-27-1
sw3527A-ms98-a-0017,63.337500,63.407500,of,I,+,u-27-1
sw3527A-ms98-a-0017,63.407500,63.517250,the,I,+,u-27-1
sw3527A-ms98-a-0017,63.517250,64.500250,chemicals,I,+,u-27-1
