sw2405B-ms98-a-0002,1.576625,1.826625,hi,B,fp,u-1-1
sw2405B-ms98-a-0002,1.826625,1.916625,how,B,fp,u-1-2
sw2405B-ms98-a-0002,1.916625,1.996625,are,I,fp,u-1-2
sw2405B-ms98-a-0002,1.996625,2.116625,you,I,fp,u-1-2
sw2405B-ms98-a-0002,2.116625,2.546625,today,I,fp,u-1-2
sw2405B-ms98-a-0003,2.966000,3.530750,good,B,fp,u-3-1
sw2405B-ms98-a-0003,3.967375,4.186000,well,B,sd,u-3-2
sw2405B-ms98-a-0003,4.186000,4.246000,as,I,sd,u-3-2
sw2405B-ms98-a-0003,4.246000,4.276000,a,I,sd,u-3-2
sw2405B-ms98-a-0003,4.276000,4.436000,matter,I,sd,u-3-2
sw2405B-ms98-a-0003,4.436000,4.496000,of,I,sd,u-3-2
sw2405B-ms98-a-0003,4.496000,4.846000,fact,I,sd,u-3-2
sw2405B-ms98-a-0003,4.846000,5.156000,i'm,I,sd,u-3-2
sw2405B-ms98-a-0003,5.156000,5.716000,before,I,sd,u-3-2
sw2405B-ms98-a-0003,5.716000,5.796000,we,I,sd,u-3-2
sw2405B-ms98-a-0003,5.796000,6.056000,started,I,sd,u-3-2
sw2405B-ms98-a-0003,6.056000,6.156000,this,I,sd,u-3-2
sw2405B-ms98-a-0003,6.156000,6.666000,conversation,I,sd,u-3-2
sw2405B-ms98-a-0003,6.666000,6.746000,i,I,sd,u-3-2
sw2405B-ms98-a-0003,6.746000,6.866000,was,I,sd,u-3-2
sw2405B-ms98-a-0003,6.866000,7.186000,working,I,sd,u-3-2
sw2405B-ms98-a-0003,7.186000,7.446000,on,I,sd,u-3-2
sw2405B-ms98-a-0003,7.446000,7.616000,my,I,sd,u-3-2
sw2405B-ms98-a-0003,7.616000,8.036000,PC,I,sd,u-3-2
sw2405B-ms98-a-0003,8.036000,8.196000,at,I,sd,u-3-2
sw2405B-ms98-a-0003,8.196000,8.416000,home,I,sd,u-3-2
sw2405B-ms98-a-0004,8.917500,9.067500,uh,O,,
