sw2078B-ms98-a-0002,1.763125,2.372125,okay,B,b,u-2-1
sw2078B-ms98-a-0004,10.971625,11.046875,oh,B,qy^h,u-4-1
sw2078B-ms98-a-0004,11.046875,11.186125,you,I,qy^h,u-4-1
sw2078B-ms98-a-0004,11.186125,11.356125,found,I,qy^h,u-4-1
sw2078B-ms98-a-0004,11.356125,11.456125,that,I,qy^h,u-4-1
sw2078B-ms98-a-0004,11.456125,11.556125,out,I,qy^h,u-4-1
sw2078B-ms98-a-0004,11.556125,11.981125,tonight,I,qy^h,u-4-1
sw2078B-ms98-a-0004,12.321125,12.436000,i,B,^h,u-6-1
sw2078B-ms98-a-0004,12.436000,12.626125,hadn't,I,^h,u-6-1
sw2078B-ms98-a-0004,12.626125,12.776125,even,I,^h,u-6-1
sw2078B-ms98-a-0004,12.776125,13.006125,heard,I,^h,u-6-1
sw2078B-ms98-a-0004,13.006125,13.216125,that,I,^h,u-6-1
sw2078B-ms98-a-0004,13.216125,13.436125,that's,B,ba,u-6-2
sw2078B-ms98-a-0004,13.436125,13.906125,great,I,ba,u-6-2
sw2078B-ms98-a-0004,13.906125,13.976125,i,B,sv,u-6-3
sw2078B-ms98-a-0004,13.976125,14.156125,think,I,sv,u-6-3
sw2078B-ms98-a-0004,14.156125,14.226125,he,I,sv,u-6-3
sw2078B-ms98-a-0004,14.226125,14.616125,deserves,I,sv,u-6-3
sw2078B-ms98-a-0004,14.616125,14.796125,every,I,sv,u-6-3
sw2078B-ms98-a-0004,14.796125,15.126125,penny,I,sv,u-6-3
sw2078B-ms98-a-0004,15.126125,15.326125,of,I,sv,u-6-3
sw2078B-ms98-a-0004,15.326125,15.410750,it,I,sv,u-6-3
sw2078B-ms98-a-0005,15.989750,16.084250,but,B,sd,u-8-1
sw2078B-ms98-a-0005,16.084250,16.204250,there,I,sd,u-8-1
sw2078B-ms98-a-0005,16.204250,16.318250,are,I,sd,u-8-1
sw2078B-ms98-a-0005,16.440500,16.584250,some,I,sd,u-8-1
sw2078B-ms98-a-0005,16.584250,16.844250,others,I,sd,u-8-1
sw2078B-ms98-a-0005,16.844250,17.024250,out,I,sd,u-8-1
sw2078B-ms98-a-0005,17.024250,17.164250,there,I,sd,u-8-1
sw2078B-ms98-a-0005,17.164250,17.294250,that,I,sd,u-8-1
sw2078B-ms98-a-0005,17.294250,17.364250,i,I,sd,u-8-1
sw2078B-ms98-a-0005,17.364250,17.641125,don't,I,sd,u-8-1
sw2078B-ms98-a-0005,17.641125,18.063875,believe,I,sd,u-8-1
sw2078B-ms98-a-0005,18.587375,18.914250,deserve,I,sd,u-8-1
sw2078B-ms98-a-0005,18.914250,18.984250,the,I,sd,u-8-1
sw2078B-ms98-a-0005,18.984250,19.244250,money,I,sd,u-8-1
sw2078B-ms98-a-0005,19.244250,19.364250,they're,I,sd,u-8-1
sw2078B-ms98-a-0005,19.364250,19.848125,getting,I,sd,u-8-1
sw2078B-ms98-a-0007,23.452000,23.638250,oh,B,aa,u-10-1
sw2078B-ms98-a-0007,23.638250,24.149500,yeah,I,aa,u-10-1
sw2078B-ms98-a-0008,25.114125,25.203750,and,B,sd,u-12-1
sw2078B-ms98-a-0008,25.203750,25.283750,they,I,sd,u-12-1
sw2078B-ms98-a-0008,25.283750,25.563750,play,I,sd,u-12-1
sw2078B-ms98-a-0008,25.563750,25.633750,a,I,sd,u-12-1
sw2078B-ms98-a-0008,25.633750,25.885375,lot,I,sd,u-12-1
sw2078B-ms98-a-0008,26.002250,26.123750,they,I,sd,u-12-1
sw2078B-ms98-a-0008,26.123750,26.353750,play,I,sd,u-12-1
sw2078B-ms98-a-0008,26.353750,26.413750,a,I,sd,u-12-1
sw2078B-ms98-a-0008,26.413750,26.653750,lot,I,sd,u-12-1
sw2078B-ms98-a-0008,26.653750,27.017000,longer,I,sd,u-12-1
sw2078B-ms98-a-0008,27.017000,27.483750,season,I,sd,u-12-1
sw2078B-ms98-a-0008,27.483750,27.843375,too,I,sd,u-12-1
sw2078B-ms98-a-0009,28.969250,29.152375,yep,O,,
sw2078B-ms98-a-0009,29.306125,29.470375,that's,B,aa,u-14-2
sw2078B-ms98-a-0009,29.470375,29.940375,exactly,I,aa,u-14-2
sw2078B-ms98-a-0009,29.940375,30.287875,right,I,aa,u-14-2
sw2078B-ms98-a-0010,32.126375,32.226875,but,B,^h,u-16-1
sw2078B-ms98-a-0010,32.226875,32.347625,i,I,^h,u-16-1
sw2078B-ms98-a-0010,32.347625,32.766500,think,I,^h,u-16-1
sw2078B-ms98-a-0010,32.766500,32.968125,let's,I,^h,u-16-1
sw2078B-ms98-a-0010,32.968125,33.236875,see,I,^h,u-16-1
sw2078B-ms98-a-0010,33.236875,33.386875,the,B,sd,u-16-2
sw2078B-ms98-a-0010,33.386875,33.786875,teams,I,sd,u-16-2
sw2078B-ms98-a-0010,33.786875,33.916875,that,I,sd,u-16-2
sw2078B-ms98-a-0010,33.916875,34.026875,were,I,sd,u-16-2
sw2078B-ms98-a-0010,34.026875,34.216875,there,I,sd,u-16-2
sw2078B-ms98-a-0010,34.216875,34.606875,last,I,sd,u-16-2
sw2078B-ms98-a-0010,34.606875,34.906875,year,I,sd,u-16-2
sw2078B-ms98-a-0010,34.906875,35.491625,were,I,sd,u-16-2
