sw2999A-ms98-a-0002,1.352750,1.562750,hi,B,fp,u-2-1
sw2999A-ms98-a-0002,2.012750,2.062750,d[o]-,O,,
sw2999A-ms98-a-0002,2.062750,2.132750,do,B,qy,u-2-2
sw2999A-ms98-a-0002,2.132750,2.192750,you,I,qy,u-2-2
sw2999A-ms98-a-0002,2.192750,2.322750,have,I,qy,u-2-2
sw2999A-ms98-a-0002,2.322750,2.502750,lots,I,qy,u-2-2
sw2999A-ms98-a-0002,2.502750,2.572750,of,I,qy,u-2-2
sw2999A-ms98-a-0002,2.572750,2.802750,credit,I,qy,u-2-2
sw2999A-ms98-a-0002,2.802750,3.142750,[laughter-cards],O,,
sw2999A-ms98-a-0004,9.777375,10.077375,uh-huh,B,b,u-4-1
sw2999A-ms98-a-0006,20.252875,20.602875,um,B,sd,u-6-1
sw2999A-ms98-a-0006,20.692875,20.772875,i,I,sd,u-6-1
sw2999A-ms98-a-0006,20.772875,21.192875,used,I,sd,u-6-1
sw2999A-ms98-a-0006,21.192875,21.282875,to,I,sd,u-6-1
sw2999A-ms98-a-0006,21.282875,21.522875,have,I,sd,u-6-1
sw2999A-ms98-a-0006,21.602875,21.642875,a,I,sd,u-6-1
sw2999A-ms98-a-0006,21.732875,22.252875,ton,I,sd,u-6-1
sw2999A-ms98-a-0006,22.432875,22.732875,of,I,sd,u-6-1
sw2999A-ms98-a-0006,23.102875,23.332875,gas,I,sd,u-6-1
sw2999A-ms98-a-0006,23.332875,23.602875,credit,I,sd,u-6-1
sw2999A-ms98-a-0006,23.602875,23.862875,cards,I,sd,u-6-1
sw2999A-ms98-a-0006,23.872875,23.962875,and,B,sd,u-6-2
sw2999A-ms98-a-0006,23.962875,24.082875,now,I,sd,u-6-2
sw2999A-ms98-a-0006,24.082875,24.122875,i,I,sd,u-6-2
sw2999A-ms98-a-0006,24.122875,24.332875,have,I,sd,u-6-2
sw2999A-ms98-a-0006,24.332875,24.472875,one,I,sd,u-6-2
sw2999A-ms98-a-0006,24.472875,24.532875,or,I,sd,u-6-2
sw2999A-ms98-a-0006,24.532875,24.702875,two,I,sd,u-6-2
sw2999A-ms98-a-0006,24.702875,24.782875,of,I,sd,u-6-2
sw2999A-ms98-a-0006,24.782875,24.882875,them_1,O,,
sw2999A-ms98-a-0006,24.882875,24.982875,but,B,sd,u-6-3
sw2999A-ms98-a-0006,24.982875,25.012875,i,I,sd,u-6-3
sw2999A-ms98-a-0006,25.012875,25.212875,think,I,sd,u-6-3
sw2999A-ms98-a-0006,25.212875,25.312875,i've,I,sd,u-6-3
sw2999A-ms98-a-0006,25.312875,25.542875,even,I,sd,u-6-3
sw2999A-ms98-a-0006,25.542875,25.722875,let,I,sd,u-6-3
sw2999A-ms98-a-0006,25.722875,25.882875,some,I,sd,u-6-3
sw2999A-ms98-a-0006,25.882875,25.942875,of,I,sd,u-6-3
sw2999A-ms98-a-0006,25.942875,26.092875,them,I,sd,u-6-3
sw2999A-ms98-a-0006,26.092875,26.522875,expire,I,sd,u-6-3
sw2999A-ms98-a-0006,26.872875,26.992875,but,B,sd,u-6-4
sw2999A-ms98-a-0006,26.992875,27.082875,i,I,sd,u-6-4
sw2999A-ms98-a-0006,27.082875,27.242875,was,I,sd,u-6-4
sw2999A-ms98-a-0006,27.242875,27.562875,living,I,sd,u-6-4
sw2999A-ms98-a-0006,27.562875,27.692875,out,I,sd,u-6-4
sw2999A-ms98-a-0006,27.692875,27.762875,of,I,sd,u-6-4
sw2999A-ms98-a-0006,27.762875,27.822875,the,I,sd,u-6-4
sw2999A-ms98-a-0006,27.822875,28.272875,country,I,sd,u-6-4
sw2999A-ms98-a-0006,28.662875,28.752875,for,I,sd,u-6-4
sw2999A-ms98-a-0006,28.752875,28.822875,a,I,sd,u-6-4
sw2999A-ms98-a-0006,28.822875,29.142875,while,I,sd,u-6-4
sw2999A-ms98-a-0006,29.202875,29.272875,so,B,sd,u-6-5
sw2999A-ms98-a-0006,29.272875,29.322875,i,I,sd,u-6-5
sw2999A-ms98-a-0006,29.322875,29.622875,wasn't,I,sd,u-6-5
sw2999A-ms98-a-0006,29.622875,29.842875,using,I,sd,u-6-5
sw2999A-ms98-a-0006,29.842875,29.962875,them,I,sd,u-6-5
sw2999A-ms98-a-0006,29.962875,30.112875,too,I,sd,u-6-5
sw2999A-ms98-a-0006,30.112875,30.372875,much,I,sd,u-6-5
sw2999A-ms98-a-0006,30.902875,31.032875,and,B,sd,u-8-1
sw2999A-ms98-a-0006,31.032875,31.082875,i,I,sd,u-8-1
sw2999A-ms98-a-0006,31.082875,31.212875,don't,I,sd,u-8-1
sw2999A-ms98-a-0006,31.212875,31.402875,drive,I,sd,u-8-1
sw2999A-ms98-a-0006,31.402875,31.492875,that,I,sd,u-8-1
sw2999A-ms98-a-0006,31.492875,31.642875,much,I,sd,u-8-1
sw2999A-ms98-a-0006,31.642875,31.762875,but,B,sd,u-8-2
sw2999A-ms98-a-0006,31.762875,31.822875,i,I,sd,u-8-2
sw2999A-ms98-a-0006,31.822875,32.042875,have,I,sd,u-8-2
sw2999A-ms98-a-0007,32.673875,32.853875,you,I,sd,u-8-2
sw2999A-ms98-a-0007,32.853875,32.913875,know,I,sd,u-8-2
sw2999A-ms98-a-0007,32.913875,33.483875,MasterCard,I,sd,u-8-2
sw2999A-ms98-a-0007,33.483875,33.663875,and,I,sd,u-8-2
sw2999A-ms98-a-0007,33.663875,34.053875,Visa,I,sd,u-8-2
sw2999A-ms98-a-0007,34.263875,34.383875,and,I,sd,u-8-2
sw2999A-ms98-a-0007,34.383875,34.453875,you,I,sd,u-8-2
sw2999A-ms98-a-0007,34.453875,34.653875,know,I,sd,u-8-2
sw2999A-ms98-a-0007,34.963875,35.033875,i,B,sd,u-8-3
sw2999A-ms98-a-0007,35.033875,35.423875,have,I,sd,u-8-3
sw2999A-ms98-a-0007,35.423875,35.513875,a,I,sd,u-8-3
sw2999A-ms98-a-0007,35.513875,36.093875,MasterCard,I,sd,u-8-3
sw2999A-ms98-a-0007,36.093875,36.183875,and,I,sd,u-8-3
sw2999A-ms98-a-0007,36.183875,36.253875,an,I,sd,u-8-3
sw2999A-ms98-a-0007,36.253875,36.593875,American,I,sd,u-8-3
sw2999A-ms98-a-0007,36.593875,37.013875,Express,I,sd,u-8-3
sw2999A-ms98-a-0007,37.013875,37.183875,now,I,sd,u-8-3
sw2999A-ms98-a-0007,37.183875,37.273875,i,B,sd,u-8-4
sw2999A-ms98-a-0007,37.273875,37.453875,got,I,sd,u-8-4
sw2999A-ms98-a-0007,37.453875,37.563875,rid,I,sd,u-8-4
sw2999A-ms98-a-0007,37.563875,37.643875,of,I,sd,u-8-4
sw2999A-ms98-a-0007,37.643875,37.713875,the,I,sd,u-8-4
sw2999A-ms98-a-0007,37.713875,38.003875,Visa,I,sd,u-8-4
sw2999A-ms98-a-0007,38.003875,38.113875,because_1,I,sd,u-8-4
sw2999A-ms98-a-0007,38.113875,38.183875,it,I,sd,u-8-4
sw2999A-ms98-a-0007,38.183875,38.313875,was,I,sd,u-8-4
sw2999A-ms98-a-0007,38.313875,38.553875,getting,I,sd,u-8-4
sw2999A-ms98-a-0007,38.553875,38.663875,out,I,sd,u-8-4
sw2999A-ms98-a-0007,38.663875,38.723875,of,I,sd,u-8-4
sw2999A-ms98-a-0007,38.763875,39.023875,hand,I,sd,u-8-4
sw2999A-ms98-a-0007,39.023875,39.283875,having,I,sd,u-8-4
sw2999A-ms98-a-0007,39.293875,39.673875,fifteen,I,sd,u-8-4
sw2999A-ms98-a-0007,39.673875,40.053875,[laughter-million],I,sd,u-8-4
sw2999A-ms98-a-0007,40.053875,40.943875,cards,I,sd,u-8-4
sw2999A-ms98-a-0007,41.023875,41.243875,but,B,sd,u-10-1
sw2999A-ms98-a-0007,41.883875,42.033875,as,I,sd,u-10-1
sw2999A-ms98-a-0007,42.033875,42.213875,long,I,sd,u-10-1
sw2999A-ms98-a-0007,42.213875,42.353875,as,I,sd,u-10-1
sw2999A-ms98-a-0007,42.683875,42.843875,like,B,sd,u-10-2
sw2999A-ms98-a-0007,42.843875,43.143875,my,I,sd,u-10-2
sw2999A-ms98-a-0008,43.739125,44.589125,MasterCard,I,sd,u-10-2
sw2999A-ms98-a-0008,44.589125,44.809125,is,I,sd,u-10-2
sw2999A-ms98-a-0008,44.809125,45.089125,um,I,sd,u-10-2
sw2999A-ms98-a-0008,45.089125,45.479125,free,I,sd,u-10-2
sw2999A-ms98-a-0008,45.479125,45.609125,as,I,sd,u-10-2
sw2999A-ms98-a-0008,45.609125,45.789125,long,I,sd,u-10-2
sw2999A-ms98-a-0008,45.789125,45.889125,as,I,sd,u-10-2
sw2999A-ms98-a-0008,45.889125,45.989125,you,I,sd,u-10-2
