sw2275B-ms98-a-0002,4.713250,5.116125,okay,B,b,u-2-1
sw2275B-ms98-a-0004,11.233125,11.654375,okay,B,b,u-4-1
sw2275B-ms98-a-0006,18.056125,19.500375,[laughter],O,,
sw2275B-ms98-a-0008,29.451500,29.760625,um-hum,B,b,u-8-1
sw2275B-ms98-a-0010,38.785000,40.425750,[laughter],O,,
sw2275B-ms98-a-0011,41.242125,41.400750,it's,B,sv,u-12-1
sw2275B-ms98-a-0011,41.400750,41.690750,funny,I,sv,u-12-1
sw2275B-ms98-a-0011,41.690750,41.800750,that,I,sv,u-12-1
sw2275B-ms98-a-0011,41.800750,42.020750,those,I,sv,u-12-1
sw2275B-ms98-a-0011,42.020750,42.080750,are,I,sv,u-12-1
sw2275B-ms98-a-0011,42.080750,42.224000,my,I,sv,u-12-1
sw2275B-ms98-a-0011,42.224000,42.374750,two,I,sv,u-12-1
sw2275B-ms98-a-0011,42.374750,42.495875,hu[sband's]-,I,sv,u-12-1
sw2275B-ms98-a-0011,42.495875,42.680750,my,I,sv,u-12-1
sw2275B-ms98-a-0011,42.680750,43.030750,husband's,I,sv,u-12-1
sw2275B-ms98-a-0011,43.030750,43.170750,two,I,sv,u-12-1
sw2275B-ms98-a-0011,43.170750,43.510750,favorite,I,sv,u-12-1
sw2275B-ms98-a-0011,43.510750,43.815125,shows,I,sv,u-12-1
sw2275B-ms98-a-0011,43.815125,44.154125,too,I,sv,u-12-1
sw2275B-ms98-a-0011,44.154125,44.320750,and,B,sd,u-14-1
sw2275B-ms98-a-0011,44.320750,44.410750,i,I,sd,u-14-1
sw2275B-ms98-a-0011,44.410750,44.885375,enjoy,I,sd,u-14-1
sw2275B-ms98-a-0011,44.885375,45.246250,both,I,sd,u-14-1
sw2275B-ms98-a-0011,45.246250,45.720750,watching,I,sd,u-14-1
sw2275B-ms98-a-0011,45.720750,45.960750,both,I,sd,u-14-1
sw2275B-ms98-a-0011,45.960750,46.050750,of,I,sd,u-14-1
sw2275B-ms98-a-0011,46.050750,46.160750,them,I,sd,u-14-1
