sw2585A-ms98-a-0002,0.982125,2.596125,hello,B,fp,u-1-1
sw2585A-ms98-a-0004,13.748375,16.258500,[laughter],O,,
sw2585A-ms98-a-0004,16.258500,16.588500,well,B,sv,u-3-1
sw2585A-ms98-a-0004,16.588500,16.668500,i,I,sv,u-3-1
sw2585A-ms98-a-0004,16.668500,16.858500,think,I,sv,u-3-1
sw2585A-ms98-a-0004,16.858500,17.048500,it's,I,sv,u-3-1
sw2585A-ms98-a-0004,17.048500,17.168500,a,I,sv,u-3-1
sw2585A-ms98-a-0004,17.168500,17.528500,very,I,sv,u-3-1
sw2585A-ms98-a-0004,17.528500,17.738500,very,I,sv,u-3-1
sw2585A-ms98-a-0004,17.738500,18.488500,complicated,I,sv,u-3-1
sw2585A-ms98-a-0004,18.488500,18.608500,and,B,sd,u-5-1
sw2585A-ms98-a-0004,18.608500,18.708500,i,I,sd,u-5-1
sw2585A-ms98-a-0004,18.708500,19.198500,sort,I,sd,u-5-1
sw2585A-ms98-a-0004,19.198500,19.329125,of,I,sd,u-5-1
sw2585A-ms98-a-0004,19.329125,19.458500,i,I,sd,u-5-1
sw2585A-ms98-a-0004,19.458500,19.688500,see,I,sd,u-5-1
sw2585A-ms98-a-0004,19.688500,20.408500,perspectives,I,sd,u-5-1
sw2585A-ms98-a-0004,20.408500,20.508500,on,I,sd,u-5-1
sw2585A-ms98-a-0004,20.508500,20.698500,all,I,sd,u-5-1
sw2585A-ms98-a-0004,20.698500,21.428250,sides,I,sd,u-5-1
sw2585A-ms98-a-0004,21.801125,22.158500,uh,B,sd,u-5-2
sw2585A-ms98-a-0004,22.158500,22.928500,and,I,sd,u-5-2
sw2585A-ms98-a-0004,22.928500,23.228500,i've,I,sd,u-5-2
sw2585A-ms98-a-0004,23.228500,23.429750,re[ally]-,I,sd,u-5-2
sw2585A-ms98-a-0005,23.756500,24.066500,have,I,sd,u-5-2
sw2585A-ms98-a-0005,24.066500,24.596500,no,I,sd,u-5-2
sw2585A-ms98-a-0005,24.596500,24.836500,hope,I,sd,u-5-2
sw2585A-ms98-a-0005,24.836500,25.086500,for,I,sd,u-5-2
sw2585A-ms98-a-0005,25.086500,25.766500,solutions,I,sd,u-5-2
sw2585A-ms98-a-0005,25.766500,26.138375,but,B,sd,u-5-3
sw2585A-ms98-a-0005,26.138375,26.693000,um,I,sd,u-5-3
sw2585A-ms98-a-0005,27.487750,27.596500,i,I,sd,u-5-3
sw2585A-ms98-a-0005,27.596500,27.836500,do,I,sd,u-5-3
sw2585A-ms98-a-0005,27.836500,28.026500,keep,I,sd,u-5-3
sw2585A-ms98-a-0005,28.026500,28.356500,myself,I,sd,u-5-3
sw2585A-ms98-a-0005,28.356500,28.726500,somewhat,I,sd,u-5-3
sw2585A-ms98-a-0005,28.726500,29.146500,abreast,I,sd,u-5-3
sw2585A-ms98-a-0005,29.146500,29.236500,of,I,sd,u-5-3
sw2585A-ms98-a-0005,29.236500,29.386500,the,I,sd,u-5-3
sw2585A-ms98-a-0005,29.386500,29.686500,issue,I,sd,u-5-3
sw2585A-ms98-a-0005,29.686500,29.836500,i,B,sd,u-5-4
sw2585A-ms98-a-0005,29.836500,30.036500,have,I,sd,u-5-4
sw2585A-ms98-a-0005,30.036500,30.406500,worked,I,sd,u-5-4
sw2585A-ms98-a-0005,30.406500,30.595750,with,I,sd,u-5-4
sw2585A-ms98-a-0005,30.595750,31.211750,uh,I,sd,u-5-4
sw2585A-ms98-a-0005,31.211750,32.007250,uh,I,sd,u-5-4
sw2585A-ms98-a-0006,32.972875,33.186750,a,I,sd,u-5-4
sw2585A-ms98-a-0006,33.186750,33.486750,little,I,sd,u-5-4
sw2585A-ms98-a-0006,33.486750,33.726750,bit,I,sd,u-5-4
sw2585A-ms98-a-0006,33.726750,34.046750,with,I,sd,u-5-4
sw2585A-ms98-a-0006,34.046750,34.706750,refugees,I,sd,u-5-4
sw2585A-ms98-a-0006,34.706750,34.916750,from,I,sd,u-5-4
sw2585A-ms98-a-0006,34.916750,35.446750,Southeast,B,+,u-7-1
sw2585A-ms98-a-0006,35.446750,36.696750,Asia,I,+,u-7-1
sw2585A-ms98-a-0006,36.696750,36.756750,uh,I,+,u-7-1
sw2585A-ms98-a-0006,36.756750,36.956750,who've,I,+,u-7-1
sw2585A-ms98-a-0006,36.956750,37.186750,come,I,+,u-7-1
sw2585A-ms98-a-0006,37.186750,37.589750,over,I,+,u-7-1
sw2585A-ms98-a-0006,38.063750,38.797625,um,I,+,u-7-1
sw2585A-ms98-a-0007,39.570125,39.730125,you,I,+,u-7-1
sw2585A-ms98-a-0007,39.730125,39.790125,know,I,+,u-7-1
sw2585A-ms98-a-0007,39.790125,39.980125,to,I,+,u-7-1
sw2585A-ms98-a-0007,39.980125,40.326000,escape,I,+,u-7-1
sw2585A-ms98-a-0007,40.717750,40.840125,the,I,+,u-7-1
sw2585A-ms98-a-0007,40.840125,41.360125,genocide,I,+,u-7-1
sw2585A-ms98-a-0007,41.360125,41.840125,programs,I,+,u-7-1
sw2585A-ms98-a-0007,41.840125,41.960125,that,I,+,u-7-1
sw2585A-ms98-a-0007,41.960125,42.090125,are,I,+,u-7-1
sw2585A-ms98-a-0007,42.090125,42.270125,over,I,+,u-7-1
sw2585A-ms98-a-0007,42.270125,42.557125,there,I,+,u-7-1
sw2585A-ms98-a-0007,43.046750,43.669000,and,B,sd,u-7-2
sw2585A-ms98-a-0007,43.940250,44.564375,seen,I,sd,u-7-2
sw2585A-ms98-a-0007,44.564375,44.710125,you,I,sd,u-7-2
sw2585A-ms98-a-0007,44.710125,44.880125,know,I,sd,u-7-2
sw2585A-ms98-a-0007,44.880125,45.380125,heard,I,sd,u-7-2
sw2585A-ms98-a-0007,45.380125,45.600125,about,I,sd,u-7-2
sw2585A-ms98-a-0007,45.600125,45.740125,some,I,sd,u-7-2
sw2585A-ms98-a-0007,45.740125,45.810125,of,I,sd,u-7-2
sw2585A-ms98-a-0007,45.810125,45.870125,the,I,sd,u-7-2
sw2585A-ms98-a-0007,45.870125,46.250125,problems,I,sd,u-7-2
sw2585A-ms98-a-0007,46.250125,46.380125,that,I,sd,u-7-2
sw2585A-ms98-a-0007,46.380125,46.590125,they've,I,sd,u-7-2
sw2585A-ms98-a-0007,46.590125,46.996250,had,I,sd,u-7-2
sw2585A-ms98-a-0007,47.425625,47.710125,and,B,sd,u-7-3
sw2585A-ms98-a-0007,47.710125,47.830125,i'm,I,sd,u-7-3
sw2585A-ms98-a-0007,47.830125,48.080125,also,I,sd,u-7-3
sw2585A-ms98-a-0007,48.080125,48.410125,fairly,I,sd,u-7-3
sw2585A-ms98-a-0007,48.410125,48.960125,sensitive,I,sd,u-7-3
sw2585A-ms98-a-0007,48.960125,49.060125,to,I,sd,u-7-3
sw2585A-ms98-a-0007,49.060125,49.150125,the,I,sd,u-7-3
sw2585A-ms98-a-0007,49.150125,49.650125,issues,I,sd,u-7-3
sw2585A-ms98-a-0007,49.650125,49.900125,about,I,sd,u-7-3
sw2585A-ms98-a-0007,49.900125,50.070125,how,I,sd,u-7-3
sw2585A-ms98-a-0007,50.070125,50.370125,open,I,sd,u-7-3
sw2585A-ms98-a-0007,50.370125,50.570125,should,I,sd,u-7-3
sw2585A-ms98-a-0007,50.570125,50.630125,the,I,sd,u-7-3
sw2585A-ms98-a-0007,50.630125,51.090125,borders,I,sd,u-7-3
sw2585A-ms98-a-0007,51.090125,51.610125,be,I,sd,u-7-3
sw2585A-ms98-a-0007,51.610125,52.090125,because,B,sd,u-7-4
sw2585A-ms98-a-0007,52.090125,52.363000,i,I,sd,u-7-4
sw2585A-ms98-a-0008,52.662875,52.792875,in,I,sd,u-7-4
sw2585A-ms98-a-0008,52.792875,53.142875,general,I,sd,u-7-4
sw2585A-ms98-a-0008,53.142875,53.372875,like,I,sd,u-7-4
sw2585A-ms98-a-0008,53.372875,53.814750,a,I,sd,u-7-4
sw2585A-ms98-a-0008,53.814750,54.362875,smaller,I,sd,u-7-4
sw2585A-ms98-a-0008,54.362875,54.642875,rather,I,sd,u-7-4
sw2585A-ms98-a-0008,54.642875,54.842875,than,I,sd,u-7-4
sw2585A-ms98-a-0008,54.842875,54.892875,a,I,sd,u-7-4
sw2585A-ms98-a-0008,54.892875,55.242875,larger,I,sd,u-7-4
sw2585A-ms98-a-0008,55.242875,56.052000,population,I,sd,u-7-4
sw2585A-ms98-a-0008,56.202625,56.312875,to,B,+,u-9-1
sw2585A-ms98-a-0008,56.312875,56.542875,the,I,+,u-9-1
sw2585A-ms98-a-0008,56.542875,56.842875,land,I,+,u-9-1
sw2585A-ms98-a-0008,56.842875,57.226250,area,I,+,u-9-1
sw2585A-ms98-a-0008,57.648125,58.182875,and,B,sd,u-11-1
sw2585A-ms98-a-0008,58.182875,58.432875,um,I,sd,u-11-1
sw2585A-ms98-a-0009,59.600500,59.926625,i'm,B,+,u-13-1
sw2585A-ms98-a-0009,59.926625,60.026625,in,I,+,u-13-1
sw2585A-ms98-a-0009,60.026625,60.673625,California,I,+,u-13-1
sw2585A-ms98-a-0009,60.673625,60.926625,which,B,+,u-15-1
sw2585A-ms98-a-0009,60.926625,61.196625,has,I,+,u-15-1
sw2585A-ms98-a-0009,61.196625,61.256625,a,I,+,u-15-1
sw2585A-ms98-a-0009,61.256625,61.426625,lot,I,+,u-15-1
sw2585A-ms98-a-0009,61.426625,61.496625,of,I,+,u-15-1
sw2585A-ms98-a-0009,61.496625,62.155125,immigration,I,+,u-15-1
sw2585A-ms98-a-0009,62.595875,62.946625,probably,I,+,u-15-1
sw2585A-ms98-a-0009,62.946625,63.236625,more,I,+,u-15-1
sw2585A-ms98-a-0009,63.236625,63.396625,than,I,+,u-15-1
sw2585A-ms98-a-0009,63.396625,63.526625,any,I,+,u-15-1
sw2585A-ms98-a-0009,63.526625,63.656625,where,I,+,u-15-1
sw2585A-ms98-a-0009,63.656625,63.856625,else,I,+,u-15-1
