sw2616B-ms98-a-0003,4.952750,5.336250,okay,B,b,u-2-1
sw2616B-ms98-a-0005,10.915500,11.245500,um-hum,B,b,u-4-1
sw2616B-ms98-a-0007,28.624000,28.974000,um-hum,B,b,u-6-1
sw2616B-ms98-a-0009,39.564875,39.954875,um-hum,B,b,u-8-1
sw2616B-ms98-a-0011,43.772500,44.122500,um-hum,B,b,u-10-1
sw2616B-ms98-a-0013,45.771000,46.071000,um-hum,B,b,u-12-1
sw2616B-ms98-a-0015,51.805000,52.095000,um-hum,B,ny,u-14-1
sw2616B-ms98-a-0017,65.036250,65.286250,um-hum,B,ny,u-16-1
sw2616B-ms98-a-0019,82.057625,82.367625,um-hum,B,b,u-18-1
sw2616B-ms98-a-0021,88.808000,89.156875,no,B,nn,u-20-1
sw2616B-ms98-a-0021,89.308000,89.526875,huh-uh,O,,
sw2616B-ms98-a-0023,97.260875,97.549875,um-hum,B,b,u-22-1
sw2616B-ms98-a-0025,103.686375,103.976375,um-hum,B,b,u-24-1
sw2616B-ms98-a-0027,113.278875,113.555875,um-hum,B,ny,u-26-1
sw2616B-ms98-a-0029,116.561000,116.901000,um-hum,B,b,u-28-1
sw2616B-ms98-a-0031,129.907250,130.037250,we'll,B,sv,u-30-1
sw2616B-ms98-a-0031,130.037250,130.327250,probably,I,sv,u-30-1
sw2616B-ms98-a-0031,130.327250,130.557250,never,I,sv,u-30-1
sw2616B-ms98-a-0031,130.557250,130.817250,know,I,sv,u-30-1
sw2616B-ms98-a-0031,130.817250,130.907250,how,I,sv,u-30-1
sw2616B-ms98-a-0031,130.907250,131.117250,much,I,sv,u-30-1
sw2616B-ms98-a-0031,131.117250,131.237250,it,I,sv,u-30-1
sw2616B-ms98-a-0031,131.237250,131.477250,actually,I,sv,u-30-1
sw2616B-ms98-a-0031,131.477250,131.907250,cost,I,sv,u-30-1
sw2616B-ms98-a-0033,143.339375,143.709375,um-hum,B,b,u-32-1
sw2616B-ms98-a-0034,144.869125,145.029125,yep,O,,
sw2616B-ms98-a-0036,161.464125,161.823625,um-hum,B,b,u-40-1
sw2616B-ms98-a-0038,171.336375,171.436375,oh,B,sv,u-40-2
sw2616B-ms98-a-0038,171.436375,171.576375,it's,I,sv,u-40-2
sw2616B-ms98-a-0038,171.576375,171.786375,never,I,sv,u-40-2
sw2616B-ms98-a-0038,171.786375,171.826375,a,I,sv,u-40-2
sw2616B-ms98-a-0038,171.826375,172.176375,pleasant,I,sv,u-40-2
sw2616B-ms98-a-0038,172.176375,172.486375,thing,I,sv,u-40-2
sw2616B-ms98-a-0038,172.486375,172.646375,that's,B,aa,u-40-3
sw2616B-ms98-a-0038,172.646375,172.937125,true,I,aa,u-40-3
sw2616B-ms98-a-0040,177.939875,178.170000,yes,B,aa,u-42-1
sw2616B-ms98-a-0041,178.926000,179.086000,that's,B,%,u-42-2
sw2616B-ms98-a-0041,179.086000,179.764875,amazing,O,,
sw2616B-ms98-a-0042,181.747500,182.069750,yes,B,aa,u-44-1
sw2616B-ms98-a-0044,184.932250,185.162250,yes,B,aa,u-46-1
sw2616B-ms98-a-0044,185.162250,185.342250,that's,B,sv,u-46-2
sw2616B-ms98-a-0044,185.342250,185.542250,really,I,sv,u-46-2
sw2616B-ms98-a-0044,185.542250,186.172250,unfortunate,I,sv,u-46-2
sw2616B-ms98-a-0044,186.172250,186.242250,it,B,sv,u-46-3
sw2616B-ms98-a-0044,186.242250,186.432250,really,I,sv,u-46-3
sw2616B-ms98-a-0044,186.432250,186.662250,is,I,sv,u-46-3
sw2616B-ms98-a-0044,187.182250,187.252250,i,B,sd,u-46-4
sw2616B-ms98-a-0044,187.252250,187.382250,don't,I,sd,u-46-4
sw2616B-ms98-a-0044,187.382250,187.573750,know,I,sd,u-46-4
sw2616B-ms98-a-0044,187.767000,187.861125,if,I,sd,u-46-4
sw2616B-ms98-a-0044,187.861125,188.012875,we,I,sd,u-46-4
sw2616B-ms98-a-0044,188.631375,189.022250,stopped,I,sd,u-46-4
sw2616B-ms98-a-0044,189.022250,189.142250,too,I,sd,u-46-4
sw2616B-ms98-a-0044,189.142250,189.502250,soon,I,sd,u-46-4
sw2616B-ms98-a-0044,189.502250,189.532250,i,B,sd,u-46-5
sw2616B-ms98-a-0044,189.532250,189.782250,don't,I,sd,u-46-5
sw2616B-ms98-a-0044,189.782250,189.893750,i,I,sd,u-46-5
sw2616B-ms98-a-0044,189.893750,190.072250,don't,I,sd,u-46-5
sw2616B-ms98-a-0044,190.072250,190.162250,i,I,sd,u-46-5
sw2616B-ms98-a-0044,190.162250,190.332250,really,I,sd,u-46-5
sw2616B-ms98-a-0044,190.332250,190.552250,don't,I,sd,u-46-5
sw2616B-ms98-a-0044,190.552250,190.712250,know,I,sd,u-46-5
sw2616B-ms98-a-0044,190.712250,190.902250,what,I,sd,u-46-5
sw2616B-ms98-a-0044,190.902250,190.982250,we,I,sd,u-46-5
sw2616B-ms98-a-0044,190.982250,191.152250,need,I,sd,u-46-5
sw2616B-ms98-a-0044,191.152250,191.232250,to,I,sd,u-46-5
sw2616B-ms98-a-0044,191.232250,191.372250,do,I,sd,u-46-5
sw2616B-ms98-a-0044,191.372250,191.682250,about,I,sd,u-46-5
sw2616B-ms98-a-0044,191.682250,191.932250,that,I,sd,u-46-5
sw2616B-ms98-a-0046,200.718375,201.008375,um-hum,B,b,u-48-1
sw2616B-ms98-a-0048,205.322500,205.662500,um-hum,B,b,u-50-1
