sw4611A-ms98-a-0001,0.025750,0.232500,hi,B,fp,u-1-1
sw4611A-ms98-a-0001,0.232500,0.460375,[laughter],O,,
sw4611A-ms98-a-0001,0.876875,1.099250,uh,B,sd,u-3-1
sw4611A-ms98-a-0001,1.700875,2.209000,um,I,sd,u-3-1
sw4611A-ms98-a-0003,3.727375,3.885000,i,I,sd,u-3-1
sw4611A-ms98-a-0003,3.885000,3.995125,i,I,sd,u-3-1
sw4611A-ms98-a-0003,3.995125,4.167375,should,I,sd,u-3-1
sw4611A-ms98-a-0003,4.167375,4.347375,say,I,sd,u-3-1
sw4611A-ms98-a-0003,4.347375,4.717375,something,I,sd,u-3-1
sw4611A-ms98-a-0004,5.498875,5.694625,that,B,sv,u-5-1
sw4611A-ms98-a-0004,5.694625,5.965875,i'm,I,sv,u-5-1
sw4611A-ms98-a-0004,5.965875,6.253875,the,I,sv,u-5-1
sw4611A-ms98-a-0004,6.374375,6.689375,uh,I,sv,u-5-1
sw4611A-ms98-a-0004,6.689375,7.110375,least,I,sv,u-5-1
sw4611A-ms98-a-0004,7.407875,8.061625,informed,I,sv,u-5-1
sw4611A-ms98-a-0004,8.061625,8.561625,this,B,sd,u-5-2
sw4611A-ms98-a-0004,8.561625,8.741625,is,I,sd,u-5-2
sw4611A-ms98-a-0004,8.741625,9.061625,totally,I,sd,u-5-2
sw4611A-ms98-a-0004,9.061625,9.571625,accidental,I,sd,u-5-2
sw4611A-ms98-a-0004,9.571625,9.751625,that,I,sd,u-5-2
sw4611A-ms98-a-0004,9.751625,9.791625,i,I,sd,u-5-2
sw4611A-ms98-a-0004,9.791625,9.911625,have,I,sd,u-5-2
sw4611A-ms98-a-0004,9.911625,9.991625,to,I,sd,u-5-2
sw4611A-ms98-a-0004,9.991625,10.211625,talk,I,sd,u-5-2
sw4611A-ms98-a-0004,10.211625,10.503250,about,I,sd,u-5-2
sw4611A-ms98-a-0004,10.612500,10.711625,this,I,sd,u-5-2
sw4611A-ms98-a-0004,10.711625,11.061625,topic,I,sd,u-5-2
sw4611A-ms98-a-0004,11.061625,11.209875,but,B,sv,u-5-3
sw4611A-ms98-a-0004,11.368125,11.588125,it's,I,sv,u-5-3
sw4611A-ms98-a-0004,11.708750,11.866750,i'm,I,sv,u-5-3
sw4611A-ms98-a-0004,11.866750,11.969750,the,I,sv,u-5-3
sw4611A-ms98-a-0004,12.497000,12.871625,least,I,sv,u-5-3
sw4611A-ms98-a-0004,12.871625,13.251625,informed,I,sv,u-5-3
sw4611A-ms98-a-0004,13.251625,13.581625,person,I,sv,u-5-3
sw4611A-ms98-a-0004,13.581625,13.641625,in,I,sv,u-5-3
sw4611A-ms98-a-0004,13.641625,13.771625,the,I,sv,u-5-3
sw4611A-ms98-a-0004,13.771625,13.991625,whole,I,sv,u-5-3
sw4611A-ms98-a-0004,13.991625,14.261625,United,I,sv,u-5-3
sw4611A-ms98-a-0004,14.261625,14.685375,States,I,sv,u-5-3
sw4611A-ms98-a-0005,15.392125,15.552125,this,B,sd,u-7-1
sw4611A-ms98-a-0005,15.552125,15.712125,has,I,sd,u-7-1
sw4611A-ms98-a-0005,15.712125,15.872125,not,I,sd,u-7-1
sw4611A-ms98-a-0005,15.872125,16.022125,been,I,sd,u-7-1
sw4611A-ms98-a-0005,16.022125,16.512125,determined,I,sd,u-7-1
sw4611A-ms98-a-0005,16.512125,16.702125,yet,I,sd,u-7-1
sw4611A-ms98-a-0005,17.002125,17.112875,but,B,sd,u-7-2
sw4611A-ms98-a-0005,17.112875,17.372750,i,I,sd,u-7-2
sw4611A-ms98-a-0005,17.633125,17.967375,i,I,sd,u-7-2
sw4611A-ms98-a-0006,18.627250,18.777250,i've,I,sd,u-7-2
sw4611A-ms98-a-0006,18.777250,19.067250,never,I,sd,u-7-2
sw4611A-ms98-a-0006,19.067250,19.187250,read,I,sd,u-7-2
sw4611A-ms98-a-0006,19.187250,19.227250,a,I,sd,u-7-2
sw4611A-ms98-a-0006,19.227250,19.657250,newspaper,I,sd,u-7-2
sw4611A-ms98-a-0006,19.657250,19.757250,in,I,sd,u-7-2
sw4611A-ms98-a-0006,19.757250,19.857250,my,I,sd,u-7-2
sw4611A-ms98-a-0006,19.857250,20.217250,entire,I,sd,u-7-2
sw4611A-ms98-a-0006,20.217250,20.712375,life,I,sd,u-7-2
sw4611A-ms98-a-0006,21.145625,21.287250,and,B,sd,u-7-3
sw4611A-ms98-a-0006,21.287250,21.527250,i've,I,sd,u-7-3
sw4611A-ms98-a-0006,21.747250,22.097250,i,I,sd,u-7-3
sw4611A-ms98-a-0006,22.097250,22.400250,i,I,sd,u-7-3
sw4611A-ms98-a-0006,22.603625,22.947250,never,I,sd,u-7-3
sw4611A-ms98-a-0006,22.947250,23.187250,watch,I,sd,u-7-3
sw4611A-ms98-a-0006,23.187250,23.487250,TV,I,sd,u-7-3
sw4611A-ms98-a-0006,23.487250,23.987250,news,I,sd,u-7-3
sw4611A-ms98-a-0006,23.987250,24.257250,nor,I,sd,u-7-3
sw4611A-ms98-a-0006,24.257250,24.647250,listen,I,sd,u-7-3
sw4611A-ms98-a-0006,24.647250,24.797250,to,I,sd,u-7-3
sw4611A-ms98-a-0006,24.797250,24.877250,the,I,sd,u-7-3
sw4611A-ms98-a-0006,24.877250,25.137250,news,I,sd,u-7-3
sw4611A-ms98-a-0006,25.137250,25.247250,on,I,sd,u-7-3
sw4611A-ms98-a-0006,25.247250,25.317250,the,I,sd,u-7-3
sw4611A-ms98-a-0006,25.317250,25.597250,radio,I,sd,u-7-3
sw4611A-ms98-a-0006,25.597250,25.847250,unless,I,sd,u-7-3
sw4611A-ms98-a-0006,25.847250,25.907250,i'm,I,sd,u-7-3
sw4611A-ms98-a-0006,25.907250,26.047250,just,I,sd,u-7-3
sw4611A-ms98-a-0006,26.047250,26.307250,happening,I,sd,u-7-3
sw4611A-ms98-a-0006,26.307250,26.367250,to,I,sd,u-7-3
sw4611A-ms98-a-0006,26.367250,26.427250,be,I,sd,u-7-3
sw4611A-ms98-a-0006,26.427250,26.687250,listening,I,sd,u-7-3
sw4611A-ms98-a-0006,26.687250,26.747250,to,I,sd,u-7-3
sw4611A-ms98-a-0006,26.747250,26.987250,music,I,sd,u-7-3
sw4611A-ms98-a-0006,26.987250,27.087250,and,I,sd,u-7-3
sw4611A-ms98-a-0006,27.087250,27.246625,they,I,sd,u-7-3
sw4611A-ms98-a-0006,27.932125,28.197250,slip,I,sd,u-7-3
sw4611A-ms98-a-0006,28.197250,28.297250,it,I,sd,u-7-3
sw4611A-ms98-a-0006,28.297250,28.457250,on,I,sd,u-7-3
sw4611A-ms98-a-0006,28.457250,28.517250,in,I,sd,u-7-3
sw4611A-ms98-a-0006,28.517250,28.577250,the,I,sd,u-7-3
sw4611A-ms98-a-0006,28.577250,28.949875,car,I,sd,u-7-3
sw4611A-ms98-a-0006,29.206000,29.397250,radio,I,sd,u-7-3
sw4611A-ms98-a-0006,29.397250,29.647250,before,I,sd,u-7-3
sw4611A-ms98-a-0006,29.647250,29.687250,i,I,sd,u-7-3
