sw3232B-ms98-a-0003,5.414375,5.844500,uh-huh,B,b,u-2-1
sw3232B-ms98-a-0004,7.428750,7.852750,oh,B,nn,u-4-1
sw3232B-ms98-a-0004,7.852750,8.088750,no,I,nn,u-4-1
sw3232B-ms98-a-0004,8.088750,8.148750,i,B,sd^e,u-4-2
sw3232B-ms98-a-0004,8.148750,8.308750,don't,I,sd^e,u-4-2
sw3232B-ms98-a-0004,8.308750,8.448750,have,I,sd^e,u-4-2
sw3232B-ms98-a-0004,8.448750,8.538750,any,I,sd^e,u-4-2
sw3232B-ms98-a-0004,8.538750,8.918750,children,I,sd^e,u-4-2
sw3232B-ms98-a-0004,8.918750,9.048750,but,B,sd,u-4-3
sw3232B-ms98-a-0004,9.048750,9.188750,i'm,I,sd,u-4-3
sw3232B-ms98-a-0004,9.188750,9.448750,still,I,sd,u-4-3
sw3232B-ms98-a-0004,9.448750,9.628750,going,I,sd,u-4-3
sw3232B-ms98-a-0004,9.628750,9.688750,to,I,sd,u-4-3
sw3232B-ms98-a-0004,9.688750,10.149500,college,I,sd,u-4-3
sw3232B-ms98-a-0004,10.650000,10.938000,uh-huh,B,ny,u-6-1
sw3232B-ms98-a-0004,11.544750,11.904625,NC,O,,
sw3232B-ms98-a-0004,11.904625,12.444625,State,B,sd,u-8-1
sw3232B-ms98-a-0006,14.435000,15.201125,um,B,sd,u-10-1
sw3232B-ms98-a-0006,15.201125,15.469375,well,I,sd,u-10-1
sw3232B-ms98-a-0006,15.469375,15.595000,it's,I,sd,u-10-1
sw3232B-ms98-a-0006,15.595000,15.665000,a,I,sd,u-10-1
sw3232B-ms98-a-0006,15.665000,15.875000,lot,I,sd,u-10-1
sw3232B-ms98-a-0006,15.875000,16.035000,of,I,sd,u-10-1
sw3232B-ms98-a-0006,16.035000,16.405000,work,I,sd,u-10-1
sw3232B-ms98-a-0006,16.405000,16.921375,[laughter],O,,
sw3232B-ms98-a-0008,19.901500,20.106125,my,B,^2,u-12-1
sw3232B-ms98-a-0008,20.106125,20.637375,Bachelor's,I,^2,u-12-1
sw3232B-ms98-a-0008,21.432750,21.911000,uh-huh,B,ny,u-14-1
sw3232B-ms98-a-0009,23.214500,23.943000,um,B,sd,u-16-1
sw3232B-ms98-a-0009,24.635750,24.915750,it's,I,sd,u-16-1
sw3232B-ms98-a-0009,24.915750,25.234500,actually,I,sd,u-16-1
