sw4032A-ms98-a-0002,0.167375,0.737375,okay,B,o,u-1-1
sw4032A-ms98-a-0002,0.737375,1.111875,Martin,B,qy,u-1-2
sw4032A-ms98-a-0002,1.111875,1.247125,do,I,qy,u-1-2
sw4032A-ms98-a-0002,1.247125,1.744000,you,I,qy,u-1-2
sw4032A-ms98-a-0002,1.928500,2.138125,do,I,qy,u-1-2
sw4032A-ms98-a-0002,2.138125,2.397375,any,I,qy,u-1-2
sw4032A-ms98-a-0002,2.397375,2.996125,exercise,I,qy,u-1-2
sw4032A-ms98-a-0004,8.262500,8.544250,[vocalized-noise],O,,
sw4032A-ms98-a-0005,10.594125,11.050250,uh-huh,B,b,u-3-1
sw4032A-ms98-a-0006,11.849875,12.330500,um,B,qy^d,u-3-2
sw4032A-ms98-a-0007,13.244750,13.434750,so,I,qy^d,u-3-2
sw4032A-ms98-a-0007,13.434750,13.704750,those,I,qy^d,u-3-2
sw4032A-ms98-a-0007,13.704750,13.999750,are,I,qy^d,u-3-2
sw4032A-ms98-a-0007,14.286000,14.484750,more,I,qy^d,u-3-2
sw4032A-ms98-a-0007,14.484750,14.564750,or,I,qy^d,u-3-2
sw4032A-ms98-a-0007,14.564750,14.834750,less,I,qy^d,u-3-2
sw4032A-ms98-a-0007,14.834750,15.254750,indoor,I,qy^d,u-3-2
sw4032A-ms98-a-0007,15.254750,15.834750,sports,I,qy^d,u-3-2
sw4032A-ms98-a-0007,15.834750,16.154750,how's,B,qw,u-3-3
sw4032A-ms98-a-0007,16.154750,16.264750,the,I,qw,u-3-3
sw4032A-ms98-a-0007,16.264750,16.614750,weather,B,+,u-5-1
sw4032A-ms98-a-0007,16.614750,16.854750,out,I,+,u-5-1
sw4032A-ms98-a-0007,16.854750,17.064750,there,I,+,u-5-1
sw4032A-ms98-a-0007,17.064750,17.194750,in,I,+,u-5-1
sw4032A-ms98-a-0007,17.194750,17.664750,Georgia,I,+,u-5-1
sw4032A-ms98-a-0009,26.216125,26.596125,uh-huh,B,b,u-7-1
sw4032A-ms98-a-0011,31.653125,32.143125,oh,B,bk,u-9-1
sw4032A-ms98-a-0013,35.713250,36.182625,uh-huh,B,b,u-11-1
sw4032A-ms98-a-0015,39.681375,40.002750,well,B,^h,u-13-1
sw4032A-ms98-a-0015,40.122750,40.442750,yeah,I,^h,u-13-1
sw4032A-ms98-a-0015,40.442750,40.777625,i'm,B,sd,u-13-2
sw4032A-ms98-a-0015,41.158000,41.322750,on,I,sd,u-13-2
sw4032A-ms98-a-0015,41.322750,41.512750,a,I,sd,u-13-2
sw4032A-ms98-a-0015,41.512750,42.042750,exercise,I,sd,u-13-2
sw4032A-ms98-a-0015,42.042750,42.752750,program,I,sd,u-13-2
sw4032A-ms98-a-0015,42.752750,42.912750,i'm,B,sd,u-13-3
sw4032A-ms98-a-0015,42.912750,43.332750,riding,I,sd,u-13-3
sw4032A-ms98-a-0015,43.332750,43.660375,my,I,sd,u-13-3
sw4032A-ms98-a-0015,44.029500,44.626875,Aerodyne,I,sd,u-13-3
sw4032A-ms98-a-0015,44.626875,45.274750,bike,I,sd,u-13-3
sw4032A-ms98-a-0015,45.274750,45.713500,um,I,sd,u-13-3
sw4032A-ms98-a-0015,46.210750,46.462750,half,B,+,u-15-1
sw4032A-ms98-a-0015,46.462750,46.572750,an,I,+,u-15-1
sw4032A-ms98-a-0015,46.572750,46.722750,hour,I,+,u-15-1
sw4032A-ms98-a-0015,46.722750,46.932750,every,I,+,u-15-1
sw4032A-ms98-a-0015,46.932750,47.292750,morning,I,+,u-15-1
sw4032A-ms98-a-0015,47.292750,47.402750,and,B,sd,u-15-2
sw4032A-ms98-a-0015,47.402750,47.502750,i'm,I,sd,u-15-2
sw4032A-ms98-a-0015,47.502750,47.742750,just,I,sd,u-15-2
sw4032A-ms98-a-0015,47.742750,47.982750,about,I,sd,u-15-2
sw4032A-ms98-a-0015,47.982750,48.263750,ready,I,sd,u-15-2
sw4032A-ms98-a-0015,48.263750,48.589625,to,I,sd,u-15-2
sw4032A-ms98-a-0016,49.530875,49.763875,up,I,sd,u-15-2
sw4032A-ms98-a-0016,49.763875,50.051750,it,I,sd,u-15-2
sw4032A-ms98-a-0016,50.051750,50.141750,to,I,sd,u-15-2
sw4032A-ms98-a-0016,50.141750,50.441750,forty,I,sd,u-15-2
sw4032A-ms98-a-0016,50.441750,50.641750,five,I,sd,u-15-2
sw4032A-ms98-a-0016,50.641750,51.051750,minutes,I,sd,u-15-2
sw4032A-ms98-a-0016,51.051750,51.101750,a,I,sd,u-15-2
sw4032A-ms98-a-0016,51.101750,51.537375,morning,I,sd,u-15-2
sw4032A-ms98-a-0016,52.192625,52.714375,and,B,sd,u-15-3
sw4032A-ms98-a-0016,52.865000,52.961750,i,I,sd,u-15-3
sw4032A-ms98-a-0016,52.961750,53.131750,feel,I,sd,u-15-3
sw4032A-ms98-a-0016,53.131750,53.291750,like,I,sd,u-15-3
