sw4655B-ms98-a-0003,32.515125,32.897125,uh-huh,B,b,u-2-1
sw4655B-ms98-a-0005,67.924000,68.364000,yeah,B,b,u-4-1
sw4655B-ms98-a-0007,77.199625,77.599625,uh-huh,B,b,u-6-1
sw4655B-ms98-a-0009,100.277250,100.514125,yeah,O,,
sw4655B-ms98-a-0009,100.514125,100.744375,well,O,,
sw4655B-ms98-a-0009,100.831000,101.028500,the,O,,
sw4655B-ms98-a-0009,101.661250,101.754125,i,B,sd,u-8-2
sw4655B-ms98-a-0009,101.754125,101.974125,guess,I,sd,u-8-2
sw4655B-ms98-a-0009,101.974125,102.084125,i,I,sd,u-8-2
sw4655B-ms98-a-0009,102.084125,102.354125,haven't,I,sd,u-8-2
sw4655B-ms98-a-0009,102.354125,102.744125,had,I,sd,u-8-2
sw4655B-ms98-a-0009,102.744125,102.924125,that,I,sd,u-8-2
sw4655B-ms98-a-0009,102.924125,103.124125,much,I,sd,u-8-2
sw4655B-ms98-a-0009,103.124125,103.594125,experience,I,sd,u-8-2
sw4655B-ms98-a-0009,103.594125,103.714125,i've,B,sd,u-8-3
sw4655B-ms98-a-0009,103.714125,103.934125,only,I,sd,u-8-3
sw4655B-ms98-a-0009,103.934125,104.254125,seen,I,sd,u-8-3
sw4655B-ms98-a-0009,104.254125,104.494125,like,I,sd,u-8-3
sw4655B-ms98-a-0009,104.494125,104.674125,my,I,sd,u-8-3
sw4655B-ms98-a-0009,104.674125,105.004125,great,I,sd,u-8-3
sw4655B-ms98-a-0009,105.004125,105.693500,grandparents,I,sd,u-8-3
sw4655B-ms98-a-0009,105.693500,105.873625,in,I,sd,u-8-3
sw4655B-ms98-a-0009,106.562875,106.644125,a,I,sd,u-8-3
sw4655B-ms98-a-0009,106.644125,107.024125,nursing,I,sd,u-8-3
sw4655B-ms98-a-0009,107.024125,107.277875,home,I,sd,u-8-3
sw4655B-ms98-a-0009,107.392000,107.596000,but,B,sd,u-10-1
sw4655B-ms98-a-0010,108.220375,108.300375,i,B,+,u-12-1
sw4655B-ms98-a-0010,108.300375,108.491375,have,I,+,u-12-1
sw4655B-ms98-a-0010,108.491375,108.648125,an,I,+,u-12-1
sw4655B-ms98-a-0010,108.648125,109.060375,aunt,I,+,u-12-1
sw4655B-ms98-a-0010,109.060375,109.240375,who,I,+,u-12-1
sw4655B-ms98-a-0010,109.240375,109.570375,lived,I,+,u-12-1
sw4655B-ms98-a-0010,109.570375,109.670375,on,I,+,u-12-1
sw4655B-ms98-a-0010,109.670375,109.860375,her,I,+,u-12-1
sw4655B-ms98-a-0010,109.860375,110.040375,own,I,+,u-12-1
sw4655B-ms98-a-0010,110.040375,110.290375,-[un]til,I,+,u-12-1
sw4655B-ms98-a-0010,110.290375,110.530375,she,I,+,u-12-1
sw4655B-ms98-a-0010,110.530375,110.770375,was,I,+,u-12-1
sw4655B-ms98-a-0010,110.770375,110.950375,well,I,+,u-12-1
sw4655B-ms98-a-0010,110.950375,111.060375,in,I,+,u-12-1
sw4655B-ms98-a-0010,111.060375,111.180375,her,I,+,u-12-1
sw4655B-ms98-a-0010,111.180375,111.831000,nineties,I,+,u-12-1
sw4655B-ms98-a-0010,112.456125,112.620375,and,B,sd,u-14-1
sw4655B-ms98-a-0010,112.620375,112.800375,then,I,sd,u-14-1
sw4655B-ms98-a-0010,112.800375,113.123250,she,I,sd,u-14-1
sw4655B-ms98-a-0010,113.236250,113.410375,she,I,sd,u-14-1
sw4655B-ms98-a-0010,113.410375,113.580375,got,I,sd,u-14-1
sw4655B-ms98-a-0010,113.580375,113.900375,sick,I,sd,u-14-1
sw4655B-ms98-a-0010,113.900375,114.040375,and,B,sd,u-14-2
sw4655B-ms98-a-0010,114.040375,114.180375,she,I,sd,u-14-2
sw4655B-ms98-a-0010,114.180375,114.360375,ended,I,sd,u-14-2
sw4655B-ms98-a-0010,114.360375,114.500375,up,I,sd,u-14-2
sw4655B-ms98-a-0010,114.500375,114.580375,in,I,sd,u-14-2
sw4655B-ms98-a-0010,114.580375,114.620375,a,I,sd,u-14-2
sw4655B-ms98-a-0010,114.620375,114.960375,nursing,I,sd,u-14-2
sw4655B-ms98-a-0010,114.960375,115.187125,home,I,sd,u-14-2
sw4655B-ms98-a-0011,116.098375,116.292500,and,B,sd,u-16-1
sw4655B-ms98-a-0011,116.292500,116.402500,my,I,sd,u-16-1
sw4655B-ms98-a-0011,116.402500,116.782500,parents,I,sd,u-16-1
sw4655B-ms98-a-0011,116.782500,116.902500,went,I,sd,u-16-1
sw4655B-ms98-a-0011,116.902500,116.982500,to,I,sd,u-16-1
sw4655B-ms98-a-0011,116.982500,117.272500,visit,I,sd,u-16-1
sw4655B-ms98-a-0011,117.272500,117.590500,her,I,sd,u-16-1
sw4655B-ms98-a-0011,118.230875,118.652250,and,B,sd,u-16-2
