sw2754A-ms98-a-0002,1.610125,1.990125,okay,B,o,u-1-1
sw2754A-ms98-a-0006,17.752250,18.307375,yeah,B,b,u-3-1
sw2754A-ms98-a-0008,47.595625,48.005625,uh-huh,B,b,u-5-1
sw2754A-ms98-a-0010,53.990250,54.556125,um,B,sd,u-7-1
sw2754A-ms98-a-0010,55.198125,55.759625,i,I,sd,u-7-1
sw2754A-ms98-a-0010,56.083500,56.349500,believe,I,sd,u-7-1
sw2754A-ms98-a-0010,56.349500,56.459500,in,I,sd,u-7-1
sw2754A-ms98-a-0010,56.459500,56.589500,it,I,sd,u-7-1
sw2754A-ms98-a-0010,56.589500,56.859500,too,I,sd,u-7-1
sw2754A-ms98-a-0010,56.859500,57.329500,[laughter],O,,
sw2754A-ms98-a-0011,57.651250,57.861250,uh,O,,
sw2754A-ms98-a-0011,57.861250,58.161250,i'm,B,sd,u-9-1
sw2754A-ms98-a-0011,58.161250,58.751250,Catholic,I,sd,u-9-1
sw2754A-ms98-a-0011,58.751250,58.891250,and,B,sd,u-9-2
sw2754A-ms98-a-0011,58.891250,58.981250,we're,I,sd,u-9-2
sw2754A-ms98-a-0011,58.981250,59.191250,not,I,sd,u-9-2
sw2754A-ms98-a-0011,59.191250,59.721250,supposed,I,sd,u-9-2
sw2754A-ms98-a-0011,59.721250,59.971250,to,I,sd,u-9-2
sw2754A-ms98-a-0011,60.501250,60.901250,but,B,%,u-9-3
sw2754A-ms98-a-0011,60.901250,61.354375,uh,I,%,u-9-3
sw2754A-ms98-a-0011,61.994625,62.280000,i,I,%,u-9-3
sw2754A-ms98-a-0011,62.280000,62.651250,feel,I,%,u-9-3
sw2754A-ms98-a-0011,62.651250,62.951250,that,I,%,u-9-3
sw2754A-ms98-a-0011,63.381250,63.621250,it,I,%,u-9-3
sw2754A-ms98-a-0011,63.621250,63.811250,like,B,%,u-9-4
sw2754A-ms98-a-0011,63.811250,64.131250,you,I,%,u-9-4
sw2754A-ms98-a-0011,64.131250,64.231250,you,B,sv,u-9-5
sw2754A-ms98-a-0011,64.231250,64.471250,know,I,sv,u-9-5
sw2754A-ms98-a-0011,64.471250,64.571250,on,I,sv,u-9-5
sw2754A-ms98-a-0011,64.571250,64.641250,the,I,sv,u-9-5
sw2754A-ms98-a-0011,64.641250,65.441250,premeditated,I,sv,u-9-5
sw2754A-ms98-a-0011,65.441250,65.901250,murders,I,sv,u-9-5
sw2754A-ms98-a-0011,65.901250,66.011250,i,I,sv,u-9-5
sw2754A-ms98-a-0011,66.011250,66.351250,feel,I,sv,u-9-5
sw2754A-ms98-a-0011,66.351250,66.511250,if,I,sv,u-9-5
sw2754A-ms98-a-0011,66.511250,66.691250,you're,I,sv,u-9-5
sw2754A-ms98-a-0011,67.031250,67.141250,you,I,sv,u-9-5
sw2754A-ms98-a-0011,67.141250,67.201250,know,I,sv,u-9-5
sw2754A-ms98-a-0011,67.201250,67.231250,i,I,sv,u-9-5
sw2754A-ms98-a-0011,67.231250,67.421250,mean,I,sv,u-9-5
sw2754A-ms98-a-0011,67.421250,67.611250,if,I,sv,u-9-5
