sw3208B-ms98-a-0003,4.489500,4.794250,uh-huh,B,b,u-2-1
sw3208B-ms98-a-0005,14.687625,15.322375,right,B,b,u-4-1
sw3208B-ms98-a-0007,28.865500,29.219250,um-hum,B,b,u-6-1
sw3208B-ms98-a-0009,38.201000,38.541000,uh-huh,B,b,u-8-1
sw3208B-ms98-a-0011,53.191125,53.533625,um-hum,B,b,u-10-1
sw3208B-ms98-a-0013,65.471000,65.799875,um-hum,B,b,u-12-1
sw3208B-ms98-a-0015,75.870375,76.072125,that's,B,ba,u-14-1
sw3208B-ms98-a-0015,76.072125,76.556500,right,I,ba,u-14-1
sw3208B-ms98-a-0015,77.368625,77.492125,and,B,sv,u-16-1
sw3208B-ms98-a-0015,77.492125,77.582125,you,I,sv,u-16-1
sw3208B-ms98-a-0015,77.582125,77.812125,never,I,sv,u-16-1
sw3208B-ms98-a-0015,77.812125,78.112125,know,I,sv,u-16-1
sw3208B-ms98-a-0015,78.112125,78.182125,i,B,sd,u-16-2
sw3208B-ms98-a-0015,78.182125,78.667500,have,I,sd,u-16-2
sw3208B-ms98-a-0015,78.667500,79.220500,um,I,sd,u-16-2
sw3208B-ms98-a-0016,80.773500,81.087500,an,I,sd,u-16-2
sw3208B-ms98-a-0016,81.087500,82.139500,ex-sister-in-law,I,sd,u-16-2
sw3208B-ms98-a-0016,82.139500,82.517500,that,I,sd,u-16-2
sw3208B-ms98-a-0016,82.517500,82.907500,um,B,+,u-18-1
sw3208B-ms98-a-0016,82.907500,83.267500,currently,I,+,u-18-1
sw3208B-ms98-a-0016,83.267500,83.497500,has,I,+,u-18-1
sw3208B-ms98-a-0016,83.497500,83.557500,a,I,+,u-18-1
sw3208B-ms98-a-0016,83.557500,83.917500,child,I,+,u-18-1
sw3208B-ms98-a-0016,83.917500,84.207125,abuse,I,+,u-18-1
sw3208B-ms98-a-0016,84.207125,84.636500,case,I,+,u-18-1
sw3208B-ms98-a-0016,84.636500,84.830250,on,I,+,u-18-1
sw3208B-ms98-a-0016,84.830250,84.962000,a,I,+,u-18-1
sw3208B-ms98-a-0016,84.962000,85.217500,home,I,+,u-18-1
sw3208B-ms98-a-0016,85.217500,85.891250,babysitter,O,,
sw3208B-ms98-a-0018,89.085875,89.433375,uh-huh,B,b,u-20-1
sw3208B-ms98-a-0020,96.595500,97.152625,right,B,b,u-22-1
sw3208B-ms98-a-0022,112.652125,113.218875,right,B,b,u-24-1
sw3208B-ms98-a-0024,117.837250,118.158500,um-hum,B,b,u-26-1
sw3208B-ms98-a-0026,126.544250,127.180375,right,B,b,u-28-1
