sw3956A-ms98-a-0001,0.060000,0.759500,-[o]kay,O,,
sw3956A-ms98-a-0002,1.517875,1.917875,well,B,qw,u-1-1
sw3956A-ms98-a-0002,2.257875,2.357875,what,I,qw,u-1-1
sw3956A-ms98-a-0002,2.357875,2.437875,do,I,qw,u-1-1
sw3956A-ms98-a-0002,2.437875,2.567875,you,I,qw,u-1-1
sw3956A-ms98-a-0002,2.567875,2.817875,think,I,qw,u-1-1
sw3956A-ms98-a-0002,2.817875,3.242125,about,I,qw,u-1-1
sw3956A-ms98-a-0002,3.739250,3.907875,the,I,qw,u-1-1
sw3956A-ms98-a-0002,3.907875,4.437875,government,I,qw,u-1-1
sw3956A-ms98-a-0002,4.437875,5.067875,providing,I,qw,u-1-1
sw3956A-ms98-a-0002,5.067875,5.347875,health,I,qw,u-1-1
sw3956A-ms98-a-0002,5.347875,5.967875,insurance,I,qw,u-1-1
sw3956A-ms98-a-0002,5.967875,6.147875,for,I,qw,u-1-1
sw3956A-ms98-a-0002,6.147875,6.687875,everybody,I,qw,u-1-1
sw3956A-ms98-a-0002,6.687875,6.847875,i,B,sv,u-1-2
sw3956A-ms98-a-0002,6.847875,7.127875,think,I,sv,u-1-2
sw3956A-ms98-a-0002,7.127875,7.267875,they,I,sv,u-1-2
sw3956A-ms98-a-0002,7.267875,7.537875,should,I,sv,u-1-2
sw3956A-ms98-a-0002,7.537875,7.934000,i,B,sd,u-1-3
sw3956A-ms98-a-0002,8.359625,8.767875,know,I,sd,u-1-3
sw3956A-ms98-a-0002,8.767875,8.897875,i,I,sd,u-1-3
sw3956A-ms98-a-0002,8.897875,9.227875,had,I,sd,u-1-3
sw3956A-ms98-a-0002,9.227875,9.317875,a,I,sd,u-1-3
sw3956A-ms98-a-0002,9.317875,9.697875,job,I,sd,u-1-3
sw3956A-ms98-a-0002,9.697875,10.567875,until,I,sd,u-1-3
sw3956A-ms98-a-0002,10.567875,10.927875,let's,I,sd,u-1-3
sw3956A-ms98-a-0002,10.927875,11.431875,see,I,sd,u-1-3
sw3956A-ms98-a-0003,11.912625,12.068875,a,I,sd,u-1-3
sw3956A-ms98-a-0003,12.068875,12.338875,year,I,sd,u-1-3
sw3956A-ms98-a-0003,12.338875,12.568875,ago,I,sd,u-1-3
sw3956A-ms98-a-0003,12.568875,12.738875,this,I,sd,u-1-3
sw3956A-ms98-a-0003,12.738875,13.088875,past,I,sd,u-1-3
sw3956A-ms98-a-0003,13.088875,13.848875,December,I,sd,u-1-3
sw3956A-ms98-a-0003,13.848875,13.988875,i,B,sd,u-1-4
sw3956A-ms98-a-0003,13.988875,14.188875,was,I,sd,u-1-4
sw3956A-ms98-a-0003,14.188875,14.428875,working,I,sd,u-1-4
sw3956A-ms98-a-0003,14.428875,14.538875,for,I,sd,u-1-4
sw3956A-ms98-a-0003,14.538875,15.158875,PIE,O,,
sw3956A-ms98-a-0003,15.158875,15.328875,and,B,sd,u-1-5
sw3956A-ms98-a-0003,15.328875,15.428875,they,I,sd,u-1-5
sw3956A-ms98-a-0003,15.428875,16.173625,closed,I,sd,u-1-5
sw3956A-ms98-a-0003,17.319375,17.708875,and,B,sd,u-1-6
sw3956A-ms98-a-0003,17.708875,18.168875,naturally,I,sd,u-1-6
sw3956A-ms98-a-0003,18.168875,18.318875,while,I,sd,u-1-6
sw3956A-ms98-a-0003,18.318875,18.418875,i,I,sd,u-1-6
sw3956A-ms98-a-0003,18.418875,18.548875,was,I,sd,u-1-6
sw3956A-ms98-a-0003,18.548875,18.818875,working,I,sd,u-1-6
sw3956A-ms98-a-0003,18.818875,18.978875,for,I,sd,u-1-6
sw3956A-ms98-a-0003,18.978875,19.148875,them,I,sd,u-1-6
sw3956A-ms98-a-0003,19.148875,19.258875,i,I,sd,u-1-6
sw3956A-ms98-a-0003,19.258875,19.458875,had,I,sd,u-1-6
sw3956A-ms98-a-0003,19.458875,19.758875,health,I,sd,u-1-6
sw3956A-ms98-a-0003,19.758875,20.480500,insurance,I,sd,u-1-6
sw3956A-ms98-a-0004,21.699250,22.222875,but,B,sd,u-1-7
sw3956A-ms98-a-0004,22.222875,22.742875,um,I,sd,u-1-7
sw3956A-ms98-a-0004,22.742875,22.982875,for,I,sd,u-1-7
sw3956A-ms98-a-0004,22.982875,23.202875,me,I,sd,u-1-7
sw3956A-ms98-a-0004,23.202875,23.507375,to,I,sd,u-1-7
sw3956A-ms98-a-0004,23.507375,23.722875,try,I,sd,u-1-7
