sw3280B-ms98-a-0003,11.504125,11.886500,um-hum,B,b,u-2-1
sw3280B-ms98-a-0005,14.257750,14.653125,um-hum,B,b,u-4-1
sw3280B-ms98-a-0007,20.106000,20.478875,um-hum,B,b,u-6-1
sw3280B-ms98-a-0009,22.836375,23.293875,uh,B,sd,u-8-1
sw3280B-ms98-a-0009,23.293875,23.792375,mostly,I,sd,u-8-1
sw3280B-ms98-a-0009,23.792375,24.082375,from,I,sd,u-8-1
sw3280B-ms98-a-0009,24.082375,24.482375,TV,I,sd,u-8-1
sw3280B-ms98-a-0009,24.482375,24.810500,too,I,sd,u-8-1
sw3280B-ms98-a-0009,24.810500,24.962375,i,B,sd,u-8-2
sw3280B-ms98-a-0009,24.962375,25.516875,u[sually]-,I,sd,u-8-2
sw3280B-ms98-a-0009,25.516875,25.862375,usually,I,sd,u-8-2
sw3280B-ms98-a-0009,25.862375,26.102375,start,I,sd,u-8-2
sw3280B-ms98-a-0009,26.102375,26.502375,watching,I,sd,u-8-2
sw3280B-ms98-a-0009,26.502375,26.572375,the,I,sd,u-8-2
sw3280B-ms98-a-0009,26.572375,26.862375,news,I,sd,u-8-2
sw3280B-ms98-a-0009,26.862375,26.992375,at,I,sd,u-8-2
sw3280B-ms98-a-0009,26.992375,27.512375,five,I,sd,u-8-2
sw3280B-ms98-a-0009,27.512375,27.743500,and,I,sd,u-8-2
sw3280B-ms98-a-0009,28.165375,28.372375,watch,I,sd,u-8-2
sw3280B-ms98-a-0009,28.372375,28.452375,it,I,sd,u-8-2
sw3280B-ms98-a-0009,28.452375,28.542375,at,I,sd,u-8-2
sw3280B-ms98-a-0009,28.542375,28.862375,[laughter-five],I,sd,u-8-2
sw3280B-ms98-a-0009,28.862375,29.412375,[laughter-thirty],I,sd,u-8-2
sw3280B-ms98-a-0009,29.412375,29.622375,and,I,sd,u-8-2
sw3280B-ms98-a-0009,29.622375,29.992375,six,I,sd,u-8-2
sw3280B-ms98-a-0009,29.992375,30.632375,sometimes,B,+,u-10-1
sw3280B-ms98-a-0009,30.632375,30.788500,and,I,+,u-10-1
sw3280B-ms98-a-0009,31.108625,31.212375,and,I,+,u-10-1
sw3280B-ms98-a-0009,31.212375,31.342375,then,I,+,u-10-1
sw3280B-ms98-a-0009,31.342375,31.622375,again,I,+,u-10-1
sw3280B-ms98-a-0009,31.622375,31.802375,at,I,+,u-10-1
sw3280B-ms98-a-0009,31.802375,32.062375,ten,I,+,u-10-1
sw3280B-ms98-a-0009,32.062375,32.302375,maybe,I,+,u-10-1
sw3280B-ms98-a-0009,32.302375,32.542375,just,I,+,u-10-1
sw3280B-ms98-a-0009,32.542375,32.662375,the,I,+,u-10-1
sw3280B-ms98-a-0009,32.662375,33.484500,headlines,I,+,u-10-1
sw3280B-ms98-a-0010,34.120000,34.550625,um,B,sd,u-10-2
sw3280B-ms98-a-0010,34.550625,34.660625,we,I,sd,u-10-2
sw3280B-ms98-a-0010,34.660625,34.810625,do,I,sd,u-10-2
sw3280B-ms98-a-0010,34.810625,35.190000,take,I,sd,u-10-2
sw3280B-ms98-a-0010,35.190000,35.360625,the,I,sd,u-10-2
sw3280B-ms98-a-0010,35.360625,35.710625,Dallas,I,sd,u-10-2
sw3280B-ms98-a-0010,35.710625,35.980625,Morning,I,sd,u-10-2
sw3280B-ms98-a-0010,35.980625,36.290625,News,I,sd,u-10-2
sw3280B-ms98-a-0010,36.290625,36.555625,and,B,sd,u-10-3
sw3280B-ms98-a-0011,38.046625,38.367625,uh,I,sd,u-10-3
sw3280B-ms98-a-0011,38.367625,38.607625,once,I,sd,u-10-3
sw3280B-ms98-a-0011,38.607625,38.757625,in,I,sd,u-10-3
sw3280B-ms98-a-0011,38.757625,38.787625,a,I,sd,u-10-3
sw3280B-ms98-a-0011,38.787625,38.907625,while,I,sd,u-10-3
sw3280B-ms98-a-0011,38.907625,39.067625,i'll,I,sd,u-10-3
sw3280B-ms98-a-0011,39.067625,39.207625,sit,I,sd,u-10-3
sw3280B-ms98-a-0011,39.207625,39.387625,down,I,sd,u-10-3
sw3280B-ms98-a-0011,39.387625,39.527625,and,I,sd,u-10-3
