sw2849A-ms98-a-0002,0.490750,0.988625,okay,B,o,u-1-1
sw2849A-ms98-a-0002,0.988625,1.549625,well,B,%,u-1-2
sw2849A-ms98-a-0002,2.028000,2.178625,i,I,%,u-1-2
sw2849A-ms98-a-0002,2.178625,2.458625,don['t]-,O,,
sw2849A-ms98-a-0002,2.458625,2.508625,i,B,qo,u-1-3
sw2849A-ms98-a-0002,2.508625,2.933125,mean,I,qo,u-1-3
sw2849A-ms98-a-0002,2.933125,3.238625,what,I,qo,u-1-3
sw2849A-ms98-a-0002,3.238625,3.498625,thoughts,I,qo,u-1-3
sw2849A-ms98-a-0002,3.498625,3.598625,do,I,qo,u-1-3
sw2849A-ms98-a-0002,3.598625,3.728625,you,I,qo,u-1-3
sw2849A-ms98-a-0002,3.728625,3.888625,have,I,qo,u-1-3
sw2849A-ms98-a-0002,3.888625,4.008625,on,I,qo,u-1-3
sw2849A-ms98-a-0002,4.008625,4.136500,the,I,qo,u-1-3
sw2849A-ms98-a-0002,4.136500,5.020000,[laughter-subject],O,,
sw2849A-ms98-a-0004,9.684625,9.840250,oh,B,qy^d,u-3-1
sw2849A-ms98-a-0004,9.840250,9.970250,you,I,qy^d,u-3-1
sw2849A-ms98-a-0004,9.970250,10.646625,did,I,qy^d,u-3-1
sw2849A-ms98-a-0006,14.863625,15.519750,uh-huh,B,b,u-5-1
sw2849A-ms98-a-0008,17.178500,17.875875,uh-huh,B,b,u-7-1
sw2849A-ms98-a-0008,17.875875,18.448750,that's,B,ba,u-9-1
sw2849A-ms98-a-0008,18.448750,19.055750,wonderful,I,ba,u-9-1
sw2849A-ms98-a-0010,22.619000,22.839000,well,B,sv,u-11-1
sw2849A-ms98-a-0010,22.839000,23.139000,do,I,sv,u-11-1
sw2849A-ms98-a-0010,23.139000,23.339000,you,I,sv,u-11-1
sw2849A-ms98-a-0010,23.339000,23.781125,have,I,sv,u-11-1
sw2849A-ms98-a-0010,23.781125,24.059000,you,I,sv,u-11-1
sw2849A-ms98-a-0010,24.059000,24.379000,probably,I,sv,u-11-1
sw2849A-ms98-a-0010,24.379000,24.659000,have,I,sv,u-11-1
sw2849A-ms98-a-0010,24.659000,24.759000,a,I,sv,u-11-1
sw2849A-ms98-a-0010,24.759000,25.109000,different,I,sv,u-11-1
sw2849A-ms98-a-0010,25.109000,25.309000,sense,I,sv,u-11-1
sw2849A-ms98-a-0010,25.309000,25.409000,than,I,sv,u-11-1
sw2849A-ms98-a-0010,25.409000,25.539000,i,I,sv,u-11-1
