sw2104B-ms98-a-0003,8.199000,8.818500,okay,B,b,u-2-1
sw2104B-ms98-a-0004,9.998375,10.165125,i,B,%,u-4-1
sw2104B-ms98-a-0004,10.165125,10.418250,don't,I,%,u-4-1
sw2104B-ms98-a-0004,10.418250,10.799500,really,I,%,u-4-1
sw2104B-ms98-a-0004,11.128000,11.316375,i,B,%,u-4-2
sw2104B-ms98-a-0004,11.853625,12.495125,more,I,%,u-4-2
sw2104B-ms98-a-0005,14.591125,14.695250,i,B,sd,u-4-3
sw2104B-ms98-a-0005,14.695250,14.854000,don't,I,sd,u-4-3
sw2104B-ms98-a-0005,14.854000,15.125250,know,I,sd,u-4-3
sw2104B-ms98-a-0005,15.125250,15.471125,about,I,sd,u-4-3
sw2104B-ms98-a-0005,15.471125,15.531125,the,I,sd,u-4-3
sw2104B-ms98-a-0005,15.531125,16.022375,government,I,sd,u-4-3
sw2104B-ms98-a-0005,16.225750,16.391125,as,I,sd,u-4-3
sw2104B-ms98-a-0005,16.391125,16.921125,much,I,sd,u-4-3
sw2104B-ms98-a-0005,17.211125,17.720250,as,I,sd,u-4-3
sw2104B-ms98-a-0005,17.720250,17.972500,um,I,sd,u-4-3
sw2104B-ms98-a-0007,20.629125,20.709000,the,B,sd,u-4-4
sw2104B-ms98-a-0007,20.796000,21.306750,people,I,sd,u-4-4
sw2104B-ms98-a-0007,21.679625,22.050375,uh,I,sd,u-4-4
sw2104B-ms98-a-0007,22.170875,22.305125,i,I,sd,u-4-4
sw2104B-ms98-a-0007,22.305125,22.583250,wouldn't,I,sd,u-4-4
sw2104B-ms98-a-0007,22.583250,23.003250,consider,I,sd,u-4-4
sw2104B-ms98-a-0007,23.003250,23.083250,to,I,sd,u-4-4
sw2104B-ms98-a-0007,23.083250,23.263250,be,I,sd,u-4-4
sw2104B-ms98-a-0007,23.263250,23.293250,a,I,sd,u-4-4
sw2104B-ms98-a-0007,23.293250,23.593250,threat,I,sd,u-4-4
sw2104B-ms98-a-0007,23.593250,23.713250,at,I,sd,u-4-4
sw2104B-ms98-a-0007,23.713250,24.076625,all,I,sd,u-4-4
sw2104B-ms98-a-0008,25.165125,25.261000,and,B,sv,u-4-5
sw2104B-ms98-a-0008,25.261000,25.377375,i,I,sv,u-4-5
sw2104B-ms98-a-0008,25.377375,25.725125,really,I,sv,u-4-5
sw2104B-ms98-a-0008,25.725125,26.020375,don't,I,sv,u-4-5
sw2104B-ms98-a-0008,26.163500,26.485125,feel,I,sv,u-4-5
sw2104B-ms98-a-0008,26.485125,26.775125,much,I,sv,u-4-5
sw2104B-ms98-a-0008,26.775125,27.085125,like,I,sv,u-4-5
sw2104B-ms98-a-0008,27.085125,27.305125,the,I,sv,u-4-5
sw2104B-ms98-a-0008,27.305125,27.735125,Soviet,I,sv,u-4-5
sw2104B-ms98-a-0008,27.735125,28.111000,Union,I,sv,u-4-5
sw2104B-ms98-a-0008,28.419750,29.035125,itself,I,sv,u-4-5
sw2104B-ms98-a-0008,29.035125,29.205125,is,I,sv,u-4-5
sw2104B-ms98-a-0008,29.205125,29.290750,a,I,sv,u-4-5
sw2104B-ms98-a-0008,29.366000,29.725125,threat,I,sv,u-4-5
sw2104B-ms98-a-0008,29.725125,30.185125,anymore,I,sv,u-4-5
sw2104B-ms98-a-0008,30.185125,30.315125,i'm,B,sd,u-4-6
