sw2524B-ms98-a-0002,1.584375,2.091750,hi,B,fp,u-2-1
sw2524B-ms98-a-0002,2.428500,2.594000,i,B,sd,u-2-2
sw2524B-ms98-a-0002,2.594000,2.748375,li[ke]-,I,sd,u-2-2
sw2524B-ms98-a-0002,2.748375,3.202625,uh,I,sd,u-2-2
sw2524B-ms98-a-0002,3.718625,3.824375,i,I,sd,u-2-2
sw2524B-ms98-a-0002,3.824375,4.036875,like,I,sd,u-2-2
sw2524B-ms98-a-0002,4.236500,4.334375,i,I,sd,u-2-2
sw2524B-ms98-a-0002,4.334375,4.604375,love,I,sd,u-2-2
sw2524B-ms98-a-0002,4.604375,4.774375,to,I,sd,u-2-2
sw2524B-ms98-a-0002,4.774375,5.074375,do,I,sd,u-2-2
sw2524B-ms98-a-0002,5.074375,5.333625,uh,I,sd,u-2-2
sw2524B-ms98-a-0002,5.952250,6.064375,all,I,sd,u-2-2
sw2524B-ms98-a-0002,6.064375,6.414375,kinds,I,sd,u-2-2
sw2524B-ms98-a-0002,6.414375,6.514375,of,I,sd,u-2-2
sw2524B-ms98-a-0002,6.514375,7.114375,crafts,I,sd,u-2-2
sw2524B-ms98-a-0002,7.114375,7.264375,and,I,sd,u-2-2
sw2524B-ms98-a-0002,7.264375,7.764375,sewing,I,sd,u-2-2
sw2524B-ms98-a-0002,7.764375,7.980750,i,B,sd,u-2-3
sw2524B-ms98-a-0003,8.552000,8.602000,i,I,sd,u-2-3
sw2524B-ms98-a-0003,8.602000,8.922000,find,I,sd,u-2-3
sw2524B-ms98-a-0003,8.922000,9.212000,that's,I,sd,u-2-3
sw2524B-ms98-a-0003,9.212000,9.402000,my,I,sd,u-2-3
sw2524B-ms98-a-0003,9.402000,9.712000,one,I,sd,u-2-3
sw2524B-ms98-a-0003,9.712000,10.330000,release,I,sd,u-2-3
sw2524B-ms98-a-0003,10.330000,10.838250,[laughter],O,,
sw2524B-ms98-a-0005,12.898625,12.996000,what,B,+@,u-4-1
sw2524B-ms98-a-0005,12.996000,13.056000,do,I,+@,u-4-1
sw2524B-ms98-a-0005,13.056000,13.216000,you,I,+@,u-4-1
sw2524B-ms98-a-0005,13.216000,13.534750,do,I,+@,u-4-1
sw2524B-ms98-a-0007,18.052125,18.603125,uh-huh,B,b,u-6-1
sw2524B-ms98-a-0009,23.187500,23.657500,uh-huh,B,b,u-8-1
sw2524B-ms98-a-0011,28.185750,28.698375,uh-huh,B,b,u-10-1
sw2524B-ms98-a-0013,38.789125,39.432500,uh-huh,B,b,u-12-1
sw2524B-ms98-a-0013,40.381250,40.509500,well,B,sd,u-12-2
sw2524B-ms98-a-0013,40.509500,40.589500,i,I,sd,u-12-2
sw2524B-ms98-a-0013,40.589500,40.829500,have,I,sd,u-12-2
sw2524B-ms98-a-0013,40.829500,41.139500,two,I,sd,u-12-2
sw2524B-ms98-a-0013,41.139500,41.459500,small,I,sd,u-12-2
sw2524B-ms98-a-0013,41.459500,41.829500,kids,I,sd,u-12-2
sw2524B-ms98-a-0013,41.829500,41.999500,and,B,sd,u-12-3
sw2524B-ms98-a-0013,41.999500,42.449500,so,I,sd,u-12-3
sw2524B-ms98-a-0013,42.449500,42.759500,i-,I,sd,u-12-3
sw2524B-ms98-a-0013,42.759500,42.879500,i,I,sd,u-12-3
sw2524B-ms98-a-0013,42.879500,43.169500,don't,I,sd,u-12-3
sw2524B-ms98-a-0013,43.169500,43.561125,have,I,sd,u-12-3
sw2524B-ms98-a-0013,43.561125,43.749500,you,I,sd,u-12-3
sw2524B-ms98-a-0013,43.749500,44.091625,know,I,sd,u-12-3
sw2524B-ms98-a-0013,44.396750,44.669500,much,I,sd,u-12-3
sw2524B-ms98-a-0013,44.669500,45.049500,time,I,sd,u-12-3
sw2524B-ms98-a-0013,45.049500,45.289000,to,I,sd,u-12-3
sw2524B-ms98-a-0013,45.838875,45.969500,to,I,sd,u-12-3
sw2524B-ms98-a-0013,45.969500,46.139500,go,I,sd,u-12-3
sw2524B-ms98-a-0013,46.139500,46.579500,places,I,sd,u-12-3
sw2524B-ms98-a-0013,46.579500,46.709500,and,I,sd,u-12-3
sw2524B-ms98-a-0013,46.709500,46.949500,play,I,sd,u-12-3
sw2524B-ms98-a-0013,46.949500,47.459500,sports,I,sd,u-12-3
sw2524B-ms98-a-0013,47.459500,47.539500,you,I,sd,u-12-3
sw2524B-ms98-a-0013,47.539500,47.749500,know,I,sd,u-12-3
sw2524B-ms98-a-0013,47.749500,47.829500,i,B,sd,u-14-1
sw2524B-ms98-a-0013,47.829500,48.109500,have,I,sd,u-14-1
sw2524B-ms98-a-0013,48.259500,48.349500,to,I,sd,u-14-1
sw2524B-ms98-a-0013,48.349500,48.489500,do,I,sd,u-14-1
sw2524B-ms98-a-0013,48.489500,48.839500,something,I,sd,u-14-1
sw2524B-ms98-a-0013,48.839500,48.939500,where,I,sd,u-14-1
sw2524B-ms98-a-0013,48.939500,48.979500,i,I,sd,u-14-1
sw2524B-ms98-a-0013,48.979500,49.209500,can,I,sd,u-14-1
sw2524B-ms98-a-0013,49.209500,49.349500,do,I,sd,u-14-1
sw2524B-ms98-a-0013,49.349500,49.449500,it,I,sd,u-14-1
sw2524B-ms98-a-0013,49.449500,49.569500,at,I,sd,u-14-1
sw2524B-ms98-a-0013,49.569500,49.811875,home,I,sd,u-14-1
sw2524B-ms98-a-0013,49.811875,50.030875,and,O,,
sw2524B-ms98-a-0014,50.831875,51.020875,so,B,sd,u-14-2
sw2524B-ms98-a-0014,51.020875,51.250875,i'm,I,sd,u-14-2
sw2524B-ms98-a-0014,51.250875,51.433125,um,I,sd,u-14-2
sw2524B-ms98-a-0014,52.307000,52.550875,i,I,sd,u-14-2
sw2524B-ms98-a-0014,52.550875,52.790875,just,I,sd,u-14-2
sw2524B-ms98-a-0014,52.790875,52.990875,love,I,sd,u-14-2
sw2524B-ms98-a-0014,52.990875,53.160875,to,I,sd,u-14-2
sw2524B-ms98-a-0014,53.160875,53.660875,sew,I,sd,u-14-2
sw2524B-ms98-a-0014,53.660875,53.930875,and,B,sd,u-14-3
sw2524B-ms98-a-0014,53.930875,54.112125,uh,I,sd,u-14-3
sw2524B-ms98-a-0014,54.978375,55.080875,you,I,sd,u-14-3
sw2524B-ms98-a-0014,55.080875,55.180875,know,I,sd,u-14-3
sw2524B-ms98-a-0014,55.180875,55.280875,i,I,sd,u-14-3
sw2524B-ms98-a-0014,55.280875,55.550875,ma[ke]-,I,sd,u-14-3
sw2524B-ms98-a-0014,55.550875,55.754750,i,I,sd,u-14-3
sw2524B-ms98-a-0014,56.010875,56.310875,make,I,sd,u-14-3
sw2524B-ms98-a-0014,56.310875,56.410875,a,I,sd,u-14-3
sw2524B-ms98-a-0014,56.410875,56.540875,lot,I,sd,u-14-3
sw2524B-ms98-a-0014,56.540875,56.630875,of,I,sd,u-14-3
sw2524B-ms98-a-0014,56.630875,56.730875,my,I,sd,u-14-3
sw2524B-ms98-a-0014,56.730875,57.250875,Christmas,I,sd,u-14-3
sw2524B-ms98-a-0014,57.250875,57.900875,presents,I,sd,u-14-3
sw2524B-ms98-a-0014,57.900875,58.069375,and,B,sd,u-16-1
sw2524B-ms98-a-0015,58.619375,58.770000,and,I,sd,u-16-1
sw2524B-ms98-a-0015,58.770000,58.800000,i,I,sd,u-16-1
sw2524B-ms98-a-0015,58.800000,58.970000,love,I,sd,u-16-1
sw2524B-ms98-a-0015,58.970000,59.100000,to,I,sd,u-16-1
sw2524B-ms98-a-0015,59.100000,59.250000,do,I,sd,u-16-1
sw2524B-ms98-a-0015,59.250000,59.360000,all,I,sd,u-16-1
sw2524B-ms98-a-0015,59.360000,59.680000,kinds,I,sd,u-16-1
sw2524B-ms98-a-0015,59.680000,59.770000,of,I,sd,u-16-1
sw2524B-ms98-a-0015,59.770000,60.300000,crafts,I,sd,u-16-1
sw2524B-ms98-a-0015,60.300000,60.490000,and,I,sd,u-16-1
sw2524B-ms98-a-0015,60.490000,60.780000,stuff,I,sd,u-16-1
sw2524B-ms98-a-0015,60.780000,60.960000,like,I,sd,u-16-1
sw2524B-ms98-a-0015,60.960000,61.172500,that,I,sd,u-16-1
sw2524B-ms98-a-0017,64.893750,65.420000,no,B,aa,u-18-1
sw2524B-ms98-a-0017,65.420000,65.560000,i,B,sd,u-18-2
sw2524B-ms98-a-0017,65.560000,65.960000,remember,I,sd,u-18-2
sw2524B-ms98-a-0017,65.960000,66.100000,when,I,sd,u-18-2
sw2524B-ms98-a-0017,66.100000,66.230000,i,I,sd,u-18-2
sw2524B-ms98-a-0017,66.230000,66.370000,was,I,sd,u-18-2
sw2524B-ms98-a-0017,66.370000,66.520000,in,I,sd,u-18-2
sw2524B-ms98-a-0017,66.520000,67.020000,college,I,sd,u-18-2
sw2524B-ms98-a-0017,67.020000,67.090000,i,B,sd,u-18-3
sw2524B-ms98-a-0017,67.090000,67.360000,didn't,I,sd,u-18-3
sw2524B-ms98-a-0017,67.360000,67.540000,have,I,sd,u-18-3
sw2524B-ms98-a-0017,67.540000,67.810000,time,I,sd,u-18-3
sw2524B-ms98-a-0017,67.810000,67.910000,to,I,sd,u-18-3
sw2524B-ms98-a-0017,67.910000,68.050000,do,I,sd,u-18-3
sw2524B-ms98-a-0017,68.050000,68.250000,that,I,sd,u-18-3
sw2524B-ms98-a-0017,68.250000,68.566750,stuff,I,sd,u-18-3
sw2524B-ms98-a-0017,68.566750,68.860000,either,I,sd,u-18-3
sw2524B-ms98-a-0017,68.860000,68.980000,it,B,sd,u-18-4
sw2524B-ms98-a-0017,68.980000,69.170000,was,I,sd,u-18-4
sw2524B-ms98-a-0017,69.170000,69.451250,really,I,sd,u-18-4
sw2524B-ms98-a-0018,70.516875,70.934250,yeah,O,,
sw2524B-ms98-a-0018,70.934250,71.104250,but,B,sd,u-20-1
sw2524B-ms98-a-0018,71.104250,71.437375,now,I,sd,u-20-1
sw2524B-ms98-a-0018,71.437375,71.564250,you,I,sd,u-20-1
sw2524B-ms98-a-0018,71.564250,71.634250,know,I,sd,u-20-1
sw2524B-ms98-a-0018,71.634250,71.694250,i,I,sd,u-20-1
sw2524B-ms98-a-0018,71.694250,71.864250,don't,I,sd,u-20-1
sw2524B-ms98-a-0018,71.864250,72.004250,have,I,sd,u-20-1
sw2524B-ms98-a-0018,72.004250,72.054250,a,I,sd,u-20-1
sw2524B-ms98-a-0018,72.054250,72.224250,whole,I,sd,u-20-1
sw2524B-ms98-a-0018,72.224250,72.364250,lot,I,sd,u-20-1
sw2524B-ms98-a-0018,72.364250,72.424250,of,I,sd,u-20-1
sw2524B-ms98-a-0018,72.424250,72.664250,time,I,sd,u-20-1
sw2524B-ms98-a-0018,72.664250,72.974250,now,I,sd,u-20-1
