sw2539A-ms98-a-0002,1.049875,1.681500,okay,B,b,u-2-1
sw2539A-ms98-a-0002,1.971625,2.190125,now,B,qw,u-2-2
sw2539A-ms98-a-0002,2.190125,2.380125,when,I,qw,u-2-2
sw2539A-ms98-a-0002,2.380125,2.470125,you,I,qw,u-2-2
sw2539A-ms98-a-0002,2.470125,3.160625,babysit,I,qw,u-2-2
sw2539A-ms98-a-0002,3.160625,3.440125,what,I,qw,u-2-2
sw2539A-ms98-a-0002,3.440125,3.730125,age,I,qw,u-2-2
sw2539A-ms98-a-0002,3.730125,4.020125,group,I,qw,u-2-2
sw2539A-ms98-a-0002,4.020125,4.340125,children,I,qw,u-2-2
sw2539A-ms98-a-0002,4.340125,4.410125,do,I,qw,u-2-2
sw2539A-ms98-a-0002,4.410125,4.480125,you,I,qw,u-2-2
sw2539A-ms98-a-0002,4.480125,4.782125,sit,I,qw,u-2-2
sw2539A-ms98-a-0002,4.782125,5.235750,with,I,qw,u-2-2
sw2539A-ms98-a-0004,11.977750,12.405000,uh-huh,B,b,u-4-1
sw2539A-ms98-a-0006,19.765500,20.048250,i'd,B,ba,u-6-1
sw2539A-ms98-a-0006,20.048250,20.278250,think,I,ba,u-6-1
sw2539A-ms98-a-0006,20.278250,20.674000,so,I,ba,u-6-1
sw2539A-ms98-a-0008,45.806250,46.606625,uh-huh,B,b,u-8-1
sw2539A-ms98-a-0010,52.279125,52.745500,now,B,qr,u-10-1
sw2539A-ms98-a-0010,52.745500,53.281000,was,I,qr,u-10-1
sw2539A-ms98-a-0010,53.281000,53.541000,this,I,qr,u-10-1
sw2539A-ms98-a-0010,53.541000,53.681000,a,I,qr,u-10-1
sw2539A-ms98-a-0010,53.681000,53.931000,one,I,qr,u-10-1
sw2539A-ms98-a-0010,53.931000,54.241000,parent,I,qr,u-10-1
sw2539A-ms98-a-0010,54.241000,54.341000,or,I,qr,u-10-1
sw2539A-ms98-a-0010,54.341000,54.501000,two,I,qr,u-10-1
sw2539A-ms98-a-0010,54.501000,54.851000,parent,I,qr,u-10-1
sw2539A-ms98-a-0010,54.851000,55.300125,family,I,qr,u-10-1
sw2539A-ms98-a-0011,56.304375,56.534000,one,B,b^m,u-12-1
sw2539A-ms98-a-0011,56.534000,57.036250,parent,I,b^m,u-12-1
sw2539A-ms98-a-0011,58.108000,58.244000,how,B,qw,u-14-1
sw2539A-ms98-a-0011,58.244000,58.454000,much,I,qw,u-14-1
sw2539A-ms98-a-0011,58.454000,58.764000,time,I,qw,u-14-1
sw2539A-ms98-a-0011,58.764000,58.894000,did,I,qw,u-14-1
sw2539A-ms98-a-0011,58.894000,59.084000,she,I,qw,u-14-1
sw2539A-ms98-a-0011,59.084000,59.444000,spend,I,qw,u-14-1
sw2539A-ms98-a-0011,59.444000,59.594000,with,I,qw,u-14-1
sw2539A-ms98-a-0011,59.594000,59.775000,them,I,qw,u-14-1
sw2539A-ms98-a-0013,70.735875,71.302000,uh-huh,B,b,u-16-1
sw2539A-ms98-a-0015,73.317875,73.827750,uh-huh,B,b,u-18-1
sw2539A-ms98-a-0017,90.130375,90.816875,uh-huh,B,b,u-20-1
sw2539A-ms98-a-0018,96.680125,97.405750,uh-huh,B,b,u-22-1
sw2539A-ms98-a-0018,118.752375,118.938875,yeah,O,,
sw2539A-ms98-a-0019,119.662000,119.766500,do,O,,
sw2539A-ms98-a-0019,119.766500,119.936500,you,O,,
sw2539A-ms98-a-0019,119.936500,120.116500,now,O,,
sw2539A-ms98-a-0019,120.116500,120.266500,you,B,qy^d,u-24-3
sw2539A-ms98-a-0019,120.266500,120.426500,say,I,qy^d,u-24-3
sw2539A-ms98-a-0019,120.426500,120.956500,your,I,qy^d,u-24-3
sw2539A-ms98-a-0019,120.956500,121.096500,you,I,qy^d,u-24-3
sw2539A-ms98-a-0019,121.096500,121.276500,go,I,qy^d,u-24-3
sw2539A-ms98-a-0019,121.276500,121.366500,to,I,qy^d,u-24-3
sw2539A-ms98-a-0019,121.366500,121.891875,school,I,qy^d,u-24-3
sw2539A-ms98-a-0020,123.327125,123.615500,and,B,qw,u-26-1
sw2539A-ms98-a-0020,123.615500,123.705500,what,I,qw,u-26-1
sw2539A-ms98-a-0020,123.705500,123.765500,are,I,qw,u-26-1
sw2539A-ms98-a-0020,123.765500,123.885500,you,I,qw,u-26-1
sw2539A-ms98-a-0020,123.885500,124.377875,studying,I,qw,u-26-1
sw2539A-ms98-a-0021,125.747500,126.163500,well,B,bf,u-28-1
sw2539A-ms98-a-0021,126.163500,126.503500,sounds,I,bf,u-28-1
