sw2120B-ms98-a-0001,0.050000,0.140000,back,B,o,u-1-1
sw2120B-ms98-a-0001,0.140000,0.250000,by,I,o,u-1-1
sw2120B-ms98-a-0001,0.250000,0.540000,that,I,o,u-1-1
sw2120B-ms98-a-0003,8.186375,8.828250,um-hum,B,b,u-3-1
sw2120B-ms98-a-0005,14.286375,14.706375,um-hum,B,b,u-5-1
sw2120B-ms98-a-0007,40.210625,40.610625,um-hum,B,b,u-7-1
sw2120B-ms98-a-0010,45.654375,45.983500,yeah,B,b,u-9-1
sw2120B-ms98-a-0010,46.111125,46.261125,i-,O,,
sw2120B-ms98-a-0010,46.261125,46.414000,i-,O,,
sw2120B-ms98-a-0010,46.771750,47.046875,yeah,B,b^r,u-9-3
sw2120B-ms98-a-0010,47.046875,47.190000,i-,O,,
sw2120B-ms98-a-0010,47.190000,47.504500,i-,O,,
sw2120B-ms98-a-0010,47.504500,47.666375,i,B,sv,u-9-4
sw2120B-ms98-a-0010,47.666375,47.951125,truly,I,sv,u-9-4
sw2120B-ms98-a-0010,47.951125,48.431125,believe,I,sv,u-9-4
sw2120B-ms98-a-0010,48.541125,48.881125,that,I,sv,u-9-4
sw2120B-ms98-a-0010,48.881125,49.031125,that,I,sv,u-9-4
sw2120B-ms98-a-0010,49.031125,49.799250,before,I,sv,u-9-4
sw2120B-ms98-a-0010,49.882125,50.041125,that,I,sv,u-9-4
sw2120B-ms98-a-0010,50.041125,50.151125,that,I,sv,u-9-4
sw2120B-ms98-a-0010,50.151125,50.291125,we,I,sv,u-9-4
sw2120B-ms98-a-0010,50.291125,50.451125,have,I,sv,u-9-4
sw2120B-ms98-a-0010,50.451125,50.551125,to,I,sv,u-9-4
sw2120B-ms98-a-0010,50.551125,50.981125,address,I,sv,u-9-4
sw2120B-ms98-a-0010,50.981125,51.081125,the,I,sv,u-9-4
sw2120B-ms98-a-0010,51.081125,51.618750,racial,I,sv,u-9-4
sw2120B-ms98-a-0010,51.848500,52.171125,racial,I,sv,u-9-4
sw2120B-ms98-a-0010,52.171125,52.471125,issues,I,sv,u-9-4
sw2120B-ms98-a-0010,52.471125,52.541125,in,I,sv,u-9-4
sw2120B-ms98-a-0010,52.541125,52.601125,the,I,sv,u-9-4
sw2120B-ms98-a-0010,52.601125,52.911125,United,I,sv,u-9-4
sw2120B-ms98-a-0010,52.911125,53.321125,States,I,sv,u-9-4
sw2120B-ms98-a-0010,53.321125,53.711125,before,B,+,u-11-1
sw2120B-ms98-a-0010,53.711125,53.881125,we,I,+,u-11-1
sw2120B-ms98-a-0010,53.881125,54.091125,can,I,+,u-11-1
sw2120B-ms98-a-0010,54.091125,54.371625,go,I,+,u-11-1
sw2120B-ms98-a-0010,54.480750,55.191125,anywhere,I,+,u-11-1
sw2120B-ms98-a-0011,56.171625,56.769875,um,B,%,u-13-1
sw2120B-ms98-a-0011,57.014625,57.531750,because,I,%,u-13-1
sw2120B-ms98-a-0011,57.531750,57.652250,it,I,%,u-13-1
sw2120B-ms98-a-0011,57.652250,57.819875,is,I,%,u-13-1
sw2120B-ms98-a-0011,57.819875,58.227250,so,I,%,u-13-1
sw2120B-ms98-a-0011,58.637750,58.689875,you,I,%,u-13-1
sw2120B-ms98-a-0011,58.689875,58.769875,know,I,%,u-13-1
sw2120B-ms98-a-0011,58.769875,58.999875,it,O,,
sw2120B-ms98-a-0011,58.999875,59.664375,[laughter],O,,
sw2120B-ms98-a-0011,59.664375,59.736000,a,B,sd@,u-13-2
sw2120B-ms98-a-0011,59.736000,59.949875,friend,I,sd@,u-13-2
sw2120B-ms98-a-0011,59.949875,60.009875,of,I,sd@,u-13-2
sw2120B-ms98-a-0011,60.009875,60.269875,mine,I,sd@,u-13-2
sw2120B-ms98-a-0011,60.269875,60.399875,wen[t]-,I,sd@,u-13-2
sw2120B-ms98-a-0011,60.399875,60.876500,traveled,I,sd@,u-13-2
sw2120B-ms98-a-0011,60.876500,61.269500,to,I,sd@,u-13-2
sw2120B-ms98-a-0011,61.269500,61.729875,Belize,I,sd@,u-13-2
sw2120B-ms98-a-0011,62.529875,62.805250,and,I,sd@,u-13-2
sw2120B-ms98-a-0011,62.910750,63.059875,and,I,sd@,u-13-2
sw2120B-ms98-a-0011,63.059875,63.189875,into,I,sd@,u-13-2
sw2120B-ms98-a-0011,63.189875,63.669875,Honduras,I,sd@,u-13-2
sw2120B-ms98-a-0011,64.439875,64.826750,hello,B,fp,u-15-1
sw2120B-ms98-a-0013,67.331500,67.709500,yeah,B,b,u-17-1
sw2120B-ms98-a-0013,68.357500,68.621250,well,B,sd,u-17-2
sw2120B-ms98-a-0013,68.621250,68.747750,it,I,sd,u-17-2
sw2120B-ms98-a-0013,68.747750,69.057750,wasn't,I,sd,u-17-2
sw2120B-ms98-a-0013,69.057750,69.127750,the,I,sd,u-17-2
