sw3320B-ms98-a-0003,2.226250,2.576250,um-hum,B,b,u-2-1
sw3320B-ms98-a-0005,7.570250,7.862000,well,B,%,u-4-1
sw3320B-ms98-a-0005,7.862000,8.149625,uh,I,%,u-4-1
sw3320B-ms98-a-0005,9.145875,9.283875,i,I,%,u-4-1
sw3320B-ms98-a-0005,9.968500,10.149375,uh,O,,
sw3320B-ms98-a-0005,10.149375,10.838125,that's,B,%,u-4-2
sw3320B-ms98-a-0005,11.015125,11.580500,sure,B,na,u-4-3
sw3320B-ms98-a-0005,12.336875,12.727375,um,B,%,u-4-4
sw3320B-ms98-a-0006,13.542250,13.670625,i,I,%,u-4-4
sw3320B-ms98-a-0006,13.670625,13.745000,th[ink]-,I,%,u-4-4
sw3320B-ms98-a-0006,13.745000,13.929125,i,I,%,u-4-4
sw3320B-ms98-a-0006,13.929125,14.109125,think,I,%,u-4-4
sw3320B-ms98-a-0006,14.109125,14.862375,it's,I,%,u-4-4
sw3320B-ms98-a-0006,15.355500,15.799125,sta[tistics]-,O,,
sw3320B-ms98-a-0006,15.799125,16.469125,statistics,B,sv,u-4-5
sw3320B-ms98-a-0006,16.469125,16.849125,obviously,I,sv,u-4-5
sw3320B-ms98-a-0006,16.849125,17.149125,vary,I,sv,u-4-5
sw3320B-ms98-a-0006,17.149125,17.734625,greatly,I,sv,u-4-5
sw3320B-ms98-a-0006,18.367375,18.449125,i,B,sv,u-4-6
sw3320B-ms98-a-0006,18.449125,18.659125,always,I,sv,u-4-6
sw3320B-ms98-a-0006,18.659125,18.839125,thought,I,sv,u-4-6
sw3320B-ms98-a-0006,18.839125,18.929125,of,I,sv,u-4-6
sw3320B-ms98-a-0006,18.929125,19.289125,Dallas,I,sv,u-4-6
sw3320B-ms98-a-0006,19.289125,19.399125,as,I,sv,u-4-6
sw3320B-ms98-a-0006,19.399125,19.559125,being,I,sv,u-4-6
sw3320B-ms98-a-0006,19.559125,19.589125,a,I,sv,u-4-6
sw3320B-ms98-a-0006,19.589125,19.849125,fairly,I,sv,u-4-6
sw3320B-ms98-a-0006,19.849125,20.169125,safe,I,sv,u-4-6
sw3320B-ms98-a-0006,20.169125,20.610125,place,I,sv,u-4-6
sw3320B-ms98-a-0008,38.846125,38.986125,do,B,qy,u-6-1
sw3320B-ms98-a-0008,38.986125,39.056125,you,I,qy,u-6-1
sw3320B-ms98-a-0008,39.056125,39.316125,really,I,qy,u-6-1
sw3320B-ms98-a-0008,39.316125,39.536125,believe,I,qy,u-6-1
sw3320B-ms98-a-0008,39.536125,39.856125,that,I,qy,u-6-1
sw3320B-ms98-a-0008,39.856125,39.896125,i,B,sv,u-6-2
sw3320B-ms98-a-0008,39.896125,40.076125,mean,I,sv,u-6-2
sw3320B-ms98-a-0008,40.076125,40.296125,it,I,sv,u-6-2
sw3320B-ms98-a-0008,40.296125,40.476125,it's,I,sv,u-6-2
sw3320B-ms98-a-0008,40.476125,40.586125,been,I,sv,u-6-2
sw3320B-ms98-a-0008,40.586125,40.776125,up,I,sv,u-6-2
sw3320B-ms98-a-0008,40.776125,41.066125,every,I,sv,u-6-2
sw3320B-ms98-a-0008,41.066125,41.346125,year,I,sv,u-6-2
sw3320B-ms98-a-0008,41.346125,41.566125,for,I,sv,u-6-2
sw3320B-ms98-a-0008,41.566125,41.866125,many,I,sv,u-6-2
sw3320B-ms98-a-0008,41.866125,42.186125,years,I,sv,u-6-2
sw3320B-ms98-a-0008,42.186125,42.276125,and,B,qy^g,u-6-3
sw3320B-ms98-a-0008,42.276125,42.336125,the,I,qy^g,u-6-3
sw3320B-ms98-a-0008,42.336125,42.716125,economy,I,qy^g,u-6-3
sw3320B-ms98-a-0008,42.716125,43.026125,hasn't,I,qy^g,u-6-3
sw3320B-ms98-a-0008,43.026125,43.264625,been,I,qy^g,u-6-3
sw3320B-ms98-a-0008,43.712875,43.876125,this,B,+,u-8-1
sw3320B-ms98-a-0008,43.876125,44.189000,bad,I,+,u-8-1
sw3320B-ms98-a-0008,44.260500,44.506750,for,I,+,u-8-1
sw3320B-ms98-a-0008,44.506750,44.716125,so,I,+,u-8-1
sw3320B-ms98-a-0008,44.716125,44.976125,long,I,+,u-8-1
sw3320B-ms98-a-0008,44.976125,45.146125,has,I,+,u-8-1
sw3320B-ms98-a-0008,45.146125,45.272000,it,I,+,u-8-1
sw3320B-ms98-a-0011,49.753750,50.053750,yeah,B,b,u-10-1
sw3320B-ms98-a-0013,55.178000,55.275125,what,B,qw,u-12-1
sw3320B-ms98-a-0013,55.275125,55.405125,kind,I,qw,u-12-1
sw3320B-ms98-a-0013,55.405125,55.485125,of,I,qw,u-12-1
sw3320B-ms98-a-0013,55.485125,55.875125,newspaper,I,qw,u-12-1
sw3320B-ms98-a-0013,55.875125,55.935125,do,I,qw,u-12-1
sw3320B-ms98-a-0013,55.935125,55.995125,you,I,qw,u-12-1
sw3320B-ms98-a-0013,55.995125,56.125125,get,I,qw,u-12-1
sw3320B-ms98-a-0013,56.125125,56.325125,down,I,qw,u-12-1
sw3320B-ms98-a-0013,56.325125,56.585125,there,I,qw,u-12-1
sw3320B-ms98-a-0015,58.405750,58.775750,yeah,B,ny,u-14-1
sw3320B-ms98-a-0017,66.509125,66.806625,um-hum,B,b,u-16-1
sw3320B-ms98-a-0019,71.459375,71.743375,um-hum,B,b,u-18-1
sw3320B-ms98-a-0021,76.384750,76.789625,yes,B,b,u-20-1
sw3320B-ms98-a-0021,77.511750,77.731250,d[o]-,O,,
sw3320B-ms98-a-0021,77.731250,77.871250,do,B,qy,u-22-1
sw3320B-ms98-a-0021,77.871250,78.076750,they,I,qy,u-22-1
sw3320B-ms98-a-0021,78.227375,78.331250,do,I,qy,u-22-1
sw3320B-ms98-a-0021,78.331250,78.461250,they,I,qy,u-22-1
sw3320B-ms98-a-0021,78.461250,78.751250,play,I,qy,u-22-1
sw3320B-ms98-a-0021,78.751250,78.891250,up,I,qy,u-22-1
sw3320B-ms98-a-0021,78.891250,78.961250,the,I,qy,u-22-1
sw3320B-ms98-a-0021,78.961250,79.261250,local,I,qy,u-22-1
sw3320B-ms98-a-0021,79.261250,79.611250,crime,I,qy,u-22-1
sw3320B-ms98-a-0021,79.611250,80.071250,angles,I,qy,u-22-1
sw3320B-ms98-a-0021,80.071250,80.211250,or,B,%,u-22-2
sw3320B-ms98-a-0021,80.211250,80.379375,d[o]-,I,%,u-22-2
sw3320B-ms98-a-0021,80.379375,80.581250,or,I,%,u-22-2
sw3320B-ms98-a-0021,80.581250,80.691250,do,I,%,u-22-2
sw3320B-ms98-a-0021,80.691250,80.952000,they,I,%,u-22-2
sw3320B-ms98-a-0023,88.996875,89.238625,um-hum,B,b,u-24-1
sw3320B-ms98-a-0024,90.787750,91.070125,yeah,B,b,u-26-1
sw3320B-ms98-a-0026,94.772125,95.072125,really,B,bh,u-28-1
sw3320B-ms98-a-0026,95.072125,95.492125,so,B,qy^d,u-30-1
sw3320B-ms98-a-0026,95.492125,95.662125,this,I,qy^d,u-30-1
sw3320B-ms98-a-0026,95.662125,95.742125,is,I,qy^d,u-30-1
sw3320B-ms98-a-0026,95.742125,95.832125,a,I,qy^d,u-30-1
sw3320B-ms98-a-0026,96.012125,96.312125,topic,I,qy^d,u-30-1
sw3320B-ms98-a-0026,96.312125,96.392125,of,I,qy^d,u-30-1
sw3320B-ms98-a-0026,96.392125,96.792125,personal,I,qy^d,u-30-1
sw3320B-ms98-a-0026,96.792125,97.332125,interest,I,qy^d,u-30-1
sw3320B-ms98-a-0028,107.003500,107.289000,um-hum,B,b,u-32-1
sw3320B-ms98-a-0030,112.074000,112.336875,yeah,B,b,u-34-1
sw3320B-ms98-a-0032,115.055250,115.285875,so,B,bf,u-36-1
sw3320B-ms98-a-0032,115.285875,115.425250,so,I,bf,u-36-1
sw3320B-ms98-a-0032,115.425250,115.595250,you,I,bf,u-36-1
sw3320B-ms98-a-0032,115.595250,115.805250,saw,I,bf,u-36-1
sw3320B-ms98-a-0032,115.805250,115.925250,this,I,bf,u-36-1
sw3320B-ms98-a-0032,115.925250,116.175250,happening,I,bf,u-36-1
sw3320B-ms98-a-0032,116.175250,116.235250,in,I,bf,u-36-1
sw3320B-ms98-a-0032,116.235250,116.355250,your,I,bf,u-36-1
sw3320B-ms98-a-0032,116.355250,116.695250,neighborhood,I,bf,u-36-1
sw3320B-ms98-a-0032,116.695250,116.785250,and,B,bf,u-36-2
sw3320B-ms98-a-0032,116.785250,116.865250,you,I,bf,u-36-2
sw3320B-ms98-a-0032,116.865250,117.055250,figured,I,bf,u-36-2
sw3320B-ms98-a-0032,117.055250,117.125250,it,I,bf,u-36-2
sw3320B-ms98-a-0032,117.125250,117.335250,wouldn't,I,bf,u-36-2
sw3320B-ms98-a-0032,117.335250,117.555250,happen,I,bf,u-36-2
sw3320B-ms98-a-0032,117.555250,117.615250,to,I,bf,u-36-2
sw3320B-ms98-a-0032,117.615250,117.975250,you,I,bf,u-36-2
sw3320B-ms98-a-0034,122.905125,123.284125,yeah,B,b,u-38-1
sw3320B-ms98-a-0034,123.284125,123.385125,what,B,qw,u-38-2
sw3320B-ms98-a-0034,123.385125,123.545125,kind,I,qw,u-38-2
sw3320B-ms98-a-0034,123.545125,123.605125,of,I,qw,u-38-2
sw3320B-ms98-a-0034,123.605125,123.865125,system,I,qw,u-38-2
sw3320B-ms98-a-0034,123.865125,123.925125,do,I,qw,u-38-2
sw3320B-ms98-a-0034,123.925125,123.985125,you,I,qw,u-38-2
sw3320B-ms98-a-0034,123.985125,124.215125,have,I,qw,u-38-2
sw3320B-ms98-a-0036,138.834500,139.071125,um-hum,B,b,u-40-1
sw3320B-ms98-a-0036,139.561125,139.796250,is,B,qy,u-42-1
sw3320B-ms98-a-0037,140.555375,140.665375,is,B,+,u-44-1
sw3320B-ms98-a-0037,140.665375,140.907875,this,I,+,u-44-1
sw3320B-ms98-a-0037,140.907875,141.085375,is,I,+,u-44-1
sw3320B-ms98-a-0037,141.085375,141.265375,this,I,+,u-44-1
sw3320B-ms98-a-0037,141.265375,141.435375,one,I,+,u-44-1
sw3320B-ms98-a-0037,141.435375,141.565375,with,I,+,u-44-1
sw3320B-ms98-a-0037,141.565375,141.745375,some,I,+,u-44-1
sw3320B-ms98-a-0037,141.745375,142.145375,company,I,+,u-44-1
sw3320B-ms98-a-0037,142.145375,142.375375,that,I,+,u-44-1
sw3320B-ms98-a-0037,142.375375,142.591000,that,I,+,u-44-1
sw3320B-ms98-a-0037,142.591000,143.165375,services,I,+,u-44-1
sw3320B-ms98-a-0037,143.165375,143.295375,you,I,+,u-44-1
