sw4123A-ms98-a-0001,0.060000,0.380000,any,O,,
sw4123A-ms98-a-0002,1.502000,1.742000,so,B,qw,u-1-1
sw4123A-ms98-a-0002,1.742000,1.862000,how,I,qw,u-1-1
sw4123A-ms98-a-0002,1.862000,1.922000,do,I,qw,u-1-1
sw4123A-ms98-a-0002,1.922000,2.053375,you,I,qw,u-1-1
sw4123A-ms98-a-0002,2.053375,2.241625,get,I,qw,u-1-1
sw4123A-ms98-a-0002,2.241625,2.542000,most,I,qw,u-1-1
sw4123A-ms98-a-0002,2.542000,2.602000,of,I,qw,u-1-1
sw4123A-ms98-a-0002,2.602000,2.692000,your,I,qw,u-1-1
sw4123A-ms98-a-0002,2.692000,3.362375,news,I,qw,u-1-1
sw4123A-ms98-a-0004,18.364750,18.496875,oh,B,ba,u-3-1
sw4123A-ms98-a-0004,18.496875,18.910625,wow,I,ba,u-3-1
sw4123A-ms98-a-0004,19.326000,19.810000,so,B,qw^d,u-3-2
sw4123A-ms98-a-0004,20.177750,20.376875,when,I,qw^d,u-3-2
sw4123A-ms98-a-0004,20.376875,20.436875,you,I,qw^d,u-3-2
sw4123A-ms98-a-0004,20.436875,20.616875,say,I,qw^d,u-3-2
sw4123A-ms98-a-0004,20.616875,20.696875,the,I,qw^d,u-3-2
sw4123A-ms98-a-0004,20.696875,21.046875,morning,I,qw^d,u-3-2
sw4123A-ms98-a-0004,21.046875,21.306875,news,I,qw^d,u-3-2
sw4123A-ms98-a-0004,21.306875,21.456875,or,I,qw^d,u-3-2
sw4123A-ms98-a-0004,21.456875,21.826875,evening,I,qw^d,u-3-2
sw4123A-ms98-a-0004,21.826875,22.076875,news,I,qw^d,u-3-2
sw4123A-ms98-a-0004,22.076875,22.216875,or,I,qw^d,u-3-2
sw4123A-ms98-a-0004,22.216875,22.406875,[vocalized-noise],I,qw^d,u-3-2
sw4123A-ms98-a-0004,22.406875,22.816875,national,I,qw^d,u-3-2
sw4123A-ms98-a-0004,22.816875,23.036875,news,I,qw^d,u-3-2
sw4123A-ms98-a-0004,23.036875,23.166875,is,I,qw^d,u-3-2
sw4123A-ms98-a-0004,23.166875,23.526875,when,I,qw^d,u-3-2
sw4123A-ms98-a-0006,27.369125,27.781875,oh,B,sd^r,u-5-1
sw4123A-ms98-a-0006,27.781875,28.294500,okay,I,sd^r,u-5-1
sw4123A-ms98-a-0006,28.921875,29.385125,well,B,sd,u-5-2
sw4123A-ms98-a-0006,29.385125,29.567500,i,I,sd,u-5-2
sw4123A-ms98-a-0006,29.567500,29.947500,would,I,sd,u-5-2
sw4123A-ms98-a-0006,29.947500,30.307500,probably,I,sd,u-5-2
sw4123A-ms98-a-0006,30.307500,30.507500,be,I,sd,u-5-2
sw4123A-ms98-a-0006,30.507500,30.587500,a,I,sd,u-5-2
sw4123A-ms98-a-0006,30.587500,31.087500,junkie,I,sd,u-5-2
sw4123A-ms98-a-0006,31.087500,31.257500,or,I,sd,u-5-2
sw4123A-ms98-a-0006,31.257500,31.489125,s[omething]-,I,sd,u-5-2
sw4123A-ms98-a-0006,31.489125,31.917500,watch,I,sd,u-5-2
sw4123A-ms98-a-0006,31.917500,32.467500,CNN,I,sd,u-5-2
sw4123A-ms98-a-0006,32.467500,32.537500,a,I,sd,u-5-2
sw4123A-ms98-a-0006,32.537500,32.957500,lot,I,sd,u-5-2
sw4123A-ms98-a-0006,32.957500,33.077500,but,B,sd,u-5-3
sw4123A-ms98-a-0006,33.077500,33.167500,i,I,sd,u-5-3
sw4123A-ms98-a-0006,33.167500,33.587500,don't,I,sd,u-5-3
sw4123A-ms98-a-0006,33.587500,34.008625,uh,I,sd,u-5-3
sw4123A-ms98-a-0007,35.296250,35.376250,i,I,sd,u-5-3
sw4123A-ms98-a-0007,35.376250,35.756250,don't,I,sd,u-5-3
sw4123A-ms98-a-0007,35.756250,35.876250,uh,I,sd,u-5-3
sw4123A-ms98-a-0007,35.876250,36.456250,subscribe,I,sd,u-5-3
sw4123A-ms98-a-0007,36.456250,36.546250,to,I,sd,u-5-3
sw4123A-ms98-a-0007,36.546250,37.485000,cable,I,sd,u-5-3
sw4123A-ms98-a-0007,37.485000,37.868750,be[cause]-,O,,
sw4123A-ms98-a-0007,37.868750,38.484750,because,B,+,u-7-1
sw4123A-ms98-a-0007,38.484750,38.829250,of,I,+,u-7-1
sw4123A-ms98-a-0007,38.829250,39.021250,the,I,+,u-7-1
sw4123A-ms98-a-0007,39.021250,39.266250,poor,I,+,u-7-1
sw4123A-ms98-a-0007,39.266250,39.836250,service,I,+,u-7-1
sw4123A-ms98-a-0007,39.836250,39.965500,and,I,+,u-7-1
sw4123A-ms98-a-0007,39.965500,40.530500,also,I,+,u-7-1
sw4123A-ms98-a-0007,40.530500,40.951500,uh,I,+,u-7-1
sw4123A-ms98-a-0008,42.096625,42.957875,because,I,+,u-7-1
sw4123A-ms98-a-0008,43.247875,43.566625,well,B,sd,u-7-2
sw4123A-ms98-a-0008,43.566625,43.766625,i,I,sd,u-7-2
sw4123A-ms98-a-0008,43.766625,44.183750,uh,I,sd,u-7-2
sw4123A-ms98-a-0008,44.308000,44.366625,i,I,sd,u-7-2
sw4123A-ms98-a-0008,44.366625,44.626625,give,I,sd,u-7-2
sw4123A-ms98-a-0008,44.626625,44.706625,to,I,sd,u-7-2
