sw2365B-ms98-a-0001,0.690000,1.029750,hi,B,fp,u-2-1
sw2365B-ms98-a-0002,1.679750,2.038875,uh,I,fp,u-2-1
sw2365B-ms98-a-0002,2.903250,2.962250,as,B,sd,u-2-2
sw2365B-ms98-a-0002,2.962250,3.007500,a,I,sd,u-2-2
sw2365B-ms98-a-0002,3.007500,3.099750,matter,I,sd,u-2-2
sw2365B-ms98-a-0002,3.099750,3.169750,of,I,sd,u-2-2
sw2365B-ms98-a-0002,3.169750,3.399750,fact,I,sd,u-2-2
sw2365B-ms98-a-0002,3.399750,3.579750,this,I,sd,u-2-2
sw2365B-ms98-a-0002,3.579750,3.939750,past,I,sd,u-2-2
sw2365B-ms98-a-0002,3.939750,4.419750,weekend,I,sd,u-2-2
sw2365B-ms98-a-0002,4.419750,4.619750,since,I,sd,u-2-2
sw2365B-ms98-a-0002,4.619750,4.739750,we,I,sd,u-2-2
sw2365B-ms98-a-0002,4.739750,4.879750,had,I,sd,u-2-2
sw2365B-ms98-a-0002,4.879750,4.919750,a,I,sd,u-2-2
sw2365B-ms98-a-0002,4.919750,5.189750,long,I,sd,u-2-2
sw2365B-ms98-a-0002,5.189750,5.695125,weekend,I,sd,u-2-2
sw2365B-ms98-a-0002,6.237500,6.529750,i,I,sd,u-2-2
sw2365B-ms98-a-0002,6.529750,6.729750,uh,I,sd,u-2-2
sw2365B-ms98-a-0002,6.729750,7.009750,took,I,sd,u-2-2
sw2365B-ms98-a-0002,7.009750,7.209750,on,I,sd,u-2-2
sw2365B-ms98-a-0002,7.209750,7.239750,a,I,sd,u-2-2
sw2365B-ms98-a-0002,7.239750,7.549750,painting,I,sd,u-2-2
sw2365B-ms98-a-0002,7.549750,7.981625,project,I,sd,u-2-2
sw2365B-ms98-a-0002,7.981625,8.179750,in,I,sd,u-2-2
sw2365B-ms98-a-0002,8.179750,8.370750,my,I,sd,u-2-2
sw2365B-ms98-a-0002,8.370750,9.036375,bathroom,I,sd,u-2-2
sw2365B-ms98-a-0003,9.762625,9.973500,and,B,sd,u-2-3
sw2365B-ms98-a-0003,9.973500,10.053500,i,I,sd,u-2-3
sw2365B-ms98-a-0003,10.053500,10.313500,had,I,sd,u-2-3
sw2365B-ms98-a-0003,10.313500,11.093500,wallpaper,I,sd,u-2-3
sw2365B-ms98-a-0003,11.093500,11.266000,up,I,sd,u-2-3
sw2365B-ms98-a-0004,12.073250,12.165875,i,B,sd,u-2-4
sw2365B-ms98-a-0004,12.165875,12.305875,had,I,sd,u-2-4
sw2365B-ms98-a-0004,12.305875,12.375875,to,I,sd,u-2-4
sw2365B-ms98-a-0004,12.375875,12.845875,completely,I,sd,u-2-4
sw2365B-ms98-a-0004,12.845875,13.135875,strip,I,sd,u-2-4
sw2365B-ms98-a-0004,13.135875,13.225875,the,I,sd,u-2-4
sw2365B-ms98-a-0004,13.225875,13.845875,wallpaper,I,sd,u-2-4
sw2365B-ms98-a-0004,13.845875,14.095875,off,I,sd,u-2-4
sw2365B-ms98-a-0004,14.095875,14.275875,and,I,sd,u-2-4
sw2365B-ms98-a-0004,14.275875,14.484250,then,I,sd,u-2-4
sw2365B-ms98-a-0004,14.853375,15.445875,spackle,I,sd,u-2-4
sw2365B-ms98-a-0004,15.445875,15.975875,holes,I,sd,u-2-4
sw2365B-ms98-a-0004,15.975875,16.195875,and,I,sd,u-2-4
sw2365B-ms98-a-0004,16.195875,16.355875,then,I,sd,u-2-4
sw2365B-ms98-a-0004,16.355875,16.755875,paint,I,sd,u-2-4
sw2365B-ms98-a-0004,16.755875,17.085125,that,I,sd,u-2-4
sw2365B-ms98-a-0004,17.932625,18.465875,and,B,sd,u-2-5
sw2365B-ms98-a-0004,18.465875,18.635875,it,I,sd,u-2-5
sw2365B-ms98-a-0004,18.635875,18.815875,took,I,sd,u-2-5
sw2365B-ms98-a-0004,18.815875,18.985875,me,I,sd,u-2-5
sw2365B-ms98-a-0004,18.985875,19.185875,all,I,sd,u-2-5
sw2365B-ms98-a-0004,19.185875,19.745875,weekend,I,sd,u-2-5
sw2365B-ms98-a-0004,19.745875,20.516125,because,B,sd,u-2-6
sw2365B-ms98-a-0004,20.704500,20.975875,uh,I,sd,u-2-6
sw2365B-ms98-a-0004,20.975875,21.085875,the,I,sd,u-2-6
sw2365B-ms98-a-0004,21.085875,21.705875,wallpaper,I,sd,u-2-6
sw2365B-ms98-a-0004,21.705875,22.075875,getting,I,sd,u-2-6
sw2365B-ms98-a-0004,22.075875,22.281375,it,I,sd,u-2-6
sw2365B-ms98-a-0004,22.281375,22.758250,off,I,sd,u-2-6
sw2365B-ms98-a-0004,22.758250,22.885875,i,I,sd,u-2-6
sw2365B-ms98-a-0004,22.885875,23.065875,had,I,sd,u-2-6
sw2365B-ms98-a-0004,23.065875,23.155875,to,I,sd,u-2-6
sw2365B-ms98-a-0004,23.155875,23.375875,wet,I,sd,u-2-6
sw2365B-ms98-a-0004,23.375875,23.445875,the,I,sd,u-2-6
sw2365B-ms98-a-0004,23.445875,23.775875,walls,I,sd,u-2-6
sw2365B-ms98-a-0004,23.775875,24.095875,down,I,sd,u-2-6
sw2365B-ms98-a-0004,24.095875,24.465875,and,B,sd,u-2-7
sw2365B-ms98-a-0004,24.465875,24.645875,that,I,sd,u-2-7
sw2365B-ms98-a-0004,24.645875,24.825875,had,I,sd,u-2-7
sw2365B-ms98-a-0004,24.825875,24.959125,to,I,sd,u-2-7
sw2365B-ms98-a-0004,24.959125,25.305000,dry,I,sd,u-2-7
sw2365B-ms98-a-0005,25.886875,26.022625,and,B,sd,u-2-8
sw2365B-ms98-a-0005,26.022625,26.164000,then,I,sd,u-2-8
sw2365B-ms98-a-0005,26.164000,26.267500,the,I,sd,u-2-8
sw2365B-ms98-a-0005,26.267500,27.023000,spackling,I,sd,u-2-8
sw2365B-ms98-a-0005,27.151000,27.392625,had,I,sd,u-2-8
sw2365B-ms98-a-0005,27.392625,27.492625,to,I,sd,u-2-8
sw2365B-ms98-a-0005,27.492625,28.032125,dry,I,sd,u-2-8
sw2365B-ms98-a-0005,28.032125,28.172625,a,I,sd,u-2-8
sw2365B-ms98-a-0005,28.172625,28.561250,day,I,sd,u-2-8
sw2365B-ms98-a-0005,28.930375,29.072625,and,B,sd,u-2-9
sw2365B-ms98-a-0005,29.072625,29.342625,then,I,sd,u-2-9
sw2365B-ms98-a-0005,29.342625,29.402625,the,I,sd,u-2-9
sw2365B-ms98-a-0005,29.402625,29.832625,painting,I,sd,u-2-9
sw2365B-ms98-a-0005,29.832625,30.032625,took,I,sd,u-2-9
sw2365B-ms98-a-0005,30.032625,30.451875,another,I,sd,u-2-9
sw2365B-ms98-a-0005,30.451875,30.816000,day,I,sd,u-2-9
