sw4051B-ms98-a-0002,1.269375,1.609375,yeah,B,aa,u-2-1
sw4051B-ms98-a-0002,1.609375,1.659375,i,B,aa,u-2-2
sw4051B-ms98-a-0002,1.659375,1.899375,might,I,aa,u-2-2
sw4051B-ms98-a-0002,1.899375,2.009375,as,I,aa,u-2-2
sw4051B-ms98-a-0002,2.009375,2.402750,well,I,aa,u-2-2
sw4051B-ms98-a-0002,2.911250,3.418625,uh,B,sd,u-2-3
sw4051B-ms98-a-0002,3.610625,3.909375,one,I,sd,u-2-3
sw4051B-ms98-a-0002,3.909375,4.029375,of,I,sd,u-2-3
sw4051B-ms98-a-0002,4.029375,4.099375,the,I,sd,u-2-3
sw4051B-ms98-a-0002,4.099375,4.459375,things,I,sd,u-2-3
sw4051B-ms98-a-0002,4.459375,4.679375,i'm,I,sd,u-2-3
sw4051B-ms98-a-0002,4.679375,4.899375,very,I,sd,u-2-3
sw4051B-ms98-a-0002,4.899375,5.309375,concerned,I,sd,u-2-3
sw4051B-ms98-a-0002,5.309375,5.639375,about,I,sd,u-2-3
sw4051B-ms98-a-0002,5.639375,5.709375,the,I,sd,u-2-3
sw4051B-ms98-a-0002,5.709375,5.939375,air,I,sd,u-2-3
sw4051B-ms98-a-0002,5.939375,6.529375,pollution,I,sd,u-2-3
sw4051B-ms98-a-0002,6.529375,6.829375,is,I,sd,u-2-3
sw4051B-ms98-a-0002,6.829375,6.959375,the,I,sd,u-2-3
sw4051B-ms98-a-0002,6.959375,7.039375,uh,I,sd,u-2-3
sw4051B-ms98-a-0002,7.039375,7.759375,this,I,sd,u-2-3
sw4051B-ms98-a-0002,7.759375,8.347125,this,I,sd,u-2-3
sw4051B-ms98-a-0002,8.347125,8.735125,the,I,sd,u-2-3
sw4051B-ms98-a-0002,8.735125,9.199375,ozone,I,sd,u-2-3
sw4051B-ms98-a-0002,9.199375,9.684750,layer,I,sd,u-2-3
sw4051B-ms98-a-0002,10.075500,10.553625,uh,I,sd,u-2-3
sw4051B-ms98-a-0003,11.953875,12.307875,uh,I,sd,u-2-3
sw4051B-ms98-a-0003,12.307875,12.827625,[vocalized-noise],I,sd,u-2-3
sw4051B-ms98-a-0003,12.827625,13.317000,uh,I,sd,u-2-3
sw4051B-ms98-a-0003,13.317000,13.864875,issue,I,sd,u-2-3
sw4051B-ms98-a-0003,14.332125,14.671000,uh,B,sd,u-2-4
sw4051B-ms98-a-0003,14.671000,15.036375,i,I,sd,u-2-4
sw4051B-ms98-a-0003,15.036375,15.303875,used,I,sd,u-2-4
sw4051B-ms98-a-0003,15.303875,15.393875,to,I,sd,u-2-4
sw4051B-ms98-a-0003,15.393875,15.633875,own,I,sd,u-2-4
sw4051B-ms98-a-0003,15.633875,15.673875,a,I,sd,u-2-4
sw4051B-ms98-a-0003,15.673875,16.013875,heating,I,sd,u-2-4
sw4051B-ms98-a-0003,16.013875,16.123875,and,I,sd,u-2-4
sw4051B-ms98-a-0003,16.123875,16.273875,air,I,sd,u-2-4
sw4051B-ms98-a-0003,16.273875,16.793875,conditioning,I,sd,u-2-4
sw4051B-ms98-a-0003,16.793875,17.203875,business,I,sd,u-2-4
sw4051B-ms98-a-0003,17.203875,17.323875,and,I,sd,u-2-4
sw4051B-ms98-a-0003,17.323875,17.803875,handled,I,sd,u-2-4
sw4051B-ms98-a-0003,17.803875,18.113875,lots,I,sd,u-2-4
sw4051B-ms98-a-0003,18.113875,18.223875,of,I,sd,u-2-4
