sw4679B-ms98-a-0002,1.168125,1.698875,okay,B,aa,u-2-1
sw4679B-ms98-a-0002,2.358000,2.602250,well,B,sv,u-2-2
sw4679B-ms98-a-0002,2.602250,2.692250,i,I,sv,u-2-2
sw4679B-ms98-a-0002,2.692250,2.942250,think,I,sv,u-2-2
sw4679B-ms98-a-0002,2.942250,3.002250,the,I,sv,u-2-2
sw4679B-ms98-a-0002,3.002250,3.352250,court,I,sv,u-2-2
sw4679B-ms98-a-0002,3.352250,3.990000,systems,I,sv,u-2-2
sw4679B-ms98-a-0002,4.212250,4.442250,could,I,sv,u-2-2
sw4679B-ms98-a-0002,4.442250,4.772250,stand,I,sv,u-2-2
sw4679B-ms98-a-0002,4.772250,4.922250,some,I,sv,u-2-2
sw4679B-ms98-a-0002,4.922250,5.757375,improvement,I,sv,u-2-2
sw4679B-ms98-a-0002,5.986250,6.572250,uh,B,sv,u-2-3
sw4679B-ms98-a-0003,7.511500,7.858625,trial,I,sv,u-2-3
sw4679B-ms98-a-0003,7.858625,8.028625,by,I,sv,u-2-3
sw4679B-ms98-a-0003,8.028625,8.448625,jury,I,sv,u-2-3
sw4679B-ms98-a-0003,8.448625,8.658625,is,I,sv,u-2-3
sw4679B-ms98-a-0003,8.658625,9.240125,good,I,sv,u-2-3
sw4679B-ms98-a-0003,9.436000,9.538625,but,B,sv,u-2-4
sw4679B-ms98-a-0003,9.538625,9.688625,a,I,sv,u-2-4
sw4679B-ms98-a-0003,9.688625,9.878625,lot,I,sv,u-2-4
sw4679B-ms98-a-0003,9.878625,9.948625,of,I,sv,u-2-4
sw4679B-ms98-a-0003,9.948625,10.578625,time,I,sv,u-2-4
sw4679B-ms98-a-0003,10.578625,10.890250,it,I,sv,u-2-4
sw4679B-ms98-a-0004,11.639375,11.722625,i[n]-,I,sv,u-2-4
sw4679B-ms98-a-0004,11.994000,12.102000,in,I,sv,u-2-4
sw4679B-ms98-a-0004,12.102000,12.363625,a,I,sv,u-2-4
sw4679B-ms98-a-0004,12.363625,12.525625,lot,I,sv,u-2-4
sw4679B-ms98-a-0004,12.525625,12.602000,of,I,sv,u-2-4
sw4679B-ms98-a-0004,12.602000,13.296625,cases,I,sv,u-2-4
sw4679B-ms98-a-0005,14.177250,14.737250,uh,I,sv,u-2-4
sw4679B-ms98-a-0005,15.087250,15.217250,is,I,sv,u-2-4
sw4679B-ms98-a-0005,15.217250,16.207250,circumstantial,I,sv,u-2-4
sw4679B-ms98-a-0005,16.207250,16.897250,evidence,I,sv,u-2-4
sw4679B-ms98-a-0005,16.897250,17.261125,that,I,sv,u-2-4
sw4679B-ms98-a-0005,17.988125,18.327250,that,I,sv,u-2-4
sw4679B-ms98-a-0005,18.327250,18.837250,convicts,I,sv,u-2-4
sw4679B-ms98-a-0005,18.837250,18.907250,a,I,sv,u-2-4
sw4679B-ms98-a-0005,18.907250,19.457250,person,I,sv,u-2-4
sw4679B-ms98-a-0005,20.267250,20.427250,which,I,sv,u-2-4
sw4679B-ms98-a-0005,20.427250,20.617250,i,I,sv,u-2-4
sw4679B-ms98-a-0005,20.617250,20.887250,don't,I,sv,u-2-4
sw4679B-ms98-a-0005,20.887250,21.227250,think,I,sv,u-2-4
sw4679B-ms98-a-0005,21.227250,21.387250,is,I,sv,u-2-4
sw4679B-ms98-a-0005,21.387250,21.687250,all,I,sv,u-2-4
sw4679B-ms98-a-0005,21.687250,21.797250,the,I,sv,u-2-4
sw4679B-ms98-a-0005,21.797250,22.217250,time,I,sv,u-2-4
sw4679B-ms98-a-0005,22.217250,22.597250,good,I,sv,u-2-4
sw4679B-ms98-a-0005,22.597250,23.170875,because,I,sv,u-2-4
