sw2020A-ms98-a-0002,1.747375,2.100750,hi,B,fp,u-1-1
sw2020A-ms98-a-0004,9.940000,10.228875,well,B,sd,u-3-1
sw2020A-ms98-a-0004,10.228875,10.494000,i,I,sd,u-3-1
sw2020A-ms98-a-0004,10.671000,10.994875,mostly,I,sd,u-3-1
sw2020A-ms98-a-0004,10.994875,11.314875,listen,I,sd,u-3-1
sw2020A-ms98-a-0004,11.314875,11.454875,to,I,sd,u-3-1
sw2020A-ms98-a-0004,11.454875,11.934875,popular,I,sd,u-3-1
sw2020A-ms98-a-0004,11.934875,12.424250,music,I,sd,u-3-1
sw2020A-ms98-a-0004,12.921375,13.324875,i,B,sd,u-3-2
sw2020A-ms98-a-0004,13.324875,13.677250,uh,I,sd,u-3-2
sw2020A-ms98-a-0005,14.232875,14.524625,listen,I,sd,u-3-2
sw2020A-ms98-a-0005,14.524625,14.656625,to,I,sd,u-3-2
sw2020A-ms98-a-0005,14.656625,14.762875,it,I,sd,u-3-2
sw2020A-ms98-a-0005,14.762875,14.972125,all,I,sd,u-3-2
sw2020A-ms98-a-0005,14.972125,15.053250,the,I,sd,u-3-2
sw2020A-ms98-a-0005,15.053250,15.432500,time,I,sd,u-3-2
sw2020A-ms98-a-0005,15.718375,15.971625,in,I,sd,u-3-2
sw2020A-ms98-a-0005,16.103375,16.225750,in,I,sd,u-3-2
sw2020A-ms98-a-0005,16.225750,16.388000,my,I,sd,u-3-2
sw2020A-ms98-a-0005,16.388000,16.953000,car,I,sd,u-3-2
sw2020A-ms98-a-0005,16.953000,17.112875,so,B,sd,u-3-3
sw2020A-ms98-a-0005,17.112875,17.351250,i,I,sd,u-3-3
sw2020A-ms98-a-0005,17.351250,17.483000,i,I,sd,u-3-3
sw2020A-ms98-a-0005,17.483000,17.632875,tend,I,sd,u-3-3
sw2020A-ms98-a-0005,17.632875,17.699625,to,I,sd,u-3-3
sw2020A-ms98-a-0005,17.699625,17.801375,be,I,sd,u-3-3
sw2020A-ms98-a-0005,17.801375,17.852875,one,I,sd,u-3-3
sw2020A-ms98-a-0005,17.852875,17.912875,of,I,sd,u-3-3
sw2020A-ms98-a-0005,17.912875,18.012875,those,I,sd,u-3-3
sw2020A-ms98-a-0005,18.012875,18.252875,people,I,sd,u-3-3
sw2020A-ms98-a-0005,18.252875,18.342875,who,I,sd,u-3-3
sw2020A-ms98-a-0005,18.342875,18.752875,switches,I,sd,u-3-3
sw2020A-ms98-a-0005,19.362875,19.797000,stations,I,sd,u-3-3
sw2020A-ms98-a-0005,19.797000,19.895000,a,I,sd,u-3-3
sw2020A-ms98-a-0005,19.895000,20.082875,lot,I,sd,u-3-3
sw2020A-ms98-a-0005,20.082875,20.332875,because,I,sd,u-3-3
sw2020A-ms98-a-0005,20.332875,20.392875,i,I,sd,u-3-3
sw2020A-ms98-a-0005,20.392875,20.672875,don't,I,sd,u-3-3
sw2020A-ms98-a-0005,20.672875,20.822875,like,I,sd,u-3-3
sw2020A-ms98-a-0005,20.822875,21.402875,commercials,I,sd,u-3-3
sw2020A-ms98-a-0005,21.842875,22.118500,but,B,sd,u-3-4
sw2020A-ms98-a-0005,22.596875,22.942250,uh,B,+,u-5-1
sw2020A-ms98-a-0005,22.942250,23.055250,i,I,+,u-5-1
sw2020A-ms98-a-0005,23.055250,23.202875,find,I,+,u-5-1
sw2020A-ms98-a-0005,23.202875,23.572875,myself,I,+,u-5-1
sw2020A-ms98-a-0005,23.572875,23.862875,listening,I,+,u-5-1
sw2020A-ms98-a-0005,23.862875,23.952875,to,I,+,u-5-1
sw2020A-ms98-a-0005,23.952875,24.422875,popular,I,+,u-5-1
sw2020A-ms98-a-0005,24.422875,24.983625,music,I,+,u-5-1
sw2020A-ms98-a-0005,24.983625,25.451375,and,B,sd,u-5-2
sw2020A-ms98-a-0006,26.050625,26.281875,uh,I,sd,u-5-2
sw2020A-ms98-a-0006,26.281875,26.551625,quite,I,sd,u-5-2
sw2020A-ms98-a-0006,26.551625,26.821750,honestly,I,sd,u-5-2
sw2020A-ms98-a-0006,26.821750,26.981750,i,I,sd,u-5-2
sw2020A-ms98-a-0006,27.095500,27.178375,i,I,sd,u-5-2
sw2020A-ms98-a-0006,27.178375,27.380250,have,I,sd,u-5-2
sw2020A-ms98-a-0006,27.380250,27.600250,some,I,sd,u-5-2
sw2020A-ms98-a-0006,27.600250,27.820250,little,I,sd,u-5-2
sw2020A-ms98-a-0006,27.820250,28.309250,children,I,sd,u-5-2
sw2020A-ms98-a-0006,28.309250,28.459875,and,B,sd,u-5-3
sw2020A-ms98-a-0006,28.459875,28.749750,i've,I,sd,u-5-3
sw2020A-ms98-a-0006,29.100000,29.880250,unfortunately,I,sd,u-5-3
sw2020A-ms98-a-0006,29.880250,30.140250,found,I,sd,u-5-3
sw2020A-ms98-a-0006,30.140250,30.550250,myself,I,sd,u-5-3
sw2020A-ms98-a-0006,30.550250,30.870250,listening,I,sd,u-5-3
sw2020A-ms98-a-0006,30.870250,30.977500,to,I,sd,u-5-3
sw2020A-ms98-a-0006,30.977500,31.113750,a,I,sd,u-5-3
sw2020A-ms98-a-0006,31.113750,31.294500,lot,I,sd,u-5-3
sw2020A-ms98-a-0006,31.294500,31.530250,of,I,sd,u-5-3
