sw3523B-ms98-a-0002,0.850500,1.522750,okay_1,O,,
sw3523B-ms98-a-0004,5.539750,5.869750,oh,B,sv,u-4-1
sw3523B-ms98-a-0004,5.869750,6.009750,i,I,sv,u-4-1
sw3523B-ms98-a-0004,6.009750,6.249750,guess,I,sv,u-4-1
sw3523B-ms98-a-0004,6.249750,6.339750,the,I,sv,u-4-1
sw3523B-ms98-a-0004,6.339750,6.799750,first,I,sv,u-4-1
sw3523B-ms98-a-0004,6.799750,7.249750,thing,I,sv,u-4-1
sw3523B-ms98-a-0004,7.249750,7.509750,has,I,sv,u-4-1
sw3523B-ms98-a-0004,7.509750,7.889750,been,I,sv,u-4-1
sw3523B-ms98-a-0004,7.889750,7.959750,the,I,sv,u-4-1
sw3523B-ms98-a-0004,7.959750,8.479750,r[ight]-,I,sv,u-4-1
sw3523B-ms98-a-0004,8.479750,8.699750,for,I,sv,u-4-1
sw3523B-ms98-a-0004,8.699750,8.859750,the,I,sv,u-4-1
sw3523B-ms98-a-0004,8.859750,9.259750,right,I,sv,u-4-1
sw3523B-ms98-a-0004,9.259750,9.459750,for,I,sv,u-4-1
sw3523B-ms98-a-0004,9.459750,9.779750,women,I,sv,u-4-1
sw3523B-ms98-a-0004,9.779750,9.969750,to,I,sv,u-4-1
sw3523B-ms98-a-0004,9.969750,10.582375,vote,I,sv,u-4-1
sw3523B-ms98-a-0004,10.804500,10.959750,i,B,sv,u-4-2
sw3523B-ms98-a-0004,10.959750,11.189750,think,I,sv,u-4-2
sw3523B-ms98-a-0004,11.189750,11.319750,that,I,sv,u-4-2
sw3523B-ms98-a-0004,11.319750,11.459750,has,I,sv,u-4-2
sw3523B-ms98-a-0004,11.459750,11.619750,been,I,sv,u-4-2
sw3523B-ms98-a-0004,11.619750,11.679750,a,I,sv,u-4-2
sw3523B-ms98-a-0004,11.679750,11.979750,major,I,sv,u-4-2
sw3523B-ms98-a-0004,11.979750,12.469750,change,I,sv,u-4-2
sw3523B-ms98-a-0004,12.469750,12.579750,and,I,sv,u-4-2
sw3523B-ms98-a-0004,12.579750,12.899750,also,I,sv,u-4-2
sw3523B-ms98-a-0004,12.899750,12.999750,the,I,sv,u-4-2
sw3523B-ms98-a-0004,12.999750,13.469750,fact,I,sv,u-4-2
sw3523B-ms98-a-0004,13.469750,13.709750,that,I,sv,u-4-2
sw3523B-ms98-a-0004,13.709750,14.258750,um,I,sv,u-4-2
sw3523B-ms98-a-0004,14.469625,14.629750,there,I,sv,u-4-2
sw3523B-ms98-a-0004,14.629750,14.729750,are,I,sv,u-4-2
sw3523B-ms98-a-0004,14.729750,14.989750,so,I,sv,u-4-2
