sw2858B-ms98-a-0002,0.725625,1.116625,okay,B,o,u-1-1
sw2858B-ms98-a-0002,1.576125,1.755625,what,B,qw,u-1-2
sw2858B-ms98-a-0002,1.755625,1.815625,do,I,qw,u-1-2
sw2858B-ms98-a-0002,1.815625,1.875625,you,I,qw,u-1-2
sw2858B-ms98-a-0002,1.875625,2.065625,think,I,qw,u-1-2
sw2858B-ms98-a-0002,2.065625,2.155625,are,I,qw,u-1-2
sw2858B-ms98-a-0002,2.155625,2.465625,some,I,qw,u-1-2
sw2858B-ms98-a-0002,2.465625,2.835625,current,I,qw,u-1-2
sw2858B-ms98-a-0002,2.835625,3.495625,trends,I,qw,u-1-2
sw2858B-ms98-a-0002,3.675625,3.955625,in,I,qw,u-1-2
sw2858B-ms98-a-0002,3.955625,4.175625,uh,I,qw,u-1-2
sw2858B-ms98-a-0002,4.175625,4.255625,the,I,qw,u-1-2
sw2858B-ms98-a-0002,4.255625,4.455625,way,I,qw,u-1-2
sw2858B-ms98-a-0002,4.455625,4.885625,families,I,qw,u-1-2
sw2858B-ms98-a-0002,4.885625,5.145625,spend,I,qw,u-1-2
sw2858B-ms98-a-0002,5.145625,5.355625,time,I,qw,u-1-2
sw2858B-ms98-a-0002,5.355625,5.755625,together,I,qw,u-1-2
sw2858B-ms98-a-0003,6.621000,6.941000,based,I,qw,u-1-2
sw2858B-ms98-a-0003,6.941000,7.301000,on,I,qw,u-1-2
sw2858B-ms98-a-0003,7.301000,7.451000,what,I,qw,u-1-2
sw2858B-ms98-a-0003,7.451000,7.541000,you've,I,qw,u-1-2
sw2858B-ms98-a-0003,7.541000,7.911000,seen,I,qw,u-1-2
sw2858B-ms98-a-0005,13.180875,13.543375,yeah,B,b,u-3-1
sw2858B-ms98-a-0007,28.813875,29.323625,[laughter-really],O,,
sw2858B-ms98-a-0008,30.400125,30.460125,are,B,qy,u-7-1
sw2858B-ms98-a-0008,30.460125,30.600125,you,I,qy,u-7-1
sw2858B-ms98-a-0008,30.600125,30.940125,newly,I,qy,u-7-1
sw2858B-ms98-a-0008,30.940125,31.380125,married,I,qy,u-7-1
sw2858B-ms98-a-0008,31.380125,31.640125,or,B,qr,u-7-2
sw2858B-ms98-a-0009,32.777125,33.167125,yeah,B,b,u-9-1
sw2858B-ms98-a-0010,33.983875,34.331875,same,B,sd,u-9-2
sw2858B-ms98-a-0010,34.418250,34.703875,same,I,sd,u-9-2
sw2858B-ms98-a-0010,34.703875,35.233875,situation,I,sd,u-9-2
sw2858B-ms98-a-0010,35.233875,35.573875,here,I,sd,u-9-2
sw2858B-ms98-a-0010,35.573875,35.773875,i've,I,sd,u-9-2
sw2858B-ms98-a-0010,35.773875,35.943875,been,I,sd,u-9-2
sw2858B-ms98-a-0010,35.943875,36.153875,married,I,sd,u-9-2
sw2858B-ms98-a-0010,36.153875,36.333875,about,I,sd,u-9-2
sw2858B-ms98-a-0010,36.333875,36.513875,ten,I,sd,u-9-2
sw2858B-ms98-a-0010,36.513875,36.998875,months,I,sd,u-9-2
sw2858B-ms98-a-0011,38.004000,38.334000,so,B,%,u-9-3
sw2858B-ms98-a-0012,39.154250,39.444250,yeah,I,%,u-9-3
sw2858B-ms98-a-0012,39.444250,39.644250,i,B,sd,u-9-4
sw2858B-ms98-a-0012,39.644250,39.894250,can,I,sd,u-9-4
sw2858B-ms98-a-0012,39.894250,39.964250,i,I,sd,u-9-4
sw2858B-ms98-a-0012,39.964250,40.184250,can,I,sd,u-9-4
sw2858B-ms98-a-0012,40.184250,40.224250,i,I,sd,u-9-4
sw2858B-ms98-a-0012,40.224250,40.324250,know,I,sd,u-9-4
sw2858B-ms98-a-0012,40.324250,40.464250,what,I,sd,u-9-4
sw2858B-ms98-a-0012,40.464250,40.524250,you,I,sd,u-9-4
sw2858B-ms98-a-0012,40.524250,41.264250,mean,I,sd,u-9-4
sw2858B-ms98-a-0014,51.199750,51.615750,yeah,B,b,u-11-1
sw2858B-ms98-a-0016,58.109375,58.249375,is,B,qy,u-13-1
sw2858B-ms98-a-0016,58.249375,58.389375,he,I,qy,u-13-1
sw2858B-ms98-a-0016,58.389375,58.469375,a,I,qy,u-13-1
sw2858B-ms98-a-0016,58.469375,58.869375,hunter,I,qy,u-13-1
sw2858B-ms98-a-0016,58.869375,58.969375,and,I,qy,u-13-1
sw2858B-ms98-a-0016,58.969375,58.999375,a,I,qy,u-13-1
sw2858B-ms98-a-0016,58.999375,59.459375,fisher,I,qy,u-13-1
sw2858B-ms98-a-0016,59.459375,59.559375,and,I,qy,u-13-1
sw2858B-ms98-a-0016,59.559375,59.739375,all,I,qy,u-13-1
sw2858B-ms98-a-0016,59.739375,59.929375,that,I,qy,u-13-1
sw2858B-ms98-a-0018,64.472750,64.692750,that's,B,ba,u-15-1
sw2858B-ms98-a-0018,64.692750,64.920750,wi[ld]-,I,ba,u-15-1
sw2858B-ms98-a-0018,65.012750,65.212750,that's,I,ba,u-15-1
sw2858B-ms98-a-0018,65.212750,65.592750,wild,I,ba,u-15-1
sw2858B-ms98-a-0020,72.066125,72.515625,uh-huh,B,b,u-17-1
sw2858B-ms98-a-0022,79.554375,80.044750,yeah,B,b,u-19-1
sw2858B-ms98-a-0024,85.648500,86.018500,um,B,sd,u-21-1
sw2858B-ms98-a-0025,87.680125,87.880125,from,I,sd,u-21-1
sw2858B-ms98-a-0025,87.880125,87.986375,the,I,sd,u-21-1
sw2858B-ms98-a-0025,88.300125,88.690125,people,I,sd,u-21-1
sw2858B-ms98-a-0025,88.690125,88.800125,i've,I,sd,u-21-1
