sw3293A-ms98-a-0001,0.007750,0.147125,okay,B,o,u-1-1
sw3293A-ms98-a-0001,0.147125,0.370125,well,B,qo,u-1-2
sw3293A-ms98-a-0001,0.370125,0.554625,uh,I,qo,u-1-2
sw3293A-ms98-a-0001,0.554625,0.855250,what,I,qo,u-1-2
sw3293A-ms98-a-0001,0.855250,0.977250,what,I,qo,u-1-2
sw3293A-ms98-a-0001,0.977250,1.040000,do,I,qo,u-1-2
sw3293A-ms98-a-0001,1.040000,1.220000,you,I,qo,u-1-2
sw3293A-ms98-a-0001,1.220000,1.400000,all,I,qo,u-1-2
sw3293A-ms98-a-0001,1.400000,1.650000,do,I,qo,u-1-2
sw3293A-ms98-a-0001,1.650000,1.783250,for,I,qo,u-1-2
sw3293A-ms98-a-0001,1.783250,2.357875,camping,I,qo,u-1-2
sw3293A-ms98-a-0003,9.227375,9.739125,uh-huh,B,b,u-3-1
sw3293A-ms98-a-0005,15.281625,15.611250,um-hum,B,b,u-5-1
sw3293A-ms98-a-0007,17.405375,17.595625,where,B,qw,u-7-1
sw3293A-ms98-a-0007,17.595625,17.661625,do,I,qw,u-7-1
sw3293A-ms98-a-0007,17.661625,17.756875,you,I,qw,u-7-1
sw3293A-ms98-a-0007,17.756875,18.021000,go,I,qw,u-7-1
sw3293A-ms98-a-0009,23.580875,24.009500,oh,B,b,u-9-1
sw3293A-ms98-a-0009,24.142750,24.504750,uh-huh,B,+,u-11-1
sw3293A-ms98-a-0011,29.025250,29.834625,oh,B,b,u-13-1
sw3293A-ms98-a-0011,29.834625,30.146250,[laughter],O,,
sw3293A-ms98-a-0012,31.441750,31.950500,oh,B,ba,u-17-1
sw3293A-ms98-a-0012,31.950500,32.107000,i,I,ba,u-17-1
sw3293A-ms98-a-0012,32.107000,32.327000,bet,I,ba,u-17-1
sw3293A-ms98-a-0012,32.327000,32.437000,it,I,ba,u-17-1
sw3293A-ms98-a-0012,32.437000,32.697000,was,I,ba,u-17-1
sw3293A-ms98-a-0012,32.697000,32.897000,around,B,qy^d,u-17-2
sw3293A-ms98-a-0012,32.897000,33.627000,Gatlinburg,I,qy^d,u-17-2
sw3293A-ms98-a-0012,33.627000,33.767000,or,I,qy^d,u-17-2
sw3293A-ms98-a-0012,33.767000,34.047000,somewhere,B,+,u-19-1
sw3293A-ms98-a-0012,34.047000,34.177000,out,I,+,u-19-1
