sw2768B-ms98-a-0002,13.103000,13.613000,uh-huh,B,b,u-2-1
sw2768B-ms98-a-0004,16.119875,16.559875,yeah,B,b,u-4-1
sw2768B-ms98-a-0006,27.086500,27.586500,right,B,b,u-6-1
sw2768B-ms98-a-0008,35.152250,35.696750,yeah,B,aa,u-8-1
sw2768B-ms98-a-0008,36.237000,36.436750,yeah,B,aa^r,u-8-2
sw2768B-ms98-a-0008,36.436750,36.536750,i,B,aa,u-8-3
sw2768B-ms98-a-0008,36.536750,36.816750,agree,I,aa,u-8-3
sw2768B-ms98-a-0008,36.816750,37.036750,with,I,aa,u-8-3
sw2768B-ms98-a-0008,37.036750,37.156750,you,I,aa,u-8-3
sw2768B-ms98-a-0008,37.156750,37.362750,i,B,%,u-8-4
sw2768B-ms98-a-0008,37.750750,38.266750,um,I,%,u-8-4
sw2768B-ms98-a-0008,38.476750,38.566750,a,B,sd,u-8-5
sw2768B-ms98-a-0008,38.566750,38.846750,group,I,sd,u-8-5
sw2768B-ms98-a-0008,38.846750,39.016750,that,I,sd,u-8-5
sw2768B-ms98-a-0008,39.016750,39.226750,i'm,I,sd,u-8-5
sw2768B-ms98-a-0008,39.226750,39.306750,a,I,sd,u-8-5
sw2768B-ms98-a-0008,39.306750,39.596750,part,I,sd,u-8-5
sw2768B-ms98-a-0008,39.596750,39.836750,of,I,sd,u-8-5
sw2768B-ms98-a-0008,39.836750,40.236750,goes,I,sd,u-8-5
sw2768B-ms98-a-0008,40.236750,40.476750,once,I,sd,u-8-5
sw2768B-ms98-a-0008,40.476750,40.526750,a,I,sd,u-8-5
sw2768B-ms98-a-0008,40.526750,40.836750,month,I,sd,u-8-5
sw2768B-ms98-a-0008,40.836750,41.093375,to,I,sd,u-8-5
sw2768B-ms98-a-0008,41.093375,41.583125,a,I,sd,u-8-5
sw2768B-ms98-a-0008,41.583125,42.036750,um,I,sd,u-8-5
sw2768B-ms98-a-0009,42.348875,42.558875,they,I,sd,u-8-5
sw2768B-ms98-a-0009,42.558875,42.748875,call,I,sd,u-8-5
sw2768B-ms98-a-0009,42.748875,42.848875,it,I,sd,u-8-5
