sw3225B-ms98-a-0002,2.713750,3.020375,yeah,B,ny,u-2-1
sw3225B-ms98-a-0002,3.020375,3.254625,it's,B,sv^e,u-2-2
sw3225B-ms98-a-0002,3.254625,3.604625,just,I,sv^e,u-2-2
sw3225B-ms98-a-0002,3.604625,3.824625,it's,I,sv^e,u-2-2
sw3225B-ms98-a-0002,3.824625,4.104625,so,I,sv^e,u-2-2
sw3225B-ms98-a-0002,4.104625,4.914625,easy,I,sv^e,u-2-2
sw3225B-ms98-a-0002,4.914625,5.704625,nowadays,I,sv^e,u-2-2
sw3225B-ms98-a-0002,5.704625,5.824625,you,I,sv^e,u-2-2
sw3225B-ms98-a-0002,5.824625,6.104625,know,I,sv^e,u-2-2
sw3225B-ms98-a-0002,6.104625,6.304625,and,B,sd,u-2-3
sw3225B-ms98-a-0002,6.304625,6.450750,it's,I,sd,u-2-3
sw3225B-ms98-a-0002,6.921625,7.194625,uh,I,sd,u-2-3
sw3225B-ms98-a-0002,7.194625,7.634625,especially,I,sd,u-2-3
sw3225B-ms98-a-0002,7.634625,7.794625,when,I,sd,u-2-3
sw3225B-ms98-a-0002,7.794625,8.144625,people,I,sd,u-2-3
sw3225B-ms98-a-0002,8.144625,8.284625,are,I,sd,u-2-3
sw3225B-ms98-a-0002,8.284625,8.664625,working,I,sd,u-2-3
sw3225B-ms98-a-0002,8.664625,8.844625,just,I,sd,u-2-3
sw3225B-ms98-a-0002,8.844625,8.924625,to,I,sd,u-2-3
sw3225B-ms98-a-0002,8.924625,9.134625,come,I,sd,u-2-3
sw3225B-ms98-a-0002,9.134625,9.454625,home,I,sd,u-2-3
sw3225B-ms98-a-0002,9.454625,9.688375,and,I,sd,u-2-3
sw3225B-ms98-a-0002,9.989750,10.184625,pop,I,sd,u-2-3
sw3225B-ms98-a-0002,10.184625,10.554625,something,I,sd,u-2-3
sw3225B-ms98-a-0002,10.554625,10.814625,into,I,sd,u-2-3
sw3225B-ms98-a-0002,10.814625,10.884625,the,I,sd,u-2-3
sw3225B-ms98-a-0002,10.884625,11.584625,microwave,I,sd,u-2-3
sw3225B-ms98-a-0002,11.584625,11.704625,and,B,sd,u-2-4
sw3225B-ms98-a-0002,11.704625,11.794625,it,I,sd,u-2-4
sw3225B-ms98-a-0002,11.794625,11.924625,be,I,sd,u-2-4
sw3225B-ms98-a-0002,11.924625,12.194625,ready,I,sd,u-2-4
sw3225B-ms98-a-0002,12.194625,12.274625,in,I,sd,u-2-4
sw3225B-ms98-a-0002,12.274625,12.474625,just,I,sd,u-2-4
sw3225B-ms98-a-0002,12.474625,12.524625,a,I,sd,u-2-4
sw3225B-ms98-a-0002,12.524625,12.714625,few,I,sd,u-2-4
sw3225B-ms98-a-0002,12.714625,13.233375,minutes,I,sd,u-2-4
sw3225B-ms98-a-0002,13.233375,13.729875,[laughter],O,,
sw3225B-ms98-a-0004,18.375250,18.997500,yeah,B,b,u-4-1
sw3225B-ms98-a-0006,25.701500,25.945500,all,B,b^m,u-6-1
sw3225B-ms98-a-0006,25.945500,26.335500,week,I,b^m,u-6-1
sw3225B-ms98-a-0006,26.335500,26.505500,well,B,sd,u-6-2
sw3225B-ms98-a-0006,26.505500,26.795500,we've,I,sd,u-6-2
sw3225B-ms98-a-0006,26.795500,27.025500,done,I,sd,u-6-2
sw3225B-ms98-a-0006,27.025500,27.255500,that,I,sd,u-6-2
sw3225B-ms98-a-0006,27.255500,27.505500,too,I,sd,u-6-2
sw3225B-ms98-a-0006,27.505500,27.745500,there's,B,sd,u-6-3
sw3225B-ms98-a-0006,27.745500,28.017000,just,I,sd,u-6-3
sw3225B-ms98-a-0006,28.137500,28.305500,my,I,sd,u-6-3
sw3225B-ms98-a-0006,28.305500,28.805500,husband,I,sd,u-6-3
sw3225B-ms98-a-0006,28.805500,28.955500,and,I,sd,u-6-3
sw3225B-ms98-a-0006,28.955500,29.195500,i,I,sd,u-6-3
sw3225B-ms98-a-0006,29.195500,29.501750,and,B,sd,u-6-4
sw3225B-ms98-a-0006,30.307750,30.615500,he,I,sd,u-6-4
sw3225B-ms98-a-0006,30.615500,30.795500,he,I,sd,u-6-4
sw3225B-ms98-a-0006,30.795500,31.235500,sometimes,I,sd,u-6-4
sw3225B-ms98-a-0006,31.235500,31.465500,makes,I,sd,u-6-4
sw3225B-ms98-a-0006,31.465500,31.555500,a,I,sd,u-6-4
