sw4765A-ms98-a-0001,0.040000,0.213000,um,B,sd,u-1-1
sw4765A-ms98-a-0002,1.432375,1.518250,a,I,sd,u-1-1
sw4765A-ms98-a-0002,1.518250,1.652250,lot,I,sd,u-1-1
sw4765A-ms98-a-0002,1.652250,1.722250,of,I,sd,u-1-1
sw4765A-ms98-a-0002,1.722250,2.192250,companies,I,sd,u-1-1
sw4765A-ms98-a-0002,2.192250,2.662250,now,I,sd,u-1-1
sw4765A-ms98-a-0002,2.662250,3.078750,are,I,sd,u-1-1
sw4765A-ms98-a-0002,3.169250,3.332250,are,I,sd,u-1-1
sw4765A-ms98-a-0002,3.332250,3.932250,using,I,sd,u-1-1
sw4765A-ms98-a-0002,3.932250,4.112250,uh,I,sd,u-1-1
sw4765A-ms98-a-0002,4.112250,4.592250,drug,I,sd,u-1-1
sw4765A-ms98-a-0002,4.952750,5.524625,testing,I,sd,u-1-1
sw4765A-ms98-a-0002,5.524625,5.754375,uh,I,sd,u-1-1
sw4765A-ms98-a-0002,5.754375,6.372250,paraphernalia,I,sd,u-1-1
sw4765A-ms98-a-0002,6.372250,6.572250,and,I,sd,u-1-1
sw4765A-ms98-a-0002,6.572250,6.832250,drug,I,sd,u-1-1
sw4765A-ms98-a-0002,6.832250,7.282250,testing,I,sd,u-1-1
sw4765A-ms98-a-0002,7.282250,7.992250,situations,I,sd,u-1-1
sw4765A-ms98-a-0002,7.992250,8.204375,to,I,sd,u-1-1
sw4765A-ms98-a-0002,8.614875,8.762250,to,I,sd,u-1-1
sw4765A-ms98-a-0002,8.762250,9.032250,root,I,sd,u-1-1
sw4765A-ms98-a-0002,9.032250,9.252250,out,I,sd,u-1-1
sw4765A-ms98-a-0002,9.252250,9.500875,the,I,sd,u-1-1
sw4765A-ms98-a-0002,10.013125,10.440500,the,I,sd,u-1-1
sw4765A-ms98-a-0002,10.440500,11.014250,either,I,sd,u-1-1
sw4765A-ms98-a-0002,11.406000,11.965625,uh,I,sd,u-1-1
sw4765A-ms98-a-0004,13.688625,13.898625,yeah,I,sd,u-1-1
sw4765A-ms98-a-0004,13.898625,14.778625,elementary,I,sd,u-1-1
