sw2325B-ms98-a-0003,6.660250,7.177875,no,B,nn,u-2-1
sw2325B-ms98-a-0003,7.177875,7.355750,i,B,sd^e,u-2-2
sw2325B-ms98-a-0003,7.355750,7.561375,have,I,sd^e,u-2-2
sw2325B-ms98-a-0003,7.561375,7.771375,two,I,sd^e,u-2-2
sw2325B-ms98-a-0003,7.771375,8.251375,children,I,sd^e,u-2-2
sw2325B-ms98-a-0003,8.251375,8.351375,i,B,sd,u-2-3
sw2325B-ms98-a-0003,8.351375,8.501375,have,I,sd,u-2-3
sw2325B-ms98-a-0003,8.501375,8.571375,a,I,sd,u-2-3
sw2325B-ms98-a-0003,8.571375,8.731375,two,I,sd,u-2-3
sw2325B-ms98-a-0003,8.731375,8.871375,year,I,sd,u-2-3
sw2325B-ms98-a-0003,8.871375,9.051375,old,I,sd,u-2-3
sw2325B-ms98-a-0003,9.051375,9.141375,and,I,sd,u-2-3
sw2325B-ms98-a-0003,9.141375,9.171375,a,I,sd,u-2-3
sw2325B-ms98-a-0003,9.171375,9.311375,three,I,sd,u-2-3
sw2325B-ms98-a-0003,9.311375,9.401375,and,I,sd,u-2-3
sw2325B-ms98-a-0003,9.401375,9.451375,a,I,sd,u-2-3
sw2325B-ms98-a-0003,9.451375,9.733250,half,I,sd,u-2-3
sw2325B-ms98-a-0003,9.733250,9.941375,year,I,sd,u-2-3
sw2325B-ms98-a-0003,9.941375,10.249500,old,I,sd,u-2-3
sw2325B-ms98-a-0004,11.725500,12.557625,really,B,bh,u-4-1
sw2325B-ms98-a-0004,12.557625,12.806625,that's,B,ba,u-6-1
sw2325B-ms98-a-0004,12.806625,13.399375,wild,I,ba,u-6-1
sw2325B-ms98-a-0005,14.083625,14.652000,[laughter],O,,
sw2325B-ms98-a-0007,18.502625,18.916625,oh,B,ba,u-10-1
sw2325B-ms98-a-0007,18.916625,19.062875,boy,I,ba,u-10-1
sw2325B-ms98-a-0007,19.062875,19.332875,well,B,sd,u-10-2
sw2325B-ms98-a-0007,19.332875,19.572875,mine,I,sd,u-10-2
sw2325B-ms98-a-0007,19.572875,19.732250,was,I,sd,u-10-2
sw2325B-ms98-a-0007,19.732250,19.922875,two,I,sd,u-10-2
sw2325B-ms98-a-0007,19.922875,20.062875,in,I,sd,u-10-2
sw2325B-ms98-a-0007,20.062875,20.462875,March,I,sd,u-10-2
sw2325B-ms98-a-0007,20.462875,20.632875,and,B,sd,u-10-3
sw2325B-ms98-a-0007,20.632875,20.692875,the,I,sd,u-10-3
sw2325B-ms98-a-0007,20.692875,20.892875,three,I,sd,u-10-3
sw2325B-ms98-a-0007,20.892875,20.982875,and,I,sd,u-10-3
sw2325B-ms98-a-0007,20.982875,21.012875,a,I,sd,u-10-3
sw2325B-ms98-a-0007,21.012875,21.262875,half,I,sd,u-10-3
sw2325B-ms98-a-0007,21.262875,21.382875,year,I,sd,u-10-3
sw2325B-ms98-a-0007,21.382875,21.512875,old,I,sd,u-10-3
sw2325B-ms98-a-0007,21.512875,21.650500,will,I,sd,u-10-3
sw2325B-ms98-a-0007,21.650500,21.822375,be,I,sd,u-10-3
sw2325B-ms98-a-0007,21.822375,22.092875,four,I,sd,u-10-3
sw2325B-ms98-a-0007,22.092875,22.232875,in,I,sd,u-10-3
sw2325B-ms98-a-0007,22.232875,22.502875,in,I,sd,u-10-3
sw2325B-ms98-a-0007,22.502875,23.010250,July,I,sd,u-10-3
sw2325B-ms98-a-0008,23.676875,23.836875,so,B,ba^r,u-12-1
sw2325B-ms98-a-0008,23.836875,24.076875,that,I,ba^r,u-12-1
sw2325B-ms98-a-0008,24.076875,24.226875,is,I,ba^r,u-12-1
sw2325B-ms98-a-0008,24.226875,24.455250,[laughter-pretty],O,,
sw2325B-ms98-a-0008,24.455250,24.893000,[laughter-close],O,,
sw2325B-ms98-a-0009,25.895500,26.070250,but,B,sd,u-14-1
sw2325B-ms98-a-0009,26.070250,26.270250,i'm,I,sd,u-14-1
sw2325B-ms98-a-0009,26.270250,26.450250,home,I,sd,u-14-1
sw2325B-ms98-a-0009,26.450250,26.580250,with,I,sd,u-14-1
sw2325B-ms98-a-0009,26.580250,26.640250,the,I,sd,u-14-1
sw2325B-ms98-a-0009,26.640250,26.960250,kids,I,sd,u-14-1
sw2325B-ms98-a-0009,26.960250,27.180250,all,I,sd,u-14-1
sw2325B-ms98-a-0009,27.180250,27.550250,day,I,sd,u-14-1
sw2325B-ms98-a-0009,27.550250,27.690250,and,B,sd,u-14-2
sw2325B-ms98-a-0009,27.690250,27.894500,i,I,sd,u-14-2
sw2325B-ms98-a-0009,27.988625,28.240250,have,I,sd,u-14-2
sw2325B-ms98-a-0009,28.240250,28.760250,really,I,sd,u-14-2
sw2325B-ms98-a-0009,28.760250,29.182250,um,I,sd,u-14-2
sw2325B-ms98-a-0010,29.742500,30.028625,tried,I,sd,u-14-2
sw2325B-ms98-a-0010,30.028625,30.098625,to,I,sd,u-14-2
sw2325B-ms98-a-0010,30.098625,30.288625,make,I,sd,u-14-2
sw2325B-ms98-a-0010,30.288625,30.448625,that,I,sd,u-14-2
sw2325B-ms98-a-0010,30.448625,30.488625,a,I,sd,u-14-2
sw2325B-ms98-a-0010,30.488625,31.028625,priority,I,sd,u-14-2
sw2325B-ms98-a-0010,31.028625,31.208625,even,I,sd,u-14-2
sw2325B-ms98-a-0010,31.208625,31.358625,though,I,sd,u-14-2
sw2325B-ms98-a-0010,31.358625,31.538625,it's,I,sd,u-14-2
sw2325B-ms98-a-0010,31.538625,32.328625,financially,I,sd,u-14-2
sw2325B-ms98-a-0010,32.328625,32.378625,a,I,sd,u-14-2
sw2325B-ms98-a-0010,32.378625,32.558625,big,I,sd,u-14-2
sw2325B-ms98-a-0010,32.558625,33.048625,strain,I,sd,u-14-2
sw2325B-ms98-a-0010,33.048625,33.228625,on,I,sd,u-14-2
sw2325B-ms98-a-0010,33.228625,33.445250,us,I,sd,u-14-2
sw2325B-ms98-a-0011,34.698250,34.915625,but,B,%,u-16-1
sw2325B-ms98-a-0012,36.648500,36.954625,pretty,B,na,u-18-1
sw2325B-ms98-a-0012,36.954625,37.424625,much,I,na,u-18-1
sw2325B-ms98-a-0012,37.424625,37.694625,pretty,B,na^r,u-18-2
sw2325B-ms98-a-0012,37.694625,38.222750,much,I,na^r,u-18-2
sw2325B-ms98-a-0012,38.222750,38.524625,uh,B,sd,u-18-3
sw2325B-ms98-a-0012,38.524625,38.701125,i,I,sd,u-18-3
sw2325B-ms98-a-0012,38.701125,38.923375,work,I,sd,u-18-3
sw2325B-ms98-a-0012,38.923375,39.764625,part-time,O,,
sw2325B-ms98-a-0012,39.764625,40.094625,but,B,sd,u-18-4
sw2325B-ms98-a-0012,40.094625,40.264625,uh,I,sd,u-18-4
sw2325B-ms98-a-0012,40.264625,40.454625,my,I,sd,u-18-4
sw2325B-ms98-a-0012,40.454625,40.894625,husband's,I,sd,u-18-4
sw2325B-ms98-a-0012,40.894625,41.219875,able,I,sd,u-18-4
sw2325B-ms98-a-0012,41.396875,41.514625,you,I,sd,u-18-4
sw2325B-ms98-a-0012,41.514625,41.614625,know,I,sd,u-18-4
sw2325B-ms98-a-0012,41.614625,42.034625,mostly,I,sd,u-18-4
sw2325B-ms98-a-0012,42.034625,42.104625,to,I,sd,u-18-4
sw2325B-ms98-a-0012,42.104625,42.234625,take,I,sd,u-18-4
sw2325B-ms98-a-0012,42.234625,42.414625,care,I,sd,u-18-4
sw2325B-ms98-a-0012,42.414625,42.474625,of,I,sd,u-18-4
sw2325B-ms98-a-0012,42.474625,42.574625,them,I,sd,u-18-4
sw2325B-ms98-a-0012,42.574625,42.684625,when,I,sd,u-18-4
sw2325B-ms98-a-0012,42.684625,42.874625,i'm,I,sd,u-18-4
sw2325B-ms98-a-0012,42.874625,43.384625,working,I,sd,u-18-4
sw2325B-ms98-a-0012,43.384625,43.951875,so,B,sd,u-18-5
sw2325B-ms98-a-0012,44.392750,44.596000,uh,O,,
sw2325B-ms98-a-0012,44.596000,44.727875,but,B,+,u-20-1
sw2325B-ms98-a-0012,44.727875,44.864625,we,I,+,u-20-1
sw2325B-ms98-a-0012,44.864625,45.364625,adopted,I,+,u-20-1
sw2325B-ms98-a-0012,45.364625,45.574625,these,I,+,u-20-1
sw2325B-ms98-a-0012,45.574625,45.724625,two,I,+,u-20-1
sw2325B-ms98-a-0012,45.724625,45.934625,little,I,+,u-20-1
sw2325B-ms98-a-0012,45.934625,46.574625,guys,I,+,u-20-1
sw2325B-ms98-a-0012,46.574625,47.011250,and,B,sd,u-22-1
sw2325B-ms98-a-0012,47.297500,47.544625,that,I,sd,u-22-1
sw2325B-ms98-a-0012,47.544625,47.654625,was,I,sd,u-22-1
sw2325B-ms98-a-0012,47.654625,47.994625,another,I,sd,u-22-1
sw2325B-ms98-a-0012,47.994625,48.224625,reason,I,sd,u-22-1
sw2325B-ms98-a-0012,48.224625,48.344625,why,I,sd,u-22-1
sw2325B-ms98-a-0012,48.344625,48.404625,i,I,sd,u-22-1
sw2325B-ms98-a-0012,48.404625,48.674625,really,I,sd,u-22-1
sw2325B-ms98-a-0012,48.674625,48.934625,wanted,I,sd,u-22-1
sw2325B-ms98-a-0012,48.934625,49.004625,to,I,sd,u-22-1
sw2325B-ms98-a-0012,49.004625,49.244625,be,I,sd,u-22-1
sw2325B-ms98-a-0012,49.244625,49.524625,here,I,sd,u-22-1
sw2325B-ms98-a-0012,49.524625,49.912750,because_1,I,sd,u-22-1
sw2325B-ms98-a-0012,50.071000,50.154625,you,I,sd,u-22-1
