sw3072B-ms98-a-0001,0.020000,0.691750,okay,B,o,u-1-1
sw3072B-ms98-a-0003,3.617500,4.167500,recently,B,sd^m,u-3-1
sw3072B-ms98-a-0003,4.167500,4.357500,my,B,sd,u-3-2
sw3072B-ms98-a-0003,4.357500,4.667500,most,I,sd,u-3-2
sw3072B-ms98-a-0003,4.667500,5.057500,recent,I,sd,u-3-2
sw3072B-ms98-a-0003,5.057500,5.257500,trip,I,sd,u-3-2
sw3072B-ms98-a-0003,5.257500,5.417500,was,I,sd,u-3-2
sw3072B-ms98-a-0003,5.417500,5.737500,last,I,sd,u-3-2
sw3072B-ms98-a-0003,5.737500,5.877500,year,I,sd,u-3-2
sw3072B-ms98-a-0003,5.877500,5.997500,and,B,sd,u-3-3
sw3072B-ms98-a-0003,5.997500,6.127500,that,I,sd,u-3-3
sw3072B-ms98-a-0003,6.127500,6.287500,was,I,sd,u-3-3
sw3072B-ms98-a-0003,6.287500,6.857500,Detroit,I,sd,u-3-3
sw3072B-ms98-a-0004,7.839875,8.339875,yeah,B,ny,u-5-1
sw3072B-ms98-a-0005,9.759625,9.989625,well,B,ng,u-7-1
sw3072B-ms98-a-0005,9.989625,10.059625,it,I,ng,u-7-1
sw3072B-ms98-a-0005,10.059625,10.439625,wasn't,I,ng,u-7-1
sw3072B-ms98-a-0005,10.439625,10.829625,really,I,ng,u-7-1
sw3072B-ms98-a-0005,10.829625,10.939625,it,B,sd,u-7-2
sw3072B-ms98-a-0005,10.939625,11.149625,was,I,sd,u-7-2
sw3072B-ms98-a-0005,11.149625,11.490875,um,I,sd,u-7-2
sw3072B-ms98-a-0005,11.713125,11.949625,uh,I,sd,u-7-2
sw3072B-ms98-a-0005,11.949625,12.009625,to,I,sd,u-7-2
sw3072B-ms98-a-0005,12.009625,12.259625,see,I,sd,u-7-2
sw3072B-ms98-a-0005,12.259625,12.419625,an,I,sd,u-7-2
sw3072B-ms98-a-0005,12.419625,12.619625,old,I,sd,u-7-2
sw3072B-ms98-a-0005,12.619625,13.257125,relative,I,sd,u-7-2
sw3072B-ms98-a-0006,14.364500,14.514500,and,B,sd,u-9-1
sw3072B-ms98-a-0006,14.514500,14.659875,it,I,sd,u-9-1
sw3072B-ms98-a-0006,14.659875,14.938500,was,I,sd,u-9-1
sw3072B-ms98-a-0006,14.938500,15.104500,uh,I,sd,u-9-1
sw3072B-ms98-a-0006,15.104500,15.484500,just,I,sd,u-9-1
sw3072B-ms98-a-0006,15.484500,15.674500,to,I,sd,u-9-1
sw3072B-ms98-a-0006,15.674500,15.954500,uh,I,sd,u-9-1
sw3072B-ms98-a-0007,17.038000,17.238000,have,I,sd,u-9-1
sw3072B-ms98-a-0007,17.238000,17.598000,some,I,sd,u-9-1
sw3072B-ms98-a-0007,17.598000,18.368000,fellowship,I,sd,u-9-1
sw3072B-ms98-a-0007,18.368000,18.488000,with,I,sd,u-9-1
sw3072B-ms98-a-0007,18.488000,18.888000,her,I,sd,u-9-1
sw3072B-ms98-a-0009,23.871375,24.651375,no,B,nn,u-11-1
