sw3075A-ms98-a-0002,3.427750,3.941375,certainly,B,na,u-2-1
sw3075A-ms98-a-0002,4.751750,5.548000,um,B,%,u-4-1
sw3075A-ms98-a-0004,8.477500,8.786625,well,B,sd,u-6-1
sw3075A-ms98-a-0004,8.786625,9.251375,i,I,sd,u-6-1
sw3075A-ms98-a-0004,9.891625,10.151125,i,I,sd,u-6-1
sw3075A-ms98-a-0004,10.151125,10.481125,tend,I,sd,u-6-1
sw3075A-ms98-a-0004,10.481125,10.871125,to,I,sd,u-6-1
sw3075A-ms98-a-0004,10.871125,11.092750,uh,I,sd,u-6-1
sw3075A-ms98-a-0004,11.243500,11.481125,take,I,sd,u-6-1
sw3075A-ms98-a-0004,11.481125,11.661125,two,I,sd,u-6-1
sw3075A-ms98-a-0004,11.661125,11.961125,kinds,I,sd,u-6-1
sw3075A-ms98-a-0004,11.961125,12.021125,of,I,sd,u-6-1
sw3075A-ms98-a-0004,12.021125,12.561125,vacations,I,sd,u-6-1
sw3075A-ms98-a-0005,14.029000,14.302250,the,I,sd,u-6-1
sw3075A-ms98-a-0005,14.302250,14.939000,vacations,I,sd,u-6-1
sw3075A-ms98-a-0005,14.939000,15.049000,to,I,sd,u-6-1
sw3075A-ms98-a-0005,15.049000,15.339000,visit,I,sd,u-6-1
sw3075A-ms98-a-0005,15.339000,15.849500,family,I,sd,u-6-1
sw3075A-ms98-a-0005,17.352625,17.849000,and,B,+,u-8-1
sw3075A-ms98-a-0005,17.849000,17.939000,the,I,+,u-8-1
sw3075A-ms98-a-0005,17.939000,18.771750,vacations,I,+,u-8-1
sw3075A-ms98-a-0005,18.771750,19.513125,to,I,+,u-8-1
sw3075A-ms98-a-0005,20.070500,20.329000,just,I,+,u-8-1
sw3075A-ms98-a-0005,20.329000,20.459000,have,I,+,u-8-1
sw3075A-ms98-a-0005,20.459000,20.509000,a,I,+,u-8-1
sw3075A-ms98-a-0005,20.509000,20.759000,week,I,+,u-8-1
sw3075A-ms98-a-0005,20.959000,21.443125,being,I,+,u-8-1
sw3075A-ms98-a-0005,21.582500,22.179000,cultural,I,+,u-8-1
sw3075A-ms98-a-0005,22.179000,22.309000,and,I,+,u-8-1
sw3075A-ms98-a-0005,22.309000,22.509000,going,I,+,u-8-1
sw3075A-ms98-a-0005,22.509000,22.579000,to,I,+,u-8-1
sw3075A-ms98-a-0005,22.579000,22.719625,the,I,+,u-8-1
sw3075A-ms98-a-0005,22.719625,23.119000,theater,I,+,u-8-1
sw3075A-ms98-a-0005,23.119000,23.209000,and,I,+,u-8-1
sw3075A-ms98-a-0005,23.209000,23.449000,doing,I,+,u-8-1
sw3075A-ms98-a-0005,23.449000,23.959000,sightseeing,I,+,u-8-1
sw3075A-ms98-a-0005,23.959000,24.059000,and,I,+,u-8-1
sw3075A-ms98-a-0005,24.059000,24.259000,things,I,+,u-8-1
sw3075A-ms98-a-0005,24.259000,24.419000,like,I,+,u-8-1
sw3075A-ms98-a-0005,24.419000,24.649000,that,I,+,u-8-1
sw3075A-ms98-a-0007,27.092500,27.232500,oh,B,sd,u-10-1
sw3075A-ms98-a-0007,27.232500,27.382500,well,I,sd,u-10-1
sw3075A-ms98-a-0007,27.382500,27.475375,i,I,sd,u-10-1
sw3075A-ms98-a-0007,27.475375,27.732500,couldn't,I,sd,u-10-1
sw3075A-ms98-a-0007,27.732500,27.872500,live,I,sd,u-10-1
sw3075A-ms98-a-0007,27.872500,28.112500,without,I,sd,u-10-1
sw3075A-ms98-a-0007,28.112500,28.172500,the,I,sd,u-10-1
sw3075A-ms98-a-0007,28.172500,28.552500,family,I,sd,u-10-1
sw3075A-ms98-a-0007,28.552500,29.172500,vacations,I,sd,u-10-1
sw3075A-ms98-a-0007,29.172500,29.502500,but,B,sd,u-10-2
sw3075A-ms98-a-0007,29.502500,29.698625,uh,I,sd,u-10-2
sw3075A-ms98-a-0007,30.067750,30.228875,my,I,sd,u-10-2
sw3075A-ms98-a-0007,30.228875,30.532500,favorite,I,sd,u-10-2
sw3075A-ms98-a-0007,30.532500,30.692500,is,I,sd,u-10-2
sw3075A-ms98-a-0007,30.692500,30.892500,the,I,sd,u-10-2
sw3075A-ms98-a-0007,30.892500,31.132500,the,I,sd,u-10-2
sw3075A-ms98-a-0007,31.132500,31.842500,indulgent,I,sd,u-10-2
sw3075A-ms98-a-0007,31.842500,32.062500,ones,I,sd,u-10-2
sw3075A-ms98-a-0007,32.062500,32.152500,where,I,sd,u-10-2
sw3075A-ms98-a-0007,32.152500,32.262500,we,I,sd,u-10-2
sw3075A-ms98-a-0007,32.262500,32.502500,go,I,sd,u-10-2
sw3075A-ms98-a-0007,32.502500,32.692500,off,I,sd,u-10-2
sw3075A-ms98-a-0007,32.692500,32.932500,and,I,sd,u-10-2
sw3075A-ms98-a-0007,32.932500,33.292500,and,I,sd,u-10-2
sw3075A-ms98-a-0007,33.292500,33.456875,uh,I,sd,u-10-2
sw3075A-ms98-a-0007,34.024125,34.291625,see,I,sd,u-10-2
sw3075A-ms98-a-0007,34.291625,34.682500,places,I,sd,u-10-2
sw3075A-ms98-a-0007,34.682500,34.772500,that,I,sd,u-10-2
sw3075A-ms98-a-0007,34.772500,34.872500,have,I,sd,u-10-2
sw3075A-ms98-a-0007,34.872500,35.382500,interested,I,sd,u-10-2
sw3075A-ms98-a-0007,35.382500,35.532500,me,I,sd,u-10-2
sw3075A-ms98-a-0007,35.532500,35.752500,since,I,sd,u-10-2
sw3075A-ms98-a-0007,35.752500,35.842500,i,I,sd,u-10-2
sw3075A-ms98-a-0007,35.842500,35.982500,was,I,sd,u-10-2
sw3075A-ms98-a-0007,35.982500,36.032500,a,I,sd,u-10-2
sw3075A-ms98-a-0007,36.032500,36.342500,kid,I,sd,u-10-2
sw3075A-ms98-a-0007,36.662500,36.722500,for,B,+,u-12-1
sw3075A-ms98-a-0007,36.722500,36.782500,the,I,+,u-12-1
