sw3517A-ms98-a-0001,0.004500,0.217375,-[o]kay,O,,
sw3517A-ms98-a-0003,5.338375,5.547750,i'm,B,sd,u-3-1
sw3517A-ms98-a-0003,5.547750,5.657750,in,I,sd,u-3-1
sw3517A-ms98-a-0003,5.657750,6.067750,Dallas,I,sd,u-3-1
sw3517A-ms98-a-0003,6.067750,6.842500,Texas,I,sd,u-3-1
sw3517A-ms98-a-0003,7.302000,7.427750,what,B,qo,u-5-1
sw3517A-ms98-a-0003,7.427750,7.557750,about,I,qo,u-5-1
sw3517A-ms98-a-0003,7.557750,8.156375,yourself,I,qo,u-5-1
sw3517A-ms98-a-0005,10.177625,10.535375,okay,B,bk,u-7-1
sw3517A-ms98-a-0007,15.671500,16.076000,uh-huh,B,b,u-9-1
sw3517A-ms98-a-0009,19.631375,20.078375,no,B,nn,u-11-1
sw3517A-ms98-a-0009,20.078375,20.328375,i've,B,sd^e,u-11-2
sw3517A-ms98-a-0009,20.328375,20.538375,lived,I,sd^e,u-11-2
sw3517A-ms98-a-0009,20.538375,20.778375,here,I,sd^e,u-11-2
sw3517A-ms98-a-0009,20.778375,21.028375,for,I,sd^e,u-11-2
sw3517A-ms98-a-0009,21.028375,21.528375,almost,I,sd^e,u-11-2
sw3517A-ms98-a-0009,21.528375,21.758375,five,I,sd^e,u-11-2
sw3517A-ms98-a-0009,21.758375,22.098375,years,I,sd^e,u-11-2
sw3517A-ms98-a-0009,22.098375,22.582625,now,I,sd^e,u-11-2
sw3517A-ms98-a-0010,23.531625,23.811625,and,B,%,u-13-1
sw3517A-ms98-a-0010,23.811625,23.931625,i'm,I,%,u-13-1
sw3517A-ms98-a-0010,23.931625,24.083625,a,I,%,u-13-1
sw3517A-ms98-a-0010,24.083625,24.301625,uh,I,%,u-13-1
sw3517A-ms98-a-0010,24.301625,24.851625,before,B,sd,u-13-2
sw3517A-ms98-a-0010,24.851625,25.021625,that,I,sd,u-13-2
sw3517A-ms98-a-0010,25.021625,25.111625,i,I,sd,u-13-2
sw3517A-ms98-a-0010,25.111625,25.311625,was,I,sd,u-13-2
sw3517A-ms98-a-0010,25.311625,25.411625,at,I,sd,u-13-2
sw3517A-ms98-a-0010,25.411625,25.941625,school,I,sd,u-13-2
sw3517A-ms98-a-0010,25.941625,26.301625,in,I,sd,u-13-2
sw3517A-ms98-a-0010,26.301625,26.751625,Rochester,I,sd,u-13-2
sw3517A-ms98-a-0010,26.751625,26.851625,New,I,sd,u-13-2
sw3517A-ms98-a-0010,26.851625,27.577875,York,I,sd,u-13-2
sw3517A-ms98-a-0010,27.924375,28.151625,and,B,sd,u-13-3
sw3517A-ms98-a-0010,28.151625,28.231625,i'm,I,sd,u-13-3
sw3517A-ms98-a-0010,28.231625,28.521625,originally,I,sd,u-13-3
sw3517A-ms98-a-0010,28.521625,28.691625,from,I,sd,u-13-3
sw3517A-ms98-a-0010,28.691625,29.357000,Boston,I,sd,u-13-3
sw3517A-ms98-a-0012,34.692750,34.937625,that's,B,na,u-15-1
sw3517A-ms98-a-0012,34.937625,35.315625,right,I,na,u-15-1
sw3517A-ms98-a-0012,35.993500,36.097625,but,B,sd,u-15-2
sw3517A-ms98-a-0012,36.097625,36.247625,i,I,sd,u-15-2
sw3517A-ms98-a-0012,36.247625,36.497625,like,I,sd,u-15-2
sw3517A-ms98-a-0012,36.497625,36.704750,it,I,sd,u-15-2
sw3517A-ms98-a-0014,41.062500,41.415625,well,B,nd,u-17-1
sw3517A-ms98-a-0014,41.415625,41.495625,i,I,nd,u-17-1
sw3517A-ms98-a-0014,41.495625,41.835625,missed,I,nd,u-17-1
sw3517A-ms98-a-0014,41.835625,41.925625,it,I,nd,u-17-1
sw3517A-ms98-a-0014,41.925625,42.045625,at,I,nd,u-17-1
sw3517A-ms98-a-0014,42.045625,42.615625,first,I,nd,u-17-1
sw3517A-ms98-a-0014,42.615625,42.785625,but,B,sd,u-17-2
sw3517A-ms98-a-0014,42.785625,43.335625,now,I,sd,u-17-2
sw3517A-ms98-a-0014,43.335625,43.425625,i,I,sd,u-17-2
sw3517A-ms98-a-0014,43.425625,43.545625,go,I,sd,u-17-2
sw3517A-ms98-a-0014,43.545625,43.915625,back,I,sd,u-17-2
sw3517A-ms98-a-0014,43.915625,44.015625,there,I,sd,u-17-2
sw3517A-ms98-a-0014,44.015625,44.105625,and,B,sd,u-17-3
sw3517A-ms98-a-0014,44.105625,44.195625,i'm,I,sd,u-17-3
sw3517A-ms98-a-0014,44.195625,44.295625,a,I,sd,u-17-3
sw3517A-ms98-a-0014,44.295625,44.555625,real,I,sd,u-17-3
sw3517A-ms98-a-0014,44.555625,44.795625,wimp,I,sd,u-17-3
sw3517A-ms98-a-0014,44.795625,45.165625,about,I,sd,u-17-3
sw3517A-ms98-a-0014,45.165625,45.235625,the,I,sd,u-17-3
sw3517A-ms98-a-0014,45.235625,45.765625,cold,I,sd,u-17-3
sw3517A-ms98-a-0014,45.765625,47.365625,[laughter],O,,
sw3517A-ms98-a-0014,47.365625,47.695625,so,B,sd,u-17-4
sw3517A-ms98-a-0014,47.695625,47.805625,i,B,+,u-19-1
sw3517A-ms98-a-0014,47.805625,48.075625,like,I,+,u-19-1
sw3517A-ms98-a-0014,48.075625,48.175625,it,I,+,u-19-1
sw3517A-ms98-a-0014,48.175625,48.787250,here,I,+,u-19-1
sw3517A-ms98-a-0014,49.086750,49.350375,it's,B,sv,u-19-2
sw3517A-ms98-a-0014,49.350375,49.989750,nice,I,sv,u-19-2
