sw3025B-ms98-a-0002,0.456625,0.575500,yep,O,,
sw3025B-ms98-a-0004,3.912625,4.200500,uh-huh,B,b,u-3-1
sw3025B-ms98-a-0006,23.462000,23.813625,um-hum,B,b,u-5-1
sw3025B-ms98-a-0007,24.735500,24.941125,yeah,B,b,u-7-1
sw3025B-ms98-a-0007,24.941125,25.193875,those,B,sd,u-7-2
sw3025B-ms98-a-0007,25.193875,25.271625,are,I,sd,u-7-2
sw3025B-ms98-a-0007,25.271625,25.415125,the,I,sd,u-7-2
sw3025B-ms98-a-0007,25.415125,25.668000,things,I,sd,u-7-2
sw3025B-ms98-a-0007,25.668000,25.783625,tha[t]-,I,sd,u-7-2
sw3025B-ms98-a-0007,25.783625,25.862750,i,I,sd,u-7-2
sw3025B-ms98-a-0007,25.862750,26.028500,like,I,sd,u-7-2
sw3025B-ms98-a-0007,26.028500,26.116875,the,I,sd,u-7-2
sw3025B-ms98-a-0007,26.116875,26.474750,most,I,sd,u-7-2
sw3025B-ms98-a-0007,26.474750,26.587250,i,B,sd,u-7-3
sw3025B-ms98-a-0007,26.587250,26.833375,like,I,sd,u-7-3
sw3025B-ms98-a-0007,26.833375,27.133375,fish,I,sd,u-7-3
sw3025B-ms98-a-0007,27.133375,27.303375,and,I,sd,u-7-3
sw3025B-ms98-a-0007,27.303375,27.633375,chicken,I,sd,u-7-3
sw3025B-ms98-a-0007,27.633375,27.703375,the,I,sd,u-7-3
sw3025B-ms98-a-0007,27.703375,28.236125,most,I,sd,u-7-3
sw3025B-ms98-a-0008,29.294500,29.729125,and,B,sd,u-9-1
sw3025B-ms98-a-0008,29.729125,29.948125,um,I,sd,u-9-1
sw3025B-ms98-a-0008,31.266000,31.562250,most,I,sd,u-9-1
sw3025B-ms98-a-0008,31.562250,31.822875,i,I,sd,u-9-1
sw3025B-ms98-a-0008,31.996125,32.319125,cooking,I,sd,u-9-1
sw3025B-ms98-a-0008,32.319125,32.524500,i,I,sd,u-9-1
sw3025B-ms98-a-0008,32.524500,32.699125,do,I,sd,u-9-1
sw3025B-ms98-a-0008,32.699125,32.899125,just,I,sd,u-9-1
sw3025B-ms98-a-0008,32.899125,33.159125,comes,I,sd,u-9-1
sw3025B-ms98-a-0008,33.159125,33.279125,out,I,sd,u-9-1
sw3025B-ms98-a-0008,33.279125,33.389125,of,I,sd,u-9-1
sw3025B-ms98-a-0008,33.389125,33.449125,a,I,sd,u-9-1
sw3025B-ms98-a-0008,33.449125,33.974750,can,I,sd,u-9-1
sw3025B-ms98-a-0009,34.741875,34.985125,un[less]-,O,,
sw3025B-ms98-a-0009,35.201500,35.690625,unless,B,sd,u-11-1
sw3025B-ms98-a-0009,35.690625,35.850625,it,I,sd,u-11-1
sw3025B-ms98-a-0009,35.850625,36.150625,is,I,sd,u-11-1
sw3025B-ms98-a-0009,36.150625,36.540625,unless,I,sd,u-11-1
sw3025B-ms98-a-0009,36.540625,36.670625,it,I,sd,u-11-1
sw3025B-ms98-a-0009,36.670625,36.930625,is,I,sd,u-11-1
sw3025B-ms98-a-0009,36.930625,37.077000,i,I,sd,u-11-1
sw3025B-ms98-a-0009,37.077000,37.370625,catch,I,sd,u-11-1
sw3025B-ms98-a-0009,37.370625,37.430625,a,I,sd,u-11-1
sw3025B-ms98-a-0009,37.430625,37.958000,fish,I,sd,u-11-1
sw3025B-ms98-a-0009,37.958000,38.184000,and,I,sd,u-11-1
sw3025B-ms98-a-0009,38.184000,38.383875,i,I,sd,u-11-1
sw3025B-ms98-a-0009,38.383875,38.805625,prepare,I,sd,u-11-1
sw3025B-ms98-a-0009,38.805625,38.947500,it,I,sd,u-11-1
sw3025B-ms98-a-0010,40.347625,40.516125,and,B,sd,u-11-2
sw3025B-ms98-a-0010,40.516125,40.656125,then,I,sd,u-11-2
sw3025B-ms98-a-0010,40.656125,40.831125,i,I,sd,u-11-2
