sw3140B-ms98-a-0002,4.259750,4.830750,hello,B,fp,u-2-1
sw3140B-ms98-a-0002,5.233750,5.371000,my,B,fp,u-2-2
sw3140B-ms98-a-0002,5.371000,5.561000,name,I,fp,u-2-2
sw3140B-ms98-a-0002,5.561000,5.731000,is,I,fp,u-2-2
sw3140B-ms98-a-0002,5.731000,6.021000,Nola,I,fp,u-2-2
sw3140B-ms98-a-0002,6.021000,6.341000,i'm,B,fp,u-2-3
sw3140B-ms98-a-0002,6.341000,6.451000,in,I,fp,u-2-3
sw3140B-ms98-a-0002,6.451000,7.018625,Plano,I,fp,u-2-3
sw3140B-ms98-a-0002,7.368875,8.101000,Texas,I,fp,u-2-3
sw3140B-ms98-a-0004,11.476750,11.710375,not,B,sv,u-4-1
sw3140B-ms98-a-0004,11.710375,11.860375,too,I,sv,u-4-1
sw3140B-ms98-a-0004,11.860375,12.160375,far,I,sv,u-4-1
sw3140B-ms98-a-0004,12.160375,12.536625,away,I,sv,u-4-1
sw3140B-ms98-a-0005,13.413875,14.076500,[laughter],O,,
sw3140B-ms98-a-0006,14.357625,14.547625,i've,B,sd^t,u-8-1
sw3140B-ms98-a-0006,14.547625,14.757625,had,I,sd^t,u-8-1
sw3140B-ms98-a-0006,14.757625,15.007625,some,I,sd^t,u-8-1
sw3140B-ms98-a-0006,15.007625,15.217625,from,I,sd^t,u-8-1
sw3140B-ms98-a-0006,15.217625,15.749875,Plano,I,sd^t,u-8-1
sw3140B-ms98-a-0006,15.749875,16.117375,too,I,sd^t,u-8-1
sw3140B-ms98-a-0008,19.722000,20.235125,uh-huh,B,b,u-10-1
sw3140B-ms98-a-0009,21.299000,22.010875,okay,B,b,u-10-2
sw3140B-ms98-a-0009,22.010875,22.904875,um,B,^h,u-12-1
sw3140B-ms98-a-0009,22.904875,23.134625,let's,I,^h,u-12-1
sw3140B-ms98-a-0009,23.134625,23.660375,see,I,^h,u-12-1
sw3140B-ms98-a-0010,24.839500,25.454125,social,B,b^m^t,u-14-1
sw3140B-ms98-a-0010,25.454125,26.375125,changes,I,b^m^t,u-14-1
sw3140B-ms98-a-0011,27.133375,27.531875,uh,O,,
sw3140B-ms98-a-0011,27.531875,27.954375,sounds,B,sd^t,u-16-1
sw3140B-ms98-a-0011,27.954375,28.232750,like,I,sd^t,u-16-1
sw3140B-ms98-a-0011,28.632000,29.021875,not,I,sd^t,u-16-1
sw3140B-ms98-a-0011,29.876875,30.114375,as,I,sd^t,u-16-1
sw3140B-ms98-a-0011,30.114375,30.594375,recent,I,sd^t,u-16-1
sw3140B-ms98-a-0011,30.594375,31.054375,social,I,sd^t,u-16-1
sw3140B-ms98-a-0011,31.054375,31.504375,changes,I,sd^t,u-16-1
sw3140B-ms98-a-0011,31.504375,32.115000,too,I,sd^t,u-16-1
sw3140B-ms98-a-0011,32.115000,32.454375,like,I,sd^t,u-16-1
sw3140B-ms98-a-0011,32.454375,32.704375,back,I,sd^t,u-16-1
sw3140B-ms98-a-0011,32.704375,32.874375,to,I,sd^t,u-16-1
sw3140B-ms98-a-0011,32.874375,33.155375,the,I,sd^t,u-16-1
sw3140B-ms98-a-0011,33.868875,34.594375,sixties,I,sd^t,u-16-1
sw3140B-ms98-a-0011,34.594375,34.944375,or,I,sd^t,u-16-1
sw3140B-ms98-a-0011,34.944375,35.564375,fifties,I,sd^t,u-16-1
sw3140B-ms98-a-0011,35.564375,35.748500,i,I,sd^t,u-16-1
sw3140B-ms98-a-0011,35.748500,36.286125,guess,I,sd^t,u-16-1
sw3140B-ms98-a-0013,38.204750,38.475250,think,B,qy^t,u-18-1
sw3140B-ms98-a-0013,38.475250,38.565250,we,I,qy^t,u-18-1
sw3140B-ms98-a-0013,38.565250,38.715250,can,I,qy^t,u-18-1
sw3140B-ms98-a-0013,38.715250,39.025250,handle,I,qy^t,u-18-1
sw3140B-ms98-a-0013,39.025250,39.276500,that,I,qy^t,u-18-1
sw3140B-ms98-a-0014,39.662250,40.453875,[laughter],O,,
