sw3146B-ms98-a-0002,0.828000,1.436000,okay,B,o,u-1-1
sw3146B-ms98-a-0003,2.156250,2.357750,[vocalized-noise],O,,
sw3146B-ms98-a-0005,4.155125,4.837875,no,B,nn,u-5-1
sw3146B-ms98-a-0005,4.837875,5.315000,um,I,nn,u-5-1
sw3146B-ms98-a-0005,5.458125,5.577125,we,B,sd^e,u-5-2
sw3146B-ms98-a-0005,5.577125,5.867125,don't,I,sd^e,u-5-2
sw3146B-ms98-a-0005,5.867125,6.117125,although,I,sd^e,u-5-2
sw3146B-ms98-a-0005,6.117125,6.426625,we,I,sd^e,u-5-2
sw3146B-ms98-a-0005,6.426625,6.877125,enjoy,I,sd^e,u-5-2
sw3146B-ms98-a-0005,6.877125,7.457125,it,I,sd^e,u-5-2
sw3146B-ms98-a-0005,7.457125,8.057125,um,B,sd,u-5-3
sw3146B-ms98-a-0005,8.057125,8.197125,we,I,sd,u-5-3
sw3146B-ms98-a-0005,8.197125,8.327125,do,I,sd,u-5-3
sw3146B-ms98-a-0005,8.327125,8.457125,it,I,sd,u-5-3
sw3146B-ms98-a-0005,8.457125,8.727125,more,I,sd,u-5-3
sw3146B-ms98-a-0005,8.727125,8.887125,when,I,sd,u-5-3
sw3146B-ms98-a-0005,8.887125,9.007125,we,I,sd,u-5-3
sw3146B-ms98-a-0005,9.007125,9.207125,have,I,sd,u-5-3
sw3146B-ms98-a-0005,9.207125,9.737125,company,I,sd,u-5-3
sw3146B-ms98-a-0005,9.737125,10.374875,come,I,sd,u-5-3
sw3146B-ms98-a-0005,10.566875,10.945250,um,B,qo,u-7-1
sw3146B-ms98-a-0005,10.945250,11.147125,what,I,qo,u-7-1
sw3146B-ms98-a-0005,11.147125,11.377125,about,I,qo,u-7-1
sw3146B-ms98-a-0005,11.377125,11.751375,you,I,qo,u-7-1
sw3146B-ms98-a-0007,34.034750,34.195375,i've,B,sd,u-9-1
sw3146B-ms98-a-0007,34.195375,34.575375,heard,I,sd,u-9-1
sw3146B-ms98-a-0007,34.575375,34.695375,of,I,sd,u-9-1
sw3146B-ms98-a-0007,34.695375,34.945375,that,I,sd,u-9-1
