sw2336A-ms98-a-0002,0.828250,1.158750,okay,B,o,u-1-1
sw2336A-ms98-a-0002,1.158750,1.328750,so,B,qw,u-1-2
sw2336A-ms98-a-0002,1.328750,1.428750,what,I,qw,u-1-2
sw2336A-ms98-a-0002,1.428750,1.548750,kind,I,qw,u-1-2
sw2336A-ms98-a-0002,1.548750,1.608750,of,I,qw,u-1-2
sw2336A-ms98-a-0002,1.608750,1.738750,car,I,qw,u-1-2
sw2336A-ms98-a-0002,1.738750,1.798750,are,I,qw,u-1-2
sw2336A-ms98-a-0002,1.798750,1.928750,you,I,qw,u-1-2
sw2336A-ms98-a-0002,1.928750,2.208750,thinking,I,qw,u-1-2
sw2336A-ms98-a-0002,2.208750,2.408750,about,I,qw,u-1-2
sw2336A-ms98-a-0002,2.408750,2.668750,getting,I,qw,u-1-2
sw2336A-ms98-a-0004,5.306250,5.632125,well,B,sd,u-3-1
sw2336A-ms98-a-0004,5.941000,6.213500,when,I,sd,u-3-1
sw2336A-ms98-a-0004,6.213500,6.313500,you,I,sd,u-3-1
sw2336A-ms98-a-0004,6.313500,6.713500,decide,I,sd,u-3-1
sw2336A-ms98-a-0004,6.713500,6.935375,to,I,sd,u-3-1
sw2336A-ms98-a-0006,10.263500,10.511125,uh-huh,B,b,u-5-1
sw2336A-ms98-a-0008,20.715750,20.878500,so,B,qy,u-7-1
sw2336A-ms98-a-0008,20.878500,20.958500,you,I,qy,u-7-1
sw2336A-ms98-a-0008,20.958500,21.138500,like,I,qy,u-7-1
sw2336A-ms98-a-0008,21.138500,21.233750,the,I,qy,u-7-1
sw2336A-ms98-a-0008,21.233750,21.610125,Ford,I,qy,u-7-1
sw2336A-ms98-a-0010,25.396375,25.676375,uh-huh,B,b,u-9-1
sw2336A-ms98-a-0012,32.262500,32.542875,uh-huh,B,b,u-11-1
sw2336A-ms98-a-0014,44.528125,44.852125,uh-huh,B,b,u-13-1
sw2336A-ms98-a-0016,46.966875,47.380875,right,B,b,u-15-1
sw2336A-ms98-a-0018,59.640625,60.004750,uh-huh,B,b,u-17-1
sw2336A-ms98-a-0018,60.524625,60.838250,Yeah,B,b,u-17-2
sw2336A-ms98-a-0018,60.838250,61.112750,it's,B,%,u-17-3
sw2336A-ms98-a-0018,61.112750,61.478500,the,I,%,u-17-3
sw2336A-ms98-a-0018,61.723375,62.028250,this,B,%,u-17-4
sw2336A-ms98-a-0018,62.028250,62.248250,the,B,sd,u-17-5
sw2336A-ms98-a-0018,62.248250,62.488250,car,I,sd,u-17-5
sw2336A-ms98-a-0018,62.488250,62.588250,i,I,sd,u-17-5
sw2336A-ms98-a-0018,62.588250,62.798250,had,I,sd,u-17-5
sw2336A-ms98-a-0018,62.798250,63.068250,before,I,sd,u-17-5
sw2336A-ms98-a-0018,63.068250,63.298250,this,I,sd,u-17-5
sw2336A-ms98-a-0018,63.298250,63.388250,one,I,sd,u-17-5
sw2336A-ms98-a-0018,63.388250,63.558250,was,I,sd,u-17-5
sw2336A-ms98-a-0018,63.558250,63.628250,a,I,sd,u-17-5
sw2336A-ms98-a-0018,63.628250,64.141500,Thunderbird,I,sd,u-17-5
sw2336A-ms98-a-0018,64.537000,64.728250,as,B,+,u-19-1
sw2336A-ms98-a-0018,64.728250,64.768250,a,I,+,u-19-1
sw2336A-ms98-a-0018,64.768250,64.938250,matter,I,+,u-19-1
sw2336A-ms98-a-0018,64.938250,64.998250,of,I,+,u-19-1
sw2336A-ms98-a-0018,64.998250,65.338250,fact,I,+,u-19-1
sw2336A-ms98-a-0018,65.338250,65.558250,and,B,sd,u-19-2
sw2336A-ms98-a-0018,65.558250,65.728250,uh,I,sd,u-19-2
sw2336A-ms98-a-0018,65.728250,65.798250,i,I,sd,u-19-2
sw2336A-ms98-a-0018,65.798250,66.118250,loved,I,sd,u-19-2
sw2336A-ms98-a-0018,66.118250,66.288250,it,I,sd,u-19-2
sw2336A-ms98-a-0018,66.288250,66.358250,i,B,sd,u-19-3
sw2336A-ms98-a-0018,66.358250,66.608250,really,I,sd,u-19-3
sw2336A-ms98-a-0018,66.608250,66.969750,did,I,sd,u-19-3
sw2336A-ms98-a-0019,67.544250,67.948250,But,B,sd,u-19-4
sw2336A-ms98-a-0019,67.948250,68.218250,uh,I,sd,u-19-4
sw2336A-ms98-a-0019,68.218250,68.517625,um,I,sd,u-19-4
sw2336A-ms98-a-0019,68.517625,68.728250,i,I,sd,u-19-4
sw2336A-ms98-a-0019,68.728250,69.128250,finally,I,sd,u-19-4
sw2336A-ms98-a-0019,69.128250,69.578250,decided,I,sd,u-19-4
sw2336A-ms98-a-0019,69.578250,69.688250,to,I,sd,u-19-4
sw2336A-ms98-a-0019,69.688250,70.085125,go,I,sd,u-19-4
sw2336A-ms98-a-0019,70.243250,70.518250,check,I,sd,u-19-4
sw2336A-ms98-a-0019,70.518250,70.768250,out,I,sd,u-19-4
sw2336A-ms98-a-0019,70.768250,71.008625,what,I,sd,u-19-4
sw2336A-ms98-a-0019,71.008625,71.178875,the,I,sd,u-19-4
sw2336A-ms98-a-0019,71.178875,71.628250,uh,I,sd,u-19-4
sw2336A-ms98-a-0019,71.873125,72.139750,what,I,sd,u-19-4
sw2336A-ms98-a-0019,72.139750,72.349000,the,I,sd,u-19-4
sw2336A-ms98-a-0019,72.349000,72.815625,uh,I,sd,u-19-4
sw2336A-ms98-a-0019,73.184750,73.508250,foreign,I,sd,u-19-4
sw2336A-ms98-a-0019,73.508250,73.778250,cars,I,sd,u-19-4
sw2336A-ms98-a-0019,73.778250,73.908250,were,I,sd,u-19-4
sw2336A-ms98-a-0019,73.908250,74.078250,So,B,sd,u-19-5
sw2336A-ms98-a-0019,74.078250,74.158250,i,I,sd,u-19-5
sw2336A-ms98-a-0019,74.158250,74.348250,bought,I,sd,u-19-5
sw2336A-ms98-a-0019,74.348250,74.764750,myself,I,sd,u-19-5
sw2336A-ms98-a-0019,74.764750,75.239250,a,I,sd,u-19-5
sw2336A-ms98-a-0019,75.239250,75.501875,a,I,sd,u-19-5
sw2336A-ms98-a-0019,75.788125,75.888250,a,I,sd,u-19-5
sw2336A-ms98-a-0019,75.888250,76.341750,Nissan,I,sd,u-19-5
sw2336A-ms98-a-0019,76.718375,77.088250,a,B,+,u-21-1
sw2336A-ms98-a-0019,77.088250,77.228250,two,I,+,u-21-1
sw2336A-ms98-a-0019,77.228250,77.468250,forty,I,+,u-21-1
sw2336A-ms98-a-0019,77.468250,77.628250,S,I,+,u-21-1
sw2336A-ms98-a-0019,77.628250,77.983750,X,I,+,u-21-1
sw2336A-ms98-a-0020,78.662625,78.928375,But,B,sd,u-21-2
sw2336A-ms98-a-0020,78.928375,79.428375,even,I,sd,u-21-2
sw2336A-ms98-a-0020,79.428375,79.578375,though,I,sd,u-21-2
sw2336A-ms98-a-0020,79.578375,79.658375,i,I,sd,u-21-2
sw2336A-ms98-a-0020,79.658375,79.878375,love,I,sd,u-21-2
sw2336A-ms98-a-0020,79.878375,79.938375,the,I,sd,u-21-2
sw2336A-ms98-a-0020,79.938375,80.138375,car,I,sd,u-21-2
sw2336A-ms98-a-0020,80.138375,80.318375,i've,I,sd,u-21-2
sw2336A-ms98-a-0020,80.318375,80.498375,got,I,sd,u-21-2
sw2336A-ms98-a-0020,80.498375,80.930375,now,I,sd,u-21-2
sw2336A-ms98-a-0020,80.930375,81.058375,i,I,sd,u-21-2
sw2336A-ms98-a-0020,81.058375,81.358375,think,I,sd,u-21-2
sw2336A-ms98-a-0020,81.358375,81.438375,my,I,sd,u-21-2
sw2336A-ms98-a-0020,81.438375,81.688375,next,I,sd,u-21-2
sw2336A-ms98-a-0020,81.688375,81.868375,car,I,sd,u-21-2
sw2336A-ms98-a-0020,81.868375,81.968375,will,I,sd,u-21-2
sw2336A-ms98-a-0020,81.968375,82.428375,probably,I,sd,u-21-2
sw2336A-ms98-a-0020,82.428375,82.811500,be,I,sd,u-21-2
sw2336A-ms98-a-0020,82.811500,83.328375,American,I,sd,u-21-2
sw2336A-ms98-a-0020,83.328375,83.598375,again,I,sd,u-21-2
sw2336A-ms98-a-0020,83.598375,84.030250,because,B,+,u-23-1
sw2336A-ms98-a-0020,84.354125,84.498375,if,I,+,u-23-1
sw2336A-ms98-a-0020,84.498375,84.588375,i,I,+,u-23-1
sw2336A-ms98-a-0020,84.588375,84.738375,can,I,+,u-23-1
sw2336A-ms98-a-0020,84.738375,84.828375,at,I,+,u-23-1
sw2336A-ms98-a-0020,84.828375,84.978375,all,I,+,u-23-1
sw2336A-ms98-a-0020,84.978375,85.138375,do,I,+,u-23-1
sw2336A-ms98-a-0020,85.138375,85.238375,it,I,+,u-23-1
sw2336A-ms98-a-0020,85.238375,85.368375,i'd,I,+,u-23-1
sw2336A-ms98-a-0020,85.368375,85.488375,like,I,+,u-23-1
sw2336A-ms98-a-0020,85.488375,85.558375,to,I,+,u-23-1
sw2336A-ms98-a-0020,85.558375,85.778375,stay,I,+,u-23-1
sw2336A-ms98-a-0020,85.778375,86.138375,American,I,+,u-23-1
sw2336A-ms98-a-0020,86.138375,86.178375,i,B,sd,u-23-2
sw2336A-ms98-a-0020,86.178375,86.368375,always,I,sd,u-23-2
sw2336A-ms98-a-0020,86.368375,86.688375,have,I,sd,u-23-2
sw2336A-ms98-a-0020,86.688375,86.818375,up,I,sd,u-23-2
sw2336A-ms98-a-0020,86.818375,87.038375,until,I,sd,u-23-2
sw2336A-ms98-a-0020,87.038375,87.218375,now,I,sd,u-23-2
sw2336A-ms98-a-0020,87.218375,87.298375,i,B,sd,u-23-3
sw2336A-ms98-a-0020,87.298375,87.654875,just,I,sd,u-23-3
sw2336A-ms98-a-0020,87.767875,87.948375,for,I,sd,u-23-3
sw2336A-ms98-a-0020,87.948375,88.188375,one,I,sd,u-23-3
sw2336A-ms98-a-0020,88.188375,88.448375,time,I,sd,u-23-3
sw2336A-ms98-a-0020,88.448375,88.818375,decided,I,sd,u-23-3
sw2336A-ms98-a-0020,88.818375,88.898375,to,I,sd,u-23-3
sw2336A-ms98-a-0020,88.898375,89.058375,go,I,sd,u-23-3
sw2336A-ms98-a-0020,89.058375,89.578375,outside,I,sd,u-23-3
sw2336A-ms98-a-0020,89.578375,89.865875,So,B,%,u-23-4
sw2336A-ms98-a-0022,94.269250,94.543125,uh-huh,B,b,u-25-1
sw2336A-ms98-a-0024,96.535250,96.861375,uh-huh,B,b,u-27-1
sw2336A-ms98-a-0026,115.026875,115.367625,right,B,b,u-29-1
sw2336A-ms98-a-0028,118.738500,119.055375,uh-huh,B,b,u-31-1
sw2336A-ms98-a-0030,133.499375,133.883250,uh-huh,B,b,u-33-1
sw2336A-ms98-a-0032,141.676875,141.797750,well,B,sv,u-35-1
sw2336A-ms98-a-0032,141.797750,142.157750,Ford's,I,sv,u-35-1
sw2336A-ms98-a-0032,142.157750,142.357750,done,I,sv,u-35-1
