sw4079B-ms98-a-0002,1.026000,1.453250,[vocalized-noise],O,,
sw4079B-ms98-a-0003,6.639750,7.027875,well,B,sd,u-2-1
sw4079B-ms98-a-0003,7.027875,7.569250,uh,I,sd,u-2-1
sw4079B-ms98-a-0003,7.991250,8.089125,i,I,sd,u-2-1
sw4079B-ms98-a-0003,8.089125,8.257875,don't,I,sd,u-2-1
sw4079B-ms98-a-0003,8.257875,8.397875,know,I,sd,u-2-1
sw4079B-ms98-a-0003,8.397875,8.497875,that,I,sd,u-2-1
sw4079B-ms98-a-0003,8.497875,8.617875,we,I,sd,u-2-1
sw4079B-ms98-a-0003,8.617875,8.907875,really,I,sd,u-2-1
sw4079B-ms98-a-0003,8.907875,9.117875,have,I,sd,u-2-1
sw4079B-ms98-a-0003,9.117875,9.207875,a,I,sd,u-2-1
sw4079B-ms98-a-0003,9.207875,9.567875,budget,I,sd,u-2-1
sw4079B-ms98-a-0003,9.567875,9.647875,i,B,sd,u-2-2
sw4079B-ms98-a-0003,9.647875,9.817875,have,I,sd,u-2-2
sw4079B-ms98-a-0003,9.817875,9.877875,a,I,sd,u-2-2
sw4079B-ms98-a-0003,9.877875,10.147875,set,I,sd,u-2-2
sw4079B-ms98-a-0003,10.147875,10.517875,amount,I,sd,u-2-2
sw4079B-ms98-a-0003,10.517875,10.737875,that,I,sd,u-2-2
sw4079B-ms98-a-0003,10.737875,11.011375,i,I,sd,u-2-2
sw4079B-ms98-a-0003,11.011375,11.197875,that,I,sd,u-2-2
sw4079B-ms98-a-0003,11.197875,11.267875,i,I,sd,u-2-2
sw4079B-ms98-a-0003,11.267875,11.707875,save,I,sd,u-2-2
sw4079B-ms98-a-0003,11.707875,12.225875,actually,B,sd,u-2-3
sw4079B-ms98-a-0003,12.225875,12.657875,well,I,sd,u-2-3
sw4079B-ms98-a-0003,12.657875,12.997875,actually,I,sd,u-2-3
sw4079B-ms98-a-0003,12.997875,13.157875,there,I,sd,u-2-3
sw4079B-ms98-a-0003,13.157875,13.317875,is,I,sd,u-2-3
sw4079B-ms98-a-0003,13.317875,13.497875,a,I,sd,u-2-3
