sw3229B-ms98-a-0003,8.558500,8.851125,um-hum,B,b,u-2-1
sw3229B-ms98-a-0005,12.970125,13.277625,um-hum,B,b,u-4-1
sw3229B-ms98-a-0007,17.030625,17.434250,yes,B,aa,u-6-1
sw3229B-ms98-a-0009,29.248375,29.428375,i,B,b,u-8-1
sw3229B-ms98-a-0009,29.428375,29.608375,see,I,b,u-8-1
sw3229B-ms98-a-0011,32.759250,32.946375,so,B,qw,u-10-1
sw3229B-ms98-a-0011,32.946375,33.126375,what,I,qw,u-10-1
sw3229B-ms98-a-0011,33.126375,33.246375,what,I,qw,u-10-1
sw3229B-ms98-a-0011,33.246375,33.306375,do,I,qw,u-10-1
sw3229B-ms98-a-0011,33.306375,33.396375,you,I,qw,u-10-1
sw3229B-ms98-a-0011,33.396375,33.626375,use,I,qw,u-10-1
sw3229B-ms98-a-0011,33.626375,33.766375,for,I,qw,u-10-1
sw3229B-ms98-a-0011,33.766375,34.366375,cookbooks,I,qw,u-10-1
sw3229B-ms98-a-0013,40.844375,41.174125,um-hum,B,b,u-12-1
sw3229B-ms98-a-0013,41.771125,42.145625,um-hum,B,b^r,u-12-2
sw3229B-ms98-a-0015,49.531375,49.820250,um-hum,B,b,u-14-1
sw3229B-ms98-a-0017,51.552625,51.850125,um-hum,B,b,u-16-1
sw3229B-ms98-a-0019,55.794125,56.074125,um-hum,B,b,u-18-1
sw3229B-ms98-a-0021,60.136125,60.516875,right,B,b,u-20-1
sw3229B-ms98-a-0023,64.653500,64.963500,well,B,sd,u-22-1
sw3229B-ms98-a-0023,64.963500,65.118750,i-,I,sd,u-22-1
sw3229B-ms98-a-0023,65.118750,65.388250,i-,I,sd,u-22-1
sw3229B-ms98-a-0023,65.388250,65.548750,i,I,sd,u-22-1
sw3229B-ms98-a-0023,65.548750,65.796500,think,I,sd,u-22-1
sw3229B-ms98-a-0023,65.864250,66.063500,we,I,sd,u-22-1
sw3229B-ms98-a-0023,66.063500,66.303500,come,I,sd,u-22-1
sw3229B-ms98-a-0023,66.303500,66.643500,from,I,sd,u-22-1
sw3229B-ms98-a-0023,66.643500,66.813500,from,I,sd,u-22-1
sw3229B-ms98-a-0023,66.813500,67.083500,different,I,sd,u-22-1
sw3229B-ms98-a-0023,67.083500,67.683500,backgrounds,I,sd,u-22-1
sw3229B-ms98-a-0023,67.683500,68.143500,um,I,sd,u-22-1
sw3229B-ms98-a-0023,68.143500,68.651500,so,B,%,u-22-2
sw3229B-ms98-a-0023,68.760375,68.913500,the,I,%,u-22-2
sw3229B-ms98-a-0023,68.913500,69.069375,the,O,,
sw3229B-ms98-a-0024,69.658000,69.910000,i-,O,,
sw3229B-ms98-a-0024,69.910000,70.080000,i-,O,,
sw3229B-ms98-a-0024,70.080000,70.355375,i,B,%,u-24-1
sw3229B-ms98-a-0024,70.460875,70.710000,start,O,,
sw3229B-ms98-a-0024,70.710000,70.800000,with,O,,
sw3229B-ms98-a-0024,70.800000,71.083875,different,O,,
sw3229B-ms98-a-0024,71.260000,71.380000,you,B,%,u-24-2
sw3229B-ms98-a-0024,71.380000,71.510000,know,I,%,u-24-2
sw3229B-ms98-a-0024,71.510000,71.630000,have,B,sv,u-24-3
sw3229B-ms98-a-0024,71.630000,71.870000,different,I,sv,u-24-3
sw3229B-ms98-a-0024,71.870000,72.290000,perspectives,I,sv,u-24-3
sw3229B-ms98-a-0024,72.290000,72.390000,that,I,sv,u-24-3
sw3229B-ms98-a-0024,72.390000,72.460000,you,I,sv,u-24-3
sw3229B-ms98-a-0024,72.460000,72.613250,are,I,sv,u-24-3
sw3229B-ms98-a-0024,73.287375,73.451750,i,B,sd,u-24-4
