sw3563A-ms98-a-0002,1.411250,1.721250,okay,B,b,u-2-1
sw3563A-ms98-a-0002,1.721250,2.171250,Lucille,B,sd,u-2-2
sw3563A-ms98-a-0002,2.171250,2.311250,i'm,I,sd,u-2-2
sw3563A-ms98-a-0002,2.311250,2.631250,Ron,O,,
sw3563A-ms98-a-0002,2.801250,3.061250,Ron,O,,
sw3563A-ms98-a-0002,3.061250,3.471250,Moore,O,,
sw3563A-ms98-a-0003,4.646500,5.087625,and,B,sd^t,u-4-1
sw3563A-ms98-a-0003,5.691125,5.842000,our,I,sd^t,u-4-1
sw3563A-ms98-a-0003,5.842000,6.068000,top[ic]-,I,sd^t,u-4-1
sw3563A-ms98-a-0003,6.407000,6.617000,okay,I,sd^t,u-4-1
sw3563A-ms98-a-0003,6.617000,6.737000,our,I,sd^t,u-4-1
sw3563A-ms98-a-0003,6.737000,7.207000,topic,I,sd^t,u-4-1
sw3563A-ms98-a-0003,7.207000,7.377000,was,I,sd^t,u-4-1
sw3563A-ms98-a-0003,7.377000,7.477000,did,B,qy^t,u-4-2
sw3563A-ms98-a-0003,7.477000,7.537000,you,I,qy^t,u-4-2
sw3563A-ms98-a-0003,7.537000,7.657000,hear,I,qy^t,u-4-2
sw3563A-ms98-a-0003,7.657000,7.727000,our,I,qy^t,u-4-2
sw3563A-ms98-a-0003,7.727000,8.177000,topic,I,qy^t,u-4-2
sw3563A-ms98-a-0003,9.407000,9.487000,all,B,aa,u-6-1
sw3563A-ms98-a-0003,9.487000,9.757000,right,I,aa,u-6-1
sw3563A-ms98-a-0003,9.757000,10.585500,basketball,B,sd^t,u-6-2
sw3563A-ms98-a-0003,11.083375,11.267000,i,B,sv,u-8-1
sw3563A-ms98-a-0003,11.267000,11.577000,guess,I,sv,u-8-1
sw3563A-ms98-a-0003,11.577000,11.747000,i'm,I,sv,u-8-1
sw3563A-ms98-a-0003,12.357000,12.697000,[laughter-probably],I,sv,u-8-1
sw3563A-ms98-a-0003,12.697000,12.737000,[laughter-a],I,sv,u-8-1
sw3563A-ms98-a-0003,12.737000,12.917000,[laughter-lot],I,sv,u-8-1
sw3563A-ms98-a-0003,12.917000,13.167000,like,I,sv,u-8-1
sw3563A-ms98-a-0003,13.167000,13.337000,you,I,sv,u-8-1
sw3563A-ms98-a-0003,13.337000,13.457000,i'm,B,sd,u-8-2
sw3563A-ms98-a-0003,13.457000,13.527000,a,I,sd,u-8-2
sw3563A-ms98-a-0003,13.527000,13.937000,Dallas,I,sd,u-8-2
sw3563A-ms98-a-0003,13.937000,14.277000,Maverick,I,sd,u-8-2
sw3563A-ms98-a-0003,14.277000,14.657000,fan,I,sd,u-8-2
sw3563A-ms98-a-0005,20.120250,20.400250,well,B,sd,u-10-1
sw3563A-ms98-a-0005,20.400250,20.550250,unf[ortunately]-,I,sd,u-10-1
