sw2107B-ms98-a-0003,2.304750,2.468500,yes,B,ny,u-2-1
sw2107B-ms98-a-0003,2.468500,2.580875,i,B,sd^e,u-2-2
sw2107B-ms98-a-0003,2.580875,2.674000,have,I,sd^e,u-2-2
sw2107B-ms98-a-0003,2.787000,2.959250,four,I,sd^e,u-2-2
sw2107B-ms98-a-0003,2.959250,3.384375,cats,I,sd^e,u-2-2
sw2107B-ms98-a-0004,4.547500,4.627500,a[bout]-,O,,
sw2107B-ms98-a-0004,4.627500,5.017500,well,B,sd,u-4-1
sw2107B-ms98-a-0004,5.017500,5.117500,they,I,sd,u-4-1
sw2107B-ms98-a-0004,5.117500,5.657500,range,I,sd,u-4-1
sw2107B-ms98-a-0004,5.657500,6.264250,from,I,sd,u-4-1
sw2107B-ms98-a-0004,6.362125,6.517500,let's,I,sd,u-4-1
sw2107B-ms98-a-0004,6.517500,6.852500,see,I,sd,u-4-1
sw2107B-ms98-a-0004,7.229250,7.543750,about,I,sd,u-4-1
sw2107B-ms98-a-0004,7.800500,7.924750,a,I,sd,u-4-1
sw2107B-ms98-a-0004,7.924750,8.257500,year,I,sd,u-4-1
sw2107B-ms98-a-0004,8.257500,8.387500,and,I,sd,u-4-1
sw2107B-ms98-a-0004,8.387500,8.437500,a,I,sd,u-4-1
sw2107B-ms98-a-0004,8.437500,8.937500,half,I,sd,u-4-1
sw2107B-ms98-a-0004,8.937500,9.474875,to,I,sd,u-4-1
sw2107B-ms98-a-0004,9.828875,10.057500,nine,I,sd,u-4-1
sw2107B-ms98-a-0004,10.057500,10.237500,years,I,sd,u-4-1
sw2107B-ms98-a-0004,10.237500,10.527500,old,I,sd,u-4-1
sw2107B-ms98-a-0005,11.558500,12.063750,yes,B,b,u-6-1
sw2107B-ms98-a-0007,16.631375,16.758000,oh,B,bk,u-8-1
sw2107B-ms98-a-0007,16.758000,17.009750,okay,I,bk,u-8-1
sw2107B-ms98-a-0007,17.009750,17.190625,[vocalized-noise],O,,
sw2107B-ms98-a-0007,17.190625,17.377750,get,B,sd,u-8-2
sw2107B-ms98-a-0007,17.377750,17.537750,so,I,sd,u-8-2
sw2107B-ms98-a-0007,17.537750,18.047750,attached,I,sd,u-8-2
sw2107B-ms98-a-0007,18.047750,18.216000,to,I,sd,u-8-2
sw2107B-ms98-a-0007,18.216000,18.438750,them,I,sd,u-8-2
sw2107B-ms98-a-0009,21.742750,22.242750,oh,B,b,u-10-1
sw2107B-ms98-a-0011,26.542625,26.831500,oh,B,ba,u-12-1
sw2107B-ms98-a-0011,26.831500,27.828875,no,I,ba,u-12-1
sw2107B-ms98-a-0013,31.325125,31.825250,uh-huh,B,b,u-14-1
sw2107B-ms98-a-0015,34.803000,35.101750,yeah,O,,
sw2107B-ms98-a-0017,37.010375,37.349125,um-hum,B,b,u-16-2
sw2107B-ms98-a-0019,41.573250,41.994750,yes,B,b,u-18-1
sw2107B-ms98-a-0019,41.994750,42.080000,i,B,ba,u-18-2
sw2107B-ms98-a-0019,42.080000,42.668375,understand,I,ba,u-18-2
sw2107B-ms98-a-0021,45.089625,45.267125,oh,B,ba,u-20-1
sw2107B-ms98-a-0021,45.267125,45.411000,no,I,ba,u-20-1
sw2107B-ms98-a-0021,45.411000,45.621000,i,B,ba,u-20-2
sw2107B-ms98-a-0021,45.621000,46.241000,understand,I,ba,u-20-2
sw2107B-ms98-a-0021,46.241000,46.442250,we,B,sd,u-20-3
sw2107B-ms98-a-0021,46.442250,46.585375,have,I,sd,u-20-3
sw2107B-ms98-a-0021,47.146250,47.369875,uh,I,sd,u-20-3
sw2107B-ms98-a-0021,47.554500,47.741000,we've,I,sd,u-20-3
sw2107B-ms98-a-0021,47.741000,48.011000,gone,I,sd,u-20-3
sw2107B-ms98-a-0021,48.011000,48.181000,through,I,sd,u-20-3
sw2107B-ms98-a-0021,48.181000,48.291000,the,I,sd,u-20-3
sw2107B-ms98-a-0021,48.291000,48.671000,same,I,sd,u-20-3
sw2107B-ms98-a-0021,48.671000,48.951000,thing,I,sd,u-20-3
sw2107B-ms98-a-0021,48.951000,49.091000,with,I,sd,u-20-3
sw2107B-ms98-a-0021,49.091000,49.479625,ours,I,sd,u-20-3
sw2107B-ms98-a-0021,49.479625,49.697000,we've,B,sd,u-20-4
sw2107B-ms98-a-0021,49.697000,49.845375,cut,I,sd,u-20-4
sw2107B-ms98-a-0021,49.845375,49.980750,you,I,sd,u-20-4
sw2107B-ms98-a-0021,49.980750,50.053000,know,I,sd,u-20-4
sw2107B-ms98-a-0021,50.053000,50.154875,they've,I,sd,u-20-4
sw2107B-ms98-a-0021,50.154875,50.371625,been,I,sd,u-20-4
sw2107B-ms98-a-0021,50.371625,50.706000,ill,I,sd,u-20-4
sw2107B-ms98-a-0021,50.706000,50.812875,i,B,sd,u-20-5
sw2107B-ms98-a-0021,50.812875,50.974875,mean,I,sd,u-20-5
sw2107B-ms98-a-0021,50.974875,51.101625,i,I,sd,u-20-5
sw2107B-ms98-a-0021,51.101625,51.287875,take,I,sd,u-20-5
sw2107B-ms98-a-0021,51.287875,51.501000,off,I,sd,u-20-5
sw2107B-ms98-a-0021,51.501000,51.961000,work,I,sd,u-20-5
sw2107B-ms98-a-0021,52.251000,52.341000,to,B,+,u-22-1
sw2107B-ms98-a-0021,52.341000,52.541000,take,I,+,u-22-1
sw2107B-ms98-a-0021,52.541000,52.701000,care,I,+,u-22-1
sw2107B-ms98-a-0021,52.701000,52.791000,of,I,+,u-22-1
sw2107B-ms98-a-0021,52.791000,52.881000,my,I,+,u-22-1
sw2107B-ms98-a-0021,52.881000,53.391000,cats,I,+,u-22-1
sw2107B-ms98-a-0021,53.391000,53.461000,you,I,+,u-22-1
sw2107B-ms98-a-0021,53.461000,53.621000,know,I,+,u-22-1
sw2107B-ms98-a-0021,53.621000,53.722000,th[e]-,O,,
sw2107B-ms98-a-0021,54.166500,54.283625,my,B,sd,u-22-2
sw2107B-ms98-a-0021,54.283625,54.532250,boss,I,sd,u-22-2
sw2107B-ms98-a-0021,54.532250,54.726250,thinks,I,sd,u-22-2
sw2107B-ms98-a-0021,54.726250,54.850500,i'm,I,sd,u-22-2
sw2107B-ms98-a-0021,54.850500,55.341750,absolutely,I,sd,u-22-2
sw2107B-ms98-a-0021,55.341750,55.770125,crazy,I,sd,u-22-2
