sw2022B-ms98-a-0002,8.864250,9.291000,uh-huh,B,b,u-2-1
sw2022B-ms98-a-0004,14.619000,15.099000,uh-huh,B,b,u-4-1
sw2022B-ms98-a-0006,43.927000,44.476125,uh-huh,B,b,u-6-1
sw2022B-ms98-a-0007,46.124750,46.809000,uh-huh,O,,
sw2022B-ms98-a-0009,48.714375,48.854375,a,B,b,u-8-1
sw2022B-ms98-a-0009,48.854375,49.174375,running,I,b,u-8-1
sw2022B-ms98-a-0009,49.174375,49.615875,total,I,b,u-8-1
sw2022B-ms98-a-0010,51.107750,51.637750,yeah,B,b,u-10-1
sw2022B-ms98-a-0011,53.135000,53.435000,uh,B,sd,u-12-1
sw2022B-ms98-a-0011,53.435000,53.755000,we've,I,sd,u-12-1
sw2022B-ms98-a-0011,53.995000,54.245000,we've,I,sd,u-12-1
sw2022B-ms98-a-0011,54.245000,54.522875,uh,I,sd,u-12-1
sw2022B-ms98-a-0011,54.696125,55.035000,taken,I,sd,u-12-1
sw2022B-ms98-a-0011,55.035000,55.232750,how,I,sd,u-12-1
sw2022B-ms98-a-0011,55.232750,55.458750,much,I,sd,u-12-1
sw2022B-ms98-a-0011,55.458750,55.575000,we,I,sd,u-12-1
sw2022B-ms98-a-0011,55.575000,55.941375,have,I,sd,u-12-1
sw2022B-ms98-a-0011,56.088250,56.295000,you,I,sd,u-12-1
sw2022B-ms98-a-0011,56.295000,56.415000,know,I,sd,u-12-1
sw2022B-ms98-a-0011,56.415000,56.615000,write,I,sd,u-12-1
sw2022B-ms98-a-0011,56.615000,56.855000,down,I,sd,u-12-1
sw2022B-ms98-a-0011,56.855000,56.965000,how,I,sd,u-12-1
sw2022B-ms98-a-0011,56.965000,57.306125,much,I,sd,u-12-1
sw2022B-ms98-a-0012,57.742000,57.892000,we,I,sd,u-12-1
sw2022B-ms98-a-0012,57.892000,58.112000,have,I,sd,u-12-1
sw2022B-ms98-a-0012,58.112000,58.472000,coming,I,sd,u-12-1
sw2022B-ms98-a-0012,58.472000,58.602000,in,I,sd,u-12-1
sw2022B-ms98-a-0012,58.602000,58.872000,each,I,sd,u-12-1
sw2022B-ms98-a-0012,58.872000,59.442000,month,I,sd,u-12-1
sw2022B-ms98-a-0012,59.442000,59.652000,and,B,%,u-12-2
sw2022B-ms98-a-0012,59.652000,59.872000,then,I,%,u-12-2
