sw3120A-ms98-a-0002,1.753875,2.043375,okay,B,b,u-2-1
sw3120A-ms98-a-0004,4.323750,4.691750,yes,B,ny,u-4-1
sw3120A-ms98-a-0004,4.691750,4.776125,i,B,sd^e,u-4-2
sw3120A-ms98-a-0004,4.776125,5.197250,did,I,sd^e,u-4-2
sw3120A-ms98-a-0005,6.169250,6.309250,i,B,sd,u-6-1
sw3120A-ms98-a-0005,6.309250,6.529250,went,I,sd,u-6-1
sw3120A-ms98-a-0005,6.529250,6.699250,to,I,sd,u-6-1
sw3120A-ms98-a-0005,6.699250,6.899250,a,I,sd,u-6-1
sw3120A-ms98-a-0005,6.899250,7.459250,small,I,sd,u-6-1
sw3120A-ms98-a-0005,7.459250,7.839250,liberal,I,sd,u-6-1
sw3120A-ms98-a-0005,7.839250,8.239250,arts,I,sd,u-6-1
sw3120A-ms98-a-0005,8.239250,8.695875,college,I,sd,u-6-1
sw3120A-ms98-a-0005,8.801375,8.955125,in,I,sd,u-6-1
sw3120A-ms98-a-0005,8.955125,9.704375,Virginia,I,sd,u-6-1
sw3120A-ms98-a-0006,10.305000,10.869750,um,B,sd,u-8-1
sw3120A-ms98-a-0006,11.060875,11.205000,it,I,sd,u-8-1
sw3120A-ms98-a-0006,11.205000,11.486000,was,I,sd,u-8-1
sw3120A-ms98-a-0006,11.866375,12.415000,Sweeper,I,sd,u-8-1
sw3120A-ms98-a-0006,12.415000,12.945000,College,I,sd,u-8-1
sw3120A-ms98-a-0006,12.945000,13.132750,it,I,sd,u-8-1
sw3120A-ms98-a-0006,13.359375,13.419625,w[as]-,I,sd,u-8-1
sw3120A-ms98-a-0006,13.419625,13.675000,about,I,sd,u-8-1
sw3120A-ms98-a-0006,13.675000,14.045000,seven,I,sd,u-8-1
sw3120A-ms98-a-0006,14.045000,14.405000,hundred,I,sd,u-8-1
sw3120A-ms98-a-0006,14.405000,14.525000,and,I,sd,u-8-1
sw3120A-ms98-a-0006,14.525000,14.896875,fifty,I,sd,u-8-1
sw3120A-ms98-a-0006,14.896875,15.733250,students,I,sd,u-8-1
sw3120A-ms98-a-0006,15.850125,16.105875,i,B,sd,u-8-2
sw3120A-ms98-a-0006,16.105875,16.395000,had,I,sd,u-8-2
sw3120A-ms98-a-0007,16.766625,17.075500,gone,I,sd,u-8-2
sw3120A-ms98-a-0007,17.075500,17.186875,to,I,sd,u-8-2
sw3120A-ms98-a-0007,17.186875,17.266625,a,I,sd,u-8-2
sw3120A-ms98-a-0007,17.266625,17.846625,small,I,sd,u-8-2
sw3120A-ms98-a-0008,18.579000,19.249000,school,I,sd,u-8-2
sw3120A-ms98-a-0008,19.249000,19.669000,growing,I,sd,u-8-2
sw3120A-ms98-a-0008,19.669000,20.144125,up,I,sd,u-8-2
sw3120A-ms98-a-0008,20.289000,20.619000,uh,I,sd,u-8-2
sw3120A-ms98-a-0009,21.807000,21.947000,and,B,sd,u-8-3
sw3120A-ms98-a-0009,21.947000,22.007000,a,I,sd,u-8-3
sw3120A-ms98-a-0009,22.007000,22.187000,lot,I,sd,u-8-3
sw3120A-ms98-a-0009,22.187000,22.317000,of,I,sd,u-8-3
sw3120A-ms98-a-0009,22.317000,22.437000,my,I,sd,u-8-3
sw3120A-ms98-a-0009,22.437000,22.887000,friends,I,sd,u-8-3
sw3120A-ms98-a-0009,22.887000,23.167000,went,I,sd,u-8-3
sw3120A-ms98-a-0011,24.746500,24.896500,to,I,sd,u-8-3
sw3120A-ms98-a-0011,24.896500,25.356500,[univerty/university],I,sd,u-8-3
sw3120A-ms98-a-0011,25.696500,26.116500,-[Uni]versity,I,sd,u-8-3
sw3120A-ms98-a-0011,26.116500,26.313125,of,I,sd,u-8-3
sw3120A-ms98-a-0011,26.313125,26.946500,Michigan,I,sd,u-8-3
sw3120A-ms98-a-0011,26.946500,27.176500,but,B,sd,u-8-4
sw3120A-ms98-a-0011,27.176500,27.286500,my,I,sd,u-8-4
sw3120A-ms98-a-0011,27.286500,27.746500,parents,I,sd,u-8-4
sw3120A-ms98-a-0011,27.746500,27.856500,were,I,sd,u-8-4
sw3120A-ms98-a-0011,27.856500,28.326500,retiring,I,sd,u-8-4
sw3120A-ms98-a-0011,28.326500,28.436500,in,I,sd,u-8-4
sw3120A-ms98-a-0011,28.436500,28.706500,South,I,sd,u-8-4
sw3120A-ms98-a-0011,28.706500,29.266500,Carolina,I,sd,u-8-4
sw3120A-ms98-a-0011,29.266500,29.396500,when,I,sd,u-8-4
sw3120A-ms98-a-0011,29.396500,29.556500,i,I,sd,u-8-4
sw3120A-ms98-a-0011,29.556500,30.156500,graduated,I,sd,u-8-4
sw3120A-ms98-a-0011,30.156500,30.436500,and,I,sd,u-8-4
sw3120A-ms98-a-0012,30.752500,31.232500,um,I,sd,u-8-4
sw3120A-ms98-a-0012,31.342500,31.432500,were,I,sd,u-8-4
sw3120A-ms98-a-0012,31.432500,31.762500,looking,I,sd,u-8-4
sw3120A-ms98-a-0012,31.762500,31.972500,for,I,sd,u-8-4
sw3120A-ms98-a-0012,31.972500,32.052500,a,I,sd,u-8-4
sw3120A-ms98-a-0012,32.052500,32.502500,southern,I,sd,u-8-4
sw3120A-ms98-a-0012,32.502500,33.052500,school,I,sd,u-8-4
sw3120A-ms98-a-0012,33.052500,33.204125,and,B,+,u-10-1
sw3120A-ms98-a-0013,33.951625,34.335500,um,I,+,u-10-1
sw3120A-ms98-a-0013,34.569750,34.881625,also,I,+,u-10-1
sw3120A-ms98-a-0013,34.881625,35.051625,U,I,+,u-10-1
sw3120A-ms98-a-0013,35.051625,35.181625,of,I,+,u-10-1
sw3120A-ms98-a-0013,35.181625,35.381625,M,I,+,u-10-1
sw3120A-ms98-a-0013,35.381625,35.741625,seemed,I,+,u-10-1
sw3120A-ms98-a-0013,35.741625,36.441625,overwhelming,I,+,u-10-1
sw3120A-ms98-a-0013,36.441625,36.551625,in,I,+,u-10-1
sw3120A-ms98-a-0013,36.551625,37.082375,size,I,+,u-10-1
sw3120A-ms98-a-0013,37.082375,37.461625,and,B,qo,u-10-2
sw3120A-ms98-a-0014,38.414250,38.814250,um,I,qo,u-10-2
sw3120A-ms98-a-0015,39.589125,39.736500,what,I,qo,u-10-2
sw3120A-ms98-a-0015,39.736500,40.079125,about,I,qo,u-10-2
sw3120A-ms98-a-0015,40.079125,40.469125,you,I,qo,u-10-2
sw3120A-ms98-a-0017,42.673500,43.183500,oh,B,bf,u-12-1
sw3120A-ms98-a-0017,43.183500,43.393500,so,I,bf,u-12-1
sw3120A-ms98-a-0017,43.393500,43.543500,you're,I,bf,u-12-1
sw3120A-ms98-a-0017,43.543500,43.773500,from,I,bf,u-12-1
sw3120A-ms98-a-0017,43.773500,43.843500,the,I,bf,u-12-1
sw3120A-ms98-a-0017,43.843500,44.343500,Midwest,I,bf,u-12-1
sw3120A-ms98-a-0017,44.343500,44.816375,too,I,bf,u-12-1
sw3120A-ms98-a-0019,46.852875,47.198750,um,B,sd,u-14-1
sw3120A-ms98-a-0019,47.198750,47.312875,i,I,sd,u-14-1
sw3120A-ms98-a-0019,47.312875,47.512875,live,I,sd,u-14-1
sw3120A-ms98-a-0019,47.512875,47.612875,in,I,sd,u-14-1
