sw2344A-ms98-a-0001,0.443750,0.913125,hi,B,fp,u-2-1
sw2344A-ms98-a-0002,1.582000,1.802625,my,B,fp,u-4-1
sw2344A-ms98-a-0002,1.802625,1.992000,name's,I,fp,u-4-1
sw2344A-ms98-a-0002,1.992000,2.312000,Ken,I,fp,u-4-1
sw2344A-ms98-a-0003,3.851250,4.391250,and,B,qy,u-6-1
sw2344A-ms98-a-0003,4.391250,5.011250,um,I,qy,u-6-1
sw2344A-ms98-a-0004,5.878750,6.055625,you're,I,qy,u-6-1
sw2344A-ms98-a-0004,6.055625,6.125625,in,I,qy,u-6-1
sw2344A-ms98-a-0004,6.125625,6.605625,Texas,I,qy,u-6-1
sw2344A-ms98-a-0004,6.605625,6.875500,right,B,^g,u-6-2
sw2344A-ms98-a-0005,8.113375,8.783375,everybody's,B,sv,u-8-1
sw2344A-ms98-a-0005,8.783375,8.925125,in,I,sv,u-8-1
sw2344A-ms98-a-0005,8.925125,9.475000,Texas,I,sv,u-8-1
sw2344A-ms98-a-0005,9.475000,9.763375,God,B,fe,u-8-2
sw2344A-ms98-a-0005,9.763375,10.050625,okay,O,,
sw2344A-ms98-a-0006,10.495375,10.755375,i'm,B,sd,u-10-1
sw2344A-ms98-a-0006,10.755375,10.885375,in,I,sd,u-10-1
sw2344A-ms98-a-0006,10.885375,11.335375,Rochester,I,sd,u-10-1
sw2344A-ms98-a-0006,11.335375,11.405375,New,I,sd,u-10-1
sw2344A-ms98-a-0006,11.405375,11.705375,York,I,sd,u-10-1
sw2344A-ms98-a-0006,11.705375,11.995375,everybody,B,sd,u-10-2
sw2344A-ms98-a-0006,11.995375,12.145375,else,I,sd,u-10-2
sw2344A-ms98-a-0006,12.145375,12.325375,but,I,sd,u-10-2
sw2344A-ms98-a-0006,12.375375,12.485375,one,I,sd,u-10-2
sw2344A-ms98-a-0006,12.535375,12.625375,has,I,sd,u-10-2
sw2344A-ms98-a-0006,12.625375,12.725375,been,I,sd,u-10-2
sw2344A-ms98-a-0006,12.725375,12.805375,in,I,sd,u-10-2
sw2344A-ms98-a-0006,12.805375,13.385375,Texas,I,sd,u-10-2
sw2344A-ms98-a-0007,14.235125,14.495125,okay,B,b,u-12-1
sw2344A-ms98-a-0007,14.495125,14.715125,well,B,ad^t,u-12-2
sw2344A-ms98-a-0007,14.715125,14.765125,i,I,ad^t,u-12-2
sw2344A-ms98-a-0007,14.765125,14.955125,guess,I,ad^t,u-12-2
sw2344A-ms98-a-0007,14.955125,15.035125,we,I,ad^t,u-12-2
sw2344A-ms98-a-0007,15.035125,15.335125,should,I,ad^t,u-12-2
sw2344A-ms98-a-0007,15.505125,15.625125,get,I,ad^t,u-12-2
sw2344A-ms98-a-0007,15.625125,15.755125,on,I,ad^t,u-12-2
sw2344A-ms98-a-0007,15.755125,15.895125,with,I,ad^t,u-12-2
sw2344A-ms98-a-0007,15.895125,16.245125,this,I,ad^t,u-12-2
