sw3233A-ms98-a-0002,1.016625,1.914250,okay,B,o,u-1-1
sw3233A-ms98-a-0002,2.506125,3.204375,well,B,sd,u-1-2
sw3233A-ms98-a-0002,3.204375,3.736625,uh,I,sd,u-1-2
sw3233A-ms98-a-0002,3.736625,3.906625,some,I,sd,u-1-2
sw3233A-ms98-a-0002,3.906625,4.006625,of,I,sd,u-1-2
sw3233A-ms98-a-0002,4.006625,4.121500,the,I,sd,u-1-2
sw3233A-ms98-a-0002,4.121500,4.464250,books,I,sd,u-1-2
sw3233A-ms98-a-0002,4.464250,4.756625,i've,I,sd,u-1-2
sw3233A-ms98-a-0002,4.756625,4.976625,read,I,sd,u-1-2
sw3233A-ms98-a-0002,4.976625,5.478125,lately,I,sd,u-1-2
sw3233A-ms98-a-0002,5.651375,5.966625,have,I,sd,u-1-2
sw3233A-ms98-a-0002,5.966625,6.106625,to,I,sd,u-1-2
sw3233A-ms98-a-0002,6.106625,6.316625,do,I,sd,u-1-2
sw3233A-ms98-a-0002,6.316625,6.518625,with,I,sd,u-1-2
sw3233A-ms98-a-0002,6.713750,7.693250,crafty,I,sd,u-1-2
sw3233A-ms98-a-0002,7.877875,8.216625,type,I,sd,u-1-2
sw3233A-ms98-a-0002,8.216625,8.646625,things,I,sd,u-1-2
sw3233A-ms98-a-0002,8.646625,8.806625,where,I,sd,u-1-2
sw3233A-ms98-a-0002,8.806625,9.006625,i've,I,sd,u-1-2
sw3233A-ms98-a-0003,9.874875,10.124875,where,I,sd,u-1-2
sw3233A-ms98-a-0003,10.124875,10.414875,i've,I,sd,u-1-2
sw3233A-ms98-a-0003,10.414875,10.839875,um,I,sd,u-1-2
sw3233A-ms98-a-0003,11.028250,11.434875,learned,I,sd,u-1-2
sw3233A-ms98-a-0003,11.434875,11.684875,things,I,sd,u-1-2
sw3233A-ms98-a-0003,11.684875,11.824875,that,I,sd,u-1-2
sw3233A-ms98-a-0003,11.824875,11.954875,i'm,I,sd,u-1-2
sw3233A-ms98-a-0003,11.954875,12.154875,going,I,sd,u-1-2
sw3233A-ms98-a-0003,12.154875,12.254875,to,I,sd,u-1-2
sw3233A-ms98-a-0003,12.254875,12.434875,do,I,sd,u-1-2
sw3233A-ms98-a-0003,12.434875,12.594875,for,I,sd,u-1-2
sw3233A-ms98-a-0003,12.594875,12.734875,my,I,sd,u-1-2
sw3233A-ms98-a-0003,12.734875,13.234875,children,I,sd,u-1-2
sw3233A-ms98-a-0003,13.234875,13.344875,for,I,sd,u-1-2
sw3233A-ms98-a-0003,13.344875,14.134875,Christmas,I,sd,u-1-2
sw3233A-ms98-a-0004,14.973625,15.593375,and,B,sd,u-3-1
sw3233A-ms98-a-0004,15.775375,15.935375,they,I,sd,u-3-1
sw3233A-ms98-a-0004,15.935375,16.083375,were,I,sd,u-3-1
sw3233A-ms98-a-0004,16.083375,16.606875,really,I,sd,u-3-1
sw3233A-ms98-a-0004,16.606875,16.925375,uh,I,sd,u-3-1
sw3233A-ms98-a-0004,16.925375,17.611750,helpful,I,sd,u-3-1
