sw2071A-ms98-a-0002,1.553000,2.058875,okay,B,o,u-1-1
sw2071A-ms98-a-0002,2.193250,2.577125,Ellen,B,qw,u-1-2
sw2071A-ms98-a-0002,2.755750,2.889375,what,I,qw,u-1-2
sw2071A-ms98-a-0002,2.889375,3.099375,kind,I,qw,u-1-2
sw2071A-ms98-a-0002,3.099375,3.169375,of,I,qw,u-1-2
sw2071A-ms98-a-0002,3.169375,3.219375,a,I,qw,u-1-2
sw2071A-ms98-a-0002,3.219375,3.469375,car,I,qw,u-1-2
sw2071A-ms98-a-0002,3.469375,3.539375,do,I,qw,u-1-2
sw2071A-ms98-a-0002,3.539375,3.629375,you,I,qw,u-1-2
sw2071A-ms98-a-0002,3.629375,3.889375,think,I,qw,u-1-2
sw2071A-ms98-a-0002,3.889375,3.979375,you're,I,qw,u-1-2
sw2071A-ms98-a-0002,3.979375,4.119375,going,I,qw,u-1-2
sw2071A-ms98-a-0002,4.119375,4.189375,to,I,qw,u-1-2
sw2071A-ms98-a-0002,4.189375,4.568250,buy,I,qw,u-1-2
sw2071A-ms98-a-0004,11.891625,13.101750,[laughter],O,,
sw2071A-ms98-a-0006,28.814125,29.260625,yeah,B,b,u-3-1
sw2071A-ms98-a-0008,36.911875,37.010750,oh,B,qy^d,u-5-1
sw2071A-ms98-a-0008,37.010750,37.109000,you,I,qy^d,u-5-1
sw2071A-ms98-a-0008,37.109000,37.269000,do,I,qy^d,u-5-1
sw2071A-ms98-a-0008,37.269000,37.479000,want,I,qy^d,u-5-1
sw2071A-ms98-a-0008,37.479000,37.509000,a,I,qy^d,u-5-1
sw2071A-ms98-a-0008,37.509000,37.689000,lot,I,qy^d,u-5-1
sw2071A-ms98-a-0008,37.689000,37.769000,of,I,qy^d,u-5-1
sw2071A-ms98-a-0008,37.769000,37.949000,that,I,qy^d,u-5-1
sw2071A-ms98-a-0008,37.949000,38.303000,stuff,I,qy^d,u-5-1
sw2071A-ms98-a-0010,43.010500,43.158250,what,B,qw,u-7-1
sw2071A-ms98-a-0010,43.158250,43.448250,kind,I,qw,u-7-1
sw2071A-ms98-a-0010,43.448250,43.708250,of,I,qw,u-7-1
sw2071A-ms98-a-0010,43.708250,44.063125,uh,I,qw,u-7-1
sw2071A-ms98-a-0011,45.246000,45.493000,things,I,qw,u-7-1
sw2071A-ms98-a-0011,45.493000,45.539625,are,I,qw,u-7-1
sw2071A-ms98-a-0011,45.539625,45.699625,you,I,qw,u-7-1
sw2071A-ms98-a-0011,45.699625,45.849625,going,I,qw,u-7-1
sw2071A-ms98-a-0011,45.849625,45.909625,to,I,qw,u-7-1
sw2071A-ms98-a-0011,45.909625,46.669625,consider,I,qw,u-7-1
sw2071A-ms98-a-0011,46.669625,46.759625,you,B,sd,u-7-2
sw2071A-ms98-a-0011,46.759625,47.136125,know,I,sd,u-7-2
sw2071A-ms98-a-0011,47.136125,47.268625,what,I,sd,u-7-2
sw2071A-ms98-a-0011,47.426875,47.848250,uh,I,sd,u-7-2
sw2071A-ms98-a-0011,48.819625,48.909625,you,I,sd,u-7-2
sw2071A-ms98-a-0011,48.909625,49.159625,said,I,sd,u-7-2
sw2071A-ms98-a-0011,49.159625,49.459625,something,I,sd,u-7-2
sw2071A-ms98-a-0011,49.459625,49.772250,about,I,sd,u-7-2
sw2071A-ms98-a-0011,49.772250,50.074875,the,I,sd,u-7-2
sw2071A-ms98-a-0011,50.315875,50.609625,about,I,sd,u-7-2
sw2071A-ms98-a-0011,50.609625,51.066125,the,I,sd,u-7-2
sw2071A-ms98-a-0012,52.435000,52.656125,well,B,t1,u-7-3
sw2071A-ms98-a-0012,52.656125,52.743500,what,I,t1,u-7-3
sw2071A-ms98-a-0012,52.743500,52.803500,do,I,t1,u-7-3
sw2071A-ms98-a-0012,52.803500,52.883500,you,I,t1,u-7-3
sw2071A-ms98-a-0012,52.883500,53.123500,call,I,t1,u-7-3
sw2071A-ms98-a-0012,53.123500,53.351125,them,I,t1,u-7-3
sw2071A-ms98-a-0012,53.611000,53.693500,you,B,sd,u-7-4
sw2071A-ms98-a-0012,53.693500,53.883500,said,I,sd,u-7-4
sw2071A-ms98-a-0012,53.883500,54.495375,amenities,I,sd,u-7-4
sw2071A-ms98-a-0013,55.676875,55.830125,that,B,+,u-9-1
sw2071A-ms98-a-0013,55.830125,55.940125,they,I,+,u-9-1
sw2071A-ms98-a-0013,55.940125,56.270125,have,I,+,u-9-1
sw2071A-ms98-a-0013,56.270125,56.383000,but,B,qw,u-9-2
sw2071A-ms98-a-0013,56.383000,56.534250,what,I,qw,u-9-2
sw2071A-ms98-a-0013,56.534250,57.073125,about,I,qw,u-9-2
sw2071A-ms98-a-0013,57.073125,57.500125,um,I,qw,u-9-2
sw2071A-ms98-a-0013,58.331875,58.550125,their,I,qw,u-9-2
sw2071A-ms98-a-0013,58.550125,59.240125,reputation,I,qw,u-9-2
sw2071A-ms98-a-0013,59.240125,59.370125,of,I,qw,u-9-2
sw2071A-ms98-a-0013,59.370125,59.440125,the,I,qw,u-9-2
sw2071A-ms98-a-0013,59.440125,60.130125,company,I,qw,u-9-2
sw2071A-ms98-a-0013,60.130125,60.250125,or,I,qw,u-9-2
sw2071A-ms98-a-0013,60.250125,60.350125,the,I,qw,u-9-2
sw2071A-ms98-a-0013,60.350125,61.047750,price,I,qw,u-9-2
sw2071A-ms98-a-0015,67.689875,67.781500,it,B,sd,u-11-1
sw2071A-ms98-a-0015,67.781500,67.980750,is,I,sd,u-11-1
sw2071A-ms98-a-0015,67.980750,68.130750,for,I,sd,u-11-1
sw2071A-ms98-a-0015,68.130750,68.585250,me,I,sd,u-11-1
sw2071A-ms98-a-0015,68.585250,68.810750,other,B,sv,u-11-2
sw2071A-ms98-a-0015,68.810750,69.215250,people,I,sv,u-11-2
sw2071A-ms98-a-0015,69.215250,69.483375,don't,B,+,u-13-1
sw2071A-ms98-a-0015,69.483375,69.700750,seem,I,+,u-13-1
sw2071A-ms98-a-0015,69.700750,69.810750,to,I,+,u-13-1
sw2071A-ms98-a-0015,69.810750,70.040750,have,I,+,u-13-1
sw2071A-ms98-a-0015,70.040750,70.130750,the,I,+,u-13-1
sw2071A-ms98-a-0015,70.130750,70.400750,same,I,+,u-13-1
sw2071A-ms98-a-0015,70.400750,70.907125,problem,I,+,u-13-1
sw2071A-ms98-a-0015,70.907125,72.303125,[laughter],O,,
sw2071A-ms98-a-0017,74.421375,74.811250,yeah,B,b,u-15-1
sw2071A-ms98-a-0019,90.439250,90.772125,yeah,B,b,u-17-1
sw2071A-ms98-a-0021,98.211000,98.600875,well,B,sd,u-19-1
sw2071A-ms98-a-0021,98.804250,99.276875,um,I,sd,u-19-1
sw2071A-ms98-a-0021,99.276875,99.366375,the,I,sd,u-19-1
sw2071A-ms98-a-0021,99.366375,99.606375,last,I,sd,u-19-1
sw2071A-ms98-a-0021,99.606375,99.736375,car,I,sd,u-19-1
sw2071A-ms98-a-0021,99.736375,99.836375,we,I,sd,u-19-1
sw2071A-ms98-a-0021,99.836375,100.086375,bought,I,sd,u-19-1
