sw3965B-ms98-a-0002,0.287250,1.149875,okay,B,o,u-1-1
sw3965B-ms98-a-0004,3.330625,3.430625,i,B,na,u-3-1
sw3965B-ms98-a-0004,3.430625,4.290625,do,I,na,u-3-1
sw3965B-ms98-a-0004,4.290625,4.500625,and,B,sd,u-3-2
sw3965B-ms98-a-0004,4.500625,4.600625,i,I,sd,u-3-2
sw3965B-ms98-a-0004,4.600625,4.900625,really,I,sd,u-3-2
sw3965B-ms98-a-0004,4.900625,5.160625,love,I,sd,u-3-2
sw3965B-ms98-a-0004,5.160625,5.469625,it,I,sd,u-3-2
sw3965B-ms98-a-0004,5.469625,6.464375,um,I,sd,u-3-2
sw3965B-ms98-a-0006,9.261125,9.837500,uh-huh,B,ny,u-5-1
sw3965B-ms98-a-0006,9.837500,9.867500,i,B,sd^e,u-5-2
sw3965B-ms98-a-0006,9.867500,10.047500,do,I,sd^e,u-5-2
sw3965B-ms98-a-0006,10.047500,10.197500,it,I,sd^e,u-5-2
sw3965B-ms98-a-0006,10.197500,10.357500,for,I,sd^e,u-5-2
sw3965B-ms98-a-0006,10.357500,10.387500,a,I,sd^e,u-5-2
sw3965B-ms98-a-0006,10.387500,10.997500,hobby,I,sd^e,u-5-2
sw3965B-ms98-a-0007,12.047125,12.837125,and,B,sd,u-7-1
sw3965B-ms98-a-0007,12.837125,12.877125,i,I,sd,u-7-1
sw3965B-ms98-a-0007,12.877125,13.147125,have,I,sd,u-7-1
sw3965B-ms98-a-0007,13.147125,13.327125,my,I,sd,u-7-1
sw3965B-ms98-a-0007,13.327125,13.977125,own,I,sd,u-7-1
sw3965B-ms98-a-0007,13.977125,14.969625,equipment,I,sd,u-7-1
sw3965B-ms98-a-0007,14.969625,15.597125,and,B,sd,u-7-2
sw3965B-ms98-a-0007,15.597125,15.667125,i,I,sd,u-7-2
sw3965B-ms98-a-0007,15.667125,15.892375,have,I,sd,u-7-2
sw3965B-ms98-a-0007,16.148375,16.207125,a,I,sd,u-7-2
sw3965B-ms98-a-0007,16.207125,16.477125,jig,I,sd,u-7-2
sw3965B-ms98-a-0007,16.477125,16.777125,saw,I,sd,u-7-2
sw3965B-ms98-a-0007,16.777125,16.987125,and,I,sd,u-7-2
sw3965B-ms98-a-0007,16.987125,17.087125,a,I,sd,u-7-2
sw3965B-ms98-a-0007,17.087125,17.407125,scroll,I,sd,u-7-2
sw3965B-ms98-a-0007,17.407125,17.777125,saw,I,sd,u-7-2
sw3965B-ms98-a-0007,17.777125,18.117125,and,I,sd,u-7-2
sw3965B-ms98-a-0008,19.264500,19.516000,uh,I,sd,u-7-2
sw3965B-ms98-a-0008,19.516000,19.766000,in,I,sd,u-7-2
sw3965B-ms98-a-0008,19.766000,19.846000,the,I,sd,u-7-2
sw3965B-ms98-a-0008,19.846000,20.316000,process,I,sd,u-7-2
sw3965B-ms98-a-0008,20.316000,20.386000,of,I,sd,u-7-2
sw3965B-ms98-a-0008,20.386000,20.696000,getting,I,sd,u-7-2
sw3965B-ms98-a-0008,20.696000,20.776000,a,I,sd,u-7-2
sw3965B-ms98-a-0008,20.776000,21.347000,router,I,sd,u-7-2
sw3965B-ms98-a-0009,22.217500,22.657125,and,B,sd,u-9-1
sw3965B-ms98-a-0009,22.657125,23.019375,so,I,sd,u-9-1
sw3965B-ms98-a-0009,23.527750,23.677125,i,I,sd,u-9-1
sw3965B-ms98-a-0009,23.677125,23.927125,like,I,sd,u-9-1
sw3965B-ms98-a-0009,23.927125,24.047125,to,I,sd,u-9-1
sw3965B-ms98-a-0009,24.047125,24.511250,cut,I,sd,u-9-1
sw3965B-ms98-a-0009,24.511250,24.997125,out,I,sd,u-9-1
sw3965B-ms98-a-0009,24.997125,25.361125,my,I,sd,u-9-1
sw3965B-ms98-a-0009,25.590875,25.827125,wood,I,sd,u-9-1
sw3965B-ms98-a-0009,25.827125,26.357125,and,I,sd,u-9-1
sw3965B-ms98-a-0009,26.357125,26.567125,then,I,sd,u-9-1
sw3965B-ms98-a-0009,26.567125,26.827125,tole,I,sd,u-9-1
sw3965B-ms98-a-0009,26.827125,27.117125,paint,I,sd,u-9-1
sw3965B-ms98-a-0009,27.117125,27.327125,on,I,sd,u-9-1
sw3965B-ms98-a-0009,27.327125,27.674375,the,I,sd,u-9-1
sw3965B-ms98-a-0009,27.674375,28.017125,items,I,sd,u-9-1
sw3965B-ms98-a-0009,28.017125,28.157125,that,I,sd,u-9-1
sw3965B-ms98-a-0009,28.157125,28.197125,i,I,sd,u-9-1
sw3965B-ms98-a-0009,28.197125,28.567125,cut,I,sd,u-9-1
sw3965B-ms98-a-0009,28.567125,28.769875,out,I,sd,u-9-1
sw3965B-ms98-a-0010,29.877875,30.155125,what,B,qo,u-9-2
sw3965B-ms98-a-0010,30.155125,30.355125,kind,I,qo,u-9-2
sw3965B-ms98-a-0010,30.355125,30.445125,of,I,qo,u-9-2
sw3965B-ms98-a-0010,30.445125,30.695125,things,I,qo,u-9-2
sw3965B-ms98-a-0010,30.695125,30.755125,do,I,qo,u-9-2
sw3965B-ms98-a-0010,30.755125,30.835125,you,I,qo,u-9-2
sw3965B-ms98-a-0010,30.835125,31.005125,like,I,qo,u-9-2
sw3965B-ms98-a-0010,31.005125,31.145125,to,I,qo,u-9-2
sw3965B-ms98-a-0010,31.145125,31.285125,do,I,qo,u-9-2
sw3965B-ms98-a-0010,31.285125,31.475125,with,I,qo,u-9-2
sw3965B-ms98-a-0010,31.475125,31.909000,wood,I,qo,u-9-2
sw3965B-ms98-a-0012,35.311625,35.757500,uh-huh,B,b,u-11-1
sw3965B-ms98-a-0014,41.150625,41.812625,uh-huh,B,b,u-13-1
sw3965B-ms98-a-0016,46.590750,47.085000,uh-huh,B,b,u-15-1
sw3965B-ms98-a-0018,51.761250,52.655375,oh,B,bk,u-17-1
sw3965B-ms98-a-0018,53.166875,53.802875,yeah,B,b,u-19-1
sw3965B-ms98-a-0020,56.810000,57.741875,oh,B,bk,u-21-1
sw3965B-ms98-a-0021,58.733750,59.295250,um-hum,B,b,u-23-1
sw3965B-ms98-a-0022,60.411875,61.205000,um-hum,B,b,u-25-1
sw3965B-ms98-a-0024,67.468375,68.160750,uh-huh,B,b,u-27-1
sw3965B-ms98-a-0026,71.027375,71.774875,yes,B,b,u-29-1
sw3965B-ms98-a-0028,74.448625,74.708750,oh,B,ba,u-31-1
sw3965B-ms98-a-0028,74.708750,74.888750,that,I,ba,u-31-1
sw3965B-ms98-a-0028,74.888750,75.068750,is,I,ba,u-31-1
sw3965B-ms98-a-0028,75.068750,75.830125,fun,I,ba,u-31-1
sw3965B-ms98-a-0030,78.438000,78.953250,um-hum,B,b,u-33-1
sw3965B-ms98-a-0032,83.580375,84.059375,uh-huh,B,b,u-35-1
sw3965B-ms98-a-0034,89.901000,90.467125,oh,B,b,u-37-1
sw3965B-ms98-a-0035,91.616250,92.212500,uh-huh,B,b,u-39-1
sw3965B-ms98-a-0035,92.212500,92.282500,the,B,b,u-39-2
sw3965B-ms98-a-0035,92.282500,92.954125,twine,I,b,u-39-2
sw3965B-ms98-a-0036,94.123750,94.675000,yeah,B,b,u-41-1
sw3965B-ms98-a-0036,94.675000,94.945000,those,B,sv,u-41-2
sw3965B-ms98-a-0036,94.945000,95.035000,are,I,sv,u-41-2
sw3965B-ms98-a-0036,95.035000,95.385000,so,I,sv,u-41-2
sw3965B-ms98-a-0036,95.385000,95.809250,cute,I,sv,u-41-2
sw3965B-ms98-a-0038,99.173250,99.354125,they,B,sv,u-43-1
sw3965B-ms98-a-0038,99.354125,99.573250,are,I,sv,u-43-1
sw3965B-ms98-a-0038,99.573250,99.863250,really,I,sv,u-43-1
sw3965B-ms98-a-0038,99.863250,100.329750,cute,I,sv,u-43-1
sw3965B-ms98-a-0040,104.657750,105.870875,[vocalized-noise],O,,
sw3965B-ms98-a-0040,105.870875,106.213375,oh,B,ba,u-45-1
sw3965B-ms98-a-0040,106.213375,106.414125,that,I,ba,u-45-1
sw3965B-ms98-a-0040,106.414125,106.616000,is,I,ba,u-45-1
sw3965B-ms98-a-0040,106.616000,106.988875,that,I,ba,u-45-1
sw3965B-ms98-a-0040,106.988875,107.282625,sounds,I,ba,u-45-1
sw3965B-ms98-a-0040,107.282625,107.652625,really,I,ba,u-45-1
sw3965B-ms98-a-0040,107.652625,107.862625,fun,I,ba,u-45-1
sw3965B-ms98-a-0040,107.862625,107.972625,i,O,,
sw3965B-ms98-a-0040,107.972625,108.182625,love,O,,
sw3965B-ms98-a-0040,108.182625,108.475625,those,O,,
sw3965B-ms98-a-0040,108.475625,108.805875,well,B,sd,u-45-2
sw3965B-ms98-a-0040,109.220250,109.418500,they,I,sd,u-45-2
sw3965B-ms98-a-0040,109.418500,109.862625,have,I,sd,u-45-2
sw3965B-ms98-a-0040,110.102625,110.132625,a,I,sd,u-45-2
sw3965B-ms98-a-0040,110.132625,110.653625,really,I,sd,u-45-2
sw3965B-ms98-a-0040,111.079250,111.542625,fancy,I,sd,u-45-2
sw3965B-ms98-a-0040,111.542625,112.092625,boutique,I,sd,u-45-2
sw3965B-ms98-a-0040,112.092625,112.262625,out,I,sd,u-45-2
sw3965B-ms98-a-0040,112.262625,112.482625,here,I,sd,u-45-2
sw3965B-ms98-a-0040,112.482625,112.672625,in,I,sd,u-45-2
sw3965B-ms98-a-0040,112.672625,113.122625,Ogden,I,sd,u-45-2
sw3965B-ms98-a-0040,113.122625,113.702125,Utah,I,sd,u-45-2
sw3965B-ms98-a-0041,114.243125,114.603125,and,B,sd,u-47-1
sw3965B-ms98-a-0041,114.603125,114.683125,i,I,sd,u-47-1
sw3965B-ms98-a-0041,114.683125,114.954125,just,I,sd,u-47-1
sw3965B-ms98-a-0041,115.293125,115.553125,got,I,sd,u-47-1
sw3965B-ms98-a-0041,115.553125,115.843125,back,I,sd,u-47-1
sw3965B-ms98-a-0041,115.843125,116.053125,from,I,sd,u-47-1
sw3965B-ms98-a-0041,116.053125,116.283125,that,I,sd,u-47-1
sw3965B-ms98-a-0041,116.283125,117.007750,today,I,sd,u-47-1
sw3965B-ms98-a-0041,117.241250,117.343125,so,B,sv,u-47-2
sw3965B-ms98-a-0041,117.343125,117.613125,if,I,sv,u-47-2
sw3965B-ms98-a-0041,117.613125,117.723125,you,I,sv,u-47-2
sw3965B-ms98-a-0041,117.723125,118.023125,could,I,sv,u-47-2
sw3965B-ms98-a-0041,118.303125,118.553125,get,I,sv,u-47-2
sw3965B-ms98-a-0041,118.553125,118.693125,your,I,sv,u-47-2
sw3965B-ms98-a-0041,118.693125,119.243125,projects,I,sv,u-47-2
sw3965B-ms98-a-0041,119.243125,119.523125,into,I,sv,u-47-2
sw3965B-ms98-a-0041,119.523125,120.253125,boutiques,I,sv,u-47-2
sw3965B-ms98-a-0041,120.253125,120.423125,oh,I,sv,u-47-2
sw3965B-ms98-a-0041,120.423125,120.643125,they,I,sv,u-47-2
sw3965B-ms98-a-0041,120.643125,120.753125,are,I,sv,u-47-2
sw3965B-ms98-a-0041,120.753125,121.433125,wonderful,I,sv,u-47-2
sw3965B-ms98-a-0042,122.129250,122.259250,you,B,sv,u-49-1
sw3965B-ms98-a-0042,122.259250,122.439250,could,I,sv,u-49-1
sw3965B-ms98-a-0042,122.439250,122.719250,make,I,sv,u-49-1
sw3965B-ms98-a-0042,122.719250,122.749250,a,I,sv,u-49-1
sw3965B-ms98-a-0042,122.749250,123.009250,lot,I,sv,u-49-1
sw3965B-ms98-a-0042,123.009250,123.119250,of,I,sv,u-49-1
sw3965B-ms98-a-0042,123.119250,123.545375,money,I,sv,u-49-1
sw3965B-ms98-a-0042,123.545375,123.819250,from,I,sv,u-49-1
sw3965B-ms98-a-0042,123.819250,124.251250,those,I,sv,u-49-1
sw3965B-ms98-a-0044,131.706625,132.133375,uh,B,na,u-51-1
sw3965B-ms98-a-0044,132.133375,132.663375,apparently,I,na,u-51-1
sw3965B-ms98-a-0044,132.663375,132.873375,with,O,,
sw3965B-ms98-a-0044,132.873375,133.133375,that,B,sd,u-51-2
sw3965B-ms98-a-0044,133.133375,133.846500,boutique,I,sd,u-51-2
sw3965B-ms98-a-0044,134.166875,134.813375,um,I,sd,u-51-2
sw3965B-ms98-a-0044,134.813375,134.973375,they,I,sd,u-51-2
sw3965B-ms98-a-0044,134.973375,135.454750,take,I,sd,u-51-2
sw3965B-ms98-a-0044,136.076250,136.273375,oh,I,sd,u-51-2
sw3965B-ms98-a-0044,136.273375,136.533375,what,I,sd,u-51-2
sw3965B-ms98-a-0044,136.533375,136.780000,was,I,sd,u-51-2
sw3965B-ms98-a-0044,136.780000,136.978750,it,I,sd,u-51-2
sw3965B-ms98-a-0046,138.784500,139.184500,twenty,I,sd,u-51-2
sw3965B-ms98-a-0046,139.184500,139.942875,percent,I,sd,u-51-2
sw3965B-ms98-a-0046,140.297000,140.678250,of,I,sd,u-51-2
sw3965B-ms98-a-0046,141.017250,141.194500,the,I,sd,u-51-2
sw3965B-ms98-a-0046,141.194500,141.874500,sell,I,sd,u-51-2
sw3965B-ms98-a-0046,141.874500,142.533000,price,I,sd,u-51-2
sw3965B-ms98-a-0046,142.751500,143.014500,you,B,sd,u-53-1
sw3965B-ms98-a-0046,143.014500,143.184500,would,I,sd,u-53-1
sw3965B-ms98-a-0046,143.184500,143.464500,put,I,sd,u-53-1
sw3965B-ms98-a-0046,143.464500,143.644500,your,I,sd,u-53-1
sw3965B-ms98-a-0046,143.644500,143.944500,sell,I,sd,u-53-1
sw3965B-ms98-a-0046,143.944500,144.544500,price,I,sd,u-53-1
sw3965B-ms98-a-0047,145.379750,146.084375,uh,B,sd,u-55-1
sw3965B-ms98-a-0047,146.084375,146.354875,and,I,sd,u-55-1
sw3965B-ms98-a-0047,146.354875,146.688750,then,I,sd,u-55-1
sw3965B-ms98-a-0047,146.937250,147.164875,they,I,sd,u-55-1
sw3965B-ms98-a-0047,147.164875,147.334875,would,I,sd,u-55-1
sw3965B-ms98-a-0047,147.334875,147.604875,take,I,sd,u-55-1
sw3965B-ms98-a-0047,147.604875,147.824875,twenty,I,sd,u-55-1
sw3965B-ms98-a-0047,147.824875,148.214875,percent,I,sd,u-55-1
sw3965B-ms98-a-0047,148.214875,148.424875,off,I,sd,u-55-1
sw3965B-ms98-a-0047,148.424875,148.614875,of,I,sd,u-55-1
sw3965B-ms98-a-0047,148.614875,149.151750,that,I,sd,u-55-1
sw3965B-ms98-a-0048,149.975000,150.191000,at,B,+,u-57-1
sw3965B-ms98-a-0048,150.191000,150.261000,the,I,+,u-57-1
sw3965B-ms98-a-0048,150.261000,151.086000,counter,I,+,u-57-1
sw3965B-ms98-a-0048,151.466500,151.681000,and,B,sd,u-59-1
sw3965B-ms98-a-0048,151.681000,151.861000,so,I,sd,u-59-1
sw3965B-ms98-a-0048,151.861000,152.011000,and,I,sd,u-59-1
sw3965B-ms98-a-0048,152.011000,152.400375,then,I,sd,u-59-1
sw3965B-ms98-a-0048,152.400375,152.601000,at,I,sd,u-59-1
sw3965B-ms98-a-0048,152.601000,152.720375,the,I,sd,u-59-1
sw3965B-ms98-a-0048,152.720375,152.941000,end,I,sd,u-59-1
sw3965B-ms98-a-0048,152.941000,153.071000,of,I,sd,u-59-1
sw3965B-ms98-a-0048,153.071000,153.151000,the,I,sd,u-59-1
sw3965B-ms98-a-0048,153.151000,153.721000,boutique,I,sd,u-59-1
sw3965B-ms98-a-0048,153.721000,153.891000,which,I,sd,u-59-1
sw3965B-ms98-a-0048,153.891000,154.221000,usually,I,sd,u-59-1
sw3965B-ms98-a-0048,154.221000,154.411000,runs,I,sd,u-59-1
sw3965B-ms98-a-0048,154.411000,154.521000,for,I,sd,u-59-1
sw3965B-ms98-a-0048,154.521000,154.581000,a,I,sd,u-59-1
sw3965B-ms98-a-0048,154.581000,154.951000,week,I,sd,u-59-1
sw3965B-ms98-a-0049,155.441125,155.621125,then,I,sd,u-59-1
sw3965B-ms98-a-0049,155.621125,155.771125,they,I,sd,u-59-1
sw3965B-ms98-a-0049,155.771125,156.067250,give,I,sd,u-59-1
sw3965B-ms98-a-0049,156.067250,156.509875,you,I,sd,u-59-1
sw3965B-ms98-a-0049,156.897750,157.198375,what,I,sd,u-59-1
sw3965B-ms98-a-0049,157.665375,157.801125,you,I,sd,u-59-1
sw3965B-ms98-a-0049,157.801125,158.245625,earned,I,sd,u-59-1
sw3965B-ms98-a-0049,158.245625,159.213875,[laughter],O,,
sw3965B-ms98-a-0050,159.925375,160.315375,so,B,sd,u-61-1
sw3965B-ms98-a-0050,160.315375,160.605375,you,I,sd,u-61-1
sw3965B-ms98-a-0050,160.605375,160.775375,have,I,sd,u-61-1
sw3965B-ms98-a-0050,160.775375,160.915375,to,I,sd,u-61-1
sw3965B-ms98-a-0050,160.915375,161.395375,decide,I,sd,u-61-1
sw3965B-ms98-a-0050,161.395375,161.525375,what,I,sd,u-61-1
sw3965B-ms98-a-0050,161.525375,161.625375,your,I,sd,u-61-1
sw3965B-ms98-a-0050,161.625375,162.035375,price,I,sd,u-61-1
sw3965B-ms98-a-0050,162.035375,162.205375,is,I,sd,u-61-1
sw3965B-ms98-a-0050,162.205375,162.465375,going,I,sd,u-61-1
sw3965B-ms98-a-0050,162.465375,163.210875,to,I,sd,u-61-1
sw3965B-ms98-a-0050,163.210875,163.210875,be,I,sd,u-61-1
sw3965B-ms98-a-0050,163.975375,164.125375,and,B,+,u-63-1
sw3965B-ms98-a-0050,164.125375,164.485375,then,I,+,u-63-1
sw3965B-ms98-a-0051,165.610375,165.858125,up,I,+,u-63-1
sw3965B-ms98-a-0051,165.858125,166.234875,it,I,+,u-63-1
sw3965B-ms98-a-0051,166.234875,166.552875,twenty,I,+,u-63-1
sw3965B-ms98-a-0051,166.552875,167.082875,percent,I,+,u-63-1
sw3965B-ms98-a-0051,167.082875,167.172875,so,I,+,u-63-1
sw3965B-ms98-a-0051,167.172875,167.322875,you,I,+,u-63-1
sw3965B-ms98-a-0051,167.322875,167.522875,can,I,+,u-63-1
sw3965B-ms98-a-0051,167.522875,167.774750,get,I,+,u-63-1
sw3965B-ms98-a-0051,167.774750,168.226750,[vocalized-noise],I,+,u-63-1
sw3965B-ms98-a-0051,168.226750,168.492875,what,I,+,u-63-1
sw3965B-ms98-a-0051,168.492875,168.622875,you,I,+,u-63-1
sw3965B-ms98-a-0051,168.622875,168.952875,need,I,+,u-63-1
sw3965B-ms98-a-0051,168.952875,169.092875,out,I,+,u-63-1
sw3965B-ms98-a-0051,169.092875,169.232875,of,I,+,u-63-1
sw3965B-ms98-a-0051,169.232875,169.546250,it,I,+,u-63-1
sw3965B-ms98-a-0052,170.293250,170.483250,so,B,sd,u-65-1
sw3965B-ms98-a-0052,170.483250,170.613250,if,I,sd,u-65-1
sw3965B-ms98-a-0052,170.613250,170.673250,the,I,sd,u-65-1
sw3965B-ms98-a-0052,170.673250,171.183750,customers,I,sd,u-65-1
sw3965B-ms98-a-0052,171.183750,171.313250,are,I,sd,u-65-1
sw3965B-ms98-a-0052,171.313250,171.593250,willing,I,sd,u-65-1
sw3965B-ms98-a-0052,171.593250,171.663250,to,I,sd,u-65-1
sw3965B-ms98-a-0052,171.663250,171.783250,pay,I,sd,u-65-1
sw3965B-ms98-a-0052,171.783250,172.163250,it,I,sd,u-65-1
sw3965B-ms98-a-0052,172.163250,172.363250,then,I,sd,u-65-1
sw3965B-ms98-a-0052,172.363250,172.473250,you,I,sd,u-65-1
sw3965B-ms98-a-0052,172.473250,172.703250,get,I,sd,u-65-1
sw3965B-ms98-a-0052,172.703250,172.743250,a,I,sd,u-65-1
sw3965B-ms98-a-0052,172.743250,173.366375,profit,I,sd,u-65-1
sw3965B-ms98-a-0054,176.500250,176.713125,they,B,aa,u-67-1
sw3965B-ms98-a-0054,176.713125,177.313625,are,I,aa,u-67-1
sw3965B-ms98-a-0054,177.313625,177.541625,i-,O,,
sw3965B-ms98-a-0054,177.835375,177.930250,i,B,sd,u-69-1
sw3965B-ms98-a-0054,177.930250,178.260250,have,I,sd,u-69-1
sw3965B-ms98-a-0054,178.260250,178.480250,seen,I,sd,u-69-1
sw3965B-ms98-a-0054,178.480250,178.730250,those,I,sd,u-69-1
sw3965B-ms98-a-0054,178.730250,178.890250,those,B,sv,u-69-2
sw3965B-ms98-a-0054,178.890250,179.574750,are,I,sv,u-69-2
sw3965B-ms98-a-0054,179.574750,179.574750,darling,I,sv,u-69-2
sw3965B-ms98-a-0056,183.733750,184.109625,um-hum,B,b,u-71-1
sw3965B-ms98-a-0058,190.182375,190.617875,oh,O,,
sw3965B-ms98-a-0059,190.995000,191.735500,oh,B,%,u-73-1
sw3965B-ms98-a-0061,193.251125,194.299875,oh,B,sd,u-75-1
sw3965B-ms98-a-0062,195.034500,195.314500,that's,I,sd,u-75-1
sw3965B-ms98-a-0062,195.314500,195.414500,what,I,sd,u-75-1
sw3965B-ms98-a-0062,195.414500,195.534500,i,I,sd,u-75-1
sw3965B-ms98-a-0062,195.534500,195.824500,want,I,sd,u-75-1
sw3965B-ms98-a-0062,195.824500,195.974500,is,I,sd,u-75-1
