sw2073B-ms98-a-0003,3.648875,4.079000,okay,B,b,u-2-1
sw2073B-ms98-a-0003,4.552000,4.758625,well,B,^h,u-2-2
sw2073B-ms98-a-0003,4.758625,5.128875,um,I,^h,u-2-2
sw2073B-ms98-a-0003,5.392500,5.630000,let's,I,^h,u-2-2
sw2073B-ms98-a-0003,5.630000,5.920000,see,I,^h,u-2-2
sw2073B-ms98-a-0003,5.920000,6.146625,i,B,sv,u-2-3
sw2073B-ms98-a-0003,6.368875,6.450000,i,I,sv,u-2-3
sw2073B-ms98-a-0003,6.450000,6.855375,think,I,sv,u-2-3
sw2073B-ms98-a-0003,6.855375,7.193750,uh,I,sv,u-2-3
sw2073B-ms98-a-0003,7.498875,7.650000,there's,I,sv,u-2-3
sw2073B-ms98-a-0003,7.650000,7.720000,a,I,sv,u-2-3
sw2073B-ms98-a-0003,7.720000,7.920000,lot,I,sv,u-2-3
sw2073B-ms98-a-0003,7.920000,8.000000,of,I,sv,u-2-3
sw2073B-ms98-a-0003,8.000000,8.330000,people,I,sv,u-2-3
sw2073B-ms98-a-0003,8.330000,8.470000,that,I,sv,u-2-3
sw2073B-ms98-a-0003,8.470000,8.746500,don't,I,sv,u-2-3
sw2073B-ms98-a-0003,8.893375,9.160000,vote,I,sv,u-2-3
sw2073B-ms98-a-0003,9.160000,9.840500,because,I,sv,u-2-3
sw2073B-ms98-a-0003,9.892750,10.060000,they,I,sv,u-2-3
sw2073B-ms98-a-0003,10.060000,10.270000,don't,I,sv,u-2-3
sw2073B-ms98-a-0003,10.270000,10.512500,really,I,sv,u-2-3
sw2073B-ms98-a-0003,10.567125,10.770000,think,I,sv,u-2-3
sw2073B-ms98-a-0003,10.770000,11.079250,their,I,sv,u-2-3
sw2073B-ms98-a-0003,11.863625,12.179875,their,I,sv,u-2-3
sw2073B-ms98-a-0003,12.179875,12.536875,uh,I,sv,u-2-3
sw2073B-ms98-a-0003,12.559500,13.100000,opinion,I,sv,u-2-3
sw2073B-ms98-a-0003,13.100000,13.280000,is,I,sv,u-2-3
sw2073B-ms98-a-0003,13.280000,13.420000,going,I,sv,u-2-3
sw2073B-ms98-a-0003,13.420000,13.500000,to,I,sv,u-2-3
sw2073B-ms98-a-0003,13.500000,13.693250,be,I,sv,u-2-3
sw2073B-ms98-a-0003,13.693250,14.256000,heard,I,sv,u-2-3
sw2073B-ms98-a-0003,14.692875,15.167375,and,B,sv,u-2-4
sw2073B-ms98-a-0004,16.043875,16.199375,you,I,sv,u-2-4
sw2073B-ms98-a-0004,16.199375,16.329375,know,I,sv,u-2-4
sw2073B-ms98-a-0004,16.329375,16.569375,there's,I,sv,u-2-4
sw2073B-ms98-a-0004,16.569375,16.789375,such,I,sv,u-2-4
sw2073B-ms98-a-0004,16.789375,16.988125,a,I,sv,u-2-4
sw2073B-ms98-a-0005,17.715375,18.174000,small,I,sv,u-2-4
sw2073B-ms98-a-0005,18.174000,18.774000,voice,I,sv,u-2-4
sw2073B-ms98-a-0005,18.774000,19.034375,and,I,sv,u-2-4
sw2073B-ms98-a-0005,19.158625,19.424000,such,I,sv,u-2-4
sw2073B-ms98-a-0005,19.424000,19.564000,a,I,sv,u-2-4
sw2073B-ms98-a-0005,19.564000,19.984000,huge,I,sv,u-2-4
sw2073B-ms98-a-0005,19.984000,20.264000,number,I,sv,u-2-4
sw2073B-ms98-a-0005,20.264000,20.344000,of,I,sv,u-2-4
sw2073B-ms98-a-0005,20.344000,20.674000,people,I,sv,u-2-4
sw2073B-ms98-a-0005,20.674000,20.734000,in,I,sv,u-2-4
sw2073B-ms98-a-0005,20.734000,20.794000,the,I,sv,u-2-4
sw2073B-ms98-a-0005,20.794000,21.214000,United,I,sv,u-2-4
sw2073B-ms98-a-0005,21.214000,22.184000,States,I,sv,u-2-4
sw2073B-ms98-a-0005,22.184000,22.582625,and,B,%,u-2-5
sw2073B-ms98-a-0006,23.658250,23.816875,that,I,%,u-2-5
sw2073B-ms98-a-0006,24.679750,24.818000,you,I,%,u-2-5
sw2073B-ms98-a-0006,24.818000,24.968000,know,I,%,u-2-5
sw2073B-ms98-a-0006,24.968000,25.178000,their,B,sv,u-2-6
sw2073B-ms98-a-0006,25.178000,25.450750,vo[tes]-,I,sv,u-2-6
sw2073B-ms98-a-0006,25.571250,25.848000,votes,I,sv,u-2-6
sw2073B-ms98-a-0006,25.848000,25.978000,not,I,sv,u-2-6
sw2073B-ms98-a-0006,25.978000,26.098000,going,I,sv,u-2-6
sw2073B-ms98-a-0006,26.098000,26.158000,to,I,sv,u-2-6
sw2073B-ms98-a-0006,26.158000,26.378000,make,I,sv,u-2-6
sw2073B-ms98-a-0006,26.378000,26.538000,that,I,sv,u-2-6
sw2073B-ms98-a-0006,26.538000,26.778000,much,I,sv,u-2-6
sw2073B-ms98-a-0006,26.778000,27.452875,difference,I,sv,u-2-6
sw2073B-ms98-a-0007,28.501750,28.975250,and,B,sv,u-2-7
sw2073B-ms98-a-0007,28.975250,29.135250,whether,I,sv,u-2-7
sw2073B-ms98-a-0007,29.135250,29.275250,you,I,sv,u-2-7
sw2073B-ms98-a-0007,29.275250,29.475250,vote,I,sv,u-2-7
sw2073B-ms98-a-0007,29.475250,29.595250,for,I,sv,u-2-7
sw2073B-ms98-a-0007,29.595250,29.825250,one,I,sv,u-2-7
sw2073B-ms98-a-0007,29.825250,30.285250,person,I,sv,u-2-7
sw2073B-ms98-a-0007,30.285250,30.385250,or,I,sv,u-2-7
sw2073B-ms98-a-0007,30.385250,30.545250,the,I,sv,u-2-7
sw2073B-ms98-a-0007,30.545250,30.705250,other,I,sv,u-2-7
sw2073B-ms98-a-0007,30.705250,31.320750,person,I,sv,u-2-7
sw2073B-ms98-a-0007,31.930875,32.065250,the,I,sv,u-2-7
sw2073B-ms98-a-0007,32.065250,32.875250,issues,I,sv,u-2-7
sw2073B-ms98-a-0007,32.875250,33.085250,is,I,sv,u-2-7
sw2073B-ms98-a-0007,33.085250,33.293125,what,I,sv,u-2-7
sw2073B-ms98-a-0007,33.643375,33.805250,you,I,sv,u-2-7
sw2073B-ms98-a-0007,33.805250,33.965250,know,I,sv,u-2-7
sw2073B-ms98-a-0007,33.965250,34.175250,what,I,sv,u-2-7
sw2073B-ms98-a-0007,34.175250,34.295250,you,I,sv,u-2-7
sw2073B-ms98-a-0007,34.295250,34.695250,believe,I,sv,u-2-7
sw2073B-ms98-a-0007,34.695250,35.035500,in,I,sv,u-2-7
sw2073B-ms98-a-0007,35.265250,35.650625,and,B,sv,u-2-8
sw2073B-ms98-a-0007,36.355000,36.565250,that,I,sv,u-2-8
sw2073B-ms98-a-0007,36.565250,37.279250,person,I,sv,u-2-8
sw2073B-ms98-a-0008,38.090375,38.250375,is,I,sv,u-2-8
sw2073B-ms98-a-0008,38.250375,38.380375,going,I,sv,u-2-8
sw2073B-ms98-a-0008,38.380375,38.440375,to,I,sv,u-2-8
sw2073B-ms98-a-0008,38.440375,38.580375,have,I,sv,u-2-8
sw2073B-ms98-a-0008,38.580375,38.670375,a,I,sv,u-2-8
sw2073B-ms98-a-0008,38.670375,38.920375,lot,I,sv,u-2-8
sw2073B-ms98-a-0008,38.920375,39.144750,of,I,sv,u-2-8
sw2073B-ms98-a-0008,39.235125,39.540125,uh,I,sv,u-2-8
sw2073B-ms98-a-0008,39.988375,40.140375,since,B,sv,u-2-9
sw2073B-ms98-a-0008,40.140375,40.320375,there's,I,sv,u-2-9
sw2073B-ms98-a-0008,40.320375,40.474750,so,I,sv,u-2-9
sw2073B-ms98-a-0008,40.474750,40.760375,many,I,sv,u-2-9
sw2073B-ms98-a-0008,40.760375,41.250375,issues,I,sv,u-2-9
sw2073B-ms98-a-0008,41.250375,41.450375,this,I,sv,u-2-9
sw2073B-ms98-a-0008,41.450375,41.690375,one,I,sv,u-2-9
sw2073B-ms98-a-0008,41.690375,42.330000,person,I,sv,u-2-9
sw2073B-ms98-a-0008,42.861000,43.010375,can,I,sv,u-2-9
sw2073B-ms98-a-0008,43.010375,43.290375,believe,I,sv,u-2-9
sw2073B-ms98-a-0008,43.290375,43.370375,a,I,sv,u-2-9
sw2073B-ms98-a-0008,43.370375,43.600375,lot,I,sv,u-2-9
sw2073B-ms98-a-0008,43.600375,43.670375,of,I,sv,u-2-9
sw2073B-ms98-a-0008,43.670375,44.010375,different,I,sv,u-2-9
sw2073B-ms98-a-0008,44.010375,44.380375,ways,I,sv,u-2-9
sw2073B-ms98-a-0008,44.380375,44.652375,on,I,sv,u-2-9
sw2073B-ms98-a-0008,45.089250,45.340625,all,B,+,u-4-1
sw2073B-ms98-a-0008,45.340625,45.490375,of,I,+,u-4-1
sw2073B-ms98-a-0008,45.490375,45.663625,them_1,O,,
sw2073B-ms98-a-0008,45.765875,46.040125,so,B,sv,u-4-2
sw2073B-ms98-a-0009,47.231625,47.373000,it'd,I,sv,u-4-2
sw2073B-ms98-a-0009,47.373000,47.483000,be,I,sv,u-4-2
sw2073B-ms98-a-0009,47.483000,47.763000,really,I,sv,u-4-2
sw2073B-ms98-a-0009,47.763000,48.393000,difficult,I,sv,u-4-2
sw2073B-ms98-a-0009,48.393000,48.827750,to,I,sv,u-4-2
sw2073B-ms98-a-0009,49.150750,49.423000,have,I,sv,u-4-2
sw2073B-ms98-a-0009,49.423000,49.583000,that,I,sv,u-4-2
sw2073B-ms98-a-0009,49.583000,49.823000,one,I,sv,u-4-2
sw2073B-ms98-a-0009,49.823000,50.202250,pers[on]-,I,sv,u-4-2
sw2073B-ms98-a-0009,50.345375,50.703000,perfect,I,sv,u-4-2
sw2073B-ms98-a-0009,50.703000,51.133000,person,I,sv,u-4-2
sw2073B-ms98-a-0009,51.133000,51.233000,that,I,sv,u-4-2
sw2073B-ms98-a-0009,51.233000,51.623000,believed,I,sv,u-4-2
sw2073B-ms98-a-0009,51.623000,52.133000,exactly,I,sv,u-4-2
sw2073B-ms98-a-0009,52.133000,52.263000,what,I,sv,u-4-2
sw2073B-ms98-a-0009,52.263000,52.433000,you,I,sv,u-4-2
sw2073B-ms98-a-0009,52.433000,53.072250,believed,I,sv,u-4-2
sw2073B-ms98-a-0011,68.336500,68.517000,hum,O,,
sw2073B-ms98-a-0012,69.078125,69.391000,yeah,B,b,u-6-1
sw2073B-ms98-a-0014,89.859375,90.307000,right,B,b,u-8-1
sw2073B-ms98-a-0014,90.499125,90.700625,yeah,B,b,u-8-2
sw2073B-ms98-a-0014,90.700625,90.990625,that's,B,ba,u-10-1
sw2073B-ms98-a-0014,90.990625,91.411375,good,I,ba,u-10-1
sw2073B-ms98-a-0016,101.135000,101.529000,yeah,B,b,u-12-1
sw2073B-ms98-a-0017,102.519875,102.689375,yeah,B,b,u-14-1
sw2073B-ms98-a-0017,102.689375,102.889375,there's,B,sd,u-14-2
sw2073B-ms98-a-0017,102.889375,103.069375,uh,I,sd,u-14-2
sw2073B-ms98-a-0017,103.069375,103.099375,a,I,sd,u-14-2
sw2073B-ms98-a-0017,103.099375,103.489375,lot,I,sd,u-14-2
sw2073B-ms98-a-0017,103.489375,103.599375,of,I,sd,u-14-2
sw2073B-ms98-a-0017,103.599375,104.299375,extremes,I,sd,u-14-2
sw2073B-ms98-a-0017,104.299375,104.439375,on,I,sd,u-14-2
sw2073B-ms98-a-0017,104.439375,104.556250,the,I,sd,u-14-2
sw2073B-ms98-a-0017,104.556250,105.159375,parties,I,sd,u-14-2
sw2073B-ms98-a-0017,105.229000,105.515750,too,I,sd,u-14-2
sw2073B-ms98-a-0017,105.515750,105.737000,with,I,sd,u-14-2
sw2073B-ms98-a-0017,105.737000,105.916000,the,I,sd,u-14-2
sw2073B-ms98-a-0017,106.658000,106.699375,you,I,sd,u-14-2
sw2073B-ms98-a-0017,106.699375,106.799375,know,I,sd,u-14-2
sw2073B-ms98-a-0017,106.799375,106.929375,the,I,sd,u-14-2
sw2073B-ms98-a-0017,106.929375,107.409375,real,I,sd,u-14-2
sw2073B-ms98-a-0017,107.409375,107.660000,uh,I,sd,u-14-2
sw2073B-ms98-a-0017,108.281500,108.539375,far,I,sd,u-14-2
sw2073B-ms98-a-0017,108.539375,108.849375,side,I,sd,u-14-2
