sw3657B-ms98-a-0002,0.900000,1.209875,-[o]kay,O,,
sw3657B-ms98-a-0004,8.295500,8.653000,[laughter],O,,
sw3657B-ms98-a-0004,8.653000,9.020875,oops,B,b,u-4-1
sw3657B-ms98-a-0004,9.020875,10.114500,[laughter],O,,
sw3657B-ms98-a-0004,10.114500,10.484500,oh,B,b,u-6-1
sw3657B-ms98-a-0004,10.484500,10.934500,well,I,b,u-6-1
sw3657B-ms98-a-0005,11.558500,11.909000,oh,O,,
sw3657B-ms98-a-0005,12.059375,12.662375,okay,B,b,u-8-1
sw3657B-ms98-a-0005,12.662375,13.002375,well,B,ad^t,u-8-2
sw3657B-ms98-a-0005,13.002375,13.302375,let's,I,ad^t,u-8-2
sw3657B-ms98-a-0005,13.302375,13.562375,let's,I,ad^t,u-8-2
sw3657B-ms98-a-0005,13.562375,13.832375,fire,I,ad^t,u-8-2
sw3657B-ms98-a-0005,13.832375,14.236750,away,I,ad^t,u-8-2
sw3657B-ms98-a-0005,14.236750,14.539625,uh,B,%,u-8-3
sw3657B-ms98-a-0005,15.492625,15.642375,well,I,%,u-8-3
sw3657B-ms98-a-0005,15.642375,16.057500,Bryan,O,,
sw3657B-ms98-a-0006,17.361125,17.637125,yeah,B,ny,u-10-1
sw3657B-ms98-a-0006,17.637125,17.787125,why,B,ad^t,u-10-2
sw3657B-ms98-a-0006,17.787125,17.917125,don't,I,ad^t,u-10-2
sw3657B-ms98-a-0006,17.917125,18.057125,you,I,ad^t,u-10-2
sw3657B-ms98-a-0006,18.057125,18.197125,why,I,ad^t,u-10-2
sw3657B-ms98-a-0006,18.197125,18.317125,don't,I,ad^t,u-10-2
sw3657B-ms98-a-0006,18.317125,18.537125,we,I,ad^t,u-10-2
sw3657B-ms98-a-0006,18.537125,18.597125,why,I,ad^t,u-10-2
sw3657B-ms98-a-0006,18.597125,18.717125,don't,I,ad^t,u-10-2
sw3657B-ms98-a-0006,18.717125,18.817125,you,I,ad^t,u-10-2
sw3657B-ms98-a-0006,18.817125,18.917125,do,I,ad^t,u-10-2
sw3657B-ms98-a-0006,18.917125,19.207125,about,I,ad^t,u-10-2
sw3657B-ms98-a-0006,19.207125,19.417125,thirty,I,ad^t,u-10-2
sw3657B-ms98-a-0006,19.417125,19.907125,seconds,I,ad^t,u-10-2
sw3657B-ms98-a-0006,19.907125,20.017125,and,B,co^t,u-10-3
sw3657B-ms98-a-0006,20.017125,20.137125,i'll,I,co^t,u-10-3
sw3657B-ms98-a-0006,20.137125,20.277125,do,I,co^t,u-10-3
sw3657B-ms98-a-0006,20.277125,20.547125,thirty,I,co^t,u-10-3
sw3657B-ms98-a-0006,20.547125,20.987125,seconds,I,co^t,u-10-3
sw3657B-ms98-a-0006,20.987125,21.077125,and,B,ad^t,u-10-4
sw3657B-ms98-a-0006,21.077125,21.207125,then,I,ad^t,u-10-4
sw3657B-ms98-a-0006,21.207125,21.307125,we,I,ad^t,u-10-4
sw3657B-ms98-a-0006,21.307125,21.580750,can,I,ad^t,u-10-4
sw3657B-ms98-a-0006,21.995125,22.197125,work,I,ad^t,u-10-4
sw3657B-ms98-a-0006,22.197125,22.457125,off,I,ad^t,u-10-4
sw3657B-ms98-a-0006,22.457125,22.527125,of,I,ad^t,u-10-4
sw3657B-ms98-a-0006,22.527125,22.988000,there,I,ad^t,u-10-4
sw3657B-ms98-a-0008,92.766375,93.120750,well,B,%,u-12-1
sw3657B-ms98-a-0008,93.120750,93.440125,uh,I,%,u-12-1
sw3657B-ms98-a-0008,93.816750,94.340750,since,I,%,u-12-1
sw3657B-ms98-a-0008,94.340750,94.620750,uh,I,%,u-12-1
sw3657B-ms98-a-0008,94.620750,94.750750,well,B,sd,u-12-2
sw3657B-ms98-a-0008,94.750750,94.810750,i,I,sd,u-12-2
sw3657B-ms98-a-0008,94.810750,95.161625,guess,I,sd,u-12-2
sw3657B-ms98-a-0008,95.485500,95.828250,since,I,sd,u-12-2
sw3657B-ms98-a-0008,95.828250,95.960750,this,I,sd,u-12-2
sw3657B-ms98-a-0008,95.960750,96.220750,time,I,sd,u-12-2
sw3657B-ms98-a-0008,96.220750,96.580750,last,I,sd,u-12-2
sw3657B-ms98-a-0008,96.580750,96.971250,year,I,sd,u-12-2
sw3657B-ms98-a-0008,96.971250,97.280750,i've,I,sd,u-12-2
sw3657B-ms98-a-0008,97.280750,97.790750,changed,I,sd,u-12-2
sw3657B-ms98-a-0008,97.790750,98.063000,uh,I,sd,u-12-2
sw3657B-ms98-a-0008,98.484875,98.860750,jobs,I,sd,u-12-2
sw3657B-ms98-a-0008,98.860750,99.160750,within,I,sd,u-12-2
sw3657B-ms98-a-0008,99.160750,99.230750,the,I,sd,u-12-2
sw3657B-ms98-a-0008,99.230750,99.630750,firm,I,sd,u-12-2
sw3657B-ms98-a-0008,99.630750,99.850750,i'm,I,sd,u-12-2
sw3657B-ms98-a-0008,99.850750,100.343875,with,I,sd,u-12-2
sw3657B-ms98-a-0009,101.326375,101.805000,and,B,sd,u-14-1
sw3657B-ms98-a-0009,101.805000,102.025000,uh,I,sd,u-14-1
sw3657B-ms98-a-0009,102.025000,102.155000,i,I,sd,u-14-1
sw3657B-ms98-a-0009,102.155000,102.558125,now,I,sd,u-14-1
sw3657B-ms98-a-0009,102.558125,103.035000,am,I,sd,u-14-1
sw3657B-ms98-a-0009,103.035000,103.325000,learning,I,sd,u-14-1
sw3657B-ms98-a-0009,103.325000,103.445000,to,I,sd,u-14-1
sw3657B-ms98-a-0009,103.445000,103.585000,be,I,sd,u-14-1
sw3657B-ms98-a-0009,103.585000,103.635000,a,I,sd,u-14-1
sw3657B-ms98-a-0009,103.635000,103.895000,sys,I,sd,u-14-1
sw3657B-ms98-a-0009,103.895000,104.485625,admin,I,sd,u-14-1
sw3657B-ms98-a-0010,105.119875,105.321500,on,I,sd,u-14-1
sw3657B-ms98-a-0010,105.321500,105.651500,on,I,sd,u-14-1
sw3657B-ms98-a-0010,105.651500,105.861500,not,I,sd,u-14-1
sw3657B-ms98-a-0010,105.861500,106.071500,only,I,sd,u-14-1
sw3657B-ms98-a-0010,106.071500,106.661500,PCs,I,sd,u-14-1
sw3657B-ms98-a-0010,106.661500,107.021500,but,I,sd,u-14-1
sw3657B-ms98-a-0010,107.021500,107.241500,uh,I,sd,u-14-1
sw3657B-ms98-a-0010,107.241500,107.564625,pers[onal]-,I,sd,u-14-1
sw3657B-ms98-a-0010,107.564625,107.901500,uh,I,sd,u-14-1
sw3657B-ms98-a-0010,107.901500,108.681500,professional,I,sd,u-14-1
sw3657B-ms98-a-0010,108.681500,108.891500,work,I,sd,u-14-1
sw3657B-ms98-a-0010,108.891500,109.371500,stations,I,sd,u-14-1
sw3657B-ms98-a-0010,109.371500,109.481500,as,B,+,u-16-1
sw3657B-ms98-a-0010,109.481500,109.899250,well,I,+,u-16-1
sw3657B-ms98-a-0011,110.488750,110.662000,and,B,sd,u-18-1
sw3657B-ms98-a-0011,110.662000,110.922000,these,I,sd,u-18-1
sw3657B-ms98-a-0011,110.922000,110.982000,are,I,sd,u-18-1
sw3657B-ms98-a-0011,110.982000,111.082000,the,I,sd,u-18-1
sw3657B-ms98-a-0011,111.082000,111.362000,big,I,sd,u-18-1
sw3657B-ms98-a-0011,111.362000,111.982625,mamas,I,sd,u-18-1
