sw3315B-ms98-a-0003,1.989000,2.484000,hi,B,fp,u-2-1
sw3315B-ms98-a-0005,4.406000,4.696000,hi,B,fp^m,u-4-1
sw3315B-ms98-a-0005,4.696000,4.876000,i'm,B,sd,u-4-2
sw3315B-ms98-a-0005,4.876000,5.656125,Jennifer,I,sd,u-4-2
sw3315B-ms98-a-0006,6.905500,7.825875,Pennsylvania,B,sd,u-6-1
sw3315B-ms98-a-0008,10.543000,10.793000,oh,B,bh,u-8-1
sw3315B-ms98-a-0008,10.793000,11.413000,really,I,bh,u-8-1
sw3315B-ms98-a-0009,12.322000,12.462000,oh,B,ba,u-10-1
sw3315B-ms98-a-0009,12.462000,12.752000,that's,I,ba,u-10-1
sw3315B-ms98-a-0009,12.752000,13.291750,neat,I,ba,u-10-1
sw3315B-ms98-a-0011,18.129750,18.330125,um,B,qy^d,u-12-1
sw3315B-ms98-a-0011,18.479125,19.119750,television,I,qy^d,u-12-1
sw3315B-ms98-a-0011,19.119750,19.559750,shows,I,qy^d,u-12-1
sw3315B-ms98-a-0011,20.199750,20.539750,sure,B,b,u-14-1
sw3315B-ms98-a-0011,20.539750,20.719750,that,B,sv,u-14-2
sw3315B-ms98-a-0011,20.719750,21.089750,sounds,I,sv,u-14-2
sw3315B-ms98-a-0011,21.089750,21.489750,good,I,sv,u-14-2
sw3315B-ms98-a-0013,25.797125,26.436125,[laughter-okay],O,,
sw3315B-ms98-a-0014,27.499125,27.799125,sure,B,na,u-18-1
sw3315B-ms98-a-0014,27.799125,28.087625,am,I,na,u-18-1
sw3315B-ms98-a-0016,31.472375,31.752375,okay,B,b,u-20-1
sw3315B-ms98-a-0016,31.752375,31.832375,i,B,sv,u-20-2
sw3315B-ms98-a-0016,31.832375,32.062375,guess,I,sv,u-20-2
sw3315B-ms98-a-0016,32.062375,32.182375,we're,I,sv,u-20-2
sw3315B-ms98-a-0016,32.182375,32.632375,recording,I,sv,u-20-2
sw3315B-ms98-a-0016,32.632375,32.992375,now,I,sv,u-20-2
sw3315B-ms98-a-0017,34.423125,34.643125,what,B,qw,u-22-1
