sw2263B-ms98-a-0002,0.764875,1.559250,okay,B,o,u-1-1
sw2263B-ms98-a-0004,9.779000,10.012375,yeah,B,b,u-3-1
sw2263B-ms98-a-0004,10.012375,10.102375,what,B,qw,u-3-2
sw2263B-ms98-a-0004,10.102375,10.162375,do,I,qw,u-3-2
sw2263B-ms98-a-0004,10.162375,10.312375,you,I,qw,u-3-2
sw2263B-ms98-a-0004,10.312375,10.472375,where,I,qw,u-3-2
sw2263B-ms98-a-0004,10.472375,10.532375,do,I,qw,u-3-2
sw2263B-ms98-a-0004,10.532375,10.612375,you,I,qw,u-3-2
sw2263B-ms98-a-0004,10.612375,10.752375,like,I,qw,u-3-2
sw2263B-ms98-a-0004,10.752375,10.862375,to,I,qw,u-3-2
sw2263B-ms98-a-0004,10.862375,11.212375,camp,I,qw,u-3-2
sw2263B-ms98-a-0004,11.212375,11.312375,how,B,qo,u-3-3
sw2263B-ms98-a-0004,11.312375,11.372375,do,I,qo,u-3-3
sw2263B-ms98-a-0004,11.372375,11.442375,you,I,qo,u-3-3
sw2263B-ms98-a-0004,11.442375,11.572375,like,I,qo,u-3-3
sw2263B-ms98-a-0004,11.572375,11.662375,to,I,qo,u-3-3
sw2263B-ms98-a-0004,11.662375,12.049000,camp,I,qo,u-3-3
sw2263B-ms98-a-0006,21.507250,21.611000,i,B,sd,u-5-1
sw2263B-ms98-a-0006,21.611000,21.851000,used,I,sd,u-5-1
sw2263B-ms98-a-0006,21.851000,22.041000,to,I,sd,u-5-1
sw2263B-ms98-a-0006,22.041000,22.151000,uh,I,sd,u-5-1
sw2263B-ms98-a-0006,22.151000,22.291000,live,I,sd,u-5-1
sw2263B-ms98-a-0006,22.291000,22.351000,in,I,sd,u-5-1
sw2263B-ms98-a-0006,22.351000,22.441000,the,I,sd,u-5-1
sw2263B-ms98-a-0006,22.441000,23.031000,Ozarks,I,sd,u-5-1
sw2263B-ms98-a-0006,23.031000,23.241000,and,I,sd,u-5-1
sw2263B-ms98-a-0006,23.241000,23.387875,uh,I,sd,u-5-1
sw2263B-ms98-a-0006,23.919000,24.151000,liked,B,+,u-7-1
sw2263B-ms98-a-0006,24.151000,24.241000,to,I,+,u-7-1
sw2263B-ms98-a-0006,24.241000,24.331000,go,I,+,u-7-1
sw2263B-ms98-a-0006,24.331000,24.481000,up,I,+,u-7-1
sw2263B-ms98-a-0006,24.481000,24.651000,there,I,+,u-7-1
sw2263B-ms98-a-0006,24.651000,24.771000,and,I,+,u-7-1
sw2263B-ms98-a-0006,24.771000,25.037000,just,I,+,u-7-1
sw2263B-ms98-a-0006,25.361000,25.521000,take,I,+,u-7-1
sw2263B-ms98-a-0006,25.521000,25.561000,a,I,+,u-7-1
sw2263B-ms98-a-0006,25.561000,26.141000,backpack,I,+,u-7-1
sw2263B-ms98-a-0006,26.141000,26.304000,and,I,+,u-7-1
sw2263B-ms98-a-0006,26.808750,27.231000,strike,B,+,u-9-1
sw2263B-ms98-a-0006,27.231000,27.381000,out,I,+,u-9-1
sw2263B-ms98-a-0006,27.381000,27.501000,into,I,+,u-9-1
sw2263B-ms98-a-0006,27.501000,27.811000,the,I,+,u-9-1
sw2263B-ms98-a-0006,27.811000,28.041000,woods,I,+,u-9-1
sw2263B-ms98-a-0007,29.695750,30.107250,yeah,B,aa,u-11-1
sw2263B-ms98-a-0009,31.903500,31.993625,i,B,ng,u-13-1
sw2263B-ms98-a-0009,31.993625,32.213625,haven't,I,ng,u-13-1
sw2263B-ms98-a-0009,32.213625,32.373625,done,I,ng,u-13-1
sw2263B-ms98-a-0009,32.373625,32.493625,it,I,ng,u-13-1
sw2263B-ms98-a-0009,32.493625,32.553625,in,I,ng,u-13-1
sw2263B-ms98-a-0009,32.553625,33.083625,quite,I,ng,u-13-1
sw2263B-ms98-a-0009,33.083625,33.533625,awhile,I,ng,u-13-1
sw2263B-ms98-a-0009,33.533625,33.713625,since,B,+,u-15-1
sw2263B-ms98-a-0009,33.713625,33.763625,i,I,+,u-15-1
sw2263B-ms98-a-0009,33.763625,33.983625,moved,I,+,u-15-1
sw2263B-ms98-a-0009,33.983625,34.173625,down,I,+,u-15-1
sw2263B-ms98-a-0009,34.173625,34.383625,here,I,+,u-15-1
sw2263B-ms98-a-0009,34.383625,34.563625,But,B,sd,u-15-2
sw2263B-ms98-a-0009,34.563625,34.593625,i,I,sd,u-15-2
sw2263B-ms98-a-0009,34.593625,34.823625,used,I,sd,u-15-2
sw2263B-ms98-a-0009,34.823625,34.883625,to,I,sd,u-15-2
sw2263B-ms98-a-0009,34.883625,34.973625,do,I,sd,u-15-2
sw2263B-ms98-a-0009,34.973625,35.088875,it,I,sd,u-15-2
sw2263B-ms98-a-0010,35.816625,36.038250,quite,B,+,u-17-1
sw2263B-ms98-a-0010,36.038250,36.138500,a,I,+,u-17-1
sw2263B-ms98-a-0010,36.138500,36.356375,bit,I,+,u-17-1
sw2263B-ms98-a-0012,38.767875,39.261375,yeah,B,ny,u-19-1
sw2263B-ms98-a-0012,39.440500,39.596000,yeah,B,ny^r,u-19-2
sw2263B-ms98-a-0012,39.596000,39.716000,it,B,sd,u-21-1
sw2263B-ms98-a-0012,39.716000,40.080375,was,I,sd,u-21-1
sw2263B-ms98-a-0012,40.080375,40.346000,real,I,sd,u-21-1
sw2263B-ms98-a-0012,40.346000,40.635500,hilly,I,sd,u-21-1
sw2263B-ms98-a-0014,43.423375,43.693000,take,B,sd,u-23-1
sw2263B-ms98-a-0014,43.693000,43.723000,a,I,sd,u-23-1
sw2263B-ms98-a-0014,43.723000,44.003000,twenty,I,sd,u-23-1
sw2263B-ms98-a-0014,44.003000,44.173000,two,I,sd,u-23-1
sw2263B-ms98-a-0014,44.173000,44.273000,and,B,sd,u-23-2
sw2263B-ms98-a-0014,44.273000,44.333000,go,I,sd,u-23-2
sw2263B-ms98-a-0014,44.333000,44.623375,out,I,sd,u-23-2
sw2263B-ms98-a-0015,45.896375,46.133750,take,B,sd^r,u-25-1
sw2263B-ms98-a-0015,46.133750,46.183750,a,I,sd^r,u-25-1
sw2263B-ms98-a-0015,46.183750,46.453750,twenty,I,sd^r,u-25-1
sw2263B-ms98-a-0015,46.453750,46.663750,two,I,sd^r,u-25-1
sw2263B-ms98-a-0015,46.663750,46.813750,and,B,sd,u-25-2
sw2263B-ms98-a-0015,46.813750,47.163750,find,I,sd,u-25-2
sw2263B-ms98-a-0015,47.163750,47.203750,a,I,sd,u-25-2
sw2263B-ms98-a-0015,47.203750,47.618000,creek,I,sd,u-25-2
sw2263B-ms98-a-0017,53.133000,53.585750,i,B,sd,u-27-1
sw2263B-ms98-a-0017,53.585750,53.725750,used,I,sd,u-27-1
sw2263B-ms98-a-0017,53.725750,53.785750,to,I,sd,u-27-1
sw2263B-ms98-a-0017,53.785750,53.865750,go,I,sd,u-27-1
sw2263B-ms98-a-0017,53.865750,53.955750,with,I,sd,u-27-1
sw2263B-ms98-a-0017,53.955750,54.025750,my,I,sd,u-27-1
sw2263B-ms98-a-0017,54.025750,54.572750,brother,I,sd,u-27-1
sw2263B-ms98-a-0017,55.171625,55.325750,we,B,sd,u-29-1
sw2263B-ms98-a-0017,55.325750,55.535750,just,I,sd,u-29-1
sw2263B-ms98-a-0017,55.535750,55.725750,lived,I,sd,u-29-1
sw2263B-ms98-a-0017,55.725750,55.875750,up,I,sd,u-29-1
sw2263B-ms98-a-0017,55.875750,56.095875,there,I,sd,u-29-1
sw2263B-ms98-a-0019,60.240375,60.651500,yeah,B,b,u-31-1
sw2263B-ms98-a-0020,61.240000,61.399375,it,B,%,u-33-1
sw2263B-ms98-a-0020,61.399375,61.609375,gets,I,%,u-33-1
sw2263B-ms98-a-0020,61.609375,61.829375,kind,I,%,u-33-1
sw2263B-ms98-a-0020,61.829375,61.959375,of,I,%,u-33-1
sw2263B-ms98-a-0020,61.959375,62.129375,i,B,sd,u-33-2
sw2263B-ms98-a-0020,62.129375,62.419375,we,I,sd,u-33-2
sw2263B-ms98-a-0020,62.419375,62.549375,used,I,sd,u-33-2
sw2263B-ms98-a-0020,62.549375,62.609375,to,I,sd,u-33-2
sw2263B-ms98-a-0020,62.609375,62.709375,have,I,sd,u-33-2
sw2263B-ms98-a-0020,62.709375,62.819375,one,I,sd,u-33-2
sw2263B-ms98-a-0020,62.819375,62.909375,of,I,sd,u-33-2
sw2263B-ms98-a-0020,62.909375,62.999375,those,I,sd,u-33-2
sw2263B-ms98-a-0020,62.999375,63.159375,little,I,sd,u-33-2
sw2263B-ms98-a-0020,63.159375,63.399375,caves,I,sd,u-33-2
sw2263B-ms98-a-0020,63.399375,63.459375,you,I,sd,u-33-2
sw2263B-ms98-a-0020,63.459375,63.619375,can,I,sd,u-33-2
sw2263B-ms98-a-0020,63.619375,63.739375,go,I,sd,u-33-2
sw2263B-ms98-a-0020,63.739375,63.999375,back,I,sd,u-33-2
sw2263B-ms98-a-0020,63.999375,64.148875,in,I,sd,u-33-2
sw2263B-ms98-a-0021,65.048750,65.162625,get,B,+,u-35-1
sw2263B-ms98-a-0021,65.162625,65.222625,out,I,+,u-35-1
sw2263B-ms98-a-0021,65.222625,65.282625,of,I,+,u-35-1
sw2263B-ms98-a-0021,65.282625,65.342625,the,I,+,u-35-1
sw2263B-ms98-a-0021,65.342625,65.704125,rain,I,+,u-35-1
sw2263B-ms98-a-0023,67.629625,67.800125,but,B,sd,u-37-1
sw2263B-ms98-a-0023,67.800125,67.860125,i,I,sd,u-37-1
sw2263B-ms98-a-0023,67.860125,68.010125,don't,I,sd,u-37-1
sw2263B-ms98-a-0023,68.010125,68.110125,know,I,sd,u-37-1
sw2263B-ms98-a-0023,68.110125,68.320125,much,I,sd,u-37-1
sw2263B-ms98-a-0023,68.320125,68.570125,about,I,sd,u-37-1
sw2263B-ms98-a-0023,68.570125,68.860125,camping,I,sd,u-37-1
sw2263B-ms98-a-0023,68.860125,68.950125,in,I,sd,u-37-1
sw2263B-ms98-a-0023,68.950125,69.660125,Texas,I,sd,u-37-1
sw2263B-ms98-a-0025,71.828250,72.003125,you're,O,,
sw2263B-ms98-a-0025,72.003125,72.183125,in,B,qy,u-39-1
sw2263B-ms98-a-0025,72.183125,73.195250,Pennsylvania,I,qy,u-39-1
sw2263B-ms98-a-0026,74.268250,74.398250,i,B,sd,u-41-1
sw2263B-ms98-a-0026,74.398250,74.598250,didn't,I,sd,u-41-1
sw2263B-ms98-a-0026,74.598250,74.708250,know,I,sd,u-41-1
sw2263B-ms98-a-0026,74.708250,74.858250,they,I,sd,u-41-1
