sw2185B-ms98-a-0002,6.145500,6.699500,uh-huh,B,b,u-2-1
sw2185B-ms98-a-0004,19.828875,20.408875,okay,B,b,u-4-1
sw2185B-ms98-a-0005,21.512125,21.832125,yeah,B,b,u-6-1
sw2185B-ms98-a-0007,24.982250,25.409375,uh-huh,B,b,u-8-1
sw2185B-ms98-a-0007,25.409375,25.594000,i,B,b,u-8-2
sw2185B-ms98-a-0007,25.594000,26.171875,see,I,b,u-8-2
sw2185B-ms98-a-0009,43.469375,43.959375,yeah,B,b,u-10-1
sw2185B-ms98-a-0011,47.068500,47.450375,yeah,B,aa,u-12-1
sw2185B-ms98-a-0011,47.555375,47.808500,yeah,B,aa^r,u-12-2
sw2185B-ms98-a-0011,47.808500,47.998500,that's,B,aa,u-12-3
sw2185B-ms98-a-0011,47.998500,48.148500,for,I,aa,u-12-3
sw2185B-ms98-a-0011,48.148500,48.568500,sure,I,aa,u-12-3
sw2185B-ms98-a-0012,49.531875,49.681875,well,B,%,u-14-1
sw2185B-ms98-a-0012,49.681875,49.951875,we,I,%,u-14-1
sw2185B-ms98-a-0012,49.951875,50.451875,uh,I,%,u-14-1
sw2185B-ms98-a-0012,50.891875,51.001875,i,B,sd,u-14-2
sw2185B-ms98-a-0012,51.001875,51.201875,just,I,sd,u-14-2
sw2185B-ms98-a-0012,51.201875,51.341875,got,I,sd,u-14-2
sw2185B-ms98-a-0012,51.341875,51.841875,married,I,sd,u-14-2
sw2185B-ms98-a-0012,52.061875,52.291875,about,I,sd,u-14-2
sw2185B-ms98-a-0012,52.291875,52.541875,six,I,sd,u-14-2
sw2185B-ms98-a-0012,52.541875,52.751875,months,I,sd,u-14-2
sw2185B-ms98-a-0012,52.751875,53.081875,ago,I,sd,u-14-2
sw2185B-ms98-a-0012,53.081875,53.241875,and,B,sd,u-14-3
sw2185B-ms98-a-0012,53.241875,53.331875,we,I,sd,u-14-3
sw2185B-ms98-a-0012,53.331875,53.541875,bought,I,sd,u-14-3
sw2185B-ms98-a-0012,53.541875,53.581875,a,I,sd,u-14-3
sw2185B-ms98-a-0012,53.581875,53.841875,house,I,sd,u-14-3
sw2185B-ms98-a-0012,53.841875,53.971875,at,I,sd,u-14-3
sw2185B-ms98-a-0012,53.971875,54.031875,the,I,sd,u-14-3
sw2185B-ms98-a-0012,54.031875,54.391875,same,I,sd,u-14-3
sw2185B-ms98-a-0012,54.391875,54.861875,time,I,sd,u-14-3
sw2185B-ms98-a-0012,54.861875,55.041875,so,B,%,u-14-4
sw2185B-ms98-a-0012,55.041875,55.421750,we're,I,%,u-14-4
sw2185B-ms98-a-0012,55.998500,56.194375,i'm,B,sd,u-14-5
sw2185B-ms98-a-0012,56.194375,56.491875,sitting,I,sd,u-14-5
sw2185B-ms98-a-0012,56.491875,56.731875,here,I,sd,u-14-5
sw2185B-ms98-a-0012,56.731875,56.811875,in,I,sd,u-14-5
sw2185B-ms98-a-0012,56.811875,56.931875,my,I,sd,u-14-5
sw2185B-ms98-a-0012,56.931875,57.251875,forty,I,sd,u-14-5
sw2185B-ms98-a-0012,57.251875,57.441875,year,I,sd,u-14-5
sw2185B-ms98-a-0012,57.441875,57.651875,old,I,sd,u-14-5
sw2185B-ms98-a-0012,57.651875,58.061875,house,I,sd,u-14-5
sw2185B-ms98-a-0012,58.061875,58.231875,and,B,sd,u-14-6
sw2185B-ms98-a-0012,58.231875,58.361875,we're,I,sd,u-14-6
sw2185B-ms98-a-0012,58.361875,58.631875,about,I,sd,u-14-6
sw2185B-ms98-a-0012,58.631875,59.091875,halfway,I,sd,u-14-6
sw2185B-ms98-a-0012,59.091875,59.391875,through,I,sd,u-14-6
sw2185B-ms98-a-0012,59.391875,59.481875,the,I,sd,u-14-6
sw2185B-ms98-a-0012,59.481875,59.882000,painting,I,sd,u-14-6
sw2185B-ms98-a-0012,59.882000,60.590625,[laughter-process],O,,
sw2185B-ms98-a-0013,61.787625,62.440750,so,B,%,u-16-1
sw2185B-ms98-a-0013,62.440750,62.680125,uh,I,%,u-16-1
sw2185B-ms98-a-0014,63.159125,63.319125,the,I,%,u-16-1
sw2185B-ms98-a-0014,63.319125,63.789125,only,I,%,u-16-1
sw2185B-ms98-a-0014,63.789125,64.426500,uh,I,%,u-16-1
sw2185B-ms98-a-0014,64.746625,64.819125,i,B,sd,u-16-2
sw2185B-ms98-a-0014,64.819125,65.079125,guess,I,sd,u-16-2
sw2185B-ms98-a-0014,65.079125,65.199125,the,I,sd,u-16-2
sw2185B-ms98-a-0014,65.199125,65.379125,the,I,sd,u-16-2
sw2185B-ms98-a-0014,65.379125,65.659125,big,I,sd,u-16-2
sw2185B-ms98-a-0014,65.659125,66.409125,discussion,I,sd,u-16-2
sw2185B-ms98-a-0014,66.409125,66.649125,just,I,sd,u-16-2
sw2185B-ms98-a-0014,66.779125,66.959125,kind,I,sd,u-16-2
sw2185B-ms98-a-0014,66.959125,67.039125,of,I,sd,u-16-2
