sw3735B-ms98-a-0003,2.883750,3.342250,hi,B,fp,u-2-1
sw3735B-ms98-a-0003,3.342250,3.701000,[laughter],O,,
sw3735B-ms98-a-0005,6.126000,6.656000,okay,B,b,u-4-1
sw3735B-ms98-a-0005,7.386000,7.660750,um,B,sd^t,u-6-1
sw3735B-ms98-a-0005,8.071250,8.236000,as,I,sd^t,u-6-1
sw3735B-ms98-a-0005,8.236000,8.446000,far,I,sd^t,u-6-1
sw3735B-ms98-a-0005,8.446000,8.546000,as,I,sd^t,u-6-1
sw3735B-ms98-a-0005,8.546000,8.836000,spare,I,sd^t,u-6-1
sw3735B-ms98-a-0005,8.836000,9.366000,time,I,sd^t,u-6-1
sw3735B-ms98-a-0005,9.366000,9.506000,they,I,sd^t,u-6-1
sw3735B-ms98-a-0005,9.506000,9.786000,talked,I,sd^t,u-6-1
sw3735B-ms98-a-0005,9.786000,10.116000,about,I,sd^t,u-6-1
sw3735B-ms98-a-0005,10.116000,10.252500,i,B,%,u-6-2
sw3735B-ms98-a-0005,10.252500,10.373125,don't,I,%,u-6-2
sw3735B-ms98-a-0005,10.373125,10.533625,i,I,%,u-6-2
sw3735B-ms98-a-0005,10.533625,10.767125,think,I,%,u-6-2
sw3735B-ms98-a-0005,10.767125,10.934875,who,B,qh,u-6-3
sw3735B-ms98-a-0005,10.934875,11.126875,has,I,qh,u-6-3
sw3735B-ms98-a-0005,11.126875,11.376000,any,I,qh,u-6-3
sw3735B-ms98-a-0005,11.376000,11.629875,[laughter-spare],O,,
sw3735B-ms98-a-0005,11.629875,12.336125,[laughter-time],O,,
sw3735B-ms98-a-0005,12.336125,12.579500,but,O,,
sw3735B-ms98-a-0006,13.304250,13.756500,[laughter],O,,
sw3735B-ms98-a-0006,13.756500,13.961875,i've,B,sd,u-8-1
sw3735B-ms98-a-0006,13.961875,14.242625,got,I,sd,u-8-1
sw3735B-ms98-a-0006,14.242625,14.456625,a,I,sd,u-8-1
sw3735B-ms98-a-0006,14.886000,15.091875,a,I,sd,u-8-1
sw3735B-ms98-a-0006,15.091875,15.401875,six,I,sd,u-8-1
sw3735B-ms98-a-0006,15.401875,15.491875,year,I,sd,u-8-1
sw3735B-ms98-a-0006,15.491875,15.651875,old,I,sd,u-8-1
sw3735B-ms98-a-0006,15.651875,15.747250,and,I,sd,u-8-1
sw3735B-ms98-a-0006,15.747250,16.030500,um,I,sd,u-8-1
sw3735B-ms98-a-0006,16.264000,16.791875,um,I,sd,u-8-1
sw3735B-ms98-a-0006,16.791875,16.921875,well,B,sd,u-8-2
sw3735B-ms98-a-0006,16.921875,17.031875,my,I,sd,u-8-2
sw3735B-ms98-a-0006,17.031875,17.351875,baby's,I,sd,u-8-2
sw3735B-ms98-a-0006,17.351875,17.631875,one,I,sd,u-8-2
sw3735B-ms98-a-0006,17.631875,18.202000,today,I,sd,u-8-2
sw3735B-ms98-a-0006,18.522125,18.791875,today's,B,sd,u-10-1
sw3735B-ms98-a-0006,18.791875,18.911875,his,I,sd,u-10-1
sw3735B-ms98-a-0006,18.911875,19.490250,birthday,I,sd,u-10-1
sw3735B-ms98-a-0006,20.013750,20.441875,and,B,sd,u-12-1
sw3735B-ms98-a-0006,20.441875,20.661875,i'm,I,sd,u-12-1
sw3735B-ms98-a-0006,20.661875,21.011875,also,I,sd,u-12-1
sw3735B-ms98-a-0006,21.011875,21.241875,i'm,I,sd,u-12-1
sw3735B-ms98-a-0006,21.241875,21.971875,expecting,I,sd,u-12-1
sw3735B-ms98-a-0006,21.971875,22.131875,and,B,h,u-12-2
sw3735B-ms98-a-0006,22.131875,22.433875,so,I,h,u-12-2
sw3735B-ms98-a-0007,23.028500,23.424875,i,I,h,u-12-2
sw3735B-ms98-a-0007,24.041375,24.166000,i,I,h,u-12-2
sw3735B-ms98-a-0007,24.166000,24.312875,don't,I,h,u-12-2
sw3735B-ms98-a-0007,24.312875,24.499375,know,I,h,u-12-2
sw3735B-ms98-a-0007,24.499375,24.639375,i,B,sd,u-12-3
sw3735B-ms98-a-0007,24.639375,24.919375,haven't,I,sd,u-12-3
sw3735B-ms98-a-0007,24.919375,25.119375,had,I,sd,u-12-3
sw3735B-ms98-a-0007,25.169375,25.339375,much,I,sd,u-12-3
sw3735B-ms98-a-0007,25.339375,25.619375,spare,I,sd,u-12-3
sw3735B-ms98-a-0007,25.619375,25.959375,time,I,sd,u-12-3
sw3735B-ms98-a-0007,25.959375,26.419375,lately,I,sd,u-12-3
sw3735B-ms98-a-0007,26.419375,26.885375,[laughter-but],O,,
sw3735B-ms98-a-0009,32.895625,33.028000,oh,B,b,u-14-1
sw3735B-ms98-a-0009,33.028000,33.528625,uh-huh,I,b,u-14-1
sw3735B-ms98-a-0011,36.245375,36.503500,and,O,,
sw3735B-ms98-a-0013,38.437750,38.619500,oh,B,bh,u-16-1
sw3735B-ms98-a-0013,38.619500,38.843875,have,I,bh,u-16-1
sw3735B-ms98-a-0013,38.843875,39.325000,you,I,bh,u-16-1
sw3735B-ms98-a-0013,39.679750,40.484125,oh,B,bk,u-18-1
sw3735B-ms98-a-0013,40.892750,41.048875,you,B,qy,u-20-1
sw3735B-ms98-a-0013,41.048875,41.168875,you,I,qy,u-20-1
sw3735B-ms98-a-0013,41.168875,41.368875,sew,I,qy,u-20-1
sw3735B-ms98-a-0013,41.368875,41.448875,the,I,qy,u-20-1
sw3735B-ms98-a-0013,41.448875,41.808875,bodies,I,qy,u-20-1
sw3735B-ms98-a-0013,41.808875,41.928875,and,I,qy,u-20-1
sw3735B-ms98-a-0013,41.928875,42.319750,everything,I,qy,u-20-1
sw3735B-ms98-a-0015,47.185375,47.378750,so,B,qy^g,u-22-1
sw3735B-ms98-a-0015,47.378750,47.568750,you,I,qy^g,u-22-1
sw3735B-ms98-a-0015,47.568750,47.768750,sew,I,qy^g,u-22-1
sw3735B-ms98-a-0015,47.768750,47.888750,you,I,qy^g,u-22-1
sw3735B-ms98-a-0015,48.208750,48.368750,just,I,qy^g,u-22-1
sw3735B-ms98-a-0015,48.368750,48.538750,sew,I,qy^g,u-22-1
sw3735B-ms98-a-0015,48.538750,48.958750,everything,I,qy^g,u-22-1
sw3735B-ms98-a-0015,48.958750,49.248750,up,I,qy^g,u-22-1
sw3735B-ms98-a-0015,49.248750,49.490750,huh,I,qy^g,u-22-1
sw3735B-ms98-a-0015,49.961500,50.423500,oh,B,bk,u-24-1
sw3735B-ms98-a-0015,51.478125,52.049250,uh-huh,B,b,u-26-1
sw3735B-ms98-a-0015,52.260250,52.438750,what,B,qw,u-26-2
sw3735B-ms98-a-0015,52.438750,52.708750,kind,I,qw,u-26-2
sw3735B-ms98-a-0015,52.948750,53.048750,do,B,qy,u-28-1
sw3735B-ms98-a-0015,53.048750,53.148750,they,I,qy,u-28-1
sw3735B-ms98-a-0015,53.148750,53.288750,have,I,qy,u-28-1
sw3735B-ms98-a-0015,53.288750,53.578750,yarn,I,qy,u-28-1
sw3735B-ms98-a-0015,53.578750,53.915500,hair,I,qy,u-28-1
sw3735B-ms98-a-0015,53.915500,54.225000,or,B,%,u-28-2
sw3735B-ms98-a-0017,57.507125,57.677125,oh,B,b,u-30-1
sw3735B-ms98-a-0017,57.677125,58.034250,uh-huh,I,b,u-30-1
sw3735B-ms98-a-0018,59.310500,60.082750,oh,B,bk,u-32-1
