sw3682B-ms98-a-0002,0.152875,0.594250,okay,B,o,u-1-1
sw3682B-ms98-a-0002,0.594250,0.690375,what,B,qw,u-1-2
sw3682B-ms98-a-0002,0.690375,0.880375,kind,I,qw,u-1-2
sw3682B-ms98-a-0002,0.880375,1.137500,of,I,qw,u-1-2
sw3682B-ms98-a-0002,1.789125,2.170375,foods,B,+,u-3-1
sw3682B-ms98-a-0002,2.170375,2.360375,would,I,+,u-3-1
sw3682B-ms98-a-0002,2.360375,2.490375,you,I,+,u-3-1
sw3682B-ms98-a-0002,2.490375,3.082375,have,I,+,u-3-1
sw3682B-ms98-a-0004,6.295875,6.538000,oh,B,sd,u-5-1
sw3682B-ms98-a-0004,6.538000,6.625875,i,I,sd,u-5-1
sw3682B-ms98-a-0004,6.625875,6.700875,do,I,sd,u-5-1
sw3682B-ms98-a-0004,6.700875,6.958125,too,I,sd,u-5-1
sw3682B-ms98-a-0004,6.958125,7.524875,[laughter],O,,
sw3682B-ms98-a-0006,10.654750,10.972875,hum-um,O,,
sw3682B-ms98-a-0008,13.500375,13.821500,uh-huh,B,b,u-7-1
sw3682B-ms98-a-0010,16.545000,16.614000,well,O,,
sw3682B-ms98-a-0010,16.614000,16.844000,yeah,B,aa,u-11-1
sw3682B-ms98-a-0010,16.844000,16.994000,you,B,sv,u-11-2
sw3682B-ms98-a-0010,16.994000,17.214000,can't,I,sv,u-11-2
sw3682B-ms98-a-0010,17.214000,17.554000,enjoy,I,sv,u-11-2
sw3682B-ms98-a-0010,17.554000,17.834000,it,I,sv,u-11-2
sw3682B-ms98-a-0010,18.188000,18.521750,right,B,b,u-13-1
sw3682B-ms98-a-0012,24.148625,24.963000,[laughter],O,,
sw3682B-ms98-a-0012,24.963000,25.193625,that's,B,%,u-15-1
sw3682B-ms98-a-0012,25.193625,25.433625,that's,I,%,u-15-1
sw3682B-ms98-a-0012,25.433625,25.583625,what,I,%,u-15-1
sw3682B-ms98-a-0012,25.583625,25.673625,i,B,sd,u-15-2
sw3682B-ms98-a-0012,25.673625,25.873625,like,I,sd,u-15-2
sw3682B-ms98-a-0012,25.873625,26.033625,doing,I,sd,u-15-2
sw3682B-ms98-a-0012,26.033625,26.263625,things,I,sd,u-15-2
sw3682B-ms98-a-0012,26.263625,26.563625,like,I,sd,u-15-2
sw3682B-ms98-a-0012,26.563625,26.843625,making,I,sd,u-15-2
sw3682B-ms98-a-0012,26.843625,27.283625,lasagna,I,sd,u-15-2
sw3682B-ms98-a-0012,27.283625,27.463625,just,I,sd,u-15-2
