sw4008B-ms98-a-0002,1.724750,2.114750,yes,B,ny,u-2-1
sw4008B-ms98-a-0002,2.114750,2.234750,i,B,sd^e,u-2-2
sw4008B-ms98-a-0002,2.234750,2.464750,have,I,sd^e,u-2-2
sw4008B-ms98-a-0002,2.464750,2.792250,a,I,sd^e,u-2-2
sw4008B-ms98-a-0002,3.172625,3.744750,Macintosh,I,sd^e,u-2-2
sw4008B-ms98-a-0002,3.744750,4.044750,SE,I,sd^e,u-2-2
sw4008B-ms98-a-0002,4.044750,4.434750,thirty,I,sd^e,u-2-2
sw4008B-ms98-a-0004,11.159125,11.489625,um-hum,B,b,u-4-1
sw4008B-ms98-a-0006,17.800000,17.920000,what,B,qw,u-6-1
sw4008B-ms98-a-0006,17.920000,17.980000,do,I,qw,u-6-1
sw4008B-ms98-a-0006,17.980000,18.050000,you,I,qw,u-6-1
sw4008B-ms98-a-0006,18.050000,18.220000,use,I,qw,u-6-1
sw4008B-ms98-a-0006,18.220000,18.400000,yours,I,qw,u-6-1
sw4008B-ms98-a-0006,18.400000,18.610000,for,I,qw,u-6-1
sw4008B-ms98-a-0006,18.610000,19.054500,mostly,I,qw,u-6-1
sw4008B-ms98-a-0008,26.869125,27.119125,uh-huh,B,b,u-8-1
sw4008B-ms98-a-0010,37.337500,37.529000,well,B,sd,u-10-1
sw4008B-ms98-a-0010,37.529000,37.579000,i,I,sd,u-10-1
sw4008B-ms98-a-0010,37.579000,37.759000,do,I,sd,u-10-1
sw4008B-ms98-a-0010,37.759000,37.789000,a,I,sd,u-10-1
sw4008B-ms98-a-0010,37.789000,37.939000,lot,I,sd,u-10-1
sw4008B-ms98-a-0010,37.939000,38.019000,of,I,sd,u-10-1
sw4008B-ms98-a-0010,38.019000,38.209000,word,I,sd,u-10-1
sw4008B-ms98-a-0010,38.209000,38.819000,processing,I,sd,u-10-1
sw4008B-ms98-a-0010,38.819000,38.929000,and,I,sd,u-10-1
sw4008B-ms98-a-0010,38.929000,39.219000,spread,I,sd,u-10-1
sw4008B-ms98-a-0010,39.219000,39.549000,sheets,I,sd,u-10-1
sw4008B-ms98-a-0010,39.549000,39.649000,and,I,sd,u-10-1
sw4008B-ms98-a-0010,39.649000,39.859000,data,I,sd,u-10-1
sw4008B-ms98-a-0010,39.859000,40.259000,base,I,sd,u-10-1
sw4008B-ms98-a-0010,40.259000,40.519000,and,B,%,u-10-2
sw4008B-ms98-a-0010,40.519000,40.677125,uh,I,%,u-10-2
