sw4675A-ms98-a-0002,1.035250,1.564625,okay,B,o,u-2-1
sw4675A-ms98-a-0002,1.564625,1.694625,do,B,qy,u-2-2
sw4675A-ms98-a-0002,1.694625,1.894625,you,I,qy,u-2-2
sw4675A-ms98-a-0002,1.894625,2.034625,have,I,qy,u-2-2
sw4675A-ms98-a-0002,2.034625,2.114625,a,I,qy,u-2-2
sw4675A-ms98-a-0002,2.114625,2.444625,budget,I,qy,u-2-2
sw4675A-ms98-a-0002,2.444625,2.594625,that,I,qy,u-2-2
sw4675A-ms98-a-0002,2.594625,2.704625,you,I,qy,u-2-2
sw4675A-ms98-a-0002,2.704625,2.824625,go,I,qy,u-2-2
sw4675A-ms98-a-0002,2.824625,3.037750,on,I,qy,u-2-2
sw4675A-ms98-a-0004,14.433875,14.803875,um-hum,B,b,u-4-1
sw4675A-ms98-a-0005,15.913125,16.243125,um-hum,B,b,u-6-1
sw4675A-ms98-a-0007,22.204750,22.625625,um-hum,B,b,u-8-1
sw4675A-ms98-a-0009,33.562625,34.038625,um-hum,B,b,u-10-1
sw4675A-ms98-a-0009,34.145250,34.556500,um-hum,B,b^r,u-10-2
sw4675A-ms98-a-0011,36.788750,37.253500,um-hum,B,b,u-12-1
sw4675A-ms98-a-0011,37.713000,38.098000,um-hum,B,b^r,u-12-2
sw4675A-ms98-a-0012,39.321375,39.702625,uh-huh,B,b,u-14-1
sw4675A-ms98-a-0014,41.760125,42.196375,uh-huh,B,b,u-16-1
sw4675A-ms98-a-0014,42.678500,42.841750,well,B,sd,u-16-2
sw4675A-ms98-a-0014,42.841750,43.041750,my,I,sd,u-16-2
sw4675A-ms98-a-0014,43.041750,43.394750,bills,I,sd,u-16-2
sw4675A-ms98-a-0014,43.394750,43.522750,i,I,sd,u-16-2
sw4675A-ms98-a-0014,43.522750,43.791750,usually,I,sd,u-16-2
sw4675A-ms98-a-0014,43.791750,44.164375,know,I,sd,u-16-2
sw4675A-ms98-a-0014,44.454375,45.081750,approximately,I,sd,u-16-2
sw4675A-ms98-a-0014,45.081750,45.201750,how,I,sd,u-16-2
sw4675A-ms98-a-0014,45.201750,45.381750,much,I,sd,u-16-2
sw4675A-ms98-a-0014,45.381750,45.491750,they're,I,sd,u-16-2
sw4675A-ms98-a-0014,45.491750,45.621750,going,I,sd,u-16-2
sw4675A-ms98-a-0014,45.621750,45.731750,to,I,sd,u-16-2
sw4675A-ms98-a-0014,45.731750,46.036750,be,I,sd,u-16-2
sw4675A-ms98-a-0014,46.304250,46.561750,each,B,sd,u-18-1
sw4675A-ms98-a-0014,46.561750,46.801750,month,I,sd,u-18-1
sw4675A-ms98-a-0014,46.801750,46.981750,they,I,sd,u-18-1
sw4675A-ms98-a-0014,46.981750,47.281750,[vocalized-noise],I,sd,u-18-1
sw4675A-ms98-a-0014,47.281750,47.421750,are,I,sd,u-18-1
sw4675A-ms98-a-0014,47.421750,47.551750,more,I,sd,u-18-1
sw4675A-ms98-a-0014,47.551750,47.711750,or,I,sd,u-18-1
sw4675A-ms98-a-0014,47.711750,47.931750,less,I,sd,u-18-1
sw4675A-ms98-a-0014,47.931750,48.131750,just,I,sd,u-18-1
sw4675A-ms98-a-0014,48.131750,48.441750,about,I,sd,u-18-1
sw4675A-ms98-a-0014,48.441750,48.531750,the,I,sd,u-18-1
sw4675A-ms98-a-0014,48.531750,49.011750,same,I,sd,u-18-1
sw4675A-ms98-a-0014,49.011750,49.141750,you,I,sd,u-18-1
sw4675A-ms98-a-0014,49.141750,49.381750,know,I,sd,u-18-1
sw4675A-ms98-a-0015,50.173875,50.284750,uh,B,sd,u-20-1
sw4675A-ms98-a-0015,50.284750,50.514750,very,I,sd,u-20-1
sw4675A-ms98-a-0015,50.514750,50.804750,seldom,I,sd,u-20-1
sw4675A-ms98-a-0015,50.804750,50.914750,are,I,sd,u-20-1
sw4675A-ms98-a-0015,50.914750,51.024750,they,I,sd,u-20-1
sw4675A-ms98-a-0015,51.024750,51.184750,any,I,sd,u-20-1
sw4675A-ms98-a-0015,51.184750,51.684750,different,I,sd,u-20-1
sw4675A-ms98-a-0015,51.684750,51.924750,and,B,sd,u-20-2
sw4675A-ms98-a-0015,51.924750,52.214750,then,I,sd,u-20-2
sw4675A-ms98-a-0015,52.214750,52.439125,uh,I,sd,u-20-2
sw4675A-ms98-a-0015,53.038000,53.334750,like,I,sd,u-20-2
sw4675A-ms98-a-0015,53.334750,53.474750,for,I,sd,u-20-2
sw4675A-ms98-a-0015,53.474750,54.074750,groceries,I,sd,u-20-2
sw4675A-ms98-a-0015,54.074750,54.204750,and,I,sd,u-20-2
sw4675A-ms98-a-0015,54.204750,54.644750,everything,I,sd,u-20-2
sw4675A-ms98-a-0015,54.644750,54.764750,we,I,sd,u-20-2
sw4675A-ms98-a-0015,54.764750,54.964750,try,I,sd,u-20-2
sw4675A-ms98-a-0015,54.964750,55.064750,to,I,sd,u-20-2
sw4675A-ms98-a-0015,55.064750,55.283750,put,I,sd,u-20-2
sw4675A-ms98-a-0015,55.695625,55.876750,like,I,sd,u-20-2
sw4675A-ms98-a-0016,56.561875,56.641375,two,I,sd,u-20-2
sw4675A-ms98-a-0016,56.641375,56.746875,hundred,I,sd,u-20-2
sw4675A-ms98-a-0016,56.746875,56.846875,and,I,sd,u-20-2
sw4675A-ms98-a-0016,56.846875,57.116875,fifty,I,sd,u-20-2
sw4675A-ms98-a-0016,57.116875,57.516875,dollars,I,sd,u-20-2
sw4675A-ms98-a-0016,57.516875,57.635125,in,I,sd,u-20-2
sw4675A-ms98-a-0016,57.635125,57.803500,a,I,sd,u-20-2
sw4675A-ms98-a-0016,58.210375,58.396875,little,I,sd,u-20-2
sw4675A-ms98-a-0016,58.396875,59.000625,can,I,sd,u-20-2
sw4675A-ms98-a-0016,59.313125,59.536875,[laughter-in],I,sd,u-20-2
sw4675A-ms98-a-0016,59.536875,59.596875,the,I,sd,u-20-2
sw4675A-ms98-a-0016,59.596875,60.156875,kitchen,I,sd,u-20-2
sw4675A-ms98-a-0017,60.981875,61.166875,and,B,sd,u-22-1
sw4675A-ms98-a-0017,61.166875,61.446875,then,I,sd,u-22-1
sw4675A-ms98-a-0017,61.446875,61.726875,that's,I,sd,u-22-1
sw4675A-ms98-a-0017,61.726875,61.846875,what,I,sd,u-22-1
sw4675A-ms98-a-0017,61.846875,61.976875,we,I,sd,u-22-1
sw4675A-ms98-a-0017,61.976875,62.186875,use,I,sd,u-22-1
